"depth","best.age","min.age","max.age"
0,-45,-47,-43
23.5,239,222,262
38,476,437,530
50,673,616,752
66,936,853,1047
74,1126,1042,1240
82,1394,1309,1499
90,1662,1571,1770
98,1930,1830,2057
106,2198,2086,2352
110,2331,2211,2499
118,2599,2463,2802
130,3013,2866,3230
138,3308,3173,3482
150,3752,3615,3889
158,4047,3896,4190
170,4537,4360,4692
174,4739,4587,4877
182,5142,5026,5260
186,5344,5239,5452
194,5747,5656,5843
198,5949,5861,6044
202,6151,6064,6250
206,6352,6262,6461
210,6727,6644,6816
214,7126,7026,7223
218,7526,7384,7649
222,NA,NA,NA
