"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Caprifoliaceae","Carya","Castanea","Celtis","Cephalanthus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Ilex","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Myricaceae","Nyssa","Ostrya.Carpinus","Picea","Pinus.strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnaceae","Rhus","Salix","Taxus","Tilia","Tsuga","Ulmus","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Brassicaceae","Cannabaceae","Caryophyllaceae","Chenopodiaceae.Amaranthaceae","Commelinaceae","Cyperaceae","Fabaceae","Galium","Hepatica","Liliaceae","Plantago","Poaceae.undiff.","Polygonum","Ranunculaceae.undiff.","Rosaceae","Rumex","Saxifragaceae","Thalictrum","Urticaceae","Zea.mays"
50,561,0,0.00782778864970646,0.12133072407045,0.0998043052837573,0,0.0410958904109589,0.0234833659491194,0,0.00587084148727984,0,0,0.00195694716242661,0.0371819960861057,0.0273972602739726,0,0.00587084148727984,0,0,0.00195694716242661,0,0,0.00391389432485323,0.0136986301369863,0.00195694716242661,0.0391389432485323,0.0489236790606654,0.00391389432485323,0,0.367906066536204,0,0,0,0,0.00391389432485323,0.0743639921722113,0.00587084148727984,0.00391389432485323,0,0,0.00195694716242661,0,0,0,0,0,0,0.0469667318982387,0,0,0,0,0,0.00391389432485323,0,0,0,0.00391389432485323,0,0.00195694716242661,0,0
55,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,681,0.00240384615384615,0.0120192307692308,0.165865384615385,0.0889423076923077,0,0.0552884615384615,0.0120192307692308,0,0.00961538461538462,0.00240384615384615,0,0,0.0384615384615385,0.00961538461538462,0,0,0,0,0,0,0,0.00240384615384615,0.0144230769230769,0,0.0360576923076923,0.00721153846153846,0.00240384615384615,0,0.418269230769231,0,0,0,0,0,0.0721153846153846,0.0168269230769231,0,0,0.00240384615384615,0,0,0,0,0,0,0,0.0264423076923077,0,0,0,0,0,0.00480769230769231,0,0,0,0,0,0,0,0
65,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,801,0,0.0174966352624495,0.072678331090175,0.110363391655451,0,0.0551816958277254,0.0174966352624495,0,0.00134589502018843,0.00269179004037685,0,0,0.0269179004037685,0.0134589502018843,0,0.00403768506056528,0.00269179004037685,0.00134589502018843,0,0,0.00403768506056528,0.00134589502018843,0.00807537012113055,0,0.0430686406460296,0.0174966352624495,0.00134589502018843,0,0.437415881561238,0,0,0,0,0.00134589502018843,0.0969044414535666,0.0201884253028264,0,0.00134589502018843,0,0.00134589502018843,0,0,0,0.00134589502018843,0,0.00269179004037685,0.0323014804845222,0,0,0,0,0,0.00403768506056528,0,0,0,0,0,0,0,0
80,921,0,0.00892857142857143,0.0848214285714286,0.09375,0,0.0424107142857143,0.0200892857142857,0,0.00223214285714286,0,0.00223214285714286,0.00223214285714286,0.046875,0.0223214285714286,0,0,0,0,0,0,0,0,0.0223214285714286,0,0.03125,0.00669642857142857,0.00223214285714286,0,0.450892857142857,0,0,0,0,0.00892857142857143,0.0758928571428571,0.0200892857142857,0.00223214285714286,0,0.00223214285714286,0,0,0,0,0,0,0,0.0513392857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1041,0,0.0107296137339056,0.0815450643776824,0.107296137339056,0,0.072961373390558,0.0300429184549356,0,0.00214592274678112,0.00214592274678112,0,0,0.0343347639484979,0.01931330472103,0,0.00214592274678112,0,0,0,0,0,0,0.0150214592274678,0.00214592274678112,0.036480686695279,0.0278969957081545,0,0.00214592274678112,0.414163090128755,0,0,0,0,0,0.075107296137339,0.01931330472103,0,0,0,0.00214592274678112,0,0,0,0,0,0,0.0429184549356223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1161,0,0.013986013986014,0.0769230769230769,0.104895104895105,0,0.06993006993007,0.0303030303030303,0,0.00233100233100233,0.00233100233100233,0,0,0.0675990675990676,0.0256410256410256,0,0.00233100233100233,0,0,0,0,0,0,0.00932400932400932,0,0.027972027972028,0.034965034965035,0.00466200466200466,0,0.424242424242424,0,0,0,0,0,0.0582750582750583,0.00932400932400932,0.00233100233100233,0,0,0,0,0,0,0,0,0,0.0326340326340326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1281,0,0.0236559139784946,0.0989247311827957,0.116129032258065,0,0.0623655913978495,0.0150537634408602,0,0.00860215053763441,0.0021505376344086,0,0,0.0301075268817204,0.0150537634408602,0,0,0,0,0,0,0,0,0.0279569892473118,0.0021505376344086,0.0258064516129032,0.0258064516129032,0.00860215053763441,0,0.417204301075269,0,0.0021505376344086,0,0,0,0.0752688172043011,0.010752688172043,0,0,0,0,0,0,0,0,0.0021505376344086,0,0.0258064516129032,0,0,0,0,0,0.0043010752688172,0,0,0,0,0,0,0,0
120,1402,0,0.0135746606334842,0.0927601809954751,0.135746606334842,0,0.0475113122171946,0.0316742081447964,0,0.00452488687782805,0,0.00226244343891403,0,0.0475113122171946,0.00452488687782805,0.00226244343891403,0.00904977375565611,0,0,0,0,0,0.00226244343891403,0.0113122171945701,0,0.0226244343891403,0.0294117647058824,0,0,0.429864253393665,0,0.00452488687782805,0,0,0,0.0384615384615385,0.0226244343891403,0,0,0.00226244343891403,0.00678733031674208,0,0,0,0,0,0,0.0361990950226244,0,0,0,0,0,0.00226244343891403,0,0,0,0,0,0,0,0
140,1642,0,0.0155902004454343,0.0757238307349666,0.0913140311804009,0,0.0556792873051225,0.0267260579064588,0,0.0066815144766147,0.0022271714922049,0,0,0.0267260579064588,0.0267260579064588,0.0044543429844098,0.0022271714922049,0,0,0,0,0,0.0022271714922049,0.0244988864142539,0,0.0356347438752784,0.0356347438752784,0.0089086859688196,0,0.407572383073497,0,0,0.0022271714922049,0,0,0.066815144766147,0.0200445434298441,0.0022271714922049,0,0,0,0,0,0,0,0,0,0.0556792873051225,0,0,0,0,0,0.0022271714922049,0,0,0,0,0,0.0022271714922049,0,0
160,1882,0,0.0283687943262411,0.0614657210401891,0.120567375886525,0,0.0449172576832151,0.0236406619385343,0,0.00236406619385343,0.00236406619385343,0,0.00236406619385343,0.0449172576832151,0.0307328605200946,0,0.00472813238770686,0,0,0,0,0,0,0.00945626477541371,0,0.0283687943262411,0.0283687943262411,0.00945626477541371,0,0.416075650118203,0,0,0,0,0.00472813238770686,0.0709219858156028,0.0260047281323877,0.00236406619385343,0,0,0.00236406619385343,0,0,0,0,0,0,0.0354609929078014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,2050,0,0.0107758620689655,0.0603448275862069,0.133620689655172,0,0.0495689655172414,0.0193965517241379,0,0,0.00646551724137931,0,0,0.0452586206896552,0.0129310344827586,0,0.00431034482758621,0,0,0,0,0,0.00431034482758621,0.0258620689655172,0,0.0387931034482759,0.0344827586206897,0.00646551724137931,0,0.392241379310345,0,0.0021551724137931,0,0,0.0021551724137931,0.0775862068965517,0.00646551724137931,0.0021551724137931,0,0,0.0021551724137931,0,0,0,0,0,0,0.0603448275862069,0,0,0,0,0,0.0021551724137931,0,0,0,0,0,0,0,0
195,2302,0,0.00851063829787234,0.0723404255319149,0.0978723404255319,0,0.0468085106382979,0.0404255319148936,0,0.00425531914893617,0.00212765957446809,0,0,0.0468085106382979,0.0191489361702128,0,0.00425531914893617,0.00212765957446809,0,0.00212765957446809,0,0.00212765957446809,0.00212765957446809,0.0212765957446809,0,0.0276595744680851,0.0276595744680851,0.00425531914893617,0,0.44468085106383,0,0,0.00851063829787234,0,0.00425531914893617,0.0574468085106383,0.00851063829787234,0.00212765957446809,0,0,0,0,0,0,0,0,0,0.0404255319148936,0,0,0,0,0,0,0,0,0,0,0.00212765957446809,0,0,0
215,2543,0,0.0183066361556064,0.0892448512585812,0.0938215102974828,0,0.0617848970251716,0.0320366132723112,0,0.0068649885583524,0,0,0,0.0389016018306636,0.0205949656750572,0,0,0,0,0,0,0,0,0.011441647597254,0,0.0480549199084668,0.045766590389016,0,0,0.4279176201373,0,0.0022883295194508,0,0,0.0022883295194508,0.045766590389016,0.0160183066361556,0,0,0,0,0.0022883295194508,0,0,0,0.0022883295194508,0,0.0320366132723112,0,0,0,0,0,0,0,0,0,0,0,0.0022883295194508,0,0
235,2783,0,0.020703933747412,0.0579710144927536,0.101449275362319,0,0.0641821946169772,0.0538302277432712,0,0.0020703933747412,0.0020703933747412,0,0,0.031055900621118,0.0227743271221532,0,0,0,0,0,0,0,0,0.0227743271221532,0,0.041407867494824,0.0372670807453416,0.0144927536231884,0,0.422360248447205,0,0,0,0,0,0.0455486542443064,0.020703933747412,0.0020703933747412,0,0,0.0020703933747412,0,0,0,0,0,0,0.0331262939958592,0,0,0,0,0,0,0,0,0,0,0,0.0020703933747412,0,0
271,3215,0,0.0208816705336427,0.0533642691415313,0.134570765661253,0,0.048723897911833,0.0580046403712297,0,0.00232018561484919,0,0.00232018561484919,0,0.0649651972157773,0.0394431554524362,0,0.00696055684454756,0,0,0,0,0,0.00464037122969838,0.0301624129930394,0.00232018561484919,0.0417633410672854,0.0255220417633411,0.00464037122969838,0,0.359628770301624,0,0,0,0,0.00928074245939675,0.0208816705336427,0.0232018561484919,0,0,0.00232018561484919,0,0,0,0,0,0,0,0.0417633410672854,0,0,0,0,0,0,0,0,0,0,0,0.00232018561484919,0,0
291,3455,0,0.0398126463700234,0.063231850117096,0.121779859484778,0,0.0608899297423888,0.0608899297423888,0,0,0.00234192037470726,0,0,0.105386416861827,0.0515222482435597,0,0.00468384074941452,0,0,0,0,0.00234192037470726,0,0.0234192037470726,0,0.0468384074941452,0.0327868852459016,0.00936768149882904,0.00234192037470726,0.299765807962529,0,0,0,0,0,0.0210772833723653,0.00702576112412178,0.00468384074941452,0,0.00234192037470726,0,0,0,0,0,0,0,0.0351288056206089,0,0,0,0,0,0.00234192037470726,0,0,0,0,0,0,0,0
311,3696,0,0.0267260579064588,0.0779510022271715,0.0935412026726058,0,0.044543429844098,0.0935412026726058,0,0,0,0,0,0.0556792873051225,0.0356347438752784,0.0044543429844098,0.0022271714922049,0,0,0,0,0,0,0.0111358574610245,0,0.0623608017817372,0.0200445434298441,0.0066815144766147,0,0.360801781737194,0,0.0022271714922049,0,0,0,0.022271714922049,0.0267260579064588,0,0,0,0.0066815144766147,0,0,0,0,0,0,0.0423162583518931,0,0,0,0,0,0,0,0,0,0,0.0022271714922049,0.0022271714922049,0,0
331,3936,0,0.0221774193548387,0.104838709677419,0.0665322580645161,0,0.0403225806451613,0.0625,0,0.00201612903225806,0,0.00201612903225806,0.00201612903225806,0.0262096774193548,0.0262096774193548,0.00403225806451613,0,0,0.00201612903225806,0,0,0,0,0.0161290322580645,0,0.0423387096774194,0.0282258064516129,0.00403225806451613,0,0.473790322580645,0,0,0,0,0.00201612903225806,0.00403225806451613,0.0141129032258065,0.00201612903225806,0,0,0.00604838709677419,0,0,0,0,0.00201612903225806,0,0.0383064516129032,0,0,0,0,0,0.00403225806451613,0,0,0,0,0,0,0.00201612903225806,0
351,4176,0,0.0132450331125828,0.0838852097130243,0.0551876379690949,0,0.0441501103752759,0.0176600441501104,0,0.00883002207505519,0.00662251655629139,0,0,0.0441501103752759,0.0242825607064018,0.0022075055187638,0.00662251655629139,0,0,0.0022075055187638,0,0,0,0.0154525386313466,0,0.0397350993377483,0.033112582781457,0.022075055187638,0,0.520971302428256,0,0,0,0,0,0.0022075055187638,0.0132450331125828,0.0022075055187638,0.0022075055187638,0,0,0,0.00441501103752759,0,0,0,0,0.0309050772626932,0,0,0,0,0,0.0022075055187638,0,0,0,0,0,0.0022075055187638,0,0
365,4344,0.0021978021978022,0.0351648351648352,0.098901098901099,0.0527472527472527,0,0.103296703296703,0.0285714285714286,0,0,0,0,0,0.0461538461538462,0.0197802197802198,0.00659340659340659,0.0043956043956044,0.0021978021978022,0.0021978021978022,0.0021978021978022,0,0,0,0.021978021978022,0,0.0285714285714286,0.0241758241758242,0.0043956043956044,0,0.443956043956044,0,0,0,0,0,0.00879120879120879,0.0153846153846154,0.0021978021978022,0,0,0.0021978021978022,0,0,0,0,0,0,0.0395604395604396,0,0,0,0,0,0.0021978021978022,0,0,0,0,0,0.0021978021978022,0,0
371,4416,0,0.0184331797235023,0.0552995391705069,0.076036866359447,0,0.0552995391705069,0.00691244239631336,0,0.00230414746543779,0.00460829493087558,0,0,0.0276497695852535,0.0345622119815668,0,0,0,0,0,0,0,0.00230414746543779,0.00921658986175115,0,0.0483870967741935,0.0299539170506912,0.00460829493087558,0,0.539170506912442,0,0,0.00230414746543779,0,0.00230414746543779,0,0.0161290322580645,0.00691244239631336,0,0,0.00921658986175115,0,0,0,0,0,0,0.0483870967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,4476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,4536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,4656,0,0.0194174757281553,0.0854368932038835,0.0407766990291262,0,0.0621359223300971,0.0058252427184466,0,0.00194174757281553,0.00194174757281553,0,0,0.0388349514563107,0.0388349514563107,0.0058252427184466,0.00194174757281553,0,0,0,0,0,0.00388349514563107,0.0135922330097087,0,0.029126213592233,0.0271844660194175,0.0116504854368932,0,0.52621359223301,0,0,0.00194174757281553,0,0.00194174757281553,0.00970873786407767,0.00776699029126214,0.00194174757281553,0.00194174757281553,0,0.00388349514563107,0,0,0,0,0,0,0.0504854368932039,0,0,0,0,0,0.00388349514563107,0,0,0,0,0,0.00194174757281553,0,0
401,4776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,4897,0,0.0303030303030303,0.0732323232323232,0.0353535353535354,0,0.0378787878787879,0.0151515151515152,0,0,0,0.00252525252525253,0,0.0505050505050505,0.0353535353535354,0,0,0,0,0,0,0,0.00505050505050505,0.0101010101010101,0,0.047979797979798,0.0353535353535354,0.0101010101010101,0,0.537878787878788,0,0.00505050505050505,0,0,0.00252525252525253,0.0176767676767677,0.00505050505050505,0.00757575757575758,0,0.00252525252525253,0.00757575757575758,0,0,0,0,0,0,0.0252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,4957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,5017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,5137,0,0.0318906605922551,0.061503416856492,0.0569476082004556,0,0.0751708428246014,0.00455580865603645,0.00227790432801822,0,0.00455580865603645,0,0,0.0273348519362187,0.0660592255125285,0,0.00227790432801822,0.00227790432801822,0.00227790432801822,0,0,0.00227790432801822,0,0.00911161731207289,0,0.0387243735763098,0.0250569476082005,0.00227790432801822,0,0.539863325740319,0,0,0,0,0.00227790432801822,0.00683371298405467,0.0159453302961276,0,0.00227790432801822,0,0,0,0,0,0,0,0,0.0182232346241458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,5197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,5257,0,0.0310421286031042,0.0776053215077605,0.0443458980044346,0,0.0687361419068736,0.00886917960088692,0,0.00443458980044346,0.00443458980044346,0,0,0.0532150776053215,0.0332594235033259,0,0.0110864745011086,0,0,0,0,0,0.00221729490022173,0,0,0.0221729490022173,0.0266075388026608,0.00221729490022173,0,0.529933481152993,0,0,0,0,0.00665188470066519,0.0221729490022173,0.0155210643015521,0.00443458980044346,0,0,0.00665188470066519,0,0,0,0,0.00221729490022173,0,0.00886917960088692,0,0,0,0,0,0.0133037694013304,0,0,0,0,0,0,0,0
451,5377,0,0.0164609053497942,0.0781893004115226,0.0596707818930041,0.00205761316872428,0.0699588477366255,0.0164609053497942,0,0.00823045267489712,0.00205761316872428,0.00205761316872428,0,0.0617283950617284,0.037037037037037,0.00411522633744856,0.00823045267489712,0,0,0,0,0,0.00205761316872428,0.0185185185185185,0,0.0267489711934156,0.0205761316872428,0.0102880658436214,0.00411522633744856,0.510288065843621,0,0,0.00205761316872428,0,0,0.0205761316872428,0.00617283950617284,0.00205761316872428,0,0.00205761316872428,0,0,0,0,0,0,0,0.00823045267489712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,5449,0,0.018,0.094,0.056,0,0.076,0.006,0.002,0.012,0,0.002,0.006,0.05,0.03,0.002,0.01,0,0,0,0,0,0.004,0.014,0,0.02,0.018,0.024,0,0.504,0,0,0,0,0.006,0.016,0.018,0.004,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0,0,0,0.002,0,0,0,0,0,0.002,0,0
462,5509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,5569,0,0.0212765957446809,0.0978723404255319,0.048936170212766,0,0.0531914893617021,0.00638297872340425,0,0,0,0,0,0.0446808510638298,0.0234042553191489,0.00425531914893617,0.00851063829787234,0,0.00212765957446809,0.00212765957446809,0,0,0.00425531914893617,0.0191489361702128,0,0.00851063829787234,0.0212765957446809,0.00851063829787234,0,0.582978723404255,0,0,0,0,0.00212765957446809,0.00638297872340425,0.0212765957446809,0.00425531914893617,0,0,0,0,0,0,0,0,0,0.00851063829787234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,5652,0,0.0425531914893617,0.0851063829787234,0.0543735224586288,0,0.0780141843971631,0.016548463356974,0,0.00709219858156028,0.00236406619385343,0,0,0.0425531914893617,0.0307328605200946,0.00709219858156028,0.00945626477541371,0,0,0,0,0,0,0.0236406619385343,0,0.0354609929078014,0.0260047281323877,0.00472813238770686,0,0.434988179669031,0,0,0,0,0.00472813238770686,0.049645390070922,0.0189125295508274,0.00236406619385343,0.00236406619385343,0,0.00236406619385343,0,0.00236406619385343,0,0,0,0,0.0118203309692671,0,0,0,0.00236406619385343,0,0.00236406619385343,0,0,0,0,0,0,0,0
487,5735,0,0.0167865707434053,0.0887290167865707,0.0647482014388489,0,0.0767386091127098,0.00719424460431655,0,0.00479616306954436,0,0,0.00239808153477218,0.0359712230215827,0.026378896882494,0,0.0167865707434053,0.00239808153477218,0.00239808153477218,0.00239808153477218,0,0,0,0.0215827338129496,0,0.0119904076738609,0.0215827338129496,0.00719424460431655,0,0.47242206235012,0,0.00239808153477218,0,0,0,0.0671462829736211,0.0287769784172662,0,0,0,0.00239808153477218,0,0,0,0,0.00239808153477218,0,0.00479616306954436,0,0,0,0,0.00239808153477218,0.00719424460431655,0,0,0,0,0,0,0,0
497,5818,0,0.029045643153527,0.0829875518672199,0.070539419087137,0,0.0601659751037344,0.00622406639004149,0,0.0020746887966805,0,0,0,0.0622406639004149,0.033195020746888,0.004149377593361,0.00622406639004149,0,0,0,0,0,0,0.00622406639004149,0,0.0145228215767635,0.016597510373444,0.00622406639004149,0.0020746887966805,0.448132780082988,0,0,0,0,0.004149377593361,0.105809128630705,0.0186721991701245,0.0020746887966805,0,0,0.004149377593361,0,0,0,0,0,0,0.00829875518672199,0,0,0,0,0,0.00622406639004149,0,0,0,0,0,0,0,0
