"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum.type","Alnus","Arceuthobium","Betula","Carya","Celtis","Corylus","Cupressaceae","Ephedra.nevadensis.type","Ericaceae","Fagus","Fraxinus","Juglans.cinerea","Juglans.nigra","Larix","Morus","Myrica","Ostrya","Picea","Pinus","Platanus","Populus","Quercus","Salix","Shepherdia.argentea","Shepherdia.canadensis","Taxus","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Caryophyllaceae","Chenopodiineae","Cyperaceae","Iva.annua.type","Onagraceae","Plantago","Poaceae","Ranunculus","Rosaceae.undiff.","Rumex","Sanguisorba","Thalictrum"
580,8061,0.00483091787439614,0,0.0289855072463768,0,0,0.00966183574879227,0.0144927536231884,0,0,0.0628019323671498,0,0,0.0289855072463768,0.0628019323671498,0,0,0,0,0,0.0579710144927536,0,0.27536231884058,0.0193236714975845,0.00483091787439614,0.164251207729469,0,0,0,0,0.0289855072463768,0.14975845410628,0.0531400966183575,0,0,0,0.00483091787439614,0.00966183574879227,0,0.00483091787439614,0.00483091787439614,0,0,0,0.00966183574879227,0,0,0,0,0
600,8426,0,0,0.0147783251231527,0.00492610837438424,0,0.0147783251231527,0.00985221674876847,0,0,0.00985221674876847,0,0,0.0295566502463054,0.0147783251231527,0,0,0.00492610837438424,0,0,0.103448275862069,0.00492610837438424,0.25615763546798,0.00985221674876847,0,0.133004926108374,0,0,0,0,0.0147783251231527,0.330049261083744,0.0344827586206897,0,0,0,0.00492610837438424,0,0,0,0.00492610837438424,0,0,0,0,0,0,0,0,0
610,NA,0,0,0.0148514851485149,0.00495049504950495,0,0.0445544554455446,0.0099009900990099,0,0,0,0,0,0.0099009900990099,0.0148514851485149,0,0,0,0,0,0.0841584158415842,0.00495049504950495,0.331683168316832,0,0,0.0891089108910891,0,0,0,0,0.0297029702970297,0.326732673267327,0.0148514851485149,0,0.00495049504950495,0,0,0,0,0,0.0148514851485149,0,0,0,0,0,0,0,0,0
620,NA,0.00485436893203883,0,0.029126213592233,0.0145631067961165,0,0.106796116504854,0,0,0,0.00485436893203883,0,0,0.0145631067961165,0.0388349514563107,0.00485436893203883,0,0.00485436893203883,0,0,0.116504854368932,0,0.446601941747573,0.00485436893203883,0,0.131067961165049,0,0,0,0,0.00485436893203883,0.00970873786407767,0.0485436893203883,0,0.00485436893203883,0,0,0,0,0.00485436893203883,0.00485436893203883,0,0,0,0,0,0,0,0,0
630,NA,0.00495049504950495,0,0.0198019801980198,0,0,0.0792079207920792,0.00495049504950495,0,0.00495049504950495,0.00495049504950495,0,0,0.0148514851485149,0.0544554455445545,0,0,0.0148514851485149,0,0,0.128712871287129,0,0.391089108910891,0,0.0099009900990099,0.188118811881188,0,0,0,0,0.00495049504950495,0.0099009900990099,0.0594059405940594,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0
640,NA,0,0,0.0145631067961165,0,0,0.12621359223301,0,0,0,0.00970873786407767,0,0,0,0.0436893203883495,0,0,0.00970873786407767,0,0,0.0679611650485437,0.00970873786407767,0.446601941747573,0.00485436893203883,0,0.218446601941748,0,0,0,0,0,0.00485436893203883,0.0145631067961165,0,0.00970873786407767,0.00485436893203883,0,0,0,0,0.0145631067961165,0,0,0,0,0,0,0,0,0
650,NA,0.00480769230769231,0,0.00480769230769231,0.00961538461538462,0,0.125,0,0,0,0.00480769230769231,0,0,0.00480769230769231,0.0432692307692308,0,0,0.00480769230769231,0,0,0.0576923076923077,0,0.519230769230769,0,0.00480769230769231,0.115384615384615,0.00480769230769231,0,0,0,0.00480769230769231,0.0240384615384615,0.0432692307692308,0,0,0,0.00480769230769231,0.00480769230769231,0,0,0.00480769230769231,0,0,0,0.00961538461538462,0,0,0,0,0
660,NA,0.00970873786407767,0,0.00485436893203883,0.00970873786407767,0,0.155339805825243,0,0,0,0,0,0,0,0.029126213592233,0,0,0.00970873786407767,0,0.00485436893203883,0.0145631067961165,0.00485436893203883,0.567961165048544,0.00485436893203883,0.00970873786407767,0.12621359223301,0,0,0,0,0,0.0242718446601942,0.00970873786407767,0,0.00485436893203883,0,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0,0,0.00485436893203883
670,NA,0.00478468899521531,0,0.00478468899521531,0.00478468899521531,0,0.143540669856459,0.00956937799043062,0.00478468899521531,0,0.00478468899521531,0,0,0,0.0143540669856459,0,0,0.00956937799043062,0,0,0.0287081339712919,0.00956937799043062,0.488038277511962,0.00956937799043062,0.0239234449760766,0.143540669856459,0.00956937799043062,0,0,0,0,0.00956937799043062,0.0478468899521531,0,0.00478468899521531,0,0,0,0,0.00478468899521531,0.00956937799043062,0,0,0,0.00956937799043062,0,0,0,0,0
680,NA,0.00495049504950495,0,0.0099009900990099,0,0,0.227722772277228,0.00495049504950495,0,0,0.0198019801980198,0,0,0.0099009900990099,0.0148514851485149,0,0,0.0198019801980198,0,0,0.0544554455445545,0.0099009900990099,0.371287128712871,0,0.0297029702970297,0.128712871287129,0,0,0,0,0,0.0099009900990099,0.0742574257425743,0,0.00495049504950495,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0,0
690,NA,0.0147783251231527,0,0.00985221674876847,0.00492610837438424,0,0.177339901477833,0.0147783251231527,0.00492610837438424,0,0.00492610837438424,0,0,0.00492610837438424,0.0246305418719212,0,0,0.00985221674876847,0,0,0.0295566502463054,0.00492610837438424,0.541871921182266,0,0,0.0935960591133005,0,0.00492610837438424,0,0,0,0.00492610837438424,0.0443349753694581,0,0,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0,0
700,NA,0.00985221674876847,0,0.00492610837438424,0,0,0.192118226600985,0.00492610837438424,0,0,0.0197044334975369,0,0,0,0.0147783251231527,0,0,0,0,0,0.0344827586206897,0.0394088669950739,0.413793103448276,0,0.0492610837438424,0.137931034482759,0.00492610837438424,0,0,0,0,0.00985221674876847,0.0541871921182266,0,0,0,0,0,0,0,0.00492610837438424,0,0,0,0.00492610837438424,0,0,0,0,0
710,NA,0.014218009478673,0,0,0,0,0.255924170616114,0,0,0,0.018957345971564,0,0,0,0.004739336492891,0,0,0.028436018957346,0,0,0.037914691943128,0.042654028436019,0.374407582938389,0,0.042654028436019,0.0568720379146919,0.014218009478673,0,0,0,0,0.009478672985782,0.0616113744075829,0,0,0,0.004739336492891,0,0,0,0.033175355450237,0,0,0,0,0,0,0,0,0
720,NA,0.0238095238095238,0,0.00952380952380952,0.00952380952380952,0,0.166666666666667,0.00476190476190476,0.00476190476190476,0,0.0238095238095238,0,0,0,0.0238095238095238,0,0,0.019047619047619,0,0,0.0428571428571429,0.0476190476190476,0.323809523809524,0.00476190476190476,0.0476190476190476,0.128571428571429,0.00952380952380952,0,0,0,0,0.00476190476190476,0.0761904761904762,0,0,0,0.00952380952380952,0,0,0,0.0142857142857143,0,0,0,0.00476190476190476,0,0,0,0,0
730,NA,0.0434782608695652,0,0.00483091787439614,0,0,0.178743961352657,0,0,0,0.0144927536231884,0,0,0,0.0144927536231884,0,0,0.00483091787439614,0,0,0.0241545893719807,0.0676328502415459,0.48792270531401,0,0,0.106280193236715,0,0,0,0,0,0,0.0193236714975845,0,0.00483091787439614,0,0.00483091787439614,0.00483091787439614,0,0,0.0144927536231884,0,0,0,0.00483091787439614,0,0,0,0,0
740,NA,0.0377358490566038,0,0.00943396226415094,0.00471698113207547,0,0.165094339622642,0.00471698113207547,0,0,0,0,0,0,0.00943396226415094,0.00471698113207547,0,0.0188679245283019,0,0,0.0330188679245283,0.0566037735849057,0.433962264150943,0,0.0141509433962264,0.122641509433962,0,0,0,0,0,0.0141509433962264,0.0188679245283019,0,0.00471698113207547,0,0.0188679245283019,0,0,0,0.0188679245283019,0,0,0,0.00943396226415094,0,0,0,0,0
750,NA,0.0318181818181818,0,0,0.00454545454545455,0,0.15,0.00454545454545455,0,0,0,0,0,0,0.0136363636363636,0,0,0.0318181818181818,0,0,0.0272727272727273,0.109090909090909,0.345454545454545,0,0.0454545454545455,0.113636363636364,0.00454545454545455,0,0,0,0,0.00454545454545455,0.0318181818181818,0,0.00454545454545455,0,0.0181818181818182,0,0,0,0.0363636363636364,0,0,0,0.0181818181818182,0.00454545454545455,0,0,0,0
760,NA,0.0191387559808612,0,0.0191387559808612,0,0,0.0861244019138756,0,0,0,0.0191387559808612,0,0,0,0.0239234449760766,0,0,0.0191387559808612,0,0,0.0334928229665072,0.124401913875598,0.339712918660287,0,0.0239234449760766,0.205741626794258,0.0239234449760766,0,0,0,0,0.00956937799043062,0.0334928229665072,0,0,0,0.00478468899521531,0.00478468899521531,0,0,0.00956937799043062,0,0,0,0,0,0,0,0,0
770,NA,0.0087719298245614,0,0.0087719298245614,0,0,0.135964912280702,0.0087719298245614,0,0,0.0175438596491228,0,0,0,0.0307017543859649,0.0043859649122807,0,0.0263157894736842,0,0,0.0657894736842105,0.0964912280701754,0.293859649122807,0.0043859649122807,0.0394736842105263,0.114035087719298,0.0131578947368421,0,0,0,0,0.0131578947368421,0.0087719298245614,0,0.0043859649122807,0,0.0175438596491228,0,0,0,0.0657894736842105,0,0,0,0.0087719298245614,0.0043859649122807,0,0,0,0.0087719298245614
780,NA,0.027027027027027,0,0.0045045045045045,0.0045045045045045,0,0.0540540540540541,0,0,0,0.009009009009009,0,0.0045045045045045,0.0045045045045045,0.0135135135135135,0.0045045045045045,0,0.045045045045045,0,0,0.0315315315315315,0.157657657657658,0.400900900900901,0,0.0315315315315315,0.0855855855855856,0,0,0,0,0,0.009009009009009,0.0225225225225225,0,0,0,0.027027027027027,0,0,0,0.0405405405405405,0,0,0,0.0225225225225225,0,0,0,0,0
790,NA,0.0045662100456621,0,0,0.0045662100456621,0,0.10958904109589,0.0136986301369863,0.0045662100456621,0,0.0136986301369863,0,0,0,0.0319634703196347,0.0045662100456621,0,0.0182648401826484,0,0,0.0547945205479452,0.114155251141553,0.296803652968037,0,0.0136986301369863,0.178082191780822,0,0,0,0,0,0.0136986301369863,0.0365296803652968,0,0,0,0.0136986301369863,0,0,0.0045662100456621,0.045662100456621,0,0,0,0.0228310502283105,0,0,0,0,0
800,NA,0.0163265306122449,0,0.0122448979591837,0.0122448979591837,0,0.130612244897959,0,0,0,0.0530612244897959,0,0,0.00408163265306122,0.0204081632653061,0.00408163265306122,0,0.00816326530612245,0,0,0.0448979591836735,0.142857142857143,0.236734693877551,0,0.0326530612244898,0.106122448979592,0.0285714285714286,0,0.00408163265306122,0,0,0,0.00408163265306122,0,0.0122448979591837,0,0.0408163265306122,0.00816326530612245,0,0.00408163265306122,0.0489795918367347,0,0,0,0.0122448979591837,0.00408163265306122,0,0,0,0.00816326530612245
810,NA,0.00427350427350427,0,0.0213675213675214,0.00854700854700855,0,0.0512820512820513,0,0,0.00427350427350427,0.0299145299145299,0,0,0,0.00854700854700855,0.00854700854700855,0,0.0512820512820513,0,0,0.0384615384615385,0.200854700854701,0.329059829059829,0,0.0128205128205128,0.0854700854700855,0.0128205128205128,0,0.00427350427350427,0,0,0.00854700854700855,0.00427350427350427,0.00427350427350427,0,0,0.0170940170940171,0.0170940170940171,0,0,0.0641025641025641,0,0,0,0.00854700854700855,0,0,0,0,0.00427350427350427
820,NA,0.0045045045045045,0,0,0.009009009009009,0,0.0540540540540541,0.009009009009009,0,0.0045045045045045,0.0135135135135135,0,0,0,0.0135135135135135,0,0,0.045045045045045,0,0.0045045045045045,0.063063063063063,0.207207207207207,0.306306306306306,0,0.0045045045045045,0.148648648648649,0.009009009009009,0,0.009009009009009,0,0.0045045045045045,0,0.027027027027027,0,0,0,0.018018018018018,0.0045045045045045,0,0,0.027027027027027,0,0,0,0.0135135135135135,0,0,0,0,0
830,NA,0,0,0,0,0,0.0871559633027523,0.0137614678899083,0,0,0.0091743119266055,0,0,0,0.0137614678899083,0,0,0.036697247706422,0,0,0.0275229357798165,0.192660550458716,0.371559633027523,0,0.0137614678899083,0.105504587155963,0.0091743119266055,0,0,0,0,0.018348623853211,0.0275229357798165,0,0.00458715596330275,0,0.0137614678899083,0.0091743119266055,0,0,0.036697247706422,0,0,0,0.00458715596330275,0,0,0,0,0.00458715596330275
840,NA,0,0,0,0.00444444444444444,0,0.0444444444444444,0,0,0,0.0355555555555556,0,0,0,0.00888888888888889,0.00444444444444444,0,0.0488888888888889,0.00444444444444444,0,0.0444444444444444,0.182222222222222,0.355555555555556,0,0.0577777777777778,0.0755555555555556,0.0222222222222222,0,0,0,0,0.0133333333333333,0.0133333333333333,0,0.00888888888888889,0,0.0222222222222222,0.00888888888888889,0,0.00444444444444444,0.0311111111111111,0,0,0,0.00444444444444444,0.00444444444444444,0,0,0,0
850,NA,0,0,0,0.0179372197309417,0,0.0538116591928251,0.00448430493273543,0,0,0.0179372197309417,0,0,0,0.00448430493273543,0,0,0.0403587443946188,0,0,0.0179372197309417,0.318385650224215,0.291479820627803,0,0.00896860986547085,0.103139013452915,0.00448430493273543,0,0,0,0.00896860986547085,0.00896860986547085,0.0179372197309417,0,0.00448430493273543,0,0.0134529147982063,0,0,0,0.0538116591928251,0,0,0,0.00896860986547085,0,0,0,0,0
860,NA,0.00462962962962963,0,0.00925925925925926,0.00462962962962963,0,0.0787037037037037,0,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0.388888888888889,0.324074074074074,0,0,0.0555555555555556,0.00462962962962963,0,0.00462962962962963,0,0,0.0185185185185185,0.00462962962962963,0,0.00925925925925926,0,0.0138888888888889,0.00925925925925926,0,0,0.0231481481481481,0,0,0,0,0,0,0,0,0.00462962962962963
870,NA,0,0,0,0,0,0.085308056872038,0.004739336492891,0,0,0,0,0,0,0,0,0,0.028436018957346,0,0,0.009478672985782,0.4739336492891,0.241706161137441,0,0.004739336492891,0.0616113744075829,0,0,0,0.004739336492891,0,0.023696682464455,0.014218009478673,0,0,0,0.004739336492891,0.004739336492891,0,0.004739336492891,0.028436018957346,0,0,0,0.004739336492891,0,0,0,0,0
880,NA,0.00836820083682008,0,0.00418410041841004,0.0167364016736402,0,0.108786610878661,0,0,0,0.00836820083682008,0,0.00836820083682008,0,0,0,0,0,0,0,0,0.263598326359833,0.380753138075314,0.00418410041841004,0.00418410041841004,0.0251046025104603,0.00836820083682008,0,0,0,0,0.0125523012552301,0.0167364016736402,0,0,0,0.00836820083682008,0.00418410041841004,0,0,0.104602510460251,0,0,0,0.00418410041841004,0,0,0,0,0.00836820083682008
890,NA,0,0,0,0.0296296296296296,0,0.0777777777777778,0.0037037037037037,0,0,0,0,0,0,0.0111111111111111,0,0,0.0037037037037037,0,0,0.0111111111111111,0.22962962962963,0.333333333333333,0,0.00740740740740741,0.0407407407407407,0.0148148148148148,0,0.00740740740740741,0,0,0.0111111111111111,0.0111111111111111,0,0.0037037037037037,0,0.0111111111111111,0.0037037037037037,0,0.0037037037037037,0.162962962962963,0,0,0,0.0037037037037037,0,0,0,0,0.0185185185185185
898,NA,0.00701754385964912,0,0.00350877192982456,0.0140350877192982,0,0.0456140350877193,0,0,0,0.00350877192982456,0,0,0,0.00701754385964912,0,0,0,0,0,0.00350877192982456,0.252631578947368,0.315789473684211,0.00350877192982456,0.00701754385964912,0.0280701754385965,0.0140350877192982,0,0.00701754385964912,0,0,0.0105263157894737,0,0,0.00350877192982456,0,0.0210526315789474,0.0105263157894737,0,0.00350877192982456,0.203508771929825,0,0,0,0.0245614035087719,0,0,0,0,0.0105263157894737
910,NA,0.00319488817891374,0,0.00638977635782748,0.00638977635782748,0,0.0575079872204473,0,0,0,0.00638977635782748,0,0,0,0,0,0,0.00319488817891374,0,0,0.0191693290734824,0.188498402555911,0.313099041533546,0,0,0.0287539936102236,0.0191693290734824,0,0.00958466453674121,0,0,0.00958466453674121,0.00319488817891374,0,0.012779552715655,0,0.0159744408945687,0.00319488817891374,0,0.00638977635782748,0.271565495207668,0,0,0,0.012779552715655,0,0,0,0,0.00319488817891374
920,NA,0,0,0,0.0093167701863354,0,0.046583850931677,0.0062111801242236,0.0031055900621118,0,0.0652173913043478,0,0,0,0.0186335403726708,0,0,0,0,0,0.0496894409937888,0.18944099378882,0.12111801242236,0,0.0248447204968944,0.0714285714285714,0.062111801242236,0,0.0093167701863354,0,0,0,0.0248447204968944,0,0.0031055900621118,0.0031055900621118,0.0496894409937888,0.0031055900621118,0,0.0031055900621118,0.208074534161491,0,0,0,0.0248447204968944,0.0031055900621118,0,0,0,0
930,NA,0.00319488817891374,0,0,0.0159744408945687,0,0.0191693290734824,0,0,0,0.012779552715655,0,0.00638977635782748,0.00319488817891374,0.0255591054313099,0,0,0,0,0,0.0479233226837061,0.21405750798722,0.191693290734824,0,0.00319488817891374,0.0926517571884984,0.00638977635782748,0,0.00638977635782748,0,0.00319488817891374,0,0.0223642172523962,0,0.00638977635782748,0,0.0575079872204473,0.0191693290734824,0,0.00638977635782748,0.21405750798722,0,0,0,0.0223642172523962,0,0,0,0,0
943,NA,0.00324675324675325,0,0,0,0,0.012987012987013,0.0064935064935065,0,0.0064935064935065,0.012987012987013,0,0.00324675324675325,0,0.0162337662337662,0,0,0,0,0,0.038961038961039,0.168831168831169,0.243506493506494,0,0.0064935064935065,0.12012987012987,0.025974025974026,0,0,0,0,0,0.0194805194805195,0,0.025974025974026,0,0.0584415584415584,0,0,0,0.214285714285714,0,0,0,0.0162337662337662,0,0,0,0,0
950,NA,0.00523560209424084,0,0.00523560209424084,0.00261780104712042,0,0.0261780104712042,0.00261780104712042,0,0,0.00523560209424084,0.00261780104712042,0,0,0.0183246073298429,0,0,0,0,0,0.0392670157068063,0.149214659685864,0.191099476439791,0.00261780104712042,0.00261780104712042,0.049738219895288,0.0706806282722513,0,0.0130890052356021,0,0,0,0.0261780104712042,0,0.0235602094240838,0,0.0575916230366492,0.0209424083769634,0,0.00261780104712042,0.267015706806283,0,0,0.00261780104712042,0.0130890052356021,0,0,0,0,0
960,NA,0.00316455696202532,0,0,0.00632911392405063,0,0.0443037974683544,0.00632911392405063,0,0,0.00949367088607595,0,0,0,0.00949367088607595,0,0,0,0,0,0.0379746835443038,0.281645569620253,0.193037974683544,0.00316455696202532,0,0.0411392405063291,0.0537974683544304,0,0.00316455696202532,0,0,0,0.00316455696202532,0,0.00632911392405063,0,0.0537974683544304,0.00632911392405063,0,0,0.231012658227848,0,0,0,0.00632911392405063,0,0,0,0,0
970,NA,0,0,0,0.0229885057471264,0,0.0229885057471264,0,0,0,0.0727969348659004,0,0,0,0.0268199233716475,0,0,0,0,0,0.00766283524904215,0.436781609195402,0.157088122605364,0,0.00766283524904215,0.0229885057471264,0.0229885057471264,0,0,0,0,0,0.0114942528735632,0,0.0114942528735632,0,0.0191570881226054,0.0153256704980843,0,0,0.0881226053639847,0,0,0,0.0344827586206897,0,0,0,0,0.0191570881226054
980,NA,0,0,0.00367647058823529,0.00735294117647059,0,0.0404411764705882,0.00367647058823529,0,0,0.0294117647058824,0,0,0,0.0183823529411765,0,0,0,0,0,0.0367647058823529,0.268382352941176,0.25,0,0.00367647058823529,0.0808823529411765,0.0294117647058824,0,0,0,0,0,0,0,0.0330882352941176,0,0.0441176470588235,0.0367647058823529,0.00367647058823529,0.00367647058823529,0.0845588235294118,0,0,0,0.0183823529411765,0,0,0,0,0.00367647058823529
990,NA,0,0,0,0.0606060606060606,0,0.0757575757575758,0.00757575757575758,0,0,0.0265151515151515,0,0,0,0.0189393939393939,0,0.00378787878787879,0,0,0,0.0340909090909091,0.284090909090909,0.185606060606061,0,0.0113636363636364,0.109848484848485,0.0151515151515152,0,0,0,0,0,0,0,0.0189393939393939,0,0.0303030303030303,0.0113636363636364,0.00757575757575758,0,0.0681818181818182,0,0,0,0.0227272727272727,0,0,0,0,0.00757575757575758
1000,NA,0.00749063670411985,0,0.0149812734082397,0.0187265917602996,0,0.0374531835205993,0.0149812734082397,0.00374531835205993,0,0.104868913857678,0,0,0,0.0187265917602996,0,0.00374531835205993,0,0.00374531835205993,0,0.0411985018726592,0.168539325842697,0.172284644194757,0,0.0262172284644195,0.123595505617978,0.0224719101123595,0,0,0,0,0,0.00749063670411985,0,0,0,0.0299625468164794,0.0374531835205993,0,0,0.0636704119850187,0,0,0,0.0561797752808989,0,0.00374531835205993,0.00749063670411985,0.00374531835205993,0.00749063670411985
1010,NA,0.00854700854700855,0,0,0.0213675213675214,0.00427350427350427,0.047008547008547,0,0,0,0.0213675213675214,0,0,0,0.329059829059829,0,0,0.0128205128205128,0,0.00427350427350427,0.0384615384615385,0.192307692307692,0.158119658119658,0,0.0256410256410256,0.0128205128205128,0.00854700854700855,0,0,0,0,0.00854700854700855,0.0170940170940171,0,0,0,0.0170940170940171,0,0,0,0.047008547008547,0,0,0,0.0256410256410256,0,0,0,0,0
1020,NA,0.012448132780083,0,0,0.016597510373444,0,0.107883817427386,0,0,0,0.037344398340249,0,0,0.004149377593361,0.053941908713693,0,0,0,0,0,0.016597510373444,0.20746887966805,0.282157676348548,0,0.029045643153527,0.029045643153527,0.004149377593361,0,0,0,0,0.004149377593361,0.029045643153527,0,0.00829875518672199,0,0.016597510373444,0.012448132780083,0,0.004149377593361,0.0788381742738589,0,0,0,0.037344398340249,0.00829875518672199,0,0,0,0
1030,NA,0,0,0,0.0318725099601594,0,0.103585657370518,0.00398406374501992,0,0,0.0199203187250996,0,0,0,0.0239043824701195,0.00398406374501992,0,0,0,0,0.0159362549800797,0.155378486055777,0.334661354581673,0,0.00796812749003984,0.051792828685259,0.0159362549800797,0,0,0,0,0,0.0119521912350598,0,0.0318725099601594,0,0.0438247011952191,0.0159362549800797,0,0.00398406374501992,0.0796812749003984,0,0,0,0.0438247011952191,0,0,0,0,0
1040,NA,0,0,0,0.0148514851485149,0,0.0445544554455446,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0.0148514851485149,0.153465346534653,0.544554455445545,0,0.00495049504950495,0.0792079207920792,0.00495049504950495,0,0,0,0,0,0.0099009900990099,0,0.0297029702970297,0.00495049504950495,0.0495049504950495,0.0099009900990099,0,0,0.0247524752475248,0,0,0,0.00495049504950495,0,0,0,0,0
