"sample.depths","sample.ages","Acer.saccharum.type","Acer.rubrum","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Carya","Castanea","Cyperaceae","Ericaceae","Fagus","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Herbs.undiff.","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Ostrya.Carpinus","Picea","Platanus","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Anacardiaceae","Pinus","Populus","Amaranthaceae","Caprifoliaceae","Plantago","Prunus.Sorbus","Myrica","Cerealia","Fraxinus.nigra.type","Nyssa","Apiaceae","Corylus","Celtis","Diospyros.type","Rhamnaceae","Acer.negundo","Thalictrum","Salix","Cornus","Cupressaceae","Ilex","Rubiaceae.undiff.","Galium","Polygonum","Tilia","Rhamnaceae.Vitaceae.undiff.","Taxus","Abies","Urtica.type","Alnus.viridis.type","Morus","Sanguisorba","Shrubs.undiff.","Moraceae.undiff.","Caryophyllaceae"
690,7900,0,0.0101010101010101,0.037037037037037,0,0,0.0538720538720539,0.0134680134680135,0.00336700336700337,0,0,0.0841750841750842,0.0202020202020202,0,0,0,0.00336700336700337,0,0.00336700336700337,0.00336700336700337,0,0,0.525252525252525,0,0.154882154882155,0,0.0235690235690236,0,0.00336700336700337,0.0336700336700337,0,0,0,0,0,0,0,0.00673400673400673,0.00673400673400673,0,0,0.00336700336700337,0,0,0,0.00336700336700337,0,0,0,0.00336700336700337,0,0,0,0,0,0,0,0,0,0.00336700336700337,0,0,0,0
695,7969,0.0102389078498294,0.00341296928327645,0.0273037542662116,0,0.00341296928327645,0.0477815699658703,0.0204778156996587,0,0,0,0.068259385665529,0.0068259385665529,0.0102389078498294,0,0.0068259385665529,0,0,0,0.0102389078498294,0,0.0102389078498294,0.593856655290102,0,0.119453924914676,0,0.0068259385665529,0.00341296928327645,0,0.0307167235494881,0,0,0,0,0,0,0,0.0102389078498294,0,0,0.00341296928327645,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0
710,8172,0.00689655172413793,0.00689655172413793,0.0413793103448276,0.00344827586206897,0,0.106896551724138,0.00689655172413793,0,0.00689655172413793,0,0.0862068965517241,0,0.00689655172413793,0.00344827586206897,0.00689655172413793,0,0,0,0.0206896551724138,0,0.0103448275862069,0.53448275862069,0,0.0724137931034483,0.00344827586206897,0.0137931034482759,0,0,0.0310344827586207,0,0.00344827586206897,0,0,0.00344827586206897,0,0,0.00689655172413793,0,0,0.00344827586206897,0,0,0,0,0,0,0,0,0.00344827586206897,0.0103448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0
720,8303,0.00684931506849315,0,0.0513698630136986,0.00684931506849315,0,0.0753424657534247,0.00684931506849315,0,0,0,0.0719178082191781,0.0102739726027397,0.00684931506849315,0,0.00684931506849315,0,0,0,0.0171232876712329,0,0.00342465753424658,0.551369863013699,0,0.113013698630137,0,0.00342465753424658,0,0,0.047945205479452,0,0,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0
740,8556,0.0207612456747405,0.0069204152249135,0.0311418685121107,0,0,0.055363321799308,0,0,0.0103806228373702,0.0069204152249135,0.0380622837370242,0.0207612456747405,0,0,0,0,0,0,0.0069204152249135,0.00346020761245675,0.00346020761245675,0.546712802768166,0,0.121107266435986,0,0.0242214532871972,0,0,0.0830449826989619,0.00346020761245675,0,0,0,0,0,0,0.0103806228373702,0,0,0,0,0,0,0,0,0,0,0.00346020761245675,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,8793,0.0210526315789474,0,0.0140350877192982,0,0,0.056140350877193,0.00701754385964912,0,0,0,0.0456140350877193,0,0,0,0.00701754385964912,0,0,0,0.0140350877192982,0,0.0105263157894737,0.624561403508772,0,0.101754385964912,0,0.0210526315789474,0,0,0.0526315789473684,0,0,0,0,0,0,0,0.0140350877192982,0,0,0,0,0,0.00350877192982456,0,0,0,0,0.00350877192982456,0,0.00350877192982456,0,0,0,0,0,0,0,0,0,0,0,0,0
780,9015,0.00680272108843537,0.00340136054421769,0.00680272108843537,0.00340136054421769,0,0.0238095238095238,0.00680272108843537,0.00680272108843537,0,0,0.0170068027210884,0.00340136054421769,0,0,0.00680272108843537,0,0,0,0.00680272108843537,0,0.00680272108843537,0.649659863945578,0,0.119047619047619,0,0.0238095238095238,0,0,0.0884353741496599,0,0,0,0,0,0,0,0.00340136054421769,0.00340136054421769,0,0,0,0,0.00340136054421769,0,0.00340136054421769,0,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0.00340136054421769,0,0,0,0,0
797,9189,0.0172413793103448,0,0.0137931034482759,0,0,0.0310344827586207,0.00344827586206897,0.00344827586206897,0,0.00344827586206897,0.0344827586206897,0.00344827586206897,0.00344827586206897,0,0.00344827586206897,0,0,0.00344827586206897,0.0103448275862069,0,0.00344827586206897,0.644827586206897,0,0.0620689655172414,0,0.0103448275862069,0.00344827586206897,0,0.131034482758621,0,0,0,0,0,0,0,0.0103448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0
820,9402,0.003584229390681,0,0.007168458781362,0.007168458781362,0,0.03584229390681,0.003584229390681,0,0,0.003584229390681,0.010752688172043,0.010752688172043,0.014336917562724,0,0.003584229390681,0,0,0.007168458781362,0.003584229390681,0,0,0.655913978494624,0,0.078853046594982,0,0.017921146953405,0,0,0.100358422939068,0.003584229390681,0.003584229390681,0,0,0,0,0,0.010752688172043,0,0,0.003584229390681,0,0,0.003584229390681,0,0,0.003584229390681,0,0,0.003584229390681,0,0,0,0,0,0,0,0.003584229390681,0,0,0,0,0,0
840,9567,0.0102739726027397,0.00342465753424658,0.0171232876712329,0,0.00342465753424658,0.0684931506849315,0,0.00342465753424658,0,0,0.0205479452054795,0.00684931506849315,0.00342465753424658,0,0,0,0,0,0.023972602739726,0,0.00342465753424658,0.578767123287671,0,0.0787671232876712,0.00342465753424658,0.0102739726027397,0,0,0.154109589041096,0,0.00342465753424658,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,9644,0.00689655172413793,0.00344827586206897,0.0103448275862069,0.00689655172413793,0,0.0241379310344828,0.00344827586206897,0,0,0,0.0206896551724138,0.00344827586206897,0.00344827586206897,0,0.00344827586206897,0,0,0,0.00689655172413793,0,0.00689655172413793,0.586206896551724,0,0.106896551724138,0,0.0137931034482759,0,0,0.189655172413793,0,0,0,0,0,0,0,0,0,0,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,9718,0.0104895104895105,0.0034965034965035,0.027972027972028,0.0034965034965035,0,0.020979020979021,0.006993006993007,0.0034965034965035,0.006993006993007,0,0.0104895104895105,0.0104895104895105,0,0,0.0034965034965035,0,0,0,0.0104895104895105,0,0.006993006993007,0.527972027972028,0,0.0524475524475524,0.0034965034965035,0.0104895104895105,0,0,0.258741258741259,0,0,0,0,0,0,0,0.013986013986014,0,0,0.006993006993007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,9789,0,0.00346020761245675,0.0069204152249135,0.00346020761245675,0,0.041522491349481,0,0,0,0,0.0069204152249135,0.00346020761245675,0.00346020761245675,0,0.00346020761245675,0,0,0,0.0173010380622837,0,0.0069204152249135,0.519031141868512,0,0.0934256055363322,0.00346020761245675,0.0069204152249135,0,0,0.27681660899654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,9858,0.00338983050847458,0,0.0135593220338983,0.00677966101694915,0,0.0474576271186441,0,0,0,0,0.00677966101694915,0.0101694915254237,0.00677966101694915,0,0.00338983050847458,0,0,0.00338983050847458,0.023728813559322,0,0.00338983050847458,0.542372881355932,0,0.0576271186440678,0,0.0101694915254237,0,0,0.250847457627119,0,0,0,0,0,0.00338983050847458,0,0.00677966101694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,9925,0,0.00337837837837838,0.00675675675675676,0,0.00337837837837838,0.0472972972972973,0.00337837837837838,0,0,0,0.0101351351351351,0.00337837837837838,0.00675675675675676,0.00337837837837838,0,0,0,0,0.0202702702702703,0,0,0.516891891891892,0,0.070945945945946,0,0.0101351351351351,0,0,0.277027027027027,0,0,0,0,0,0.00675675675675676,0,0.00675675675675676,0,0,0,0,0,0,0,0,0,0,0.00337837837837838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,9978,0.0102389078498294,0,0.0136518771331058,0.0068259385665529,0,0.0307167235494881,0,0,0,0,0.00341296928327645,0.00341296928327645,0,0,0,0,0,0,0.0273037542662116,0,0.00341296928327645,0.535836177474403,0,0.0750853242320819,0.00341296928327645,0.0102389078498294,0,0,0.25938566552901,0.00341296928327645,0,0,0,0,0,0,0.0068259385665529,0,0,0.00341296928327645,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,10122,0.00694444444444444,0.00347222222222222,0.00694444444444444,0,0.00347222222222222,0.0347222222222222,0,0,0.00347222222222222,0,0.00347222222222222,0,0.0104166666666667,0,0.00347222222222222,0,0,0,0.0104166666666667,0.00347222222222222,0.00347222222222222,0.399305555555556,0,0.111111111111111,0,0.0277777777777778,0,0,0.354166666666667,0,0,0,0,0,0.00347222222222222,0,0.00347222222222222,0,0,0.00347222222222222,0,0,0.00347222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,10255,0.0069204152249135,0,0.0103806228373702,0,0,0.055363321799308,0,0,0.0069204152249135,0,0,0.0069204152249135,0.0103806228373702,0,0,0,0,0,0.0173010380622837,0,0.00346020761245675,0.401384083044983,0,0.096885813148789,0.0069204152249135,0.00346020761245675,0,0,0.346020761245675,0.00346020761245675,0,0,0,0,0,0,0.013840830449827,0,0,0,0,0,0,0,0,0.00346020761245675,0,0.00346020761245675,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,10394,0.0136986301369863,0,0.00684931506849315,0.00684931506849315,0,0.0582191780821918,0.00684931506849315,0,0.00342465753424658,0,0,0.0102739726027397,0.00342465753424658,0,0,0,0,0,0.0205479452054795,0.00342465753424658,0.00342465753424658,0.383561643835616,0,0.089041095890411,0.00342465753424658,0.0171232876712329,0,0,0.342465753424658,0.0102739726027397,0,0,0,0,0,0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0.00342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,10543,0,0,0.0139372822299652,0.00696864111498258,0,0.0348432055749129,0,0,0.00696864111498258,0,0.00696864111498258,0.00348432055749129,0,0,0.00696864111498258,0,0,0,0.0209059233449477,0.00348432055749129,0,0.226480836236934,0,0.257839721254355,0,0.0209059233449477,0,0,0.376306620209059,0.00348432055749129,0,0,0,0,0,0,0.00696864111498258,0,0,0,0,0,0,0,0,0,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,10690,0.00337837837837838,0.00337837837837838,0.00337837837837838,0,0,0.0371621621621622,0,0,0.00337837837837838,0,0,0.00337837837837838,0.00337837837837838,0,0,0,0,0,0.0135135135135135,0,0,0.246621621621622,0,0.22972972972973,0,0.0135135135135135,0,0,0.418918918918919,0,0,0,0,0,0,0,0.00337837837837838,0,0,0.00675675675675676,0,0,0,0,0,0,0.00337837837837838,0,0,0,0,0,0,0,0,0.00675675675675676,0,0,0,0,0,0,0
1020,10888,0.0128865979381443,0,0.0128865979381443,0.00257731958762887,0.00257731958762887,0.0515463917525773,0,0.00257731958762887,0.00257731958762887,0.00257731958762887,0,0,0.00515463917525773,0,0,0,0,0,0.0257731958762887,0,0.00515463917525773,0.265463917525773,0,0.077319587628866,0.00257731958762887,0.0077319587628866,0,0,0.492268041237113,0.0103092783505155,0,0,0,0,0,0,0.0103092783505155,0,0,0,0,0,0,0,0,0,0,0,0.00257731958762887,0,0,0,0.00257731958762887,0,0,0.00257731958762887,0,0,0,0,0,0,0
1040,11093,0.0238095238095238,0.00680272108843537,0.00680272108843537,0.00680272108843537,0,0.0306122448979592,0,0,0.00680272108843537,0.00340136054421769,0,0,0,0,0,0,0,0,0.0272108843537415,0,0,0.231292517006803,0,0.0442176870748299,0,0.00680272108843537,0,0,0.591836734693878,0,0,0,0,0,0.00340136054421769,0,0.00340136054421769,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136054421769,0,0,0,0,0
1060,11325,0.00993377483443709,0,0.0132450331125828,0,0,0.0596026490066225,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0.0231788079470199,0.0033112582781457,0.0033112582781457,0.172185430463576,0,0.00662251655629139,0,0.00993377483443709,0,0,0.685430463576159,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033112582781457,0,0.0033112582781457,0,0,0,0,0
1070,11457,0.0215384615384615,0.0123076923076923,0.0153846153846154,0,0,0.0523076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0.0123076923076923,0.00307692307692308,0,0.16,0,0.00923076923076923,0,0.00307692307692308,0,0,0.698461538461538,0,0,0,0,0,0,0,0,0,0,0.00307692307692308,0,0,0,0,0,0,0,0.00615384615384615,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,11603,0.0153374233128834,0.00306748466257669,0.00920245398773006,0,0,0.088957055214724,0.00613496932515337,0.00306748466257669,0.00613496932515337,0,0,0,0,0,0,0,0.00920245398773006,0,0.0153374233128834,0.00920245398773006,0,0.165644171779141,0,0.0122699386503067,0.00306748466257669,0.0122699386503067,0,0,0.576687116564417,0.00613496932515337,0,0,0,0,0,0,0.0122699386503067,0,0,0.00613496932515337,0,0,0,0,0.00306748466257669,0.00306748466257669,0,0,0,0,0,0,0,0,0,0.0337423312883436,0,0,0,0,0,0,0
1090,11764,0.00314465408805031,0,0.0220125786163522,0,0,0.154088050314465,0,0,0.0188679245283019,0.00314465408805031,0.00314465408805031,0.00314465408805031,0.00314465408805031,0,0.00628930817610063,0,0.0125786163522013,0,0.00943396226415094,0.0314465408805031,0,0.154088050314465,0,0.00943396226415094,0,0.00943396226415094,0,0,0.468553459119497,0.00628930817610063,0,0,0,0,0.00314465408805031,0,0.0314465408805031,0,0,0,0,0,0,0,0.00314465408805031,0.00314465408805031,0,0,0,0,0,0,0,0,0,0.0345911949685535,0,0.00628930817610063,0,0,0,0,0
1098,11905,0.00647249190938511,0,0.0355987055016181,0,0,0.197411003236246,0,0,0.0226537216828479,0.00647249190938511,0,0,0.00647249190938511,0,0,0,0.00647249190938511,0,0.00970873786407767,0.087378640776699,0,0.145631067961165,0,0.0161812297734628,0.00323624595469256,0.00647249190938511,0,0,0.368932038834951,0.00647249190938511,0,0.00323624595469256,0,0,0,0,0.0194174757281553,0,0,0.00647249190938511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323624595469256,0.0258899676375405,0,0.0161812297734628,0,0,0,0,0
1110,12135,0.00623052959501558,0,0.0716510903426791,0,0,0.202492211838006,0.00311526479750779,0,0.0249221183800623,0,0,0,0.00934579439252336,0,0,0,0.00623052959501558,0,0.00311526479750779,0.0529595015576324,0,0.143302180685358,0,0.0155763239875389,0,0.00623052959501558,0,0,0.35202492211838,0.00311526479750779,0,0,0,0.00623052959501558,0,0,0.0249221183800623,0,0,0.00623052959501558,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0.00311526479750779,0.043613707165109,0,0.0124610591900312,0,0,0,0,0
1120,12345,0,0,0.0368098159509202,0,0,0.343558282208589,0,0,0,0.00306748466257669,0,0,0.00306748466257669,0,0,0,0.00306748466257669,0,0.0276073619631902,0.116564417177914,0,0.119631901840491,0,0.0153374233128834,0,0.00306748466257669,0,0,0.260736196319018,0.00306748466257669,0,0.00306748466257669,0,0,0,0,0.00613496932515337,0,0,0.00613496932515337,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0.00306748466257669,0.0306748466257669,0,0.00920245398773006,0,0.00306748466257669,0,0,0
1130,12571,0,0,0.0696969696969697,0,0,0.254545454545455,0,0,0.0151515151515152,0.00303030303030303,0,0,0,0,0,0,0.00606060606060606,0,0.00303030303030303,0.093939393939394,0,0.115151515151515,0,0.00606060606060606,0.00606060606060606,0.00606060606060606,0,0,0.348484848484849,0.00909090909090909,0,0.00303030303030303,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0.0121212121212121,0,0,0,0,0,0,0,0,0,0.0333333333333333,0,0.00909090909090909,0,0,0,0,0
1140,12814,0,0,0.0701219512195122,0,0,0.213414634146341,0,0,0.00609756097560976,0,0,0.00304878048780488,0.00914634146341463,0,0,0,0,0,0.00304878048780488,0.109756097560976,0,0.11280487804878,0,0.00914634146341463,0.00304878048780488,0.00914634146341463,0,0,0.347560975609756,0,0,0,0,0.00304878048780488,0.00304878048780488,0,0,0.00304878048780488,0,0,0,0,0,0,0,0.00304878048780488,0,0.00304878048780488,0,0,0.00304878048780488,0,0,0,0,0.0640243902439024,0,0.0213414634146341,0,0,0,0,0
1148,13019,0,0,0.093939393939394,0,0,0.190909090909091,0,0,0,0,0.00303030303030303,0,0.00909090909090909,0,0,0,0.00303030303030303,0,0.0303030303030303,0.115151515151515,0,0.127272727272727,0,0.00606060606060606,0,0.00303030303030303,0,0,0.296969696969697,0,0,0.00303030303030303,0,0.00303030303030303,0,0,0,0,0,0.00909090909090909,0,0,0,0,0,0.00303030303030303,0,0.00303030303030303,0,0,0,0,0,0,0,0.0787878787878788,0,0.0212121212121212,0,0,0,0,0
1160,13346,0.00305810397553517,0,0.091743119266055,0.00305810397553517,0,0.0458715596330275,0,0,0.0122324159021407,0,0.00305810397553517,0.00305810397553517,0.0122324159021407,0,0,0,0.00305810397553517,0,0.0152905198776758,0.103975535168196,0,0.113149847094801,0,0,0.00305810397553517,0.0122324159021407,0,0,0.464831804281346,0.00305810397553517,0,0,0,0,0,0,0.00305810397553517,0,0,0.00305810397553517,0,0,0,0,0.00305810397553517,0.00305810397553517,0,0,0,0,0.00305810397553517,0,0,0,0,0.0152905198776758,0,0.0764525993883792,0,0,0,0,0
1170,13633,0,0,0.0630914826498423,0,0,0.0378548895899054,0,0,0,0,0,0,0,0,0,0,0,0,0.0189274447949527,0.107255520504732,0,0.138801261829653,0,0.00315457413249211,0,0,0,0,0.479495268138801,0.00630914826498423,0,0,0,0,0,0,0.0189274447949527,0,0,0.00315457413249211,0.00630914826498423,0,0,0,0,0.00630914826498423,0,0.00630914826498423,0.00315457413249211,0,0,0,0,0,0,0.0662460567823344,0,0.0347003154574132,0,0,0,0,0
1180,13932,0,0,0.0495356037151703,0,0,0.0526315789473684,0,0,0.0123839009287926,0.00309597523219814,0.00309597523219814,0,0,0,0,0,0,0,0.0278637770897833,0.0681114551083591,0,0.154798761609907,0,0,0.00309597523219814,0.00309597523219814,0,0,0.544891640866873,0.00309597523219814,0,0,0,0,0.00309597523219814,0,0.00928792569659443,0,0,0.0154798761609907,0,0,0,0,0,0.00619195046439629,0,0,0,0,0,0,0,0,0,0.0154798761609907,0,0.0247678018575851,0,0,0,0,0
1190,14241,0,0,0.0570469798657718,0,0.00335570469798658,0.104026845637584,0,0,0.0302013422818792,0.00335570469798658,0.0100671140939597,0,0.0100671140939597,0,0.00335570469798658,0,0,0,0.0302013422818792,0.151006711409396,0.00335570469798658,0.104026845637584,0,0,0.00335570469798658,0,0,0,0.355704697986577,0.00335570469798658,0.00335570469798658,0.00335570469798658,0,0,0,0,0.0369127516778524,0,0,0.00335570469798658,0,0,0,0,0,0.0100671140939597,0,0.00335570469798658,0,0,0,0,0,0,0,0.0503355704697987,0,0.0100671140939597,0,0.00335570469798658,0.00335570469798658,0,0
1195,14398,0,0,0.0510204081632653,0.00340136054421769,0,0.0272108843537415,0,0,0.0102040816326531,0,0.00680272108843537,0.00680272108843537,0.0102040816326531,0,0.00340136054421769,0,0,0,0.0442176870748299,0.0782312925170068,0.00340136054421769,0.122448979591837,0,0,0.00340136054421769,0,0,0,0.554421768707483,0.00680272108843537,0,0.00340136054421769,0,0,0,0,0.0170068027210884,0,0,0.0102040816326531,0,0,0,0,0.00340136054421769,0.00340136054421769,0,0.00340136054421769,0,0,0,0,0,0,0,0.0238095238095238,0,0.00340136054421769,0,0,0,0,0
1210,14882,0,0,0.0169491525423729,0.00338983050847458,0,0.0305084745762712,0.00338983050847458,0,0.0101694915254237,0,0.0101694915254237,0,0,0,0,0,0,0,0.0813559322033898,0.135593220338983,0,0.108474576271186,0,0.00338983050847458,0.00338983050847458,0,0,0,0.51864406779661,0,0,0,0,0,0,0,0.00338983050847458,0,0,0,0.00338983050847458,0,0,0,0.00338983050847458,0,0,0.00338983050847458,0,0,0,0,0,0,0,0.0542372881355932,0.00338983050847458,0.00338983050847458,0,0,0,0,0
1220,15211,0,0,0.0170648464163823,0.00341296928327645,0.0068259385665529,0.0784982935153584,0,0,0.00341296928327645,0,0.00341296928327645,0,0.0102389078498294,0,0,0,0,0,0.0648464163822526,0.21160409556314,0,0.0955631399317406,0,0,0,0,0,0,0.392491467576792,0.0136518771331058,0,0,0,0,0,0,0.0307167235494881,0.00341296928327645,0,0,0,0,0,0,0,0.0136518771331058,0,0,0,0,0,0,0,0,0,0.0443686006825939,0,0,0,0.00341296928327645,0,0.00341296928327645,0
1230,15544,0.00352112676056338,0,0.0105633802816901,0.00704225352112676,0.0105633802816901,0.0563380281690141,0.00352112676056338,0,0.0211267605633803,0,0,0,0.0316901408450704,0,0,0,0,0,0.073943661971831,0.369718309859155,0,0.105633802816901,0,0,0.0105633802816901,0.00704225352112676,0,0,0.179577464788732,0.0140845070422535,0.00352112676056338,0,0,0,0,0,0.0211267605633803,0,0,0,0,0,0,0,0.0105633802816901,0.0246478873239437,0,0.0140845070422535,0,0,0,0,0,0,0,0.0176056338028169,0,0.00352112676056338,0,0,0,0,0
1235,15712,0,0,0.0069204152249135,0,0,0.0622837370242214,0,0,0.0449826989619377,0,0,0,0.0346020761245675,0,0,0,0,0,0.0830449826989619,0.29757785467128,0,0.1280276816609,0,0,0.0069204152249135,0.00346020761245675,0,0,0.197231833910035,0.0346020761245675,0,0,0,0.00346020761245675,0,0,0.0311418685121107,0,0.00346020761245675,0.00346020761245675,0,0,0,0,0.0069204152249135,0.0103806228373702,0,0.027681660899654,0,0,0,0,0,0,0,0.0069204152249135,0,0.0069204152249135,0,0,0,0,0
1240,15879,0,0,0.0101351351351351,0.00337837837837838,0.00337837837837838,0.0540540540540541,0,0,0.070945945945946,0,0,0,0.027027027027027,0,0,0,0,0,0.00337837837837838,0.462837837837838,0,0.00337837837837838,0,0,0.00337837837837838,0.00337837837837838,0,0,0.304054054054054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00675675675675676,0.00337837837837838,0,0,0,0,0,0,0,0,0,0.00675675675675676,0,0.0337837837837838,0,0,0,0,0
1245,NA,0,0,0.0336700336700337,0,0.00336700336700337,0.144781144781145,0,0,0.131313131313131,0.0101010101010101,0.00336700336700337,0,0.0303030303030303,0,0,0,0,0,0.00673400673400673,0.272727272727273,0,0.0168350168350168,0,0,0.00673400673400673,0.00336700336700337,0,0,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168350168350168,0.0134680134680135,0,0.0202020202020202,0,0,0,0,0,0,0,0,0,0.00673400673400673,0,0.00673400673400673,0,0,0
1250,NA,0,0,0.0570469798657718,0.0134228187919463,0.0134228187919463,0.0704697986577181,0.00335570469798658,0,0.134228187919463,0.0100671140939597,0.00335570469798658,0,0.0335570469798658,0,0,0,0,0,0.0167785234899329,0.218120805369128,0,0.0335570469798658,0,0,0.0134228187919463,0.00671140939597315,0,0,0.302013422818792,0.00671140939597315,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0.023489932885906,0,0.0100671140939597,0,0,0,0,0,0,0,0.00671140939597315,0,0.0134228187919463,0,0.00335570469798658,0,0,0.00335570469798658
1255,NA,0,0,0.0536912751677852,0,0.0167785234899329,0.0503355704697987,0.00671140939597315,0,0.201342281879195,0.00335570469798658,0,0,0.0369127516778524,0,0,0,0,0,0,0.23489932885906,0,0.0167785234899329,0.00671140939597315,0,0.00335570469798658,0,0,0,0.302013422818792,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0,0,0,0,0.0134228187919463,0.0201342281879195,0,0.0100671140939597,0,0,0,0,0,0,0,0.00671140939597315,0,0.00335570469798658,0,0.0100671140939597,0,0,0
1260,NA,0,0,0.0437710437710438,0,0.0101010101010101,0.0235690235690236,0.00336700336700337,0,0.205387205387205,0,0,0,0.0303030303030303,0,0,0,0,0,0,0.168350168350168,0,0.00336700336700337,0.00673400673400673,0,0.0101010101010101,0,0,0,0.451178451178451,0,0.00336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134680134680135,0.0101010101010101,0,0.00336700336700337,0,0,0,0,0,0,0,0.00336700336700337,0,0,0,0,0,0,0.0101010101010101
1280,NA,0,0,0.0269360269360269,0,0.0303030303030303,0.00673400673400673,0,0,0.158249158249158,0,0.00336700336700337,0,0.0437710437710438,0,0,0,0,0,0,0.171717171717172,0,0.00673400673400673,0,0,0.00673400673400673,0,0,0,0.481481481481481,0,0.00673400673400673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235690235690236,0.00336700336700337,0,0.00336700336700337,0,0,0.00336700336700337,0,0,0,0,0.00336700336700337,0,0.0168350168350168,0,0.00336700336700337,0,0,0
1302,NA,0,0,0.0402684563758389,0.0100671140939597,0.0268456375838926,0.0100671140939597,0.00335570469798658,0,0.194630872483221,0,0,0,0.0536912751677852,0,0,0,0,0,0.00671140939597315,0.154362416107383,0,0.0100671140939597,0.00671140939597315,0,0.0100671140939597,0.00335570469798658,0,0,0.432885906040268,0,0.00671140939597315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100671140939597,0.0167785234899329,0,0,0,0,0,0,0,0,0,0.00335570469798658,0,0,0,0,0,0,0
1320,NA,0,0,0.00338983050847458,0.00338983050847458,0.0203389830508475,0.0203389830508475,0,0,0.11864406779661,0,0,0,0.0474576271186441,0,0,0,0,0,0.00338983050847458,0.186440677966102,0,0,0.00338983050847458,0,0.00677966101694915,0,0,0,0.549152542372881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203389830508475,0,0,0.00338983050847458,0,0,0,0,0,0,0,0,0,0,0,0.0101694915254237,0,0,0.00338983050847458
1340,NA,0,0,0.00677966101694915,0.0101694915254237,0.0372881355932203,0.00338983050847458,0.00338983050847458,0,0.189830508474576,0,0,0,0.0406779661016949,0,0,0,0,0,0.0101694915254237,0.142372881355932,0,0.0101694915254237,0.0101694915254237,0,0.0101694915254237,0,0,0,0.471186440677966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169491525423729,0.023728813559322,0,0,0,0,0,0,0,0,0,0,0,0.00677966101694915,0,0.00338983050847458,0,0,0.00338983050847458
