"sample.depths","sample.ages","Acer.rubrum","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Caryophyllaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fabaceae.undiff.","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Pinus.banksiana.type","Pinus.strobus","Rumex.type","cf..Taxus","Tsuga.canadensis","Picea.undiff.","Ericaceae","Juglans.cinerea","Larix","Populus.tremuloides.type","Taxus","Amaranthaceae","Carya.ovata","Juniperus.communis.Thuja.occidentalis.type","Salix.undiff.","Rosaceae.undiff.","Castanea.dentata","Myrica.gale","Ribes","Viburnum.edule","Morus.rubra.type","Tilia","Acer.saccharinum","Viburnum.undiff.","Salix.herbacea.type","Asteraceae.subf..Cichorioideae","Populus.balsamifera.type","Impatiens","Liliaceae","Cornus","Shepherdia.canadensis","Potentilla.palustris.type","Prunus.pensylvanica","Rhus.typhina","Saxifraga.cernua.type","Onagraceae.undiff.","Polygonaceae.undiff.","Epilobium","Apiaceae","Brassicaceae","Ranunculaceae","Oxytropis.maydelliana.type","cf..Oxyria.digyna","cf..Diapensia.lapponica"
250,4194,0.00401606425702811,0,0.0120481927710843,0.00100401606425703,0,0.00200803212851406,0.491967871485944,0,0.0170682730923695,0.0592369477911647,0.0120481927710843,0.00502008032128514,0,0.00100401606425703,0,0.00401606425702811,0.0773092369477912,0.0512048192771084,0.00200803212851406,0.0150602409638554,0.00903614457831325,0.0130522088353414,0.00100401606425703,0.0401606425702811,0.0120481927710843,0,0.133534136546185,0,0,0.0160642570281124,0,0,0.00200803212851406,0,0.00301204819277108,0,0.00100401606425703,0.00301204819277108,0.00301204819277108,0.00401606425702811,0,0,0,0,0,0,0.00401606425702811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,4567,0.00407055630936228,0,0.0122116689280868,0,0.00135685210312076,0.00135685210312076,0.502035278154681,0.00135685210312076,0.00542740841248304,0.0447761194029851,0.0162822252374491,0.00814111261872456,0,0,0,0.0067842605156038,0.078697421981004,0.062415196743555,0,0.0230664857530529,0.0067842605156038,0.0149253731343284,0.00135685210312076,0.0257801899592944,0.00407055630936228,0,0.146540027137042,0,0,0.00814111261872456,0.00135685210312076,0.00135685210312076,0.00542740841248304,0,0,0,0,0.00135685210312076,0,0.00135685210312076,0.00542740841248304,0,0.00407055630936228,0,0,0,0.00407055630936228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,5066,0.0111524163568773,0,0.00929368029739777,0,0,0.00185873605947955,0.490706319702602,0,0.016728624535316,0.0687732342007435,0.0111524163568773,0,0,0.00371747211895911,0,0.00185873605947955,0.0910780669144981,0.0613382899628253,0,0.016728624535316,0.00371747211895911,0.0148698884758364,0,0.0130111524163569,0.0111524163568773,0.00743494423791822,0.109665427509294,0,0,0.0315985130111524,0,0,0.00185873605947955,0,0.00371747211895911,0.00371747211895911,0,0.00185873605947955,0,0.00557620817843866,0.00557620817843866,0,0,0,0,0.00185873605947955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,5566,0,0.0024330900243309,0.0072992700729927,0,0.0048661800486618,0.0048661800486618,0.452554744525547,0,0.0048661800486618,0.024330900243309,0.0097323600973236,0.0072992700729927,0,0,0,0.0072992700729927,0.0681265206812652,0.0389294403892944,0,0.0194647201946472,0.0218978102189781,0.0121654501216545,0,0.0194647201946472,0.0048661800486618,0.0024330900243309,0.119221411192214,0,0,0.138686131386861,0,0,0.0024330900243309,0,0.0072992700729927,0.0072992700729927,0,0.0024330900243309,0.0048661800486618,0.0024330900243309,0,0,0.0024330900243309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,6065,0,0,0.0100671140939597,0.00167785234899329,0,0.00167785234899329,0.449664429530201,0,0.00503355704697987,0.0134228187919463,0.0151006711409396,0.00167785234899329,0,0.00167785234899329,0,0.00335570469798658,0.104026845637584,0.0385906040268456,0,0.0201342281879195,0.00335570469798658,0.0100671140939597,0.00503355704697987,0.0151006711409396,0.00838926174496644,0,0.0855704697986577,0,0,0.189597315436242,0.00167785234899329,0,0,0,0.00167785234899329,0,0,0.00167785234899329,0.00503355704697987,0.00503355704697987,0,0,0,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,6565,0,0,0.013986013986014,0,0,0,0.393356643356643,0,0.0034965034965035,0.0192307692307692,0.0192307692307692,0.00174825174825175,0,0.00174825174825175,0,0,0.0996503496503496,0.0244755244755245,0,0.0227272727272727,0.0034965034965035,0.006993006993007,0.00174825174825175,0.0174825174825175,0.00524475524475524,0,0.155594405594406,0,0,0.187062937062937,0,0,0.00524475524475524,0,0.00524475524475524,0.0034965034965035,0,0.00174825174825175,0.00524475524475524,0.00174825174825175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,7064,0,0,0.012531328320802,0,0,0,0.421052631578947,0,0.0025062656641604,0.0175438596491228,0.0100250626566416,0.0025062656641604,0,0.0025062656641604,0,0,0.087719298245614,0.050125313283208,0,0.0100250626566416,0,0.0050125313283208,0,0.0150375939849624,0.0075187969924812,0.0025062656641604,0.147869674185464,0,0,0.182957393483709,0,0,0,0,0,0,0.0025062656641604,0.0025062656641604,0.0025062656641604,0.0050125313283208,0.0025062656641604,0,0,0,0,0,0.0050125313283208,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,7563,0,0.00333333333333333,0.00888888888888889,0,0.00444444444444444,0.00111111111111111,0.24,0,0.00666666666666667,0.0144444444444444,0.0166666666666667,0.00222222222222222,0,0.00111111111111111,0,0.00444444444444444,0.217777777777778,0.0433333333333333,0,0.0133333333333333,0.00444444444444444,0.00555555555555556,0.00222222222222222,0.0322222222222222,0.00777777777777778,0,0.246666666666667,0,0,0.102222222222222,0.00333333333333333,0,0.00222222222222222,0.00222222222222222,0.00333333333333333,0.00666666666666667,0,0.00222222222222222,0,0.00111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,8063,0.00212765957446809,0.00638297872340425,0.00212765957446809,0,0.00425531914893617,0,0.142553191489362,0,0.00638297872340425,0.00851063829787234,0.00638297872340425,0.00212765957446809,0,0,0,0.00212765957446809,0.157446808510638,0.074468085106383,0,0.0170212765957447,0.00212765957446809,0.00638297872340425,0.00212765957446809,0.00851063829787234,0,0,0.387234042553191,0,0,0.138297872340426,0,0,0,0.00212765957446809,0.00212765957446809,0.00638297872340425,0.00212765957446809,0,0.00212765957446809,0.00212765957446809,0.00212765957446809,0,0,0,0,0,0.00425531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,8562,0,0.00235849056603774,0.00943396226415094,0.00471698113207547,0,0,0.127358490566038,0,0.00471698113207547,0.0117924528301887,0.0212264150943396,0,0,0.00471698113207547,0,0.00471698113207547,0.188679245283019,0.0825471698113208,0,0.0165094339622642,0,0.00943396226415094,0.00235849056603774,0.0235849056603774,0.00471698113207547,0,0.408018867924528,0,0,0.0566037735849057,0.00235849056603774,0,0,0,0,0.00235849056603774,0,0,0,0.00235849056603774,0.00235849056603774,0,0.00235849056603774,0,0,0,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,9037,0.00198807157057654,0.00198807157057654,0.0119284294234592,0,0.00198807157057654,0,0.105367793240557,0,0.0099403578528827,0.00596421471172962,0.00397614314115308,0,0,0.00397614314115308,0,0.00198807157057654,0.262425447316103,0.10934393638171,0.00596421471172962,0.0178926441351889,0,0.0099403578528827,0.00397614314115308,0.0099403578528827,0.0119284294234592,0,0.383697813121272,0,0,0.0178926441351889,0.00198807157057654,0,0,0,0,0.00795228628230616,0,0.00198807157057654,0,0.00397614314115308,0,0,0.00198807157057654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,9189,0.00221238938053097,0,0.00442477876106195,0.00663716814159292,0.0088495575221239,0.00663716814159292,0.081858407079646,0,0.0287610619469027,0.00442477876106195,0.0154867256637168,0.00221238938053097,0,0.00221238938053097,0,0.0464601769911504,0.0199115044247788,0.0353982300884956,0,0.0287610619469027,0.081858407079646,0.00442477876106195,0.00442477876106195,0,0.0088495575221239,0.00663716814159292,0.0774336283185841,0,0,0.00221238938053097,0.0287610619469027,0,0,0.00221238938053097,0.380530973451327,0,0,0.00221238938053097,0.00663716814159292,0.0154867256637168,0,0,0.0774336283185841,0,0,0,0,0,0.00442477876106195,0.00221238938053097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,9234,0,0,0.0075642965204236,0.0075642965204236,0.00151285930408472,0.0181543116490166,0.086232980332829,0.0075642965204236,0.219364599092284,0,0.00151285930408472,0,0.010590015128593,0,0,0.00302571860816944,0.0121028744326778,0.0075642965204236,0.0287443267776097,0.00453857791225416,0.0620272314674735,0.161875945537065,0,0,0.00453857791225416,0.00151285930408472,0.00907715582450832,0,0,0,0.0121028744326778,0,0,0,0.143721633888048,0,0,0.00151285930408472,0.0711043872919818,0.0287443267776097,0.00151285930408472,0,0.00151285930408472,0,0,0,0,0,0.00302571860816944,0.0771558245083207,0.00302571860816944,0.00151285930408472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,9415,0,0.00189753320683112,0.0113851992409867,0.00379506641366224,0.00189753320683112,0.00189753320683112,0.284629981024668,0,0.00379506641366224,0.00189753320683112,0.0132827324478178,0.00379506641366224,0,0.00189753320683112,0,0.0132827324478178,0.165085388994307,0.0341555977229602,0,0.0227703984819734,0.00189753320683112,0.0094876660341556,0.0113851992409867,0.00379506641366224,0,0.0208728652751423,0.352941176470588,0,0,0.00379506641366224,0.00379506641366224,0,0,0.00189753320683112,0.00569259962049336,0.00189753320683112,0,0,0,0.00569259962049336,0,0,0.0094876660341556,0,0,0,0,0,0,0,0,0,0.00189753320683112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,9793,0,0.00354609929078014,0.008274231678487,0.00118203309692671,0,0,0.25531914893617,0,0.00354609929078014,0.00236406619385343,0.00709219858156028,0.00236406619385343,0,0.00709219858156028,0,0.00472813238770686,0.167848699763593,0.0319148936170213,0,0.008274231678487,0.00118203309692671,0.00354609929078014,0.0212765957446809,0.00354609929078014,0.00472813238770686,0.00472813238770686,0.401891252955083,0,0,0.00354609929078014,0.0106382978723404,0,0,0.00354609929078014,0.00354609929078014,0.0118203309692671,0,0,0,0.00472813238770686,0,0,0.0177304964539007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,10171,0,0.00219298245614035,0.0460526315789474,0.0197368421052632,0.0043859649122807,0.0131578947368421,0.357456140350877,0,0.00219298245614035,0,0,0,0.00219298245614035,0.00657894736842105,0,0.0109649122807018,0.094298245614035,0.043859649122807,0.0109649122807018,0.0087719298245614,0.0153508771929825,0.0131578947368421,0.0131578947368421,0.00219298245614035,0.0043859649122807,0.0131578947368421,0.245614035087719,0,0,0.00219298245614035,0.0043859649122807,0,0,0.0087719298245614,0.0328947368421053,0,0,0,0,0.00219298245614035,0,0,0.0175438596491228,0,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,10549,0,0.00446428571428571,0.0119047619047619,0.00148809523809524,0,0.00446428571428571,0.47172619047619,0,0.00744047619047619,0,0.0208333333333333,0.00148809523809524,0,0,0,0.0461309523809524,0.0520833333333333,0.0461309523809524,0.00446428571428571,0.0148809523809524,0.0148809523809524,0.0119047619047619,0.00297619047619048,0.00446428571428571,0.0223214285714286,0.0133928571428571,0.09375,0,0,0,0.0327380952380952,0,0,0,0.0461309523809524,0.00446428571428571,0,0,0.00297619047619048,0.0133928571428571,0,0,0.0461309523809524,0,0,0,0,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,10625,0,0,0.0365111561866126,0.0121703853955375,0.00202839756592292,0.00202839756592292,0.271805273833671,0,0.00405679513184584,0,0.00405679513184584,0,0,0.0101419878296146,0.00202839756592292,0.0121703853955375,0.176470588235294,0.0527383367139959,0.00202839756592292,0.0101419878296146,0.0202839756592292,0.0141987829614604,0.0182555780933063,0.00811359026369168,0.00405679513184584,0.117647058823529,0.0872210953346856,0,0,0.00202839756592292,0.0101419878296146,0,0,0.00811359026369168,0.0588235294117647,0.00608519269776876,0,0,0.00405679513184584,0.00608519269776876,0.00202839756592292,0,0.0324543610547667,0,0,0,0,0,0,0,0,0,0,0.00202839756592292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,10700,0,0,0.017825311942959,0.0035650623885918,0.0017825311942959,0,0.361853832442068,0,0.0142602495543672,0,0.0053475935828877,0,0,0.0053475935828877,0.0071301247771836,0.0267379679144385,0.153297682709447,0.0481283422459893,0.0053475935828877,0.0071301247771836,0.017825311942959,0.0160427807486631,0.0017825311942959,0.0035650623885918,0.0124777183600713,0.110516934046346,0.0695187165775401,0,0,0,0.0124777183600713,0,0,0.0035650623885918,0.0427807486631016,0.0035650623885918,0,0,0.0071301247771836,0.0017825311942959,0,0,0.0374331550802139,0,0,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,10776,0,0.003003003003003,0.0255255255255255,0.006006006006006,0,0.006006006006006,0.432432432432432,0.0015015015015015,0.00750750750750751,0,0.0015015015015015,0.0015015015015015,0,0.0045045045045045,0.0045045045045045,0.0225225225225225,0.0795795795795796,0.048048048048048,0.0045045045045045,0.021021021021021,0.0255255255255255,0.018018018018018,0.0015015015015015,0.0015015015015015,0.00750750750750751,0.0705705705705706,0.0585585585585586,0,0,0.003003003003003,0.0165165165165165,0,0,0.003003003003003,0.0555555555555556,0.0015015015015015,0,0.0015015015015015,0,0.012012012012012,0.003003003003003,0.0015015015015015,0.045045045045045,0,0,0,0,0,0.0015015015015015,0,0,0,0,0,0,0.0015015015015015,0.0015015015015015,0,0,0,0,0,0,0,0,0,0,0,0
620,10852,0,0.00186219739292365,0.031657355679702,0.0111731843575419,0,0.00558659217877095,0.411545623836127,0,0.00931098696461825,0,0.0037243947858473,0.0037243947858473,0,0.00186219739292365,0,0.037243947858473,0.0670391061452514,0.0409683426443203,0.00558659217877095,0.0037243947858473,0.0148975791433892,0.0167597765363128,0.0037243947858473,0.00558659217877095,0.00931098696461825,0.102420856610801,0.0484171322160149,0,0,0.0037243947858473,0.0242085661080074,0,0.00186219739292365,0.00186219739292365,0.0614525139664804,0,0.00186219739292365,0.00186219739292365,0,0.0242085661080074,0,0,0.031657355679702,0,0,0,0,0,0.0037243947858473,0,0,0.0074487895716946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,10927,0,0.00933333333333333,0.0133333333333333,0.00533333333333333,0.00133333333333333,0.00133333333333333,0.405333333333333,0.00133333333333333,0.028,0,0.012,0,0.00266666666666667,0.0106666666666667,0.00533333333333333,0.0173333333333333,0.0453333333333333,0.0346666666666667,0.00533333333333333,0.0133333333333333,0.0333333333333333,0.0133333333333333,0,0,0.0106666666666667,0.012,0.068,0,0,0.004,0.0333333333333333,0,0.00133333333333333,0,0.105333333333333,0.00133333333333333,0,0.00133333333333333,0,0.02,0.00133333333333333,0,0.0786666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133333333333333,0.00133333333333333,0.00133333333333333,0,0,0,0,0,0,0,0,0
630,11003,0,0.0187793427230047,0.00704225352112676,0.00469483568075117,0,0.00234741784037559,0.443661971830986,0,0.0140845070422535,0,0.00704225352112676,0.00469483568075117,0,0.00469483568075117,0.00234741784037559,0.0821596244131455,0.028169014084507,0.028169014084507,0.00469483568075117,0.00938967136150235,0.0234741784037559,0.0140845070422535,0.00938967136150235,0.00469483568075117,0.00469483568075117,0.039906103286385,0.0140845070422535,0,0,0.00234741784037559,0.0352112676056338,0.00234741784037559,0,0,0.105633802816901,0.00234741784037559,0,0.00469483568075117,0.00469483568075117,0.00938967136150235,0.00938967136150235,0,0.0446009389671361,0,0,0,0,0,0,0,0,0.00469483568075117,0,0,0,0,0,0.00234741784037559,0,0,0,0,0,0,0,0,0,0,0
635,11078,0,0.0165837479270315,0,0.00165837479270315,0,0.00165837479270315,0.459369817578773,0,0.0281923714759536,0,0.00165837479270315,0,0,0.0033167495854063,0.00165837479270315,0.054726368159204,0.0265339966832504,0.0248756218905473,0.00829187396351575,0.0116086235489221,0.0348258706467662,0.0265339966832504,0,0.0033167495854063,0.0066334991708126,0.0099502487562189,0.033167495854063,0,0,0.00165837479270315,0.0464344941956882,0,0,0,0.116086235489221,0.00165837479270315,0.00165837479270315,0.00165837479270315,0,0.0149253731343284,0.00497512437810945,0,0.0480928689883914,0,0,0,0,0,0.00165837479270315,0.00165837479270315,0,0,0,0,0,0,0,0.00165837479270315,0,0,0.00165837479270315,0.00165837479270315,0,0,0,0,0,0,0
640,11154,0,0.00145985401459854,0.00291970802919708,0.00145985401459854,0,0.00875912408759124,0.397080291970803,0.00145985401459854,0.0116788321167883,0,0.00583941605839416,0.00145985401459854,0,0.00437956204379562,0.00291970802919708,0.0569343065693431,0.0175182481751825,0.0642335766423358,0.00437956204379562,0.0262773722627737,0.0496350364963504,0.00875912408759124,0.00145985401459854,0,0.0072992700729927,0.035036496350365,0.035036496350365,0,0,0.0072992700729927,0.0306569343065693,0,0,0.00583941605839416,0.160583941605839,0.00145985401459854,0,0.00291970802919708,0.00583941605839416,0.0160583941605839,0.00145985401459854,0,0.0160583941605839,0,0,0,0,0,0.00291970802919708,0,0,0.00291970802919708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,11229,0,0.00179856115107914,0.00179856115107914,0.00179856115107914,0.00179856115107914,0.0107913669064748,0.0827338129496403,0,0.0161870503597122,0.00179856115107914,0.0107913669064748,0,0,0.0179856115107914,0.0107913669064748,0.100719424460432,0.0503597122302158,0.0503597122302158,0.00359712230215827,0.0143884892086331,0.100719424460432,0.0161870503597122,0,0.00359712230215827,0.0107913669064748,0.0107913669064748,0.0557553956834532,0,0,0.00359712230215827,0.0467625899280576,0,0,0,0.241007194244604,0,0.00179856115107914,0.00179856115107914,0.00359712230215827,0.0107913669064748,0.00359712230215827,0,0.102517985611511,0,0,0,0,0,0.00179856115107914,0.00359712230215827,0,0,0,0,0.00179856115107914,0.00179856115107914,0,0,0,0,0,0,0,0,0,0,0,0,0
