"sample.depths","sample.ages","Acer.pensylvanicum","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Ranunculaceae.undiff.","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Rosaceae.undiff.","Juniperus.type","Ephedra","Poaceae","Abies.balsamea","Acer.saccharum","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Cyperaceae","Ericaceae","Brassicaceae","Rhamnus.cathartica","Acer.spicatum","Tilia","Carya.ovata","Castanea.dentata","Salix.undiff.","Populus.balsamifera.type","Corylus.cornuta","Amaranthaceae","Impatiens","Taxus","Nemopanthus.mucronatus","Thalictrum","Caryophyllaceae","Polygonum.lapathifolium.type","Acer.saccharinum","Morus.rubra.type","Pinus.resinosa.type","Saxifragaceae.undiff.","Shepherdia.canadensis","Prunus.pensylvanica","Acer.cf..A..pensylvanicum","Salix.herbacea.type","Lonicera","Epilobium","Polygonaceae.undiff.","Viburnum","Onagraceae.undiff.","Salix.vestita.type","cf..Oxyria.digyna","Prunus.undiff.","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Oxytropis.maydelliana.type","Potentilla.palustris.type","Saxifraga.cernua.type"
500,4671,0,0.0033112582781457,0.0115894039735099,0.00165562913907285,0.00165562913907285,0,0.620860927152318,0.021523178807947,0.00827814569536424,0.00165562913907285,0.0033112582781457,0.00165562913907285,0.0033112582781457,0,0.00496688741721854,0.0480132450331126,0.00827814569536424,0.0298013245033113,0,0.00165562913907285,0.0364238410596026,0,0,0,0,0.00496688741721854,0,0.0364238410596026,0,0.0198675496688742,0.0480132450331126,0,0,0.0413907284768212,0,0.0298013245033113,0.00165562913907285,0,0,0,0.00165562913907285,0.00165562913907285,0,0,0.00496688741721854,0,0,0,0,0.00165562913907285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,5227,0,0,0.0356633380884451,0.00570613409415121,0.0014265335235378,0.0014265335235378,0.510699001426534,0.0328102710413695,0.0128388017118402,0.00285306704707561,0,0.0014265335235378,0.00285306704707561,0,0.00998573466476462,0.0599144079885877,0.00427960057061341,0.0342368045649073,0,0.00285306704707561,0.014265335235378,0,0,0,0,0.00285306704707561,0.00570613409415121,0.0228245363766049,0.00285306704707561,0.014265335235378,0.072753209700428,0,0.0014265335235378,0.106990014265335,0.00427960057061341,0.00285306704707561,0.0014265335235378,0,0,0.0014265335235378,0.0014265335235378,0.00285306704707561,0.0014265335235378,0,0,0.0014265335235378,0.0014265335235378,0,0.00713266761768902,0,0,0,0,0,0.00285306704707561,0.00713266761768902,0.0014265335235378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,5784,0.0015625,0,0.015625,0.0046875,0,0.0046875,0.3640625,0.0109375,0.01875,0.0046875,0.0015625,0,0.003125,0,0.0046875,0.1609375,0.0046875,0.0265625,0,0.0015625,0.0046875,0,0,0.00625,0,0.0078125,0,0.01875,0,0.015625,0.0609375,0,0.0015625,0.240625,0.0015625,0.00625,0.0015625,0,0,0,0.0015625,0,0,0,0,0.0015625,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,6341,0,0.00212314225053079,0.029723991507431,0.00212314225053079,0,0,0.488322717622081,0.0212314225053079,0.00212314225053079,0.00212314225053079,0,0,0.00212314225053079,0,0.00212314225053079,0.0573248407643312,0,0.0445859872611465,0,0,0.0148619957537155,0,0,0.00636942675159236,0,0,0,0.0169851380042463,0,0.0488322717622081,0.0700636942675159,0,0.00424628450106157,0.16135881104034,0.00212314225053079,0.0191082802547771,0,0,0,0,0,0,0,0,0,0,0.00212314225053079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,6897,0,0.00127877237851662,0.00127877237851662,0.0127877237851662,0.00127877237851662,0,0.428388746803069,0.0153452685421995,0.0166240409207161,0.00639386189258312,0.00383631713554987,0,0.0051150895140665,0,0.00255754475703325,0.0383631713554987,0,0.051150895140665,0,0.00127877237851662,0.0217391304347826,0,0,0,0,0.00255754475703325,0,0.0166240409207161,0.00127877237851662,0.0728900255754476,0.0524296675191816,0,0,0.228900255754476,0.00127877237851662,0.0051150895140665,0.00127877237851662,0,0,0,0,0.00127877237851662,0,0,0,0.00127877237851662,0.00127877237851662,0,0.0051150895140665,0.00127877237851662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,7454,0,0,0.0100502512562814,0.0016750418760469,0.0016750418760469,0.0050251256281407,0.214405360134003,0.0083752093802345,0.0033500837520938,0.0016750418760469,0,0.0050251256281407,0.0100502512562814,0,0.0050251256281407,0.085427135678392,0.0083752093802345,0.0519262981574539,0,0,0.0251256281407035,0,0,0,0,0.0033500837520938,0.0016750418760469,0.0050251256281407,0.0050251256281407,0.0368509212730318,0.247906197654941,0,0.0016750418760469,0.236180904522613,0.0033500837520938,0.0067001675041876,0.0016750418760469,0,0,0,0.0016750418760469,0,0,0,0,0,0,0,0.0067001675041876,0,0,0,0,0.0016750418760469,0,0,0,0.0016750418760469,0.0016750418760469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,8011,0,0.00814663951120163,0.00203665987780041,0.00814663951120163,0.00203665987780041,0,0.187372708757637,0.0122199592668024,0.0224032586558045,0.00203665987780041,0,0.00407331975560081,0.0122199592668024,0,0,0.0936863543788187,0.00814663951120163,0.09979633401222,0,0.00203665987780041,0.0142566191446029,0,0.00203665987780041,0,0,0.010183299389002,0.0183299389002037,0.0224032586558045,0.00610997963340122,0.122199592668024,0.279022403258656,0,0,0.00814663951120163,0.00814663951120163,0.0183299389002037,0,0,0,0.00203665987780041,0,0,0,0,0,0.010183299389002,0.00203665987780041,0,0.0122199592668024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,8567,0,0,0.00436681222707424,0.0240174672489083,0.00655021834061135,0,0.270742358078603,0.00655021834061135,0.00873362445414847,0.00218340611353712,0,0.00655021834061135,0.00436681222707424,0,0.0152838427947598,0.133187772925764,0.00655021834061135,0.0393013100436681,0,0.00218340611353712,0.0327510917030568,0,0,0,0,0.00436681222707424,0.00436681222707424,0.00655021834061135,0.0240174672489083,0.0545851528384279,0.268558951965066,0,0,0.00655021834061135,0.0109170305676856,0.00218340611353712,0,0,0,0.00436681222707424,0,0,0,0.00436681222707424,0,0.0174672489082969,0,0,0.0174672489082969,0,0,0,0,0,0,0.00873362445414847,0,0,0,0.00218340611353712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,9124,0,0,0.0071301247771836,0.0267379679144385,0.0017825311942959,0,0.263814616755793,0.0106951871657754,0.0160427807486631,0.0089126559714795,0,0.0035650623885918,0.0106951871657754,0,0.0071301247771836,0.073083778966132,0.0071301247771836,0.053475935828877,0,0.0071301247771836,0.017825311942959,0,0,0.0106951871657754,0,0.0142602495543672,0.0106951871657754,0.0089126559714795,0.0106951871657754,0.238859180035651,0.156862745098039,0,0,0.0106951871657754,0,0.0124777183600713,0,0,0,0.0035650623885918,0,0.0017825311942959,0,0,0,0.0017825311942959,0,0,0.0035650623885918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,9235,0,0,0.0427350427350427,0.0153846153846154,0.00170940170940171,0.00170940170940171,0.333333333333333,0,0.00683760683760684,0.00341880341880342,0.00170940170940171,0,0.00341880341880342,0,0.00683760683760684,0.12991452991453,0.0444444444444444,0.052991452991453,0,0,0.011965811965812,0,0,0.0153846153846154,0,0.00683760683760684,0.0153846153846154,0.00512820512820513,0.0256410256410256,0.104273504273504,0.107692307692308,0,0,0.00683760683760684,0.0153846153846154,0.0136752136752137,0,0,0,0,0,0,0,0.00512820512820513,0,0.0102564102564103,0,0,0.0102564102564103,0,0,0,0,0,0,0,0,0,0,0,0.00170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0
720,9569,0,0,0.069701280227596,0.0085348506401138,0.00142247510668563,0.00142247510668563,0.28022759601707,0,0.0113798008534851,0.00284495021337127,0,0.00142247510668563,0.00995732574679943,0,0.00142247510668563,0.197724039829303,0.0327169274537696,0.0298719772403983,0,0.00142247510668563,0.0128022759601707,0,0.00142247510668563,0,0,0.0142247510668563,0,0,0.0227596017069701,0.0611664295874822,0.184921763869132,0,0.00284495021337127,0.00142247510668563,0.0113798008534851,0.0085348506401138,0,0,0,0,0,0.00142247510668563,0,0.0142247510668563,0.00142247510668563,0.00995732574679943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142247510668563,0,0,0,0,0,0,0,0,0,0,0,0
740,10015,0,0.00102669404517454,0.0246406570841889,0.00513347022587269,0.00102669404517454,0.00308008213552361,0.433264887063655,0,0.0164271047227926,0,0,0.00205338809034908,0.0143737166324435,0,0.00718685831622177,0.102669404517454,0.0831622176591376,0.0451745379876797,0,0.00513347022587269,0.0195071868583162,0,0.00102669404517454,0.0164271047227926,0,0.00924024640657084,0,0.00308008213552361,0.0513347022587269,0.0164271047227926,0.0503080082135524,0,0.00102669404517454,0.00205338809034908,0.0544147843942505,0.013347022587269,0,0,0,0,0,0,0,0.00718685831622177,0.00205338809034908,0.00513347022587269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102669404517454,0,0.00205338809034908,0,0,0,0,0,0,0,0,0,0,0
750,10237,0,0,0,0.00168918918918919,0,0.00506756756756757,0.141891891891892,0.0101351351351351,0.00337837837837838,0,0.00337837837837838,0.00337837837837838,0.0118243243243243,0.0185810810810811,0.0793918918918919,0.0405405405405405,0.160472972972973,0.0810810810810811,0,0.00337837837837838,0.0185810810810811,0,0,0.103040540540541,0,0.0101351351351351,0.00168918918918919,0.00337837837837838,0.0557432432432432,0.0405405405405405,0.0456081081081081,0,0.00675675675675676,0,0.0844594594594595,0.0219594594594595,0,0,0,0,0,0,0,0.0202702702702703,0,0.0152027027027027,0.00168918918918919,0,0.00168918918918919,0,0,0.00168918918918919,0,0,0,0,0,0,0,0,0,0,0,0.00168918918918919,0.00168918918918919,0,0,0,0,0,0,0,0,0
