"depth","best.age","min.age","max.age"
4.5,28,20,35
11.5,144,123,160
19.5,277,246,303
40,630,568,680
50,813,737,905
60,1017,912,1182
70,1263,1140,1445
90,1967,1828,2171
100,2457,2318,2661
110,3020,2878,3208
120,3624,3481,3788
126,3994,3849,4138
128,4116,3974,4257
132,4359,4222,4493
134,4479,4344,4609
140,4830,4701,4956
150,5372,5252,5501
160,5849,5728,5982
170,6269,6149,6409
180,6646,6527,6795
190,6996,6878,7153
210,7656,7530,7804
220,7985,7861,8121
230,8324,8213,8447
240,8684,8591,8781
247,8951,8877,9028
257,9363,9316,9413
261,9539,9487,9594
264.5,9699,9628,9762
267,9816,9728,9887
271.5,10030,9911,10125
273.5,10127,9992,10233
277,10296,10133,10425
