"depth","best.age","min.age","max.age"
750,NA,NA,NA
760,9424,9219,9560
770,9462,9305,9584
780,9500,9365,9627
790,9538,9411,9679
800,9576,9436,9743
810,9926,9776,10095
820,10332,10082,10732
825,10535,10224,11055
830,10735,10458,11128
840,11135,10883,11393
850,11534,11209,11880
860,11797,11522,12092
870,12026,11781,12269
875,12141,11897,12389
880,12255,11991,12524
885,12491,12294,12695
890,12866,12674,13121
895,13467,13217,13731
900,14069,13698,14479
905,14553,14081,15071
910,14765,14268,15280
920,15189,14506,15857
930,15613,14676,16574
940,16037,14791,17331
950,16348,14981,17759
960,16546,15276,17853
970,16744,15570,17947
980,16941,15863,18044
990,17139,16155,18143
1000,17337,16444,18244
1010,17534,16728,18346
1020,17732,17005,18451
1030,17930,17279,18565
1040,18127,17548,18688
1050,18325,17814,18831
1060,18522,18067,18981
1070,18720,18300,19139
1080,18918,18504,19309
1090,NA,NA,NA
