"sample.depths","sample.ages","Abies","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Fagus","Herbs.undiff.","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Salix","Thalictrum","Trees.undiff.","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Acer","Rosaceae.undiff.","Fraxinus","Myrica","Populus","Poaceae","Plantago","Corylus","Cupressaceae","Cyperaceae","Castanea","Taxus","Platanus","Tilia","Aquifoliaceae","Juglans.cinerea","Ericaceae","Sarcobatus.vermiculatus","Juglans.nigra","Sanguisorba","Rhamnaceae.Vitaceae","Liquidambar","Shepherdia","Elaeagnus","Juglans.undiff.","Asteraceae.subf..Cichorioideae"
300,3312,0.00234741784037559,0,0,0.166666666666667,0,0,0.0727699530516432,0.00704225352112676,0.00938967136150235,0.0352112676056338,0.00704225352112676,0.0258215962441315,0.244131455399061,0.0938967136150235,0.0516431924882629,0,0,0,0,0.147887323943662,0,0.0117370892018779,0.0140845070422535,0.0375586854460094,0,0.0328638497652582,0.00469483568075117,0.00704225352112676,0.00234741784037559,0,0,0.00938967136150235,0.00938967136150235,0,0,0,0.00469483568075117,0,0,0,0,0,0,0.00234741784037559,0,0,0,0,0
310,3411,0.00619834710743802,0.00413223140495868,0.00619834710743802,0.179752066115702,0.00206611570247934,0,0.0681818181818182,0.00206611570247934,0,0.0206611570247934,0.00206611570247934,0.0227272727272727,0.363636363636364,0.0413223140495868,0.0475206611570248,0,0,0,0,0.0764462809917355,0,0.0165289256198347,0.0227272727272727,0.0309917355371901,0.00206611570247934,0.0330578512396694,0.00413223140495868,0.00826446280991736,0,0,0,0.0268595041322314,0.00413223140495868,0,0.00206611570247934,0.00206611570247934,0,0,0.00206611570247934,0,0.00206611570247934,0,0,0,0,0,0,0,0
310,3411,0.00619834710743802,0.00413223140495868,0.00619834710743802,0.179752066115702,0.00206611570247934,0,0.0681818181818182,0.00206611570247934,0,0.0206611570247934,0.00206611570247934,0.0227272727272727,0.363636363636364,0.0413223140495868,0.0475206611570248,0,0,0,0,0.0764462809917355,0,0.0165289256198347,0.0227272727272727,0.0309917355371901,0.00206611570247934,0.0330578512396694,0.00413223140495868,0.00826446280991736,0,0,0,0.0268595041322314,0.00413223140495868,0,0.00206611570247934,0.00206611570247934,0,0,0.00206611570247934,0,0.00206611570247934,0,0,0,0,0,0,0,0
320,3583,0.00757575757575758,0.00505050505050505,0.00252525252525253,0.252525252525253,0,0,0.0555555555555556,0,0,0.0151515151515152,0.00505050505050505,0.0454545454545455,0.308080808080808,0.0883838383838384,0.0505050505050505,0,0,0,0,0.0227272727272727,0,0.0151515151515152,0.0176767676767677,0.0353535353535354,0,0.0252525252525253,0.00505050505050505,0.00757575757575758,0.00505050505050505,0,0.00252525252525253,0.0101010101010101,0.00505050505050505,0,0,0.00252525252525253,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0
340,3991,0,0.00258397932816537,0.00516795865633075,0.209302325581395,0.00516795865633075,0,0.0310077519379845,0.00258397932816537,0,0.0232558139534884,0.0129198966408269,0.0490956072351421,0.31266149870801,0.118863049095607,0.062015503875969,0,0.00258397932816537,0,0.00258397932816537,0.0180878552971576,0.00516795865633075,0.0310077519379845,0.0232558139534884,0.0258397932816537,0,0.0103359173126615,0.00516795865633075,0.0103359173126615,0.00258397932816537,0,0,0.00516795865633075,0.00775193798449612,0,0.00516795865633075,0,0.00258397932816537,0,0.00258397932816537,0,0,0,0,0.00516795865633075,0,0,0,0,0
360,4398,0,0,0,0.20625,0.00416666666666667,0,0.0604166666666667,0,0,0.0291666666666667,0.00833333333333333,0.0416666666666667,0.29375,0.08125,0.1,0,0,0,0,0.025,0,0.0375,0.0145833333333333,0.0208333333333333,0,0.025,0.00833333333333333,0.00625,0.00208333333333333,0,0.00208333333333333,0.0145833333333333,0.00416666666666667,0.00208333333333333,0,0.00416666666666667,0.00208333333333333,0.00416666666666667,0,0.00208333333333333,0,0,0,0,0,0,0,0,0
380,4806,0,0.00229357798165138,0,0.206422018348624,0.00688073394495413,0.00229357798165138,0.0252293577981651,0.00458715596330275,0,0.0252293577981651,0.0114678899082569,0.0481651376146789,0.325688073394495,0.0986238532110092,0.0894495412844037,0,0.00229357798165138,0,0,0.0298165137614679,0,0.0275229357798165,0.0412844036697248,0.0206422018348624,0,0.018348623853211,0.00458715596330275,0,0.00458715596330275,0,0,0.00229357798165138,0,0,0,0,0,0,0.00229357798165138,0,0,0,0,0,0,0,0,0,0
400,5111,0,0,0.00264550264550265,0.19047619047619,0.00264550264550265,0.00264550264550265,0.0502645502645503,0,0.00264550264550265,0.0291005291005291,0,0.0608465608465608,0.306878306878307,0.0978835978835979,0.0634920634920635,0,0.00529100529100529,0.00264550264550265,0,0.0529100529100529,0.00264550264550265,0.0343915343915344,0.0264550264550265,0.0132275132275132,0,0.0211640211640212,0.00264550264550265,0.00264550264550265,0.00264550264550265,0,0,0.00264550264550265,0.00529100529100529,0,0.00529100529100529,0.00264550264550265,0.00264550264550265,0,0.00264550264550265,0,0,0,0,0.00264550264550265,0,0,0,0,0
422,5445,0.00341296928327645,0.00341296928327645,0.0068259385665529,0.266211604095563,0.0136518771331058,0,0.037542662116041,0.0068259385665529,0,0.0170648464163823,0.0102389078498294,0.0614334470989761,0.25938566552901,0.068259385665529,0.0409556313993174,0,0,0,0,0.0580204778156997,0,0.0477815699658703,0.0273037542662116,0.0170648464163823,0,0.0102389078498294,0,0.0068259385665529,0.0068259385665529,0,0,0,0.00341296928327645,0,0.0102389078498294,0.00341296928327645,0.0102389078498294,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0
430,5567,0,0.00193423597678917,0.00193423597678917,0.284332688588008,0,0.00193423597678917,0.0425531914893617,0.00580270793036751,0,0.00773694390715667,0.00967117988394584,0.0270793036750484,0.241779497098646,0.0386847195357834,0.0212765957446809,0,0.00193423597678917,0,0,0.131528046421663,0,0.0502901353965184,0.0270793036750484,0.0212765957446809,0,0.0193423597678917,0.00386847195357834,0.00193423597678917,0.00193423597678917,0,0,0.0367504835589942,0.00580270793036751,0,0.00580270793036751,0.00580270793036751,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0,0
440,5719,0.00261096605744125,0.00261096605744125,0.00261096605744125,0.154046997389034,0.00261096605744125,0,0.0182767624020888,0,0.00261096605744125,0.0156657963446475,0.00522193211488251,0.0417754569190601,0.344647519582245,0.0731070496083551,0.0443864229765013,0,0,0,0,0.169712793733681,0,0.0234986945169713,0.0234986945169713,0.0261096605744125,0,0.0234986945169713,0,0.00261096605744125,0.00261096605744125,0,0,0,0.00783289817232376,0,0.00261096605744125,0,0.00261096605744125,0.00261096605744125,0.00261096605744125,0,0,0,0,0,0,0,0,0,0
460,6023,0,0.0025706940874036,0,0.167095115681234,0.0025706940874036,0.0025706940874036,0.0179948586118252,0.0025706940874036,0.0025706940874036,0.0308483290488432,0.0025706940874036,0.0359897172236504,0.280205655526992,0.0822622107969152,0.0848329048843188,0,0,0,0,0.141388174807198,0,0.0411311053984576,0.0231362467866324,0.0334190231362468,0,0.0334190231362468,0,0,0.0025706940874036,0,0,0.0025706940874036,0.0051413881748072,0,0,0,0.0025706940874036,0,0,0,0,0,0,0,0,0,0,0,0
480,6328,0,0,0,0.100478468899522,0,0,0.0167464114832536,0.00239234449760766,0.00239234449760766,0.0167464114832536,0.00239234449760766,0.062200956937799,0.37799043062201,0.114832535885167,0.0502392344497608,0,0,0,0,0.15311004784689,0,0.0311004784688995,0.0215311004784689,0.0167464114832536,0,0.0167464114832536,0.00239234449760766,0.00239234449760766,0.00239234449760766,0,0,0.00239234449760766,0,0,0,0.00239234449760766,0.00239234449760766,0,0,0,0,0,0,0,0,0,0,0,0
500,6632,0,0.0021978021978022,0.0021978021978022,0.107692307692308,0,0,0.00659340659340659,0,0,0.0285714285714286,0.0021978021978022,0.0945054945054945,0.281318681318681,0.120879120879121,0.0747252747252747,0,0.0043956043956044,0,0,0.107692307692308,0.0021978021978022,0.032967032967033,0.0505494505494506,0.0197802197802198,0.0021978021978022,0.021978021978022,0.00659340659340659,0,0.0021978021978022,0,0,0.0021978021978022,0.00879120879120879,0,0.0131868131868132,0.0021978021978022,0.0021978021978022,0,0,0,0,0,0,0,0,0,0,0,0
521,6952,0,0.00164203612479475,0.00164203612479475,0.136288998357964,0,0.00164203612479475,0.0197044334975369,0.00164203612479475,0.00328407224958949,0.0344827586206897,0,0.0886699507389163,0.303776683087028,0.116584564860427,0.0919540229885057,0,0,0,0,0.070607553366174,0,0.0377668308702791,0.0213464696223317,0.0213464696223317,0,0.0213464696223317,0.00328407224958949,0.00164203612479475,0,0,0,0,0.00656814449917898,0,0,0.00656814449917898,0.00328407224958949,0,0,0,0,0.00328407224958949,0,0,0.00164203612479475,0,0,0,0
540,7241,0.003003003003003,0.0015015015015015,0.0015015015015015,0.0750750750750751,0.0015015015015015,0,0.009009009009009,0.003003003003003,0.0015015015015015,0.0375375375375375,0.003003003003003,0.108108108108108,0.40990990990991,0.096096096096096,0.0990990990990991,0,0,0,0,0.045045045045045,0,0.03003003003003,0.009009009009009,0.0165165165165165,0,0.0255255255255255,0.006006006006006,0.0015015015015015,0,0,0.0015015015015015,0,0.0045045045045045,0,0.0015015015015015,0.006006006006006,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0
550,7397,0.00292825768667643,0.00585651537335286,0.00146412884333821,0.0439238653001464,0.00146412884333821,0.00146412884333821,0.00585651537335286,0.00292825768667643,0.00146412884333821,0.0248901903367496,0.00292825768667643,0.0497803806734993,0.541727672035139,0.134699853587116,0.0878477306002928,0,0.00146412884333821,0,0,0.00878477306002928,0,0.00878477306002928,0.0161054172767204,0.0146412884333821,0,0.0175695461200586,0.00732064421669107,0.00292825768667643,0.00439238653001464,0,0,0,0.00292825768667643,0,0.00146412884333821,0.00146412884333821,0.00146412884333821,0,0.00146412884333821,0,0,0,0,0,0,0,0,0,0
560,7556,0.00380228136882129,0,0.00190114068441065,0.0551330798479087,0,0.00380228136882129,0.00760456273764259,0,0,0.0456273764258555,0.00190114068441065,0.0722433460076046,0.520912547528517,0.123574144486692,0.0817490494296578,0,0.00380228136882129,0,0,0.0114068441064639,0,0.0133079847908745,0.00380228136882129,0.0133079847908745,0,0.0247148288973384,0.00380228136882129,0,0,0,0,0,0.00380228136882129,0,0.00190114068441065,0.00190114068441065,0,0,0,0,0,0,0,0,0,0,0,0,0
580,7876,0,0.00183150183150183,0.00183150183150183,0.0476190476190476,0,0.00183150183150183,0.00915750915750916,0.00183150183150183,0.00183150183150183,0.0677655677655678,0.00366300366300366,0.102564102564103,0.426739926739927,0.10989010989011,0.115384615384615,0,0.00183150183150183,0,0,0.00732600732600733,0.00183150183150183,0.0402930402930403,0.00732600732600733,0.010989010989011,0,0.0128205128205128,0,0.0128205128205128,0.00183150183150183,0,0,0,0,0,0.00183150183150183,0.00366300366300366,0,0,0,0,0,0.00183150183150183,0.00183150183150183,0,0,0.00183150183150183,0,0,0
590,8035,0.00404858299595142,0,0.00404858299595142,0.062753036437247,0.00202429149797571,0,0.00809716599190283,0.00202429149797571,0,0.048582995951417,0.0101214574898785,0.097165991902834,0.518218623481781,0.0728744939271255,0.0728744939271255,0,0,0,0,0.00607287449392713,0.00202429149797571,0.01417004048583,0.0242914979757085,0.00809716599190283,0,0.01417004048583,0.00202429149797571,0.00607287449392713,0.00202429149797571,0,0.00607287449392713,0.00202429149797571,0.00202429149797571,0,0.00202429149797571,0.00202429149797571,0.00202429149797571,0,0,0,0,0,0.00202429149797571,0,0,0,0,0,0
600,8195,0,0.00288184438040346,0,0.0720461095100865,0,0,0.00288184438040346,0.00288184438040346,0.00288184438040346,0.0432276657060519,0.00864553314121038,0.135446685878963,0.403458213256484,0.129682997118156,0.0835734870317003,0,0,0,0,0.00576368876080692,0,0.0259365994236311,0.0172910662824208,0.0144092219020173,0,0.0288184438040346,0.00288184438040346,0.00288184438040346,0.00288184438040346,0,0.00288184438040346,0,0.00288184438040346,0,0.00288184438040346,0.00288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0
621,8530,0.01,0,0.0025,0.1225,0,0,0,0.0025,0.0025,0.02,0.0075,0.275,0.305,0.1,0.0475,0,0,0,0,0.005,0,0.02,0.0375,0.0075,0,0.0075,0.0125,0.005,0,0,0.005,0,0.0025,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0
640,8833,0.0091324200913242,0,0.00228310502283105,0.093607305936073,0,0,0.00228310502283105,0,0,0.0091324200913242,0.00684931506849315,0.244292237442922,0.367579908675799,0.146118721461187,0.0410958904109589,0,0.00228310502283105,0.00228310502283105,0,0.00228310502283105,0,0.0091324200913242,0.0159817351598174,0.0045662100456621,0,0.0136986301369863,0.0114155251141553,0.0045662100456621,0,0,0.0045662100456621,0.00228310502283105,0.0045662100456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,9153,0.00802139037433155,0.00802139037433155,0.00267379679144385,0.0855614973262032,0,0,0.00267379679144385,0,0,0.0106951871657754,0.0160427807486631,0.304812834224599,0.272727272727273,0.168449197860963,0.0561497326203209,0,0,0,0,0,0,0.00802139037433155,0.0133689839572193,0.00267379679144385,0.0053475935828877,0.00802139037433155,0.00267379679144385,0,0.0053475935828877,0,0,0,0.0133689839572193,0,0.00267379679144385,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0
680,9472,0.00925925925925926,0.00925925925925926,0.00308641975308642,0.157407407407407,0,0.00617283950617284,0,0,0.00617283950617284,0.00925925925925926,0.00925925925925926,0.296296296296296,0.228395061728395,0.101851851851852,0.0432098765432099,0,0.00308641975308642,0,0,0.00617283950617284,0.00308641975308642,0.00617283950617284,0.0432098765432099,0.00308641975308642,0,0.0185185185185185,0.00617283950617284,0.00925925925925926,0.00617283950617284,0,0.00925925925925926,0,0.00308641975308642,0,0,0,0,0,0,0,0.00308641975308642,0,0,0,0,0,0,0,0
700,9791,0.00988142292490119,0.00395256916996047,0.00395256916996047,0.211462450592885,0.00197628458498024,0,0,0.00790513833992095,0.00395256916996047,0.00592885375494071,0.0118577075098814,0.359683794466403,0.100790513833992,0.106719367588933,0.0494071146245059,0,0.00197628458498024,0,0,0,0,0.0256916996047431,0.0276679841897233,0,0,0.0217391304347826,0.00988142292490119,0.0118577075098814,0.0118577075098814,0,0.00197628458498024,0,0.00592885375494071,0,0.00197628458498024,0,0,0,0,0,0,0,0,0,0,0.00197628458498024,0,0,0
721,10126,0,0,0.0134408602150538,0.18010752688172,0,0.00268817204301075,0,0,0.00537634408602151,0.010752688172043,0.0134408602150538,0.475806451612903,0.064516129032258,0.0967741935483871,0.0376344086021505,0,0.00268817204301075,0,0,0.00268817204301075,0,0.0134408602150538,0.0188172043010753,0.00268817204301075,0,0.00806451612903226,0.00537634408602151,0.00806451612903226,0.0161290322580645,0,0,0.0134408602150538,0.00268817204301075,0,0.00268817204301075,0.00268817204301075,0,0,0,0,0,0,0,0,0,0,0,0,0
740,10430,0,0.0110132158590308,0.0066079295154185,0.158590308370044,0,0,0.00220264317180617,0,0,0.0220264317180617,0.0242290748898678,0.359030837004405,0.0462555066079295,0.121145374449339,0.0638766519823789,0,0.00440528634361234,0,0,0.00220264317180617,0.00220264317180617,0.0154185022026432,0.0594713656387665,0.00440528634361234,0,0.00881057268722467,0.026431718061674,0.0286343612334802,0.0154185022026432,0,0.00440528634361234,0.00440528634361234,0.00440528634361234,0,0,0.00220264317180617,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0,0
760,10749,0.0029940119760479,0.0029940119760479,0.0029940119760479,0.182634730538922,0.0029940119760479,0.00598802395209581,0,0.0029940119760479,0.0029940119760479,0.0149700598802395,0.0269461077844311,0.434131736526946,0.0389221556886228,0.12874251497006,0.0359281437125748,0,0.00598802395209581,0,0,0.0029940119760479,0,0.0239520958083832,0.0329341317365269,0.0029940119760479,0,0.00598802395209581,0.00898203592814371,0.00598802395209581,0.0119760479041916,0,0.00598802395209581,0,0.0029940119760479,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,11068,0.00171526586620926,0,0.00343053173241852,0.154373927958834,0.00514579759862779,0,0,0.00343053173241852,0.00514579759862779,0.00514579759862779,0.0205831903945112,0.560891938250429,0.0291595197255575,0.0891938250428816,0.039451114922813,0.00171526586620926,0.00171526586620926,0,0,0.00343053173241852,0,0.00857632933104631,0.0102915951972556,0.00343053173241852,0,0.00857632933104631,0.0171526586620926,0.0102915951972556,0.0137221269296741,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
