"sample.depths","sample.ages","Abies","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Fagus","Herbs.undiff.","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Salix","Thalictrum","Trees.undiff.","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Acer","Rosaceae.undiff.","Fraxinus","Myrica","Populus","Poaceae","Plantago","Corylus","Cupressaceae","Cyperaceae","Castanea","Taxus","Platanus","Tilia","Aquifoliaceae","Juglans.cinerea","Ericaceae","Sarcobatus.vermiculatus","Juglans.nigra","Sanguisorba","Rhamnaceae.Vitaceae","Liquidambar","Shepherdia","Elaeagnus","Juglans.undiff.","Asteraceae.subf..Cichorioideae"
0,-30,0.005859375,0.060546875,0.001953125,0.1953125,0.001953125,0.001953125,0.03515625,0.00390625,0.001953125,0.021484375,0.0390625,0.072265625,0.1484375,0.103515625,0.033203125,0.009765625,0.00390625,0.001953125,0.001953125,0.056640625,0.005859375,0.03515625,0.064453125,0.015625,0.001953125,0.015625,0.025390625,0.013671875,0.01953125,0.001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,101,0.00598802395209581,0.0778443113772455,0.00898203592814371,0.197604790419162,0,0,0.0239520958083832,0.0119760479041916,0,0.0149700598802395,0.0389221556886228,0.0538922155688623,0.215568862275449,0.0598802395209581,0.0359281437125748,0.00598802395209581,0.0029940119760479,0,0,0.0269461077844311,0,0.0149700598802395,0.0778443113772455,0.0149700598802395,0,0.0209580838323353,0.00598802395209581,0.0179640718562874,0.0389221556886228,0,0.0029940119760479,0.0119760479041916,0.0119760479041916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,232,0.00934579439252336,0.0467289719626168,0.00311526479750779,0.161993769470405,0,0.00623052959501558,0.0155763239875389,0.00623052959501558,0.0124610591900312,0.0404984423676012,0.0280373831775701,0.043613707165109,0.255451713395639,0.105919003115265,0.0373831775700935,0.00311526479750779,0.00934579439252336,0,0,0.0311526479750779,0,0.0124610591900312,0.059190031152648,0.0155763239875389,0,0.0155763239875389,0.0124610591900312,0.0124610591900312,0.0342679127725857,0.00311526479750779,0.00311526479750779,0.00311526479750779,0.00623052959501558,0.00311526479750779,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,495,0.00906344410876133,0.0181268882175227,0.00604229607250755,0.199395770392749,0.00302114803625378,0,0.0453172205438066,0.00604229607250755,0.0181268882175227,0.00604229607250755,0.0453172205438066,0.0392749244712991,0.3202416918429,0.0694864048338369,0.0302114803625378,0.00604229607250755,0,0,0,0.0574018126888218,0,0.0211480362537764,0.0211480362537764,0.027190332326284,0,0.00604229607250755,0.00302114803625378,0.00302114803625378,0.0211480362537764,0,0,0.00302114803625378,0.00906344410876133,0,0,0.00302114803625378,0.00302114803625378,0,0,0,0,0,0,0,0,0,0,0,0
40,734,0.010840108401084,0,0.002710027100271,0.168021680216802,0,0,0.032520325203252,0.00542005420054201,0.002710027100271,0.035230352303523,0.035230352303523,0.035230352303523,0.368563685636856,0.035230352303523,0.051490514905149,0,0,0,0,0.0867208672086721,0,0.021680216802168,0,0.010840108401084,0.002710027100271,0.018970189701897,0,0,0.002710027100271,0,0,0.043360433604336,0.013550135501355,0.002710027100271,0.002710027100271,0,0.00542005420054201,0.002710027100271,0.002710027100271,0,0,0,0,0,0,0,0,0,0
60,932,0.0120772946859903,0,0.00483091787439614,0.227053140096618,0.00241545893719807,0,0.0531400966183575,0.00483091787439614,0.00966183574879227,0.0289855072463768,0.00966183574879227,0.0314009661835749,0.210144927536232,0.0458937198067633,0.0386473429951691,0,0.00241545893719807,0.00241545893719807,0,0.106280193236715,0.00241545893719807,0.0120772946859903,0.0676328502415459,0.036231884057971,0.00241545893719807,0.0338164251207729,0.0120772946859903,0.00483091787439614,0.00483091787439614,0,0.00241545893719807,0.00241545893719807,0.0193236714975845,0,0,0.00241545893719807,0.00241545893719807,0.00483091787439614,0,0,0,0,0,0,0,0,0,0,0
80,1131,0.00305810397553517,0,0.00305810397553517,0.171253822629969,0,0,0.0886850152905199,0.00305810397553517,0.0091743119266055,0.00611620795107034,0.018348623853211,0.0489296636085627,0.198776758409786,0.0764525993883792,0.0305810397553517,0,0.00305810397553517,0,0,0.201834862385321,0,0.0152905198776758,0.0336391437308868,0.0275229357798165,0,0.0214067278287462,0.00305810397553517,0.00305810397553517,0.00611620795107034,0,0.00305810397553517,0.00305810397553517,0.0122324159021407,0,0,0.00305810397553517,0,0.00305810397553517,0.00305810397553517,0,0,0,0,0,0,0,0,0,0
100,1329,0.00336700336700337,0,0.00336700336700337,0.218855218855219,0,0,0.090909090909091,0.00336700336700337,0.00336700336700337,0.0101010101010101,0.0202020202020202,0.0404040404040404,0.249158249158249,0.0471380471380471,0.0538720538720539,0.00336700336700337,0,0,0,0.151515151515152,0,0.0235690235690236,0.0101010101010101,0.0235690235690236,0,0.0134680134680135,0.00336700336700337,0,0.00673400673400673,0,0,0.00336700336700337,0.00673400673400673,0.00336700336700337,0,0,0.00336700336700337,0,0,0.00336700336700337,0,0,0,0,0,0,0,0,0
120,1527,0.0126182965299685,0.00315457413249211,0,0.230283911671924,0.00315457413249211,0.00315457413249211,0.100946372239748,0.00630914826498423,0.00315457413249211,0.00946372239747634,0.00946372239747634,0.0189274447949527,0.123028391167192,0.0536277602523659,0.0630914826498423,0,0,0,0,0.22397476340694,0,0.0536277602523659,0.0220820189274448,0.028391167192429,0.00315457413249211,0.0157728706624606,0,0,0,0,0,0,0.00946372239747634,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1725,0,0,0.00309597523219814,0.25077399380805,0.00309597523219814,0,0.043343653250774,0,0,0.00309597523219814,0.0123839009287926,0.0557275541795666,0.235294117647059,0.0743034055727554,0.0495356037151703,0,0,0,0,0.148606811145511,0.00309597523219814,0.0123839009287926,0.0340557275541796,0.0154798761609907,0,0.021671826625387,0.00928792569659443,0.00619195046439629,0,0,0,0,0.00619195046439629,0,0,0,0.00619195046439629,0,0.00309597523219814,0.00309597523219814,0,0,0,0,0,0,0,0,0
160,1924,0.00539083557951483,0.00269541778975741,0,0.266846361185984,0.00539083557951483,0,0.0619946091644205,0.00269541778975741,0.00269541778975741,0.0269541778975741,0.00269541778975741,0.032345013477089,0.210242587601078,0.0566037735849057,0.0700808625336927,0,0,0,0,0.113207547169811,0,0.0188679245283019,0.0269541778975741,0.0350404312668464,0,0.0215633423180593,0,0,0.00539083557951483,0,0.00269541778975741,0.00539083557951483,0.0134770889487871,0,0,0,0.00269541778975741,0,0.00808625336927224,0,0,0,0,0,0,0,0,0,0
180,2122,0.00632911392405063,0,0.00632911392405063,0.20464135021097,0,0,0.0843881856540084,0.00421940928270042,0.00632911392405063,0.0189873417721519,0.0168776371308017,0.0379746835443038,0.259493670886076,0.0464135021097046,0.0421940928270042,0,0,0,0,0.179324894514768,0.00421940928270042,0.0210970464135021,0.0147679324894515,0.0210970464135021,0,0.0168776371308017,0.00210970464135021,0,0,0,0,0.00210970464135021,0.00210970464135021,0,0,0,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,0
200,2320,0,0.00531914893617021,0.00265957446808511,0.194148936170213,0.00265957446808511,0.00265957446808511,0.0718085106382979,0.00265957446808511,0.00265957446808511,0.0186170212765957,0.00531914893617021,0.0425531914893617,0.303191489361702,0.0452127659574468,0.0531914893617021,0,0,0,0,0.125,0.00797872340425532,0.023936170212766,0.0186170212765957,0.0212765957446809,0,0.0212765957446809,0.0106382978723404,0,0.00797872340425532,0.00265957446808511,0,0,0.00265957446808511,0,0,0.00265957446808511,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0
220,2518,0.00319488817891374,0,0,0.220447284345048,0.00319488817891374,0,0.137380191693291,0.00319488817891374,0.012779552715655,0.0191693290734824,0.0223642172523962,0.0383386581469649,0.182108626198083,0.0415335463258786,0.0670926517571885,0,0,0,0,0.124600638977636,0,0.0383386581469649,0.00958466453674121,0.0255591054313099,0,0.0191693290734824,0,0.00319488817891374,0,0,0,0.00638977635782748,0.00638977635782748,0,0,0,0.00319488817891374,0.00319488817891374,0.00638977635782748,0,0.00319488817891374,0,0,0,0,0,0,0,0
240,2717,0.0182926829268293,0,0.00304878048780488,0.198170731707317,0.00304878048780488,0,0.0914634146341463,0.00304878048780488,0.00304878048780488,0.0121951219512195,0.00609756097560976,0.0152439024390244,0.222560975609756,0.0548780487804878,0.0304878048780488,0,0,0,0,0.207317073170732,0,0.0213414634146341,0.00914634146341463,0.0365853658536585,0,0.0335365853658537,0.00609756097560976,0.00304878048780488,0.00304878048780488,0,0,0.00304878048780488,0,0,0,0.00609756097560976,0.00914634146341463,0,0,0,0,0,0,0,0,0,0,0,0
260,2915,0.00606060606060606,0,0.00303030303030303,0.178787878787879,0.00303030303030303,0,0.127272727272727,0.00606060606060606,0.00909090909090909,0.0181818181818182,0.00606060606060606,0.0212121212121212,0.154545454545455,0.0545454545454545,0.0454545454545455,0,0.00303030303030303,0,0,0.248484848484848,0,0.0242424242424242,0.0121212121212121,0.0212121212121212,0,0.0242424242424242,0.00303030303030303,0.00303030303030303,0.00303030303030303,0,0.00303030303030303,0.00606060606060606,0.00303030303030303,0,0,0,0.00303030303030303,0.00303030303030303,0.00303030303030303,0,0,0.00303030303030303,0,0,0,0,0,0,0
260,2915,0.00606060606060606,0,0.00303030303030303,0.178787878787879,0.00303030303030303,0,0.127272727272727,0.00606060606060606,0.00909090909090909,0.0181818181818182,0.00606060606060606,0.0212121212121212,0.154545454545455,0.0545454545454545,0.0454545454545455,0,0.00303030303030303,0,0,0.248484848484848,0,0.0242424242424242,0.0121212121212121,0.0212121212121212,0,0.0242424242424242,0.00303030303030303,0.00303030303030303,0.00303030303030303,0,0.00303030303030303,0.00606060606060606,0.00303030303030303,0,0,0,0.00303030303030303,0.00303030303030303,0.00303030303030303,0,0,0.00303030303030303,0,0,0,0,0,0,0
280,3113,0.00306748466257669,0.00306748466257669,0,0.180981595092025,0.00306748466257669,0.00306748466257669,0.0705521472392638,0.00306748466257669,0.0122699386503067,0.0184049079754601,0.00613496932515337,0.0613496932515337,0.230061349693252,0.0766871165644172,0.0429447852760736,0,0,0,0,0.202453987730061,0,0.0245398773006135,0.0184049079754601,0.0184049079754601,0,0.00306748466257669,0.00306748466257669,0,0,0,0,0.00306748466257669,0.00306748466257669,0.00306748466257669,0,0,0.00306748466257669,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,0
