"sample.depths","sample.ages","Cyperaceae","Larix","Asteraceae.subf..Cichorioideae","Picea","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ambrosia","Pinus","Amaranthaceae","Poaceae","Acer.saccharum","Tilia","Alnus","Artemisia","Carya","Tsuga","Ulmus","Fagus","Cupressaceae","Thalictrum","Betula","Caryophyllaceae","Shepherdia.canadensis","Salix","Fraxinus.nigra"
3,NA,0.01,0.01,0.04,0.03,0.02,0.01,0.03,0.46,0.03,0.33,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,NA,0.01,0,0.02,0.02,0.03,0,0.01,0.53,0.02,0.23,0.05,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0
65,NA,0,0,0,0.01,0.05,0,0.01,0.38,0,0,0.24,0.21,0,0.01,0.01,0.02,0.06,0,0,0,0,0,0,0,0
69,NA,0.03,0,0,0.03,0.06,0,0,0.38,0,0.03,0.17,0.22,0,0,0,0.01,0.06,0.01,0,0,0,0,0,0,0
75,NA,0.213333333333333,0.03,0,0.55,0.00666666666666667,0.00333333333333333,0.00333333333333333,0.113333333333333,0,0.0366666666666667,0,0,0.00666666666666667,0,0,0,0.00666666666666667,0,0.00333333333333333,0.0266666666666667,0,0,0,0,0
90,13351,0.398671096345515,0.00664451827242525,0.00332225913621262,0.245847176079734,0.00996677740863787,0.0232558139534884,0.00664451827242525,0.149501661129568,0,0.079734219269103,0,0,0.00332225913621262,0.00996677740863787,0.00332225913621262,0,0.00664451827242525,0,0,0.0332225913621262,0.00664451827242525,0.00332225913621262,0.00996677740863787,0,0
99,13961,0.24496644295302,0.0201342281879195,0,0.610738255033557,0.00335570469798658,0.00671140939597315,0.00671140939597315,0.063758389261745,0.00335570469798658,0,0,0,0.00335570469798658,0.0167785234899329,0,0,0.00335570469798658,0,0,0,0.0100671140939597,0,0,0.00335570469798658,0.00335570469798658
110,NA,0.15,0,0,0.55,0,0,0.01,0.2,0,0.04,0,0,0,0,0.01,0,0.01,0,0,0,0.01,0,0.02,0,0
