"sample.depths","sample.ages","Acer.pensylvanicum","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Larix","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea.mariana.type","Pinus.undiff.","Plantago.major","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Salix","Shepherdia.canadensis","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Amaranthaceae","Abies.balsamea","Acer.saccharum","Carya.ovata","Pinus.banksiana.type","Pinus.strobus","Plantago.lanceolata.type","Rhamnus.alnifolia.R..frangula","Rumex.type","Tsuga.canadensis","Picea.undiff.","Juglans.cinerea","Taxus","Thalictrum","Rosaceae.undiff.","Caryophyllaceae","Picea.glauca.type","Fabaceae","Onagraceae","Acer.saccharinum","Nemopanthus.mucronatus","Juniperus.communis.Thuja.occidentalis.type","Artemisia","Myrica.gale","Ranunculaceae.undiff.","Zea.mays","Pinus.resinosa.type","Castanea.dentata","Corylus.cornuta","Rubiaceae","Acer.spicatum","Fraxinus.americana.type","Prunus.pensylvanica","Sambucus","Caprifoliaceae.undiff.","Brassicaceae","Viburnum.nudum","Viburnum.lentago","Impatiens","Cornus","cf..Oxyria.digyna"
245,5357,0,0,0.00850340136054422,0.0170068027210884,0.0170068027210884,0.122448979591837,0.00850340136054422,0.0170068027210884,0.00510204081632653,0.0119047619047619,0.00510204081632653,0.00510204081632653,0.00170068027210884,0,0.00340136054421769,0.0170068027210884,0.0714285714285714,0,0,0,0.0238095238095238,0.00340136054421769,0,0.00510204081632653,0.00340136054421769,0.0119047619047619,0,0,0,0.0170068027210884,0.00340136054421769,0.0697278911564626,0.355442176870748,0,0,0,0.119047619047619,0.0102040816326531,0.00510204081632653,0,0,0.00340136054421769,0.00170068027210884,0,0,0,0.00510204081632653,0.00340136054421769,0,0.00340136054421769,0.00340136054421769,0,0,0,0.00340136054421769,0,0,0,0,0,0.0374149659863946,0,0,0,0,0,0,0
250,5373,0.00441501103752759,0,0.0286975717439294,0.00441501103752759,0.00662251655629139,0.205298013245033,0.0198675496688742,0.0794701986754967,0.022075055187638,0.0154525386313466,0.0022075055187638,0.00883002207505519,0,0,0.0022075055187638,0.0264900662251656,0.134657836644592,0,0,0,0.0551876379690949,0,0,0.00441501103752759,0,0.0132450331125828,0.00441501103752759,0,0.00441501103752759,0.0132450331125828,0,0.0242825607064018,0.200883002207506,0,0.0022075055187638,0,0.0640176600441501,0.00662251655629139,0.0022075055187638,0,0,0.00441501103752759,0,0,0,0,0.00441501103752759,0.00662251655629139,0.0022075055187638,0.0022075055187638,0,0,0,0,0,0.0022075055187638,0,0,0,0,0.0198675496688742,0,0,0,0,0,0,0.0022075055187638
255,5389,0.00571428571428571,0,0.0266666666666667,0.00761904761904762,0.0019047619047619,0.0685714285714286,0.020952380952381,0.00380952380952381,0,0.00952380952380952,0.0019047619047619,0.0114285714285714,0.0019047619047619,0,0.0019047619047619,0.00571428571428571,0.0876190476190476,0,0,0,0.0285714285714286,0.0247619047619048,0,0.0114285714285714,0.0019047619047619,0.00571428571428571,0,0.00380952380952381,0,0.0476190476190476,0.0019047619047619,0.0247619047619048,0.464761904761905,0,0,0,0.0514285714285714,0.00380952380952381,0,0.0019047619047619,0,0,0.00380952380952381,0,0,0,0.00761904761904762,0.00761904761904762,0,0,0,0,0,0,0.0019047619047619,0,0,0,0,0,0.0457142857142857,0,0.0019047619047619,0,0,0.0019047619047619,0.0019047619047619,0
260,5405,0,0,0.00701754385964912,0,0.00350877192982456,0.0701754385964912,0.0087719298245614,0.00350877192982456,0.0105263157894737,0.0228070175438597,0,0,0.00350877192982456,0,0,0.0087719298245614,0.192982456140351,0,0,0.00175438596491228,0.0105263157894737,0.00175438596491228,0,0.00701754385964912,0.00175438596491228,0.0105263157894737,0,0.00350877192982456,0.00175438596491228,0.00526315789473684,0,0.0245614035087719,0.429824561403509,0,0,0.00701754385964912,0.13859649122807,0.00350877192982456,0.00526315789473684,0,0,0,0,0.00350877192982456,0,0,0,0.0105263157894737,0,0.00175438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,5436,0,0.00213675213675214,0.00854700854700855,0.00641025641025641,0,0.0726495726495727,0.00427350427350427,0,0.0106837606837607,0.0128205128205128,0.00427350427350427,0.00213675213675214,0.00213675213675214,0,0,0.0299145299145299,0.22008547008547,0,0,0,0.0235042735042735,0.00427350427350427,0,0.00641025641025641,0,0.0128205128205128,0,0,0.00213675213675214,0.0106837606837607,0.00213675213675214,0.014957264957265,0.378205128205128,0,0,0,0.138888888888889,0.00641025641025641,0.00427350427350427,0,0,0,0,0.00427350427350427,0,0,0.00854700854700855,0.00213675213675214,0,0,0,0,0,0,0.00213675213675214,0,0,0,0,0,0.00213675213675214,0,0,0,0,0,0,0
275,5452,0,0,0.0072289156626506,0.0072289156626506,0,0.0554216867469879,0.0144578313253012,0.00481927710843374,0,0.00240963855421687,0,0.00240963855421687,0.0072289156626506,0,0,0,0.351807228915663,0,0,0,0.0192771084337349,0.0072289156626506,0,0.00240963855421687,0.00240963855421687,0.00963855421686747,0.00240963855421687,0.00240963855421687,0.00240963855421687,0.00240963855421687,0,0.0265060240963855,0.371084337349398,0,0,0,0.0891566265060241,0,0,0,0,0,0,0,0,0,0.00481927710843374,0.00481927710843374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,5468,0,0,0.00245700245700246,0.00982800982800983,0,0.0442260442260442,0.00491400491400491,0,0.00245700245700246,0.00491400491400491,0,0.00245700245700246,0.00245700245700246,0,0,0.0147420147420147,0.243243243243243,0,0,0,0.0221130221130221,0.0147420147420147,0,0.00491400491400491,0,0.0171990171990172,0,0.00245700245700246,0,0.0245700245700246,0.00245700245700246,0.0171990171990172,0.481572481572482,0,0,0,0.0663390663390663,0,0,0,0,0,0,0,0,0,0.0122850122850123,0,0,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,NA,0,0,0.00140449438202247,0,0.00280898876404494,0.0224719101123595,0.0491573033707865,0,0.00140449438202247,0.00280898876404494,0.00280898876404494,0.00280898876404494,0.00702247191011236,0,0,0.0182584269662921,0.408707865168539,0,0.00280898876404494,0,0.0112359550561798,0.0210674157303371,0,0,0,0.00421348314606742,0.00140449438202247,0.00280898876404494,0.00561797752808989,0.0126404494382022,0,0.026685393258427,0.353932584269663,0,0,0,0.023876404494382,0.00140449438202247,0,0,0,0,0,0,0,0,0.00280898876404494,0,0,0.00842696629213483,0.00140449438202247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,NA,0.003584229390681,0.0017921146953405,0.010752688172043,0.0017921146953405,0.0017921146953405,0.100358422939068,0.193548387096774,0.0089605734767025,0.00537634408602151,0.0089605734767025,0,0,0.0017921146953405,0,0.0017921146953405,0.010752688172043,0.362007168458781,0,0,0,0.0197132616487455,0.0197132616487455,0,0.0017921146953405,0.0017921146953405,0.0089605734767025,0.0017921146953405,0,0,0.0125448028673835,0,0.028673835125448,0.146953405017921,0,0,0,0.025089605734767,0.0017921146953405,0.00537634408602151,0.0017921146953405,0,0.0017921146953405,0,0,0,0,0.003584229390681,0.0017921146953405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003584229390681
300,NA,0.00757575757575758,0,0.00378787878787879,0,0,0.0416666666666667,0.214015151515152,0,0,0.0151515151515152,0.00378787878787879,0.00189393939393939,0.00189393939393939,0,0,0.0113636363636364,0.371212121212121,0,0,0.00378787878787879,0.00946969696969697,0.0208333333333333,0,0.00568181818181818,0,0.00378787878787879,0.00189393939393939,0.00189393939393939,0,0.00757575757575758,0,0.0397727272727273,0.196969696969697,0,0,0,0.0284090909090909,0.00189393939393939,0,0,0,0,0,0,0,0,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
