"depth","best.age","min.age","max.age"
1,18,-19,52
10,211,172,248
17,360,319,403
26,553,505,603
34,725,671,782
43,919,857,984
54,1157,1086,1231
60,1287,1211,1366
70,1505,1421,1592
80,1725,1633,1819
90,1946,1848,2048
100,2169,2063,2276
110,2394,2282,2506
120,2622,2503,2737
130,2852,2726,2969
140,3084,2953,3204
150,3319,3181,3442
160,3558,3413,3686
170,3800,3646,3935
180,4045,3880,4188
190,4295,4120,4449
200,4550,4366,4717
210,4810,4619,4995
220,5078,4881,5281
230,5352,5148,5572
240,5635,5424,5868
250,5926,5714,6176
260,6227,6013,6490
270,6537,6322,6808
280,6859,6647,7133
290,7192,6987,7465
300,7537,7344,7806
310,7895,7717,8158
320,8267,8099,8514
330,8653,8493,8877
340,9053,8890,9261
350,9464,9282,9655
360,9883,9681,10067
370,10307,10078,10500
380,10735,10469,10959
390,NA,NA,NA
395,NA,NA,NA
403,NA,NA,NA
413,NA,NA,NA
423,NA,NA,NA
435,NA,NA,NA
450,NA,NA,NA
