"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Fagus","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Juglans.cinerea","Larix","Asteraceae.subf..Cichorioideae","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Ulmus","Juniperus.type","Amaranthaceae","Cerealia","Plantago","Abies.balsamea","Acer.saccharum","Carya.ovata","Castanea.dentata","Corylus.cornuta","Myrica.gale","Nemopanthus.mucronatus","Pinus.banksiana.type","Pinus.resinosa.type","Pinus.strobus","Rumex.type","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Acer.pensylvanicum","Fraxinus.nigra.type","Ostrya.Carpinus","Tilia","Acer.spicatum","Ericaceae","Lonicera.canadensis","Ilex.Nemopanthus.undiff.","Thalictrum","Apiaceae","Rhamnus.alnifolia.R..frangula","Brassicaceae","Asteraceae.subf..Asteroideae.undiff.","Ilex","Taxus","Viburnum.lentago","Rosaceae","Populus.balsamifera.type","Sambucus","Caryophyllaceae","Populus.deltoides.type","Saxifraga.cernua.type","Caprifoliaceae.undiff.","Shepherdia.canadensis","Liliaceae","cf..Oxyria.digyna","Oxytropis.maydelliana.type","Polygonum.viviparum","Saxifraga.oppositifolia.type","Celtis.occidentalis"
495,9134,0,0.00806451612903226,0.0362903225806452,0,0.00201612903225806,0.395161290322581,0.00604838709677419,0.00403225806451613,0,0.00403225806451613,0,0.0100806451612903,0,0.00403225806451613,0.032258064516129,0.0221774193548387,0.0201612903225806,0.0564516129032258,0,0.0100806451612903,0.00201612903225806,0,0,0,0.0685483870967742,0.00604838709677419,0,0,0.00403225806451613,0.00806451612903226,0,0.0342741935483871,0,0.203629032258065,0,0,0.00604838709677419,0.00604838709677419,0,0.0161290322580645,0.00806451612903226,0,0.00201612903225806,0,0,0,0,0,0,0,0.00201612903225806,0,0,0,0,0.0221774193548387,0,0,0,0,0,0,0,0,0,0,0,0
510,9472,0,0.00778210116731518,0.1284046692607,0,0.00389105058365759,0.315175097276265,0.00389105058365759,0,0,0.00194552529182879,0,0.0272373540856031,0,0.00778210116731518,0.056420233463035,0.0311284046692607,0.0525291828793774,0.0505836575875486,0.00389105058365759,0.00972762645914397,0.00389105058365759,0,0,0,0.0622568093385214,0.0116731517509728,0.00194552529182879,0,0.00583657587548638,0.00583657587548638,0,0.0525291828793774,0.00583657587548638,0.105058365758755,0,0,0.00583657587548638,0.0136186770428016,0,0.00972762645914397,0,0,0,0,0,0,0,0,0,0,0.00194552529182879,0,0,0,0,0.00778210116731518,0.00389105058365759,0,0.00194552529182879,0,0,0,0,0,0,0,0,0
520,9697,0,0.0357653791130186,0.131616595135908,0,0.00143061516452074,0.281831187410587,0.00143061516452074,0.00143061516452074,0.00286123032904149,0,0,0.0171673819742489,0,0.0515021459227468,0.0271816881258941,0.00858369098712446,0.050071530758226,0.0429184549356223,0.00858369098712446,0.00858369098712446,0,0.00143061516452074,0,0,0.11444921316166,0.00286123032904149,0.00286123032904149,0,0.011444921316166,0.0228898426323319,0,0.0100143061516452,0.00286123032904149,0.0815450643776824,0,0,0.011444921316166,0.0128755364806867,0,0.00715307582260372,0.00143061516452074,0,0.00143061516452074,0,0,0,0,0,0,0,0.00143061516452074,0,0,0,0,0.0128755364806867,0.00143061516452074,0,0.0286123032904149,0,0,0,0,0,0,0,0,0
535,10035,0,0.00638297872340425,0.0638297872340425,0.00638297872340425,0,0.204255319148936,0.0297872340425532,0,0.00212765957446809,0,0,0.0425531914893617,0,0.0425531914893617,0.157446808510638,0.0276595744680851,0.0531914893617021,0.0446808510638298,0.00212765957446809,0.0212765957446809,0.0234042553191489,0,0,0,0.0361702127659574,0.00212765957446809,0,0,0.0127659574468085,0.0319148936170213,0,0.0297872340425532,0.00638297872340425,0.0659574468085106,0,0,0.00638297872340425,0.0361702127659574,0,0.00851063829787234,0.0148936170212766,0,0,0.00212765957446809,0,0,0,0,0,0,0.00212765957446809,0,0,0,0.00425531914893617,0.00425531914893617,0,0.00212765957446809,0,0.00638297872340425,0,0,0,0,0,0,0,0
545,10261,0,0,0.0498533724340176,0.00293255131964809,0.00293255131964809,0.237536656891496,0.0117302052785924,0.00586510263929619,0,0.00293255131964809,0,0.0146627565982405,0,0.0263929618768328,0.222873900293255,0.0175953079178886,0.0733137829912024,0.0263929618768328,0.00293255131964809,0.0117302052785924,0.0117302052785924,0.00293255131964809,0,0,0.0439882697947214,0.00293255131964809,0.00586510263929619,0.00293255131964809,0.0146627565982405,0.00293255131964809,0,0.0205278592375367,0,0.108504398826979,0,0.00293255131964809,0.0117302052785924,0.0293255131964809,0,0.00586510263929619,0.00879765395894428,0,0.00293255131964809,0,0,0,0.00293255131964809,0,0,0,0.00293255131964809,0,0,0,0,0.00586510263929619,0,0,0,0,0,0,0,0,0,0,0,0
555,NA,0,0.00551724137931034,0.0468965517241379,0.00275862068965517,0.00827586206896552,0.286896551724138,0.0248275862068966,0,0,0.00275862068965517,0.00137931034482759,0.00689655172413793,0,0.00137931034482759,0.19448275862069,0.0220689655172414,0.056551724137931,0.0317241379310345,0.0137931034482759,0.00551724137931034,0.016551724137931,0.00137931034482759,0,0,0.0206896551724138,0.00413793103448276,0.00137931034482759,0,0.00413793103448276,0.0124137931034483,0,0.023448275862069,0,0.0993103448275862,0,0,0.00413793103448276,0.0593103448275862,0,0.00689655172413793,0.0096551724137931,0,0.00275862068965517,0,0,0,0.00413793103448276,0,0,0,0.00551724137931034,0,0,0,0.00275862068965517,0.00413793103448276,0,0,0,0,0.00137931034482759,0.00275862068965517,0.00137931034482759,0,0,0,0,0
570,NA,0,0.00736648250460405,0.0184162062615101,0,0.00184162062615101,0.438305709023941,0.139963167587477,0,0,0.0313075506445672,0,0,0,0.0294659300184162,0.0313075506445672,0.0165745856353591,0.00368324125230203,0.0110497237569061,0.0368324125230203,0.00920810313075507,0.00552486187845304,0,0,0,0.0110497237569061,0.00184162062615101,0,0,0.0791896869244936,0.00184162062615101,0,0.0386740331491713,0.00184162062615101,0.0497237569060773,0,0,0.00552486187845304,0.0147329650092081,0,0,0,0,0,0.00184162062615101,0,0,0.00368324125230203,0,0,0,0.00184162062615101,0,0,0,0.00552486187845304,0,0,0.00184162062615101,0,0,0,0,0,0,0,0,0,0
585,NA,0,0.0117096018735363,0.0585480093676815,0.00468384074941452,0.0889929742388759,0.192037470725995,0.269320843091335,0.00234192037470726,0,0.0234192037470726,0.00234192037470726,0.00702576112412178,0,0.00468384074941452,0.0398126463700234,0.0327868852459016,0.0234192037470726,0.00702576112412178,0.0234192037470726,0.00234192037470726,0.00936768149882904,0,0,0,0.00468384074941452,0,0,0,0.00702576112412178,0.00468384074941452,0,0.0304449648711944,0.00468384074941452,0.0725995316159251,0,0,0,0.0187353629976581,0,0.00234192037470726,0.00936768149882904,0,0,0,0,0,0.00702576112412178,0,0,0,0.00468384074941452,0,0,0,0,0.00234192037470726,0,0.00468384074941452,0,0,0.00234192037470726,0,0.00234192037470726,0.0187353629976581,0,0,0,0
595,NA,0,0.0219435736677116,0.0313479623824451,0,0.103448275862069,0.147335423197492,0.304075235109718,0,0,0.00626959247648903,0,0.00313479623824451,0,0.00626959247648903,0.0564263322884013,0.0376175548589342,0,0.0219435736677116,0.0250783699059561,0.00313479623824451,0.00940438871473354,0,0,0,0.0156739811912226,0,0,0.00313479623824451,0.00940438871473354,0,0,0.0470219435736677,0,0.0721003134796238,0,0,0,0.0156739811912226,0,0.00313479623824451,0,0,0,0.00313479623824451,0,0,0,0,0,0,0.0156739811912226,0,0,0,0.00313479623824451,0,0,0.0125391849529781,0,0.00313479623824451,0,0,0,0.0156739811912226,0.00313479623824451,0,0,0
600,NA,0,0.00656455142231947,0.0634573304157549,0,0.0525164113785558,0.273522975929978,0.118161925601751,0.00656455142231947,0,0.050328227571116,0,0.00437636761487965,0,0.00218818380743982,0.0853391684901532,0.0240700218818381,0.0087527352297593,0.0196936542669584,0.0350109409190372,0.00656455142231947,0.0087527352297593,0.00218818380743982,0,0,0.0153172866520788,0.00218818380743982,0,0,0.0240700218818381,0.00437636761487965,0,0.087527352297593,0,0.0525164113785558,0,0,0.00218818380743982,0.0218818380743982,0,0.00218818380743982,0,0,0,0,0,0,0,0,0,0,0.00656455142231947,0,0,0,0.00218818380743982,0,0,0.00437636761487965,0,0,0,0,0,0.00437636761487965,0,0.00218818380743982,0,0
605,NA,0,0.00363636363636364,0.0618181818181818,0.00181818181818182,0.0218181818181818,0.32,0.0563636363636364,0.00181818181818182,0,0.0327272727272727,0.00181818181818182,0.00727272727272727,0,0.00363636363636364,0.0745454545454545,0.0545454545454545,0.0363636363636364,0.0290909090909091,0.0109090909090909,0.00909090909090909,0.00727272727272727,0.00181818181818182,0,0,0.0309090909090909,0.0109090909090909,0,0,0.00727272727272727,0.00727272727272727,0,0.0236363636363636,0,0.112727272727273,0,0,0.00545454545454545,0.0218181818181818,0,0.0127272727272727,0.00909090909090909,0,0.00181818181818182,0,0,0,0,0,0,0,0.00363636363636364,0,0,0,0.00727272727272727,0,0,0,0,0.00363636363636364,0,0,0,0.00363636363636364,0.00181818181818182,0,0,0
610,NA,0,0.0206611570247934,0.0606060606060606,0.00275482093663912,0.0633608815426997,0.234159779614325,0.115702479338843,0.00550964187327824,0.00137741046831956,0.0247933884297521,0,0.0110192837465565,0,0.0110192837465565,0.0674931129476584,0.0289256198347107,0.0165289256198347,0.0179063360881543,0.0261707988980716,0.00275482093663912,0.00275482093663912,0,0,0,0.0330578512396694,0.00275482093663912,0,0.00137741046831956,0.0137741046831956,0.0068870523415978,0,0.0482093663911846,0.00550964187327824,0.0950413223140496,0,0,0.0068870523415978,0.0275482093663912,0,0.00275482093663912,0.00137741046831956,0,0,0,0,0,0.00413223140495868,0,0,0.00137741046831956,0.00275482093663912,0,0,0,0.0110192837465565,0.00275482093663912,0.00137741046831956,0,0,0.00137741046831956,0,0.00137741046831956,0,0.0137741046831956,0,0,0.00137741046831956,0
615,NA,0,0.00373134328358209,0.0111940298507463,0,0.0186567164179104,0.175373134328358,0.104477611940299,0.00373134328358209,0.00373134328358209,0.0223880597014925,0,0,0,0.0111940298507463,0.134328358208955,0.0149253731343284,0.0149253731343284,0.0223880597014925,0.0335820895522388,0.0111940298507463,0.00746268656716418,0,0,0,0.0485074626865672,0.0149253731343284,0,0,0.0261194029850746,0,0,0.134328358208955,0,0.0895522388059701,0,0,0.00746268656716418,0.0261194029850746,0,0.00746268656716418,0,0,0,0.00373134328358209,0,0,0.00373134328358209,0,0,0,0.00746268656716418,0,0,0,0.0335820895522388,0,0,0,0,0,0,0,0,0,0,0,0,0.00373134328358209
690,NA,0,0.00420168067226891,0.0630252100840336,0,0.0126050420168067,0.285714285714286,0.130252100840336,0.00840336134453781,0,0.0210084033613445,0,0,0,0,0.088235294117647,0.0210084033613445,0,0.0252100840336134,0.0126050420168067,0.00420168067226891,0,0,0,0,0.0294117647058824,0.00840336134453781,0,0,0.00420168067226891,0,0,0.0126050420168067,0,0.214285714285714,0,0,0.00420168067226891,0.0126050420168067,0,0.00420168067226891,0,0,0,0.00420168067226891,0,0,0,0,0,0,0.00420168067226891,0,0,0,0.00420168067226891,0,0,0.00420168067226891,0,0.00840336134453781,0,0,0,0.00420168067226891,0,0,0.00420168067226891,0
