"sample.depths","sample.ages","Abies","Ambrosia.type","Betula","Carya","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Herbs.undiff.","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Polygonaceae.undiff.","Quercus","Rumex","Salix","Taxus","Thalictrum","Trees.undiff.","Tsuga","Ulmus","Alnus","Acer","Rosaceae.undiff.","Fraxinus","Juglans","Myrica","Populus","Poaceae","Artemisia","Tilia","Asteraceae.subf..Asteroideae.undiff.","Plantago","Rhamnaceae.Vitaceae","Sarcobatus.vermiculatus","Liquidambar","Aquifoliaceae","Castanea","Shepherdia","Celtis","Ericaceae","Sanguisorba"
0,-30,0.00759493670886076,0.141772151898734,0.187341772151899,0.00253164556962025,0.00253164556962025,0.0126582278481013,0.010126582278481,0.00759493670886076,0.010126582278481,0.00759493670886076,0.00253164556962025,0.0455696202531646,0.0455696202531646,0.0379746835443038,0.060759493670886,0.0278481012658228,0.00253164556962025,0.113924050632911,0.0151898734177215,0.0126582278481013,0.00253164556962025,0.00253164556962025,0.00253164556962025,0.00759493670886076,0.0506329113924051,0.0329113924050633,0.030379746835443,0.00253164556962025,0.0151898734177215,0.00759493670886076,0.00506329113924051,0.0177215189873418,0.0683544303797468,0,0,0,0,0,0,0,0,0,0,0,0,0
4,18,0.00680272108843537,0.090702947845805,0.158730158730159,0.00453514739229025,0,0,0.0090702947845805,0.00453514739229025,0.0476190476190476,0.00680272108843537,0,0.0498866213151927,0.018140589569161,0.0340136054421769,0.0498866213151927,0.0476190476190476,0,0.0770975056689342,0.0226757369614512,0.0090702947845805,0,0,0.00453514739229025,0.0385487528344671,0.0294784580498866,0.0929705215419501,0.0272108843537415,0.00453514739229025,0.0453514739229025,0.00226757369614512,0,0.0113378684807256,0.0975056689342404,0.00226757369614512,0.00453514739229025,0.00226757369614512,0,0,0,0,0,0,0,0,0,0
5,30,0.00619195046439629,0.114551083591331,0.173374613003096,0,0.00309597523219814,0.00309597523219814,0.00928792569659443,0.00309597523219814,0.0123839009287926,0.0154798761609907,0,0.0309597523219814,0.0371517027863777,0.065015479876161,0.0371517027863777,0.065015479876161,0,0.0557275541795666,0.021671826625387,0.0123839009287926,0,0,0,0.0247678018575851,0.0278637770897833,0.0743034055727554,0.0154798761609907,0,0.0185758513931889,0.0154798761609907,0.00619195046439629,0.00309597523219814,0.126934984520124,0.00309597523219814,0.00928792569659443,0.00309597523219814,0.00619195046439629,0,0,0,0,0,0,0,0,0
6,42,0.00290697674418605,0.0755813953488372,0.186046511627907,0.0145348837209302,0.00581395348837209,0.00290697674418605,0.00290697674418605,0.00581395348837209,0.0319767441860465,0.00290697674418605,0,0.0319767441860465,0.0174418604651163,0.0523255813953488,0.101744186046512,0.0436046511627907,0,0.11046511627907,0.0174418604651163,0.00872093023255814,0,0,0,0.0145348837209302,0.0290697674418605,0.063953488372093,0.0174418604651163,0.00290697674418605,0.0174418604651163,0.00581395348837209,0,0.0116279069767442,0.107558139534884,0.00581395348837209,0.00290697674418605,0.00290697674418605,0,0.00290697674418605,0,0,0,0,0,0,0,0
7,55,0.00711743772241993,0.106761565836299,0.192170818505338,0.0142348754448399,0,0,0.0106761565836299,0.00355871886120996,0.0142348754448399,0.0177935943060498,0,0.0427046263345196,0.0284697508896797,0.0569395017793594,0.0889679715302491,0.0462633451957295,0,0.0676156583629893,0.0249110320284698,0.00355871886120996,0,0,0,0.0320284697508897,0.0391459074733096,0.0498220640569395,0.0106761565836299,0,0.0142348754448399,0.00711743772241993,0,0,0.106761565836299,0.00355871886120996,0,0.00355871886120996,0,0,0.00711743772241993,0,0,0,0,0,0,0
8,67,0.00804289544235925,0.093833780160858,0.187667560321716,0.00804289544235925,0.00804289544235925,0.00536193029490617,0.0214477211796247,0,0.0348525469168901,0.0241286863270777,0.00536193029490617,0.0294906166219839,0.0375335120643432,0.0402144772117962,0.093833780160858,0.032171581769437,0,0.0616621983914209,0.0134048257372654,0.0107238605898123,0,0,0,0.032171581769437,0.0294906166219839,0.0509383378016086,0.0241286863270777,0.00268096514745308,0.0214477211796247,0.00536193029490617,0.00268096514745308,0.00268096514745308,0.10455764075067,0,0.00536193029490617,0.00268096514745308,0,0,0,0,0,0,0,0,0,0
9,79,0.0104895104895105,0.0314685314685315,0.122377622377622,0.0034965034965035,0.0034965034965035,0.006993006993007,0.006993006993007,0,0.020979020979021,0.0104895104895105,0.0034965034965035,0.041958041958042,0.0524475524475524,0.0734265734265734,0.125874125874126,0.0454545454545455,0,0.048951048951049,0.034965034965035,0.006993006993007,0,0,0,0.129370629370629,0.041958041958042,0.0559440559440559,0.013986013986014,0,0.013986013986014,0.013986013986014,0,0.006993006993007,0.062937062937063,0,0.006993006993007,0.0034965034965035,0,0,0,0,0,0,0,0,0,0
10,91,0.0105263157894737,0.0157894736842105,0.163157894736842,0,0.00263157894736842,0,0.00789473684210526,0.00526315789473684,0.0526315789473684,0.00263157894736842,0.00263157894736842,0.0263157894736842,0.0447368421052632,0.0526315789473684,0.226315789473684,0.0868421052631579,0,0.068421052631579,0.0105263157894737,0.00526315789473684,0,0,0,0.0605263157894737,0.0289473684210526,0.0131578947368421,0.0210526315789474,0.00263157894736842,0.0342105263157895,0.0131578947368421,0,0.00263157894736842,0.0210526315789474,0.00526315789473684,0.0131578947368421,0,0,0,0,0,0,0,0,0,0,0
20,293,0.0134048257372654,0.00268096514745308,0.18230563002681,0.00536193029490617,0,0,0.0294906166219839,0.00268096514745308,0.064343163538874,0.0134048257372654,0.00268096514745308,0.0348525469168901,0.0348525469168901,0.0187667560321716,0.184986595174263,0.0402144772117962,0,0.0241286863270777,0,0.00536193029490617,0,0,0,0.096514745308311,0.0697050938337802,0.0214477211796247,0.0723860589812333,0,0.032171581769437,0.0134048257372654,0,0.00536193029490617,0.00804289544235925,0.00268096514745308,0.0134048257372654,0.00536193029490617,0,0,0,0,0,0,0,0,0,0
30,577,0.00549450549450549,0.00274725274725275,0.197802197802198,0.00274725274725275,0,0.00274725274725275,0.00274725274725275,0.00549450549450549,0.0576923076923077,0.00549450549450549,0.00274725274725275,0.0192307692307692,0.021978021978022,0.0357142857142857,0.225274725274725,0.0741758241758242,0,0.101648351648352,0.00274725274725275,0,0,0,0,0.0796703296703297,0.043956043956044,0.0137362637362637,0.0384615384615385,0.00274725274725275,0.0357142857142857,0.00824175824175824,0,0.00549450549450549,0,0,0.00549450549450549,0,0,0,0,0,0,0,0,0,0,0
