"sample.depths","sample.ages","Abies","Ambrosia.type","Betula","Carya","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Herbs.undiff.","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Polygonaceae.undiff.","Quercus","Rumex","Salix","Taxus","Thalictrum","Trees.undiff.","Tsuga","Ulmus","Alnus","Acer","Rosaceae.undiff.","Fraxinus","Juglans","Myrica","Populus","Poaceae","Artemisia","Tilia","Asteraceae.subf..Asteroideae.undiff.","Plantago","Rhamnaceae.Vitaceae","Sarcobatus.vermiculatus","Liquidambar","Aquifoliaceae","Castanea","Shepherdia","Celtis","Ericaceae","Sanguisorba"
40,861,0.00887573964497041,0.00591715976331361,0.171597633136095,0,0,0,0.0029585798816568,0,0.0710059171597633,0.0118343195266272,0,0.029585798816568,0.0207100591715976,0.00591715976331361,0.186390532544379,0.0532544378698225,0,0.0887573964497041,0,0.0029585798816568,0.00591715976331361,0,0,0.144970414201183,0.0532544378698225,0.0384615384615385,0.0355029585798817,0,0.0325443786982249,0.0029585798816568,0,0.0029585798816568,0.0029585798816568,0.0029585798816568,0.014792899408284,0.0029585798816568,0,0,0,0,0,0,0,0,0,0
50,1145,0.00641025641025641,0,0.166666666666667,0.00320512820512821,0,0,0.0128205128205128,0.00641025641025641,0.092948717948718,0.00320512820512821,0.00320512820512821,0.0480769230769231,0.0192307692307692,0.0128205128205128,0.147435897435897,0.0384615384615385,0,0.0448717948717949,0,0.00641025641025641,0,0.00320512820512821,0,0.195512820512821,0.0480769230769231,0.0384615384615385,0.0448717948717949,0,0.0256410256410256,0.00641025641025641,0,0.00641025641025641,0.00320512820512821,0.00320512820512821,0.00961538461538462,0.00320512820512821,0,0,0,0,0,0,0,0,0,0
60,1429,0,0,0.2018779342723,0.00234741784037559,0.00469483568075117,0,0.00234741784037559,0.00234741784037559,0.206572769953052,0.00234741784037559,0.00938967136150235,0.0352112676056338,0.00938967136150235,0.0187793427230047,0.0657276995305164,0.0422535211267606,0,0.0539906103286385,0,0,0,0,0,0.190140845070423,0.0422535211267606,0.0140845070422535,0.0633802816901408,0,0.0187793427230047,0.00234741784037559,0.00234741784037559,0,0,0,0.00938967136150235,0,0,0,0,0,0,0,0,0,0,0
70,1713,0.00280898876404494,0.00280898876404494,0.210674157303371,0.00280898876404494,0,0,0.00280898876404494,0,0.157303370786517,0,0,0.0308988764044944,0.00842696629213483,0.0252808988764045,0.101123595505618,0.047752808988764,0,0.0926966292134832,0,0,0.00280898876404494,0,0,0.165730337078652,0.0449438202247191,0.00842696629213483,0.0393258426966292,0,0.0224719101123595,0.00280898876404494,0,0,0.00842696629213483,0.00280898876404494,0.0168539325842697,0,0,0,0,0,0,0,0,0,0,0
80,1997,0.0121065375302663,0.00242130750605327,0.242130750605327,0.00484261501210654,0,0,0.00242130750605327,0.00484261501210654,0.113801452784504,0.00726392251815981,0,0.0387409200968523,0.0145278450363196,0.0193704600484262,0.106537530266344,0.0556900726392252,0,0.062953995157385,0,0,0,0,0,0.13317191283293,0.026634382566586,0.0193704600484262,0.062953995157385,0.00242130750605327,0.0314769975786925,0.0169491525423729,0,0.00484261501210654,0,0,0.0145278450363196,0,0,0,0,0,0,0,0,0,0,0
90,2281,0.00804828973843058,0,0.20523138832998,0.00603621730382294,0,0,0.00603621730382294,0,0.193158953722334,0.0120724346076459,0.00201207243460765,0.0442655935613682,0,0.0100603621730382,0.0865191146881288,0.0382293762575453,0,0.0563380281690141,0,0.00201207243460765,0.00402414486921529,0,0,0.142857142857143,0.0462776659959759,0.00402414486921529,0.0724346076458753,0.00201207243460765,0.0321931589537223,0.0100603621730382,0,0,0,0.00603621730382294,0.00603621730382294,0.00402414486921529,0,0,0,0,0,0,0,0,0,0
100,2565,0.00949367088607595,0.00158227848101266,0.207278481012658,0.00158227848101266,0,0,0.00474683544303797,0,0.17879746835443,0.0079113924050633,0.00158227848101266,0.0316455696202532,0.00949367088607595,0.0284810126582278,0.0933544303797468,0.0348101265822785,0,0.0585443037974684,0,0.00316455696202532,0,0,0.00316455696202532,0.134493670886076,0.0395569620253165,0.0158227848101266,0.0727848101265823,0.00158227848101266,0.0316455696202532,0.00632911392405063,0,0.00316455696202532,0,0.00158227848101266,0.0142405063291139,0.00316455696202532,0,0,0,0,0,0,0,0,0,0
110,2849,0.00700525394045534,0.00175131348511384,0.162872154115587,0.00175131348511384,0,0,0.0157618213660245,0,0.143607705779334,0.0140105078809107,0,0.0507880910683012,0.0122591943957968,0.0525394045534151,0.0910683012259194,0.0367775831873905,0,0.0577933450087566,0,0,0.00175131348511384,0.00175131348511384,0,0.106830122591944,0.0612959719789842,0.021015761821366,0.0840630472854641,0.00175131348511384,0.0385288966725044,0.0122591943957968,0,0.00700525394045534,0.00525394045534151,0.00525394045534151,0.00525394045534151,0,0,0,0,0,0,0,0,0,0,0
120,3134,0,0,0.228971962616822,0.00467289719626168,0,0,0.00623052959501558,0.00155763239875389,0.168224299065421,0.00311526479750779,0,0.043613707165109,0.0124610591900312,0.014018691588785,0.0576323987538941,0.0311526479750779,0,0.0560747663551402,0,0.00155763239875389,0.00155763239875389,0,0,0.152647975077882,0.0654205607476635,0.014018691588785,0.0809968847352025,0.00155763239875389,0.0218068535825545,0.0155763239875389,0,0.00155763239875389,0.00155763239875389,0,0.0124610591900312,0,0.00155763239875389,0,0,0,0,0,0,0,0,0
130,3418,0.0019723865877712,0.0019723865877712,0.209072978303748,0.00394477317554241,0,0,0.0019723865877712,0.00394477317554241,0.122287968441815,0.00788954635108481,0.0019723865877712,0.0631163708086785,0.00591715976331361,0.0216962524654832,0.153846153846154,0.0355029585798817,0,0.0631163708086785,0,0,0,0,0,0.0927021696252465,0.0710059171597633,0.0118343195266272,0.0611439842209073,0,0.0512820512820513,0.00394477317554241,0,0,0,0,0.00591715976331361,0.0019723865877712,0,0,0,0.0019723865877712,0,0,0,0,0,0
140,3696,0.00491400491400491,0,0.265356265356265,0.00491400491400491,0,0,0.0245700245700246,0.00245700245700246,0.0933660933660934,0.00491400491400491,0.00245700245700246,0.0343980343980344,0.0122850122850123,0.0343980343980344,0.0810810810810811,0.0417690417690418,0,0.13022113022113,0,0,0.00491400491400491,0,0,0.0491400491400491,0.0343980343980344,0.0368550368550369,0.0663390663390663,0,0.0393120393120393,0.0147420147420147,0,0,0,0.00245700245700246,0.0122850122850123,0.00245700245700246,0,0,0,0,0,0,0,0,0,0
150,3971,0.00164203612479475,0,0.201970443349754,0,0.00328407224958949,0.00164203612479475,0.0164203612479475,0,0.134646962233169,0.00164203612479475,0,0.0476190476190476,0.00492610837438424,0.0295566502463054,0.123152709359606,0.0344827586206897,0,0.149425287356322,0.00164203612479475,0,0.00164203612479475,0,0,0.0558292282430213,0.0295566502463054,0.0180623973727422,0.0623973727422003,0,0.0509031198686371,0.013136288998358,0.00164203612479475,0.00328407224958949,0.00164203612479475,0,0.00821018062397373,0.00164203612479475,0,0,0,0,0,0,0,0,0,0
160,4246,0,0.00204498977505112,0.204498977505112,0.00613496932515337,0,0,0.0204498977505112,0.00204498977505112,0.137014314928425,0.0081799591002045,0,0.0286298568507157,0.00613496932515337,0.0224948875255624,0.147239263803681,0.0265848670756646,0,0.12678936605317,0.00408997955010225,0,0.00408997955010225,0,0,0.0429447852760736,0.0593047034764826,0.0265848670756646,0.0593047034764826,0,0.0368098159509202,0.0122699386503067,0,0.00613496932515337,0,0.00204498977505112,0.0081799591002045,0,0,0,0,0,0,0,0,0,0,0
170,4520,0,0.00182481751824818,0.237226277372263,0.0072992700729927,0,0,0.0383211678832117,0,0.083941605839416,0.0072992700729927,0.00364963503649635,0.0383211678832117,0.00547445255474453,0.0583941605839416,0.0967153284671533,0.062043795620438,0,0.135036496350365,0,0,0.00182481751824818,0,0,0.031021897810219,0.0565693430656934,0.0200729927007299,0.0583941605839416,0,0.0383211678832117,0.0072992700729927,0,0.00364963503649635,0.00182481751824818,0,0.00547445255474453,0,0,0,0,0,0,0,0,0,0,0
180,4795,0,0.00227790432801822,0.239179954441913,0.00227790432801822,0.00227790432801822,0.00227790432801822,0.00683371298405467,0,0.0911161731207289,0.00911161731207289,0.0113895216400911,0.0273348519362187,0.00227790432801822,0.0660592255125285,0.116173120728929,0.0523917995444191,0,0.107061503416856,0,0,0.00227790432801822,0,0,0.0660592255125285,0.0501138952164009,0.0273348519362187,0.0455580865603645,0.00227790432801822,0.041002277904328,0.0113895216400911,0,0.00227790432801822,0,0.00911161731207289,0.00455580865603645,0,0,0,0,0,0,0,0,0,0,0
190,5665,0,0,0.147679324894515,0.00421940928270042,0,0,0.0126582278481013,0.00210970464135021,0.0548523206751055,0.0147679324894515,0,0.0147679324894515,0.00632911392405063,0.0232067510548523,0.09915611814346,0.0337552742616034,0,0.0675105485232067,0,0,0.00210970464135021,0,0,0.411392405063291,0.0316455696202532,0.0147679324894515,0.0316455696202532,0,0.0168776371308017,0,0.00210970464135021,0,0,0.00210970464135021,0.00632911392405063,0,0,0,0,0,0,0,0,0,0,0
200,6534,0,0.00263852242744063,0.171503957783641,0,0,0,0.0184696569920844,0.00263852242744063,0.079155672823219,0.0105540897097625,0,0.0422163588390501,0.00527704485488127,0.0527704485488127,0.108179419525066,0.0554089709762533,0,0.0870712401055409,0,0,0.00263852242744063,0,0,0.203166226912929,0.050131926121372,0.0131926121372032,0.0554089709762533,0,0.0211081794195251,0.0079155672823219,0,0.00527704485488127,0.00263852242744063,0,0.00263852242744063,0,0,0,0,0,0,0,0,0,0,0
210,7404,0,0.00350262697022767,0.206654991243433,0.00350262697022767,0,0.00175131348511384,0.00700525394045534,0.00350262697022767,0.0385288966725044,0.00700525394045534,0,0.0297723292469352,0,0.0560420315236427,0.110332749562172,0.0455341506129597,0,0.0700525394045534,0,0,0.00175131348511384,0,0,0.260945709281961,0.031523642732049,0.0157618213660245,0.0455341506129597,0,0.0402802101576182,0,0.00175131348511384,0.00525394045534151,0.00175131348511384,0,0.010507880910683,0,0,0,0,0,0.00175131348511384,0,0,0,0,0
220,8274,0,0.00183823529411765,0.158088235294118,0.00183823529411765,0,0,0.0128676470588235,0,0.0257352941176471,0.00919117647058824,0.00183823529411765,0.0643382352941176,0.00551470588235294,0.0533088235294118,0.143382352941176,0.0625,0,0.181985294117647,0,0.00367647058823529,0.00183823529411765,0,0,0.123161764705882,0.0386029411764706,0.0128676470588235,0.0202205882352941,0.00183823529411765,0.0551470588235294,0.00183823529411765,0,0.0128676470588235,0,0.00183823529411765,0.00367647058823529,0,0,0,0,0,0,0,0,0,0,0
230,9029,0.00501882057716437,0.00250941028858218,0.129234629861982,0.00125470514429109,0.00125470514429109,0.00376411543287327,0.00376411543287327,0.00501882057716437,0.00627352572145546,0.00125470514429109,0.00250941028858218,0.0526976160602258,0.00250941028858218,0.131744040150565,0.243412797992472,0.095357590966123,0,0.154328732747804,0.00125470514429109,0.00250941028858218,0.00376411543287327,0,0,0.0100376411543287,0.0539523212045169,0.013801756587202,0.0175658720200753,0,0.0338770388958595,0,0.00250941028858218,0.0163111668757842,0.00125470514429109,0,0,0.00125470514429109,0,0,0,0,0,0,0,0,0,0
240,9709,0.00191204588910134,0,0.189292543021033,0,0,0,0.00382409177820268,0.00764818355640535,0.00191204588910134,0.00382409177820268,0.00573613766730402,0.0229445506692161,0.00764818355640535,0.179732313575526,0.24282982791587,0.112810707456979,0,0.0917782026768642,0,0.00191204588910134,0.00382409177820268,0,0.00191204588910134,0.011472275334608,0.0267686424474187,0.0152963671128107,0.00573613766730402,0,0.0210325047801147,0,0.00382409177820268,0.0191204588910134,0.0095602294455067,0.00573613766730402,0.00191204588910134,0,0,0,0,0,0,0,0,0,0,0
250,10388,0.0124555160142349,0.00177935943060498,0.258007117437722,0.00355871886120996,0.00177935943060498,0.00355871886120996,0.0106761565836299,0,0,0.00533807829181495,0,0.0177935943060498,0.0231316725978648,0.247330960854093,0.137010676156584,0.106761565836299,0,0.0658362989323843,0,0,0,0,0,0.00177935943060498,0.0284697508896797,0.0106761565836299,0.00355871886120996,0,0.0320284697508897,0,0.00177935943060498,0.0160142348754448,0.00711743772241993,0.00355871886120996,0,0,0,0,0,0,0,0,0,0,0,0
260,11068,0.00718390804597701,0.00431034482758621,0.168103448275862,0.0014367816091954,0.0014367816091954,0.0014367816091954,0.0028735632183908,0.00574712643678161,0.00431034482758621,0.00862068965517241,0.00431034482758621,0.028735632183908,0.0129310344827586,0.198275862068966,0.191091954022989,0.0991379310344828,0,0.129310344827586,0,0,0.0028735632183908,0.0014367816091954,0,0.0186781609195402,0.0359195402298851,0.00574712643678161,0.021551724137931,0.0014367816091954,0.0244252873563218,0.0014367816091954,0.0028735632183908,0.00718390804597701,0.00431034482758621,0.0014367816091954,0,0,0,0,0,0,0,0.0014367816091954,0,0,0,0
270,11437,0.00276243093922652,0.00276243093922652,0.251381215469613,0,0.00276243093922652,0.00552486187845304,0,0,0,0.00552486187845304,0.00552486187845304,0.0220994475138122,0.0911602209944751,0.24585635359116,0.0193370165745856,0.069060773480663,0,0.0718232044198895,0,0.0110497237569061,0.00276243093922652,0,0,0.00276243093922652,0.0276243093922652,0.0165745856353591,0.00552486187845304,0.00552486187845304,0.0303867403314917,0,0.0110497237569061,0.06353591160221,0.0165745856353591,0.0110497237569061,0,0,0,0,0,0,0,0,0,0,0,0
280,11805,0,0.0206896551724138,0.0655172413793104,0.00344827586206897,0,0.00344827586206897,0.0137931034482759,0.00689655172413793,0.00344827586206897,0.0103448275862069,0.0137931034482759,0.0655172413793104,0.193103448275862,0.1,0.0344827586206897,0.0586206896551724,0,0.106896551724138,0,0.0103448275862069,0,0,0,0,0.0344827586206897,0.0172413793103448,0.00344827586206897,0,0.0310344827586207,0.00344827586206897,0.00689655172413793,0.13448275862069,0.0206896551724138,0.0275862068965517,0,0.00344827586206897,0,0.00344827586206897,0,0,0,0,0.00344827586206897,0,0,0
290,12174,0.00328947368421053,0.00657894736842105,0.105263157894737,0.00328947368421053,0,0.00328947368421053,0.0296052631578947,0.0197368421052632,0.00328947368421053,0.0131578947368421,0,0.0230263157894737,0.289473684210526,0.118421052631579,0.0756578947368421,0.0230263157894737,0,0.0822368421052632,0,0.00986842105263158,0,0,0,0.00657894736842105,0.0164473684210526,0.0164473684210526,0.00986842105263158,0,0.00657894736842105,0.00328947368421053,0.00657894736842105,0.108552631578947,0,0.00986842105263158,0,0,0,0,0,0,0,0,0.00328947368421053,0.00328947368421053,0,0
295,12359,0.0033112582781457,0.0033112582781457,0.105960264900662,0,0,0,0.00662251655629139,0.0496688741721854,0,0.00993377483443709,0,0.0165562913907285,0.0562913907284768,0.132450331125828,0.0827814569536424,0.043046357615894,0,0.0132450331125828,0,0.043046357615894,0,0,0,0.0033112582781457,0.0033112582781457,0.0264900662251656,0,0.0033112582781457,0.00662251655629139,0.0033112582781457,0.00662251655629139,0.344370860927152,0.00993377483443709,0.0132450331125828,0,0.00662251655629139,0,0,0,0,0,0,0.00662251655629139,0,0,0
300,NA,0.00313479623824451,0,0.115987460815047,0.00313479623824451,0.00313479623824451,0,0.00313479623824451,0.0846394984326019,0,0.0188087774294671,0,0.0188087774294671,0.0407523510971787,0.153605015673981,0.0752351097178683,0.0501567398119122,0,0.0407523510971787,0,0.106583072100313,0,0.00313479623824451,0,0.0188087774294671,0.0188087774294671,0.0501567398119122,0,0.0125391849529781,0.00313479623824451,0,0.00626959247648903,0.0595611285266458,0.0313479623824451,0.0438871473354232,0,0.00626959247648903,0.00313479623824451,0,0.00313479623824451,0,0,0.00313479623824451,0.0125391849529781,0,0.00313479623824451,0.00313479623824451
302,NA,0,0.00396825396825397,0.0476190476190476,0,0,0.0119047619047619,0.00396825396825397,0.0595238095238095,0,0.0317460317460317,0,0.0238095238095238,0.0912698412698413,0.313492063492063,0.0119047619047619,0.0595238095238095,0,0.0317460317460317,0.00793650793650794,0.0198412698412698,0,0,0,0.00793650793650794,0.00396825396825397,0.0714285714285714,0,0.0674603174603175,0.00396825396825397,0,0.00396825396825397,0.0119047619047619,0.0158730158730159,0.0793650793650794,0,0.0119047619047619,0.00396825396825397,0,0,0,0,0,0,0,0,0
310,NA,0,0.00490196078431373,0.0686274509803922,0,0,0.0196078431372549,0,0.0294117647058824,0,0.0686274509803922,0,0.0245098039215686,0.102941176470588,0.088235294117647,0.00980392156862745,0.102941176470588,0,0.0392156862745098,0.00490196078431373,0.0294117647058824,0,0,0,0.00980392156862745,0.0147058823529412,0.21078431372549,0,0,0.0196078431372549,0,0,0.0147058823529412,0.0245098039215686,0.102941176470588,0,0.00490196078431373,0,0,0,0,0,0,0.00490196078431373,0,0,0
320,NA,0,0,0.0863636363636364,0,0.00454545454545455,0,0,0.0454545454545455,0,0.0363636363636364,0,0.00454545454545455,0.0545454545454545,0.318181818181818,0.00454545454545455,0.109090909090909,0,0.0136363636363636,0,0.0181818181818182,0,0.00454545454545455,0,0.0181818181818182,0.0136363636363636,0.0727272727272727,0.00454545454545455,0.00454545454545455,0.00909090909090909,0,0.00454545454545455,0,0.0454545454545455,0.113636363636364,0,0.0136363636363636,0,0,0,0,0,0,0,0,0,0
