"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Artemisia","Betula","Cyperaceae","Fagus","Fraxinus.pennsylvanica.type","Larix","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Quercus","Tilia","Ulmus","Abies.balsamea","Acer.saccharum","Carya.ovata","Corylus.cornuta","Pinus.banksiana.type","Pinus.strobus","Tsuga.canadensis","Picea.undiff.","Pinaceae","Fraxinus.nigra.type","Salix","Myrica.gale","Populus.deltoides.type","Acer.pensylvanicum","Ambrosia.type","Ericaceae","Juglans.cinerea","Populus.tremuloides.type","Amaranthaceae","Poaceae","Castanea.dentata","Asteraceae.subf..Asteroideae.undiff.","Viburnum.undiff.","Juniperus.communis.Thuja.occidentalis.type","Acer.spicatum","Acer.undiff.","Juglans.nigra","Taxus","Juniperus.type","Nemopanthus.mucronatus","Saxifraga.oppositifolia.type","Ilex","Caryophyllaceae","Populus.balsamifera.type","Rosaceae.undiff.","Rumex.type.undiff.","Pinus.resinosa.type","Brassicaceae","Liliaceae","Lonicera.caerulea","Acer.saccharinum","Thalictrum","Onagraceae","Rumex.acetosa.type","Shepherdia.canadensis","Dryas","Plantago","Viburnum.edule"
350,9783,0,0.00836120401337793,0.00668896321070234,0,0.418060200668896,0.00334448160535117,0.0100334448160535,0,0.00668896321070234,0,0,0.0267558528428094,0.107023411371237,0.0418060200668896,0,0.0167224080267559,0.0250836120401338,0.0167224080267559,0.00167224080267559,0.00334448160535117,0.00334448160535117,0.262541806020067,0.00668896321070234,0.00668896321070234,0.00501672240802676,0.0117056856187291,0,0,0,0,0.00167224080267559,0,0,0.00501672240802676,0,0,0.00167224080267559,0,0,0,0,0,0,0,0,0,0,0,0,0.00167224080267559,0,0,0,0,0.00167224080267559,0,0,0,0,0,0,0,0,0
375,10242,0,0.00238095238095238,0.0261904761904762,0.00476190476190476,0.363095238095238,0.00595238095238095,0.00238095238095238,0.00238095238095238,0.00833333333333333,0.00238095238095238,0,0.0452380952380952,0.0928571428571429,0.0845238095238095,0.00119047619047619,0.0154761904761905,0.0238095238095238,0.0107142857142857,0,0.00476190476190476,0.00119047619047619,0.219047619047619,0.00833333333333333,0.0166666666666667,0,0.0130952380952381,0.00595238095238095,0.0107142857142857,0,0,0.00238095238095238,0.00119047619047619,0,0.00119047619047619,0.00238095238095238,0.00595238095238095,0.00119047619047619,0.00119047619047619,0,0.00595238095238095,0.00119047619047619,0,0,0.00476190476190476,0,0,0,0,0,0,0,0,0,0,0,0.00119047619047619,0,0,0,0,0,0,0,0
400,10979,0,0.00186915887850467,0.0186915887850467,0,0.478504672897196,0.00560747663551402,0.00560747663551402,0.00186915887850467,0.0130841121495327,0.011214953271028,0.0149532710280374,0.0280373831775701,0.190654205607477,0.0616822429906542,0,0.00373831775700935,0.0411214953271028,0.00186915887850467,0.00186915887850467,0.0224299065420561,0.00747663551401869,0.0411214953271028,0.00560747663551402,0.011214953271028,0.00934579439252336,0.00186915887850467,0,0.00934579439252336,0,0,0.00373831775700935,0,0.00186915887850467,0.00373831775700935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186915887850467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,11894,0,0.00201207243460765,0.0221327967806841,0.00804828973843058,0.362173038229376,0.0261569416498994,0.00402414486921529,0,0.0100603621730382,0.0120724346076459,0,0.0784708249496982,0.0764587525150905,0.0885311871227364,0,0.00804828973843058,0.0382293762575453,0.00201207243460765,0.00402414486921529,0.00402414486921529,0,0.164989939637827,0.00201207243460765,0.0321931589537223,0,0.00603621730382294,0.00201207243460765,0.0140845070422535,0,0,0.00603621730382294,0,0,0.00402414486921529,0,0.00402414486921529,0.00201207243460765,0.00804828973843058,0,0,0.00603621730382294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201207243460765,0,0,0,0,0,0,0
440,12443,0,0,0.033457249070632,0.00371747211895911,0.262081784386617,0.0204460966542751,0.00743494423791822,0,0.00743494423791822,0.00185873605947955,0.0390334572490706,0.107806691449814,0.066914498141264,0.0799256505576208,0,0.0148698884758364,0.0148698884758364,0.00743494423791822,0,0.00185873605947955,0,0.20817843866171,0.00929368029739777,0.0762081784386617,0,0.00371747211895911,0.00557620817843866,0.0111524163568773,0,0,0,0,0,0.00185873605947955,0,0.00185873605947955,0,0,0,0.00185873605947955,0.00371747211895911,0,0,0.00371747211895911,0,0,0,0,0,0,0.00371747211895911,0,0,0,0,0,0,0,0,0,0,0,0,0
450,12809,0.00284900284900285,0.00284900284900285,0.0227920227920228,0.00284900284900285,0.225071225071225,0.0256410256410256,0.00284900284900285,0,0.0056980056980057,0.0113960113960114,0.0256410256410256,0.279202279202279,0.102564102564103,0.0227920227920228,0,0,0.0056980056980057,0,0,0.00284900284900285,0.0256410256410256,0.0427350427350427,0.0113960113960114,0.108262108262108,0.0170940170940171,0.00284900284900285,0,0.0170940170940171,0.00284900284900285,0,0.0056980056980057,0.00284900284900285,0,0.0113960113960114,0,0.0056980056980057,0,0.0056980056980057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,NA,0,0.0141342756183746,0.0459363957597173,0.0600706713780919,0.187279151943463,0.197879858657244,0,0,0.00353356890459364,0,0.00353356890459364,0.0954063604240283,0.0353356890459364,0.0247349823321555,0,0,0.00353356890459364,0.00353356890459364,0,0,0,0.148409893992933,0.0141342756183746,0.0353356890459364,0,0,0.0353356890459364,0.00353356890459364,0,0,0,0,0.00353356890459364,0,0,0.00706713780918728,0,0.00706713780918728,0,0.00353356890459364,0,0,0,0,0,0,0,0,0.00353356890459364,0,0,0.0212014134275618,0,0,0,0,0,0.03886925795053,0.00353356890459364,0,0,0,0,0
475,NA,0,0,0.0134680134680135,0.0437710437710438,0.107744107744108,0.161616161616162,0,0,0.00673400673400673,0.0101010101010101,0,0.144781144781145,0.164983164983165,0.0404040404040404,0,0.00336700336700337,0.00336700336700337,0,0.00336700336700337,0,0.0404040404040404,0.0774410774410774,0.00673400673400673,0.0505050505050505,0.0134680134680135,0.00336700336700337,0.0505050505050505,0,0,0,0.00673400673400673,0,0,0.00673400673400673,0.00336700336700337,0.0134680134680135,0,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0.00336700336700337,0,0.0101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0
485,NA,0,0.012987012987013,0.0173160173160173,0.0735930735930736,0.0735930735930736,0.207792207792208,0,0,0,0.00432900432900433,0.0173160173160173,0.125541125541126,0.025974025974026,0.0735930735930736,0,0,0.00432900432900433,0,0.00432900432900433,0.00432900432900433,0.00432900432900433,0.229437229437229,0,0.025974025974026,0,0,0.025974025974026,0,0,0,0,0.00865800865800866,0.00432900432900433,0,0,0.00865800865800866,0,0.0216450216450216,0,0.00432900432900433,0,0,0,0,0,0,0,0,0,0,0.00865800865800866,0,0,0,0,0,0,0.00432900432900433,0,0.00865800865800866,0,0,0,0
490,NA,0,0.0363636363636364,0.00779220779220779,0.0623376623376623,0.106493506493506,0.161038961038961,0,0.0025974025974026,0,0.00519480519480519,0.0233766233766234,0.090909090909091,0.0337662337662338,0.0311688311688312,0,0.0025974025974026,0.00519480519480519,0,0,0,0,0.262337662337662,0.0103896103896104,0.0181818181818182,0,0.0025974025974026,0.0363636363636364,0,0,0,0.00779220779220779,0,0.00519480519480519,0,0,0.012987012987013,0.0025974025974026,0.0233766233766234,0,0,0,0,0,0,0,0,0.0025974025974026,0,0,0,0.0155844155844156,0,0,0,0,0,0,0.0025974025974026,0,0,0.00519480519480519,0.012987012987013,0.00779220779220779,0.0025974025974026
500,NA,0,0.0238095238095238,0.0170068027210884,0.0238095238095238,0.0952380952380952,0.0884353741496599,0.00340136054421769,0,0,0.0102040816326531,0.00680272108843537,0.139455782312925,0.0476190476190476,0.0170068027210884,0,0.00680272108843537,0,0,0,0,0.0238095238095238,0.289115646258503,0,0.0238095238095238,0.00340136054421769,0.00340136054421769,0.0476190476190476,0.00340136054421769,0,0,0.00680272108843537,0,0.00680272108843537,0,0.00340136054421769,0.0408163265306122,0.00340136054421769,0.0272108843537415,0,0.0102040816326531,0,0,0.00340136054421769,0,0,0,0,0,0,0,0,0,0,0,0.0170068027210884,0,0,0.00340136054421769,0,0,0,0.00340136054421769,0,0
