"sample.depths","sample.ages","Ambrosia.type","Betula","Carya","Celtis","Cephalanthus","Amaranthaceae.undiff.","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Liquidambar","Lonicera","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Platanus","Quercus","Saxifragaceae","Ulmus","Poaceae","Acer.saccharum.type","Acer.saccharinum.type","Castanea","Fagus","Magnolia","Salix","Ericaceae","Taxodium","Asteraceae.subf..Asteroideae.undiff.","Cupressaceae.undiff.","Acer.rubrum","Fraxinus.nigra.type","Morus","Rhus","Rubus","Alnus","Brassicaceae","Tilia","Cornus","Polygonum","Cyperaceae","Pinus.subg..Strobus","Viburnum","Herbs.undiff.","Liriodendron","Prunus.Sorbus","Parthenocissus","Bidens.type","Corylus","Sambucus","Trees.undiff.","Juglans.undiff.","Vitis","Lamiaceae","Plantago","Rhamnaceae","Populus","Acer.negundo","Tsuga","Acer.pensylvanicum","Acer.spicatum","Thalictrum","Juglans.cinerea","Iva.annua.type","Picea","Artemisia","Ilex","Urtica.type","Onagraceae","Juglans.nigra","Sarcobatus.vermiculatus","Caryophyllaceae","Cannabaceae","Shrubs.undiff."
232,8239,0.0122324159021407,0.00611620795107034,0.0275229357798165,0.00305810397553517,0.0214067278287462,0.00305810397553517,0,0.018348623853211,0.0458715596330275,0,0.394495412844037,0.00305810397553517,0.0122324159021407,0.110091743119266,0,0.223241590214067,0.00305810397553517,0.00611620795107034,0.0152905198776758,0,0.00611620795107034,0.0091743119266055,0.00305810397553517,0,0,0,0,0.00305810397553517,0.00611620795107034,0.00305810397553517,0,0,0,0,0.00305810397553517,0,0,0,0.00305810397553517,0.00611620795107034,0.00305810397553517,0,0,0,0.0489296636085627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,8915,0,0.00308641975308642,0.0185185185185185,0,0,0,0,0.0123456790123457,0.0277777777777778,0,0.493827160493827,0,0.0154320987654321,0.0771604938271605,0.00308641975308642,0.228395061728395,0.00925925925925926,0.00308641975308642,0.0185185185185185,0.00308641975308642,0,0.0154320987654321,0.0123456790123457,0,0.0123456790123457,0,0,0.00925925925925926,0,0,0.00308641975308642,0,0,0,0,0,0,0.00308641975308642,0,0.00925925925925926,0,0,0.0154320987654321,0,0.00308641975308642,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,9766,0,0,0.0383747178329571,0,0.018058690744921,0.00225733634311512,0.00225733634311512,0.00677200902934537,0.00451467268623025,0,0.0158013544018059,0.00451467268623025,0.0270880361173815,0.0451467268623025,0,0.507900677200903,0,0.018058690744921,0.0406320541760722,0.0090293453724605,0,0.00451467268623025,0,0,0.00225733634311512,0.0270880361173815,0,0.0158013544018059,0,0.0112866817155756,0.00451467268623025,0,0,0.151241534988713,0,0,0,0.0112866817155756,0.00451467268623025,0.00225733634311512,0,0,0.00677200902934537,0,0,0,0.0090293453724605,0.00225733634311512,0.00451467268623025,0.00225733634311512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,9892,0.00223214285714286,0,0.0446428571428571,0,0.0200892857142857,0,0,0.0200892857142857,0.00446428571428571,0,0.00446428571428571,0,0.0111607142857143,0.0535714285714286,0,0.495535714285714,0,0.0178571428571429,0.0290178571428571,0.00223214285714286,0,0.00223214285714286,0,0,0.00446428571428571,0,0.00223214285714286,0.0111607142857143,0,0.00446428571428571,0.00223214285714286,0,0.00223214285714286,0.225446428571429,0,0,0,0,0.00446428571428571,0.00446428571428571,0,0,0.00446428571428571,0,0,0,0.0133928571428571,0,0,0,0.00446428571428571,0.00446428571428571,0.00223214285714286,0.00223214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,10019,0.00480769230769231,0,0.0480769230769231,0.00480769230769231,0.0408653846153846,0,0.00480769230769231,0.0120192307692308,0.00480769230769231,0,0.00961538461538462,0.00721153846153846,0.00721153846153846,0.0336538461538462,0,0.5625,0,0.0240384615384615,0.0192307692307692,0,0,0.00480769230769231,0.00721153846153846,0,0.00240384615384615,0,0,0.00480769230769231,0,0.00480769230769231,0.00240384615384615,0,0,0.108173076923077,0,0,0,0,0,0.03125,0,0,0.0216346153846154,0,0,0,0.00721153846153846,0,0,0,0.00240384615384615,0.00721153846153846,0.00240384615384615,0,0.00721153846153846,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,10145,0.00613496932515337,0.00306748466257669,0.0368098159509202,0.00306748466257669,0.0337423312883436,0,0.00306748466257669,0.0276073619631902,0.00613496932515337,0,0.0122699386503067,0.00306748466257669,0.00306748466257669,0.0337423312883436,0,0.622699386503067,0.00306748466257669,0.0276073619631902,0.0214723926380368,0.00306748466257669,0.00613496932515337,0.0184049079754601,0.0153374233128834,0,0.0153374233128834,0,0,0.00306748466257669,0,0.00613496932515337,0,0,0,0,0,0,0,0.00306748466257669,0,0.00306748466257669,0,0,0.0184049079754601,0,0.058282208588957,0,0,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,10272,0,0,0.0835509138381201,0,0.0731070496083551,0,0.00783289817232376,0.0156657963446475,0.00783289817232376,0,0.0287206266318538,0.00783289817232376,0.0130548302872063,0.0339425587467363,0,0.480417754569191,0,0.0182767624020888,0.010443864229765,0,0,0,0.0287206266318538,0,0,0,0,0.00261096605744125,0.00522193211488251,0.0287206266318538,0.0130548302872063,0,0,0.0731070496083551,0,0,0,0.0130548302872063,0,0.0234986945169713,0,0,0.0130548302872063,0,0,0,0,0,0,0,0.00522193211488251,0,0.00522193211488251,0,0,0.00261096605744125,0.00261096605744125,0.00261096605744125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,10399,0.00289855072463768,0,0.0463768115942029,0.00579710144927536,0.0666666666666667,0,0.0115942028985507,0.0608695652173913,0.0173913043478261,0,0.00869565217391304,0.00869565217391304,0.0173913043478261,0.0231884057971014,0,0.568115942028986,0,0.0144927536231884,0.0260869565217391,0,0,0.00289855072463768,0.0231884057971014,0,0.00579710144927536,0,0,0,0,0.0173913043478261,0.0144927536231884,0.00869565217391304,0,0,0.00869565217391304,0,0,0,0,0.00289855072463768,0,0,0,0.00289855072463768,0,0,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0.0115942028985507,0.00579710144927536,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0
320,10652,0.00549450549450549,0.00824175824175824,0.0521978021978022,0.00274725274725275,0.0659340659340659,0,0.00549450549450549,0.021978021978022,0.0192307692307692,0,0.0604395604395604,0.00824175824175824,0.0137362637362637,0.043956043956044,0.00549450549450549,0.478021978021978,0,0.0164835164835165,0.0164835164835165,0.00824175824175824,0.00274725274725275,0.00824175824175824,0.021978021978022,0,0.00549450549450549,0,0,0.0137362637362637,0.00549450549450549,0.00824175824175824,0,0,0,0.0521978021978022,0.00274725274725275,0,0,0,0,0.010989010989011,0,0,0.0137362637362637,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0.0137362637362637,0,0,0.00549450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,10778,0,0,0.035,0.0025,0.1375,0,0.0025,0.04,0.005,0,0,0.0075,0.005,0.025,0,0.575,0,0.015,0.0075,0.0025,0,0.0075,0.01,0,0,0,0,0.005,0.005,0.005,0.0475,0,0,0,0.0025,0,0,0,0,0.0475,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0
340,10905,0.00560224089635854,0.00560224089635854,0.0672268907563025,0,0.0700280112044818,0,0.00280112044817927,0.030812324929972,0.00560224089635854,0,0.00560224089635854,0.0112044817927171,0.00840336134453781,0.0252100840336134,0,0.610644257703081,0,0.0196078431372549,0.00560224089635854,0,0,0,0.00840336134453781,0,0.00560224089635854,0,0,0.00560224089635854,0.00840336134453781,0.0336134453781513,0.0140056022408964,0,0,0.00280112044817927,0.00280112044817927,0,0,0,0,0.00280112044817927,0,0,0,0,0,0,0.00280112044817927,0.00280112044817927,0,0,0,0.00280112044817927,0,0,0,0,0.030812324929972,0,0,0,0,0,0.00280112044817927,0,0,0,0,0,0,0,0,0,0
350,11015,0.0062111801242236,0.0031055900621118,0.093167701863354,0,0.0031055900621118,0,0.0031055900621118,0.0248447204968944,0,0,0.0031055900621118,0.0062111801242236,0,0.0279503105590062,0.0031055900621118,0.683229813664596,0,0.0093167701863354,0.0248447204968944,0,0,0.031055900621118,0.0031055900621118,0.0031055900621118,0.0062111801242236,0,0.0031055900621118,0,0.0031055900621118,0.0279503105590062,0.015527950310559,0,0,0,0.0062111801242236,0,0,0.0031055900621118,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0
360,11061,0.00307692307692308,0.00307692307692308,0.107692307692308,0,0.0215384615384615,0,0.00307692307692308,0.0246153846153846,0.00307692307692308,0,0,0.0123076923076923,0.0153846153846154,0.0492307692307692,0,0.661538461538462,0,0.00615384615384615,0.0246153846153846,0,0.00307692307692308,0.00307692307692308,0.00307692307692308,0,0,0,0,0.00615384615384615,0,0.00615384615384615,0.00307692307692308,0,0,0,0,0,0,0,0,0.0246153846153846,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307692307692308,0,0,0,0.00615384615384615,0.00307692307692308,0,0,0,0,0,0,0,0,0,0,0
370,11106,0.0119402985074627,0.0208955223880597,0.0686567164179104,0,0.0119402985074627,0,0,0.00895522388059702,0.00298507462686567,0,0.00298507462686567,0.00597014925373134,0.00895522388059702,0.0417910447761194,0,0.626865671641791,0,0.00597014925373134,0.0208955223880597,0,0.00597014925373134,0.0477611940298507,0.00895522388059702,0,0.00298507462686567,0,0,0.00597014925373134,0,0.0537313432835821,0,0,0,0,0.00597014925373134,0,0,0,0,0.00895522388059702,0.00298507462686567,0,0,0,0,0,0,0.00895522388059702,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0.00597014925373134,0,0,0,0,0,0,0,0,0,0,0
380,11152,0,0.00303951367781155,0.060790273556231,0.0060790273556231,0.00911854103343465,0,0,0.0243161094224924,0.0060790273556231,0,0,0.00303951367781155,0.00303951367781155,0.0243161094224924,0,0.64741641337386,0,0.0212765957446809,0.0182370820668693,0.00303951367781155,0,0.0425531914893617,0.0060790273556231,0.00303951367781155,0,0,0,0.00303951367781155,0,0.0455927051671733,0.00911854103343465,0,0,0,0.0182370820668693,0,0,0,0,0.0182370820668693,0,0,0,0,0,0,0,0.00303951367781155,0,0,0,0,0,0.0060790273556231,0,0,0.00303951367781155,0.00303951367781155,0,0,0,0,0,0.00911854103343465,0,0,0,0,0,0,0,0,0
390,11197,0.00597014925373134,0.00597014925373134,0.0716417910447761,0,0.0447761194029851,0,0.00895522388059702,0.0208955223880597,0.00298507462686567,0,0,0.00597014925373134,0.0298507462686567,0.0358208955223881,0,0.552238805970149,0,0.0208955223880597,0.00895522388059702,0.00597014925373134,0,0.0507462686567164,0.00597014925373134,0,0,0,0,0.00298507462686567,0.0119402985074627,0.0417910447761194,0.017910447761194,0,0,0.00298507462686567,0.00597014925373134,0,0,0,0,0.0119402985074627,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0.00298507462686567,0,0,0.00895522388059702,0.00597014925373134,0,0,0,0.00298507462686567,0,0,0.00298507462686567,0,0,0,0,0,0,0,0
400,11243,0.00940438871473354,0.00313479623824451,0.0595611285266458,0.00626959247648903,0.00313479623824451,0,0.00313479623824451,0.0125391849529781,0.00626959247648903,0,0.0125391849529781,0.0125391849529781,0,0.0564263322884013,0.00940438871473354,0.664576802507837,0,0.0188087774294671,0.0188087774294671,0.00313479623824451,0.00940438871473354,0.0282131661442006,0.0125391849529781,0,0.00313479623824451,0,0,0.00313479623824451,0.00313479623824451,0.0219435736677116,0,0,0,0,0,0,0,0,0,0.00940438871473354,0,0,0,0,0,0,0,0,0,0,0,0.00313479623824451,0,0,0,0,0.00313479623824451,0,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0
410,11289,0.00293255131964809,0.00586510263929619,0.0703812316715543,0,0.0117302052785924,0,0,0.00586510263929619,0.00293255131964809,0,0.00586510263929619,0.0175953079178886,0.0146627565982405,0.0381231671554252,0.00293255131964809,0.618768328445748,0,0.0205278592375367,0.0175953079178886,0,0,0.00879765395894428,0.00293255131964809,0.00586510263929619,0,0,0,0.00879765395894428,0.00293255131964809,0.0351906158357771,0.0175953079178886,0,0,0.0175953079178886,0.00586510263929619,0,0,0,0,0.0117302052785924,0,0,0,0,0,0,0.00586510263929619,0.00293255131964809,0,0,0,0,0,0,0,0,0.00879765395894428,0,0,0,0,0.00586510263929619,0,0.00293255131964809,0.00293255131964809,0.00293255131964809,0.00879765395894428,0.00586510263929619,0,0,0,0,0
420,11334,0.02,0.0171428571428571,0.0857142857142857,0,0.0142857142857143,0,0,0.00285714285714286,0,0,0.00285714285714286,0.0142857142857143,0.02,0.0285714285714286,0,0.565714285714286,0,0.0142857142857143,0.0114285714285714,0,0.00571428571428571,0.0685714285714286,0.00571428571428571,0.00285714285714286,0.0114285714285714,0,0,0.00571428571428571,0,0.0714285714285714,0.00285714285714286,0,0,0,0.0114285714285714,0,0,0,0,0.00571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285714285714286,0.00571428571428571,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0
430,11380,0.00887573964497041,0.0118343195266272,0.029585798816568,0,0.00887573964497041,0,0.00887573964497041,0.0207100591715976,0,0,0.0029585798816568,0.00591715976331361,0.00591715976331361,0.0384615384615385,0,0.594674556213018,0,0.0029585798816568,0.0236686390532544,0.0029585798816568,0,0.0502958579881657,0.0118343195266272,0.00591715976331361,0.00887573964497041,0,0,0.0029585798816568,0.0029585798816568,0.0621301775147929,0.0177514792899408,0,0,0,0.00887573964497041,0,0,0,0,0.0118343195266272,0,0,0,0,0,0,0.00887573964497041,0,0.0029585798816568,0,0.0029585798816568,0.0029585798816568,0,0,0,0,0.00591715976331361,0.00591715976331361,0,0,0,0,0,0,0.0029585798816568,0.0029585798816568,0,0.014792899408284,0,0,0,0,0
440,11425,0.0123456790123457,0.0277777777777778,0.0339506172839506,0.00308641975308642,0,0,0.00617283950617284,0.0401234567901235,0,0,0,0.0123456790123457,0.0246913580246914,0.058641975308642,0,0.512345679012346,0,0.0154320987654321,0.0185185185185185,0.00308641975308642,0,0.0493827160493827,0.00925925925925926,0.00617283950617284,0.00617283950617284,0,0,0.00925925925925926,0.00617283950617284,0.058641975308642,0.0185185185185185,0,0,0,0.00617283950617284,0,0,0,0,0.0123456790123457,0.00308641975308642,0.00308641975308642,0,0,0,0,0,0.00308641975308642,0,0,0.00308641975308642,0.0123456790123457,0,0,0,0,0.0185185185185185,0.00308641975308642,0,0,0,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0
450,11470,0.0117647058823529,0.0117647058823529,0.0617647058823529,0,0.0147058823529412,0,0.0088235294117647,0.0176470588235294,0,0,0,0.0117647058823529,0.0088235294117647,0.0705882352941176,0.00294117647058824,0.514705882352941,0,0.0088235294117647,0.0323529411764706,0.00588235294117647,0.00294117647058824,0.0647058823529412,0.00294117647058824,0.0117647058823529,0.00294117647058824,0,0,0.00294117647058824,0.0088235294117647,0.0676470588235294,0.00588235294117647,0,0,0.00294117647058824,0.0117647058823529,0,0,0,0,0.0235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294117647058824,0,0.00294117647058824,0,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0
460,11514,0.021021021021021,0.024024024024024,0.042042042042042,0.003003003003003,0.021021021021021,0,0.015015015015015,0.018018018018018,0,0,0,0.009009009009009,0.03003003003003,0.087087087087087,0,0.591591591591592,0,0.003003003003003,0.018018018018018,0.003003003003003,0,0.045045045045045,0.003003003003003,0.006006006006006,0.006006006006006,0,0,0,0.003003003003003,0.009009009009009,0.003003003003003,0,0,0,0.015015015015015,0,0,0,0,0.003003003003003,0.003003003003003,0,0,0,0,0,0,0.006006006006006,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0.009009009009009,0,0,0,0,0
470,11558,0.0178571428571429,0.0178571428571429,0.0505952380952381,0,0.00595238095238095,0,0.0119047619047619,0.0267857142857143,0,0,0,0.0148809523809524,0.056547619047619,0.130952380952381,0.00297619047619048,0.357142857142857,0,0.0208333333333333,0.0446428571428571,0.00595238095238095,0,0.0773809523809524,0.0119047619047619,0.0357142857142857,0.00595238095238095,0,0,0.00297619047619048,0.00297619047619048,0.0178571428571429,0.00892857142857143,0,0,0,0.0148809523809524,0,0,0,0,0.00892857142857143,0.0148809523809524,0.00297619047619048,0,0,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0.00297619047619048,0.00297619047619048,0.0148809523809524,0,0,0,0,0,0,0,0,0,0,0.00297619047619048,0.00297619047619048,0,0,0
480,11602,0.0112359550561798,0.0337078651685393,0.0842696629213483,0.00280898876404494,0.00842696629213483,0.00280898876404494,0.00280898876404494,0.0112359550561798,0,0,0,0.0112359550561798,0.0421348314606742,0.151685393258427,0,0.362359550561798,0,0.0168539325842697,0.0252808988764045,0,0.00280898876404494,0.0589887640449438,0.00842696629213483,0.0140449438202247,0.00842696629213483,0,0.0112359550561798,0.0112359550561798,0.00842696629213483,0.00842696629213483,0.00280898876404494,0,0,0,0.0140449438202247,0,0,0,0,0.050561797752809,0.0112359550561798,0,0,0,0,0,0,0.00280898876404494,0,0,0.00280898876404494,0.00561797752808989,0,0,0.00280898876404494,0,0,0.00561797752808989,0,0,0,0,0,0,0,0,0,0,0.00280898876404494,0,0,0,0
520,11777,0.0189189189189189,0.0243243243243243,0.0486486486486487,0,0.0162162162162162,0,0.0027027027027027,0.027027027027027,0,0,0.0513513513513514,0.0108108108108108,0.0405405405405405,0.154054054054054,0,0.362162162162162,0,0.00540540540540541,0.027027027027027,0.00540540540540541,0.0108108108108108,0.0216216216216216,0.0108108108108108,0.0297297297297297,0.00540540540540541,0,0,0.00810810810810811,0.00540540540540541,0.0027027027027027,0.0162162162162162,0,0,0,0.0243243243243243,0,0,0,0,0.0351351351351351,0.0162162162162162,0,0,0,0,0,0,0,0.0027027027027027,0,0.0027027027027027,0.0027027027027027,0,0,0,0,0,0.00540540540540541,0,0,0,0,0,0,0,0,0,0,0.0027027027027027,0,0.0027027027027027,0,0
530,11821,0.0167597765363128,0.0335195530726257,0.0698324022346369,0,0.0195530726256983,0,0.00558659217877095,0.00837988826815642,0,0,0,0.0111731843575419,0.0335195530726257,0.0837988826815642,0.00279329608938547,0.410614525139665,0,0.0279329608938547,0.0474860335195531,0.00558659217877095,0,0.0111731843575419,0.0195530726256983,0.0251396648044693,0.00558659217877095,0,0,0,0.0111731843575419,0.00558659217877095,0.00279329608938547,0,0,0.00279329608938547,0.0139664804469274,0.00279329608938547,0,0,0,0.0279329608938547,0.053072625698324,0,0,0,0,0,0.00558659217877095,0.00279329608938547,0,0,0,0,0,0,0,0.00279329608938547,0.00837988826815642,0.0139664804469274,0,0,0,0,0,0,0,0.00837988826815642,0,0,0,0,0,0,0
540,11865,0.0218579234972678,0.0273224043715847,0.0491803278688525,0,0.00546448087431694,0.00273224043715847,0.00546448087431694,0.0191256830601093,0,0,0.00819672131147541,0.0327868852459016,0,0.0300546448087432,0.00273224043715847,0.453551912568306,0,0.0327868852459016,0.0765027322404372,0,0,0.00273224043715847,0.0218579234972678,0.087431693989071,0,0,0,0.0109289617486339,0.0218579234972678,0.0109289617486339,0.00273224043715847,0,0,0,0.0191256830601093,0,0.00273224043715847,0,0,0.0109289617486339,0.0136612021857923,0,0,0,0,0,0,0.00546448087431694,0,0,0.00273224043715847,0,0,0,0,0.00273224043715847,0,0.00273224043715847,0.00273224043715847,0.00273224043715847,0,0.00546448087431694,0,0.00273224043715847,0,0,0,0,0,0,0,0,0
550,12129,0.0201149425287356,0.00862068965517241,0.0689655172413793,0.0028735632183908,0,0,0.014367816091954,0.00574712643678161,0,0,0,0.0431034482758621,0,0.0114942528735632,0.0028735632183908,0.494252873563218,0,0.0316091954022989,0.028735632183908,0.0028735632183908,0,0,0.0804597701149425,0.0919540229885057,0.0028735632183908,0,0,0.0114942528735632,0.0201149425287356,0,0.0028735632183908,0,0.0028735632183908,0,0.00862068965517241,0,0,0,0,0.0114942528735632,0,0,0,0,0,0,0.0028735632183908,0.00862068965517241,0,0,0.00574712643678161,0.0028735632183908,0,0,0,0.0028735632183908,0,0.00574712643678161,0.0028735632183908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
