"sample.depths","sample.ages","Acer.saccharum.type","Acer.negundo","Acer.saccharinum.type","Alnus.incana.type","Alnus.viridis.type","Alnus.undiff.","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Euphorbia","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Poaceae.undiff.","Iva.xanthifolia.type","Larix","Melilotus.type","Morus","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Rumex","Salix","Salsola","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Urtica.type","Vitis","Rosaceae.undiff.","Avena.type","Brassica","Cannabis.sativa.type","Plantago","Trifolium.repens.type","Triticum.type","Abies","Acer.rubrum","Impatiens","Juglans.cinerea","Zea.mays","Lythrum","Medicago","Trifolium.pratense","Iva.annua.type","Brassicaceae.undiff.","Asteraceae.subf..Cichorioideae","Sambucus","Thalictrum","Xanthium","Campanula.rotundifolia.type","Celtis","Ephedra.viridis.type","Humulus.type","Juglans.nigra","Liquidambar","Polygonum.lapathifolium.type","Tsuga","Apiaceae","Secale.type","Amorpha.type","Zanthoxylum.type","Castanea","Rhus","Fagus","Sarcobatus.vermiculatus","Ceanothus","Hydrophyllum","Lysimachia.thyrsiflora","Galium","Maclura.pomifera.type","Dalea.candida.type","Pedicularis","Ranunculaceae.undiff.","Tidestromia.type","Viburnum.rafinesquianum.type","Solanum.rostratum","Laportea.type","Ephedra.trifurca.type","Phlox","Comandra","Caryophyllaceae","Lilium.philadelphicum.type","Lycopus.type","Hypoxis","Dalea.purpurea.type","Anemone.quinquefolia.type","Campanula.aparinoides.type","Fabaceae.undiff.","Sisyrinchium","Stachys.type","Myricaceae","Parietaria","Zigadenus","Lysimachia.quadriflora.type","Pilea.type","Cornus.sericea.type","Polygonum.amphibium","Viburnum.opulus.type","Eriogonum","Shepherdia.argentea","Allium","Anemone.canadensis.type","Amelanchier.type","Nyssa","Ranunculaceae..tricolpate..undiff.","Populus.undiff.","Shepherdia.canadensis","Ribes","Ericaceae","Epilobium"
650,-26,0.0326018808777429,0.0112852664576802,0.00376175548589342,0.00752351097178683,0.00250783699059561,0.00125391849529781,0.104075235109718,0.0150470219435737,0.0125391849529781,0.00250783699059561,0.0150470219435737,0.00125391849529781,0.0200626959247649,0.0313479623824451,0.00125391849529781,0.0125391849529781,0.0188087774294671,0.00125391849529781,0.132915360501567,0.00125391849529781,0.00125391849529781,0.00125391849529781,0.00376175548589342,0.0351097178683386,0.00940438871473354,0.0163009404388715,0.00376175548589342,0.0137931034482759,0.00250783699059561,0.00626959247648903,0.0175548589341693,0.283385579937304,0.00125391849529781,0.0200626959247649,0.00250783699059561,0.0188087774294671,0.0112852664576802,0.096551724137931,0.00752351097178683,0.00376175548589342,0.00125391849529781,0.00250783699059561,0.00125391849529781,0.00250783699059561,0.00250783699059561,0.00376175548589342,0.00125391849529781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,-6,0.0185938407902382,0.00697269029633934,0.00348634514816967,0.00813480534572923,0,0,0.130156885531668,0.0139453805926787,0.0174317257408483,0.00464846019755956,0.0174317257408483,0.00232423009877978,0.020918070889018,0.0476467170249855,0,0.00581057524694945,0.00581057524694945,0.00464846019755956,0.218477629285299,0.00116211504938989,0.00116211504938989,0.00116211504938989,0.00232423009877978,0.0290528762347472,0.00406740267286461,0.00232423009877978,0.00755374782103428,0.020918070889018,0.00232423009877978,0,0.00929692039511912,0.2068564787914,0,0.0244044160371877,0.00232423009877978,0.0116211504938989,0.020918070889018,0.0801859384079024,0.00697269029633934,0.00348634514816967,0.00232423009877978,0,0.00232423009877978,0.00116211504938989,0.00116211504938989,0.010459035444509,0.00348634514816967,0.000581057524694945,0.00116211504938989,0.00116211504938989,0.00116211504938989,0.00464846019755956,0.00348634514816967,0.00116211504938989,0.00116211504938989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,8,0.0137339055793991,0.00686695278969957,0.00515021459227468,0.00686695278969957,0,0,0.187124463519313,0.0103004291845494,0.00686695278969957,0.00171673819742489,0.0291845493562232,0.00343347639484979,0.0171673819742489,0.0412017167381974,0,0.0103004291845494,0.00686695278969957,0.00171673819742489,0.187124463519313,0.00343347639484979,0,0.00171673819742489,0.00343347639484979,0.032618025751073,0.00600858369098712,0.00600858369098712,0.0163090128755365,0.0103004291845494,0.00171673819742489,0,0.0103004291845494,0.206008583690987,0.00171673819742489,0.00343347639484979,0.00343347639484979,0.0171673819742489,0.0223175965665236,0.065236051502146,0.00858369098712446,0.00171673819742489,0.00171673819742489,0.00343347639484979,0.00515021459227468,0.0103004291845494,0.00171673819742489,0.00171673819742489,0,0,0,0,0,0.00515021459227468,0,0,0,0.00171673819742489,0.00343347639484979,0.00171673819742489,0.00171673819742489,0.00171673819742489,0.00171673819742489,0.00171673819742489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,27,0.0346394094264622,0.010221465076661,0,0.00340715502555366,0,0,0.113571834185122,0.0193072118114708,0.0159000567859171,0.00454287336740488,0.00681431005110733,0.00113571834185122,0.0181714934696195,0.0488358886996025,0,0.00454287336740488,0.0181714934696195,0.0056785917092561,0.196479273140261,0.00340715502555366,0.00113571834185122,0,0.0056785917092561,0.0465644520159001,0.00283929585462805,0.00454287336740488,0.00908574673480977,0.0159000567859171,0,0.00227143668370244,0.0056785917092561,0.299829642248722,0.00340715502555366,0.0056785917092561,0.00795002839295855,0.00454287336740488,0.00908574673480977,0.0363429869392391,0.0056785917092561,0,0.00113571834185122,0.00227143668370244,0,0.00454287336740488,0,0.00454287336740488,0,0,0.00113571834185122,0.00113571834185122,0,0,0,0.00113571834185122,0,0,0.00227143668370244,0,0,0.00113571834185122,0,0,0.00113571834185122,0.00113571834185122,0.00113571834185122,0.00113571834185122,0.00113571834185122,0.00113571834185122,0.00056785917092561,0.00113571834185122,0.00113571834185122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,49,0.0210664911125741,0.00131665569453588,0.00263331138907176,0.0118499012508229,0,0,0.135615536537196,0.0171165240289664,0.0144832126398947,0.00263331138907176,0.0250164581961817,0.00394996708360764,0.00789993416721527,0.0737327188940092,0,0.00394996708360764,0.0144832126398947,0.00394996708360764,0.21724818959842,0.00131665569453588,0,0,0,0.0315997366688611,0.00592495062541146,0.0144832126398947,0.0125082290980908,0.0197498354180382,0,0,0.0118499012508229,0.227781435154707,0.00394996708360764,0.0065832784726794,0.00394996708360764,0.0197498354180382,0.0131665569453588,0.0394996708360764,0.00526662277814352,0.00131665569453588,0.00394996708360764,0,0,0,0,0.00526662277814352,0.00263331138907176,0.00197498354180382,0,0,0,0.00131665569453588,0,0,0,0.00263331138907176,0,0.00131665569453588,0,0,0,0,0,0,0,0,0,0,0.00131665569453588,0.00131665569453588,0,0.00131665569453588,0.00131665569453588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,79,0.0249791840133222,0.00166527893422148,0,0.00832639467110741,0,0,0.131557035803497,0.0116569525395504,0.0166527893422148,0.00499583680266445,0.0199833472106578,0.00666111573688593,0.00499583680266445,0.0399666944213156,0,0.0099916736053289,0.0116569525395504,0.00666111573688593,0.159866777685262,0.00166527893422148,0.00333055786844296,0,0.00166527893422148,0.0649458784346378,0.00166527893422148,0.00915903413821815,0.0099916736053289,0.0149875104079933,0.00166527893422148,0,0.00832639467110741,0.231473771856786,0.00166527893422148,0.0316402997502082,0.00166527893422148,0.00666111573688593,0.0216486261448793,0.0599500416319734,0.00832639467110741,0.00333055786844296,0.00333055786844296,0.00166527893422148,0,0,0.00166527893422148,0.0166527893422148,0.00832639467110741,0,0,0.00333055786844296,0.00166527893422148,0.00333055786844296,0,0,0.00333055786844296,0.00166527893422148,0.00166527893422148,0.00166527893422148,0,0.00166527893422148,0,0,0,0,0,0,0,0,0,0.00333055786844296,0,0,0,0.00166527893422148,0.00166527893422148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,103,0.024896265560166,0.00276625172890733,0,0.0110650069156293,0.00276625172890733,0,0.0401106500691563,0.0179806362378976,0.0221300138312586,0.00553250345781466,0.016597510373444,0.00553250345781466,0.016597510373444,0.0733056708160443,0,0.012448132780083,0.00829875518672199,0.00553250345781466,0.175656984785615,0,0.00138312586445367,0,0.00138312586445367,0.0912863070539419,0.00899031811894882,0.00760719225449516,0.00899031811894882,0.0131396957123098,0.00138312586445367,0,0.029045643153527,0.23789764868603,0,0.024896265560166,0,0.0138312586445367,0.024896265560166,0.0567081604426003,0.00276625172890733,0,0.00276625172890733,0.00138312586445367,0,0,0,0,0.004149377593361,0,0.004149377593361,0,0.00138312586445367,0.00553250345781466,0,0,0,0.00276625172890733,0,0.00138312586445367,0,0.00276625172890733,0,0,0.00138312586445367,0,0.00276625172890733,0,0,0,0,0.00138312586445367,0,0,0,0,0,0.00138312586445367,0.00138312586445367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,116,0.0363300492610837,0.0061576354679803,0,0.00738916256157635,0.00246305418719212,0,0.0307881773399015,0.0233990147783251,0.0369458128078818,0.00492610837438424,0.0110837438423645,0.0135467980295567,0.0123152709359606,0.0800492610837438,0,0.0061576354679803,0.00492610837438424,0,0.157635467980296,0,0.00246305418719212,0,0.00246305418719212,0.108374384236453,0.00184729064039409,0.00985221674876847,0.0160098522167488,0.0160098522167488,0.00123152709359606,0,0.0123152709359606,0.280788177339901,0,0.0197044334975369,0,0.0135467980295567,0.0160098522167488,0.0406403940886699,0.00369458128078818,0,0.00246305418719212,0.00123152709359606,0,0,0.00123152709359606,0,0.00123152709359606,0,0.00123152709359606,0.00123152709359606,0.00123152709359606,0,0,0,0,0,0,0,0,0.00123152709359606,0,0,0,0,0,0,0,0.00123152709359606,0,0.00123152709359606,0.00123152709359606,0.00369458128078818,0,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,145,0.040983606557377,0.00117096018735363,0.00117096018735363,0.00468384074941452,0,0,0.0175644028103044,0.0163934426229508,0.0128805620608899,0.00585480093676815,0.0105386416861827,0.00468384074941452,0.0245901639344262,0.0515222482435597,0,0.00702576112412178,0.00585480093676815,0.00234192037470726,0.100702576112412,0,0.00702576112412178,0,0,0.160421545667447,0.00234192037470726,0.00585480093676815,0.0187353629976581,0.0234192037470726,0.00468384074941452,0,0.0152224824355972,0.297423887587822,0.00117096018735363,0.0105386416861827,0,0.0234192037470726,0.0117096018735363,0.0807962529274005,0.0128805620608899,0.00117096018735363,0.00117096018735363,0,0,0,0,0,0,0,0.00468384074941452,0,0.00117096018735363,0,0,0,0,0,0,0,0,0,0.00117096018735363,0,0,0,0.00117096018735363,0,0,0,0.00117096018735363,0,0,0,0,0,0,0,0,0.00234192037470726,0.00117096018735363,0.00117096018735363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,176,0.0083382966051221,0.00238237045860631,0,0.0107206670637284,0.00119118522930316,0,0.0131030375223347,0.0250148898153663,0.0262060750446694,0.00238237045860631,0.0083382966051221,0.0107206670637284,0.00714711137581894,0.0774270399047052,0,0.00476474091721263,0.0119118522930316,0,0.0929124478856462,0,0.00238237045860631,0,0,0.159618820726623,0.00774270399047052,0.0166765932102442,0.0166765932102442,0.0273972602739726,0,0.0107206670637284,0.0202501488981537,0.315664085765336,0,0.00357355568790947,0,0.0321620011911852,0.0142942227516379,0.0583680762358547,0.00119118522930316,0,0,0,0,0,0,0,0,0,0.00119118522930316,0,0,0,0,0,0,0,0,0,0,0.00119118522930316,0,0,0,0,0,0,0,0.00238237045860631,0.00119118522930316,0,0,0.00119118522930316,0,0,0,0,0.00238237045860631,0,0,0,0.00119118522930316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
