"depth","best.age","min.age","max.age"
1,-13,-29,3
10,250,186,309
20,541,415,657
60,1707,1330,2055
95,2727,2130,3279
135,2936,2478,3374
170,3064,2720,3409
190,3136,2815,3446
210,3209,2888,3515
230,3379,3106,3640
243,3553,3299,3807
260,3781,3457,4123
270,3915,3530,4352
280,4210,3853,4591
305,4949,4583,5328
325,5540,5082,6024
350,6279,5629,6946
370,7196,6669,7746
385,7927,7506,8362
405,8902,8566,9244
430,10120,9725,10491
440,10713,10091,11372
470,11544,10982,12089
490,12099,11319,12776
518,NA,NA,NA
540,NA,NA,NA
