"sample.depths","sample.ages","Acer","Alnus","Betula","Carya","Ceanothus","Celtis","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Gleditsia","Ilex.Nemopanthus","Juglans","Larix","Moraceae","Myrica.Comptonia.peregrina","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnaceae.undiff.","Salix","Shepherdia","Tilia","Tsuga","Ulmus","Vitaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae.undiff.","Brassicaceae","Chenopodiaceae","Cyperaceae","Fabaceae","Lamiaceae","Poaceae","Ranunculaceae","Rosaceae","Rumex","Saxifragaceae"
169,1589,0.0121951219512195,0.0414634146341463,0.180487804878049,0.0024390243902439,0,0,0,0.0097560975609756,0,0,0,0.0048780487804878,0,0,0.0024390243902439,0.0024390243902439,0,0,0.0219512195121951,0,0.0219512195121951,0.226829268292683,0.168292682926829,0.0024390243902439,0.0146341463414634,0.21219512195122,0,0,0,0,0.0024390243902439,0.0146341463414634,0,0.0121951219512195,0,0.0024390243902439,0.0024390243902439,0,0.0048780487804878,0.0195121951219512,0,0,0.0170731707317073,0,0,0,0
190,1858,0.00689655172413793,0.0193103448275862,0.153103448275862,0,0,0,0,0.00551724137931034,0,0,0,0.0220689655172414,0,0,0.00413793103448276,0,0,0,0.016551724137931,0,0.0151724137931034,0.219310344827586,0.175172413793103,0.00137931034482759,0.00275862068965517,0.248275862068966,0.00137931034482759,0.00275862068965517,0,0.00827586206896552,0,0.0344827586206897,0,0.00827586206896552,0,0.0151724137931034,0.0110344827586207,0,0.00551724137931034,0.0096551724137931,0,0,0.0124137931034483,0.00137931034482759,0,0,0
220,2243,0.0132450331125828,0.0711920529801325,0.0960264900662252,0.00662251655629139,0.00165562913907285,0,0,0.00827814569536424,0.0033112582781457,0,0,0.0132450331125828,0,0,0.00662251655629139,0,0.00165562913907285,0.00165562913907285,0.0182119205298013,0.00165562913907285,0.0132450331125828,0.112582781456954,0.20364238410596,0.0033112582781457,0.00496688741721854,0.233443708609272,0,0.00827814569536424,0,0.0115894039735099,0,0.0397350993377483,0,0.0165562913907285,0,0.0182119205298013,0.0132450331125828,0.00165562913907285,0.0115894039735099,0.033112582781457,0,0,0.0298013245033113,0,0.00165562913907285,0,0
250,2629,0.00326797385620915,0.11437908496732,0.124183006535948,0,0,0,0,0,0.00980392156862745,0,0,0.0065359477124183,0,0,0,0,0,0,0.0294117647058824,0.00326797385620915,0.0130718954248366,0.111111111111111,0.19281045751634,0,0,0.228758169934641,0,0.00326797385620915,0,0.0065359477124183,0,0.0261437908496732,0,0.0392156862745098,0,0.0196078431372549,0.00980392156862745,0,0,0.0163398692810458,0,0,0.0392156862745098,0.00326797385620915,0,0,0
280,3014,0.00158982511923688,0.0794912559618442,0.0794912559618442,0.00317965023847377,0,0,0,0.00476947535771065,0.00158982511923688,0,0,0.00635930047694754,0,0,0.0111287758346582,0.00476947535771065,0.00158982511923688,0,0.00476947535771065,0.00158982511923688,0.0206677265500795,0.082670906200318,0.114467408585056,0,0.0095389507154213,0.421303656597774,0.00158982511923688,0.00158982511923688,0,0.00476947535771065,0,0.014308426073132,0,0.0206677265500795,0,0.0158982511923688,0.00476947535771065,0,0.0127186009538951,0.0365659777424483,0,0,0.0365659777424483,0,0.00158982511923688,0,0
300,3271,0.009375,0.084375,0.06875,0,0,0,0,0.003125,0.009375,0,0,0.015625,0,0,0.009375,0.00625,0,0,0.021875,0,0.0375,0.075,0.040625,0,0,0.375,0,0.00625,0,0.003125,0,0.0125,0,0.034375,0,0.04375,0.034375,0,0.015625,0.046875,0,0,0.04375,0,0,0,0.003125
310,3399,0.0080906148867314,0.0469255663430421,0.0485436893203883,0,0,0,0,0.00970873786407767,0.00485436893203883,0,0,0.00485436893203883,0,0,0.00161812297734628,0,0,0,0.0177993527508091,0.00323624595469256,0.0355987055016181,0.0906148867313916,0.0533980582524272,0.00485436893203883,0.00647249190938511,0.454692556634304,0,0.00647249190938511,0,0.00323624595469256,0,0.0469255663430421,0,0.0210355987055016,0,0.0210355987055016,0.0080906148867314,0,0.0194174757281553,0.0355987055016181,0,0,0.0469255663430421,0,0,0,0
330,3478,0.0123674911660777,0.0477031802120141,0.0901060070671378,0.00353356890459364,0,0,0,0.00530035335689046,0.00706713780918728,0,0,0.0123674911660777,0,0.00176678445229682,0.00706713780918728,0.00353356890459364,0.00353356890459364,0,0.0159010600706714,0,0.0671378091872792,0.15547703180212,0.0865724381625442,0.00176678445229682,0.00353356890459364,0.270318021201413,0.00176678445229682,0.00530035335689046,0,0.00353356890459364,0.00353356890459364,0.0229681978798587,0,0.0300353356890459,0,0.0300353356890459,0.00176678445229682,0,0.0229681978798587,0.0300353356890459,0,0,0.0512367491166078,0,0,0.00176678445229682,0
350,3557,0.0072595281306715,0.0490018148820327,0.0417422867513612,0.00544464609800363,0,0,0,0.00362976406533575,0.00362976406533575,0,0,0.0127041742286751,0,0,0.014519056261343,0.00181488203266788,0,0,0.0417422867513612,0,0.0217785843920145,0.136116152450091,0.123411978221416,0,0.00544464609800363,0.308529945553539,0,0.00362976406533575,0,0.0108892921960073,0,0.0508166969147005,0,0.0235934664246824,0,0.029038112522686,0.0127041742286751,0,0.00907441016333938,0.0272232304900181,0.00181488203266788,0,0.0544464609800363,0,0,0,0
370,3637,0.0107142857142857,0.0803571428571429,0.0392857142857143,0.00535714285714286,0,0,0,0.00535714285714286,0.00178571428571429,0,0,0.0125,0,0,0.00714285714285714,0,0,0,0.0517857142857143,0,0.0125,0.0839285714285714,0.075,0.00357142857142857,0.00178571428571429,0.353571428571429,0.00357142857142857,0.00535714285714286,0,0.00535714285714286,0.00178571428571429,0.05,0,0.0285714285714286,0,0.0303571428571429,0.0214285714285714,0.00178571428571429,0.0107142857142857,0.0267857142857143,0.00178571428571429,0.00178571428571429,0.0642857142857143,0,0,0.00178571428571429,0
400,3755,0.00869565217391304,0.0456521739130435,0.0543478260869565,0.00869565217391304,0,0,0,0.00434782608695652,0.00652173913043478,0,0.00434782608695652,0.0239130434782609,0,0,0.0130434782608696,0,0,0,0.0543478260869565,0.00217391304347826,0.0130434782608696,0.0717391304347826,0.0434782608695652,0.00434782608695652,0.00434782608695652,0.371739130434783,0.00217391304347826,0.00869565217391304,0,0.00869565217391304,0,0.0760869565217391,0,0.0391304347826087,0,0.0195652173913043,0.00869565217391304,0.00217391304347826,0.0152173913043478,0.0239130434782609,0,0,0.0608695652173913,0,0,0,0
430,4027,0.0100200400801603,0.0400801603206413,0.0220440881763527,0.0140280561122244,0,0,0,0.0100200400801603,0.00200400801603206,0,0,0.0120240480961924,0,0,0.0140280561122244,0,0,0,0.0521042084168337,0,0.0220440881763527,0.092184368737475,0.0480961923847695,0,0.00601202404809619,0.382765531062124,0.00200400801603206,0.0140280561122244,0,0.0100200400801603,0,0.108216432865731,0,0.0200400801603206,0,0.0260521042084168,0.0140280561122244,0,0.0220440881763527,0.0240480961923848,0.00200400801603206,0,0.030060120240481,0,0,0,0
450,4429,0.00894454382826476,0.0447227191413238,0.0590339892665474,0.0143112701252236,0,0.00178890876565295,0.00178890876565295,0.0125223613595707,0.00536672629695885,0,0,0.0178890876565295,0,0,0.0071556350626118,0,0,0.00178890876565295,0.119856887298748,0.0035778175313059,0.00894454382826476,0.0554561717352415,0.0554561717352415,0.00536672629695885,0.0125223613595707,0.282647584973166,0.00178890876565295,0.00536672629695885,0,0.0304114490161002,0.00178890876565295,0.10912343470483,0,0.0268336314847943,0,0.0178890876565295,0.0125223613595707,0,0.0107334525939177,0.0232558139534884,0.00178890876565295,0,0.037567084078712,0.00178890876565295,0,0,0
460,4629,0.0127551020408163,0.0255102040816327,0.107142857142857,0.00255102040816327,0,0,0,0.0076530612244898,0.0076530612244898,0,0,0.0204081632653061,0,0,0.0076530612244898,0,0.00255102040816327,0,0.160714285714286,0,0.0076530612244898,0.086734693877551,0.0561224489795918,0.0076530612244898,0.0076530612244898,0.181122448979592,0.00255102040816327,0.00255102040816327,0,0.0229591836734694,0,0.112244897959184,0,0.038265306122449,0,0.0229591836734694,0.00255102040816327,0,0.0204081632653061,0.0280612244897959,0.00255102040816327,0,0.0433673469387755,0,0,0,0
480,5031,0.0109689213893967,0.0658135283363803,0.111517367458867,0.00548446069469835,0,0.00182815356489945,0,0.020109689213894,0.0036563071297989,0,0,0.0274223034734918,0,0,0.00548446069469835,0,0,0,0.142595978062157,0,0.0146252285191956,0.0950639853747715,0.093235831809872,0.00731261425959781,0.00548446069469835,0.157221206581353,0.00182815356489945,0.00548446069469835,0,0.0127970749542962,0,0.0987202925045704,0,0.0164533820840951,0,0.020109689213894,0.00914076782449726,0,0.0109689213893967,0.0219378427787934,0.00182815356489945,0,0.0329067641681901,0,0,0,0
500,5448,0.0182926829268293,0.048780487804878,0.0528455284552846,0.016260162601626,0,0.00203252032520325,0,0.0040650406504065,0.008130081300813,0,0,0.0304878048780488,0,0,0.008130081300813,0,0,0,0.0914634146341463,0.00203252032520325,0.0304878048780488,0.073170731707317,0.0670731707317073,0.00203252032520325,0,0.252032520325203,0,0.0040650406504065,0,0.0101626016260163,0,0.111788617886179,0,0.0345528455284553,0,0.024390243902439,0.008130081300813,0,0.0203252032520325,0.032520325203252,0.00203252032520325,0,0.0426829268292683,0.00203252032520325,0,0,0
510,5681,0.0074487895716946,0.0726256983240224,0.0446927374301676,0.0130353817504655,0,0,0,0.0111731843575419,0.00186219739292365,0,0,0.0074487895716946,0,0,0,0,0,0,0.0223463687150838,0.00186219739292365,0.0279329608938547,0.0726256983240224,0.309124767225326,0.0037243947858473,0,0.188081936685289,0,0.0037243947858473,0,0,0,0.0651769087523277,0,0.0242085661080074,0,0.0260707635009311,0.0148975791433892,0,0.0297951582867784,0.031657355679702,0.00186219739292365,0,0.0167597765363128,0.00186219739292365,0,0,0
520,5914,0.0116279069767442,0.0813953488372093,0.0581395348837209,0.00193798449612403,0,0,0,0.0193798449612403,0.00193798449612403,0.00193798449612403,0,0.0116279069767442,0,0,0.00387596899224806,0,0.00193798449612403,0,0.0310077519379845,0.00193798449612403,0.0872093023255814,0.063953488372093,0.215116279069767,0,0,0.14922480620155,0,0.0155038759689922,0,0.00387596899224806,0,0.0968992248062016,0,0.0348837209302326,0,0.0271317829457364,0.00581395348837209,0,0.00581395348837209,0.0193798449612403,0,0,0.0465116279069767,0.00193798449612403,0,0,0
538,6333,0.010230179028133,0.0383631713554987,0.051150895140665,0.0051150895140665,0,0,0,0.0051150895140665,0,0,0,0.00767263427109974,0,0,0,0,0,0,0.0255754475703325,0.00255754475703325,0.020460358056266,0.0383631713554987,0.150895140664962,0.0051150895140665,0.00255754475703325,0.439897698209719,0,0.0051150895140665,0,0,0,0.071611253196931,0,0.030690537084399,0,0.0127877237851662,0.0127877237851662,0,0.0153452685421995,0.0255754475703325,0,0,0.0230179028132992,0,0,0,0
560,6845,0.00945626477541371,0.0189125295508274,0.0378250591016548,0.00472813238770686,0,0,0,0.00709219858156028,0,0,0,0.0118203309692671,0,0,0.00236406619385343,0.00236406619385343,0,0,0.0614657210401891,0,0.0307328605200946,0.0378250591016548,0.113475177304965,0.00236406619385343,0,0.300236406619385,0,0.00945626477541371,0,0.00472813238770686,0,0.0874704491725768,0,0.0567375886524823,0,0.0425531914893617,0.0118203309692671,0,0.0378250591016548,0.0212765957446809,0,0,0.0851063829787234,0,0.00236406619385343,0,0
580,7310,0.0117647058823529,0.0789915966386555,0.0873949579831933,0.00336134453781513,0,0,0,0.0134453781512605,0,0.00168067226890756,0,0.0117647058823529,0,0,0,0,0,0,0.0319327731092437,0.00336134453781513,0.065546218487395,0.109243697478992,0.142857142857143,0.00504201680672269,0.0100840336134454,0.121008403361345,0.00336134453781513,0.026890756302521,0,0.00336134453781513,0,0.080672268907563,0,0.0436974789915966,0,0.0352941176470588,0.00672268907563025,0,0.0168067226890756,0.0235294117647059,0,0,0.0605042016806723,0,0.00168067226890756,0,0
600,7776,0.00854700854700855,0.0888888888888889,0.0717948717948718,0.00683760683760684,0,0,0,0.0170940170940171,0.00341880341880342,0,0,0.0376068376068376,0,0,0.00683760683760684,0,0,0,0.0666666666666667,0,0.0803418803418803,0.0803418803418803,0.124786324786325,0,0.00512820512820513,0.186324786324786,0.00170940170940171,0.00170940170940171,0,0,0,0.082051282051282,0,0.0188034188034188,0,0.0290598290598291,0.0102564102564103,0,0.0188034188034188,0.0290598290598291,0.00341880341880342,0,0.0205128205128205,0,0,0,0
630,8474,0.00723589001447178,0.127351664254703,0.0781476121562952,0.00868306801736614,0.00144717800289436,0,0,0.0361794500723589,0.0101302460202605,0,0,0.0274963820549928,0.00144717800289436,0,0.00144717800289436,0,0.00144717800289436,0,0.0549927641099855,0.00434153400868307,0.060781476121563,0.0578871201157742,0.108538350217077,0.00434153400868307,0.00723589001447178,0.159189580318379,0,0.00868306801736614,0,0.00434153400868307,0,0.0824891461649783,0,0.0463096960926194,0.00144717800289436,0.0289435600578871,0.00868306801736614,0,0.0159189580318379,0.0231548480463097,0,0,0.0217076700434153,0,0,0,0
650,8940,0.00253164556962025,0.0506329113924051,0.0379746835443038,0.0177215189873418,0,0,0,0.0177215189873418,0.00759493670886076,0.00253164556962025,0,0.0177215189873418,0,0,0,0,0,0,0.0227848101265823,0.00253164556962025,0.0987341772151899,0.0227848101265823,0.278481012658228,0,0,0.111392405063291,0.00253164556962025,0.010126582278481,0,0,0,0.10126582278481,0,0.0784810126582278,0,0.010126582278481,0.010126582278481,0,0.0227848101265823,0.030379746835443,0,0,0.0430379746835443,0,0,0,0
670,9406,0.00404040404040404,0.0343434343434343,0.0444444444444444,0.00808080808080808,0.00202020202020202,0,0,0.0121212121212121,0.00404040404040404,0.00202020202020202,0,0.0282828282828283,0,0,0,0,0,0.00404040404040404,0.0444444444444444,0.00202020202020202,0.15959595959596,0.0262626262626263,0.224242424242424,0,0.00606060606060606,0.111111111111111,0.00404040404040404,0.00606060606060606,0,0,0,0.0888888888888889,0,0.0323232323232323,0,0.0222222222222222,0.00808080808080808,0,0.0202020202020202,0.0202020202020202,0,0,0.0808080808080808,0,0,0,0
690,9871,0.0157790927021696,0.0749506903353057,0.0591715976331361,0.00788954635108481,0,0,0,0.0118343195266272,0,0,0,0.0177514792899408,0,0,0.00591715976331361,0.00394477317554241,0.0019723865877712,0.0019723865877712,0.0394477317554241,0.00591715976331361,0.195266272189349,0.019723865877712,0.0927021696252465,0.00788954635108481,0.0216962524654832,0.149901380670611,0,0.0157790927021696,0,0.00394477317554241,0,0.157790927021696,0,0.00394477317554241,0,0.0177514792899408,0,0,0.00986193293885602,0.0118343195266272,0.0019723865877712,0,0.0433925049309665,0,0,0,0
700,10104,0.00713266761768902,0.122681883024251,0.131241084165478,0.0171184022824536,0,0.0014265335235378,0.0014265335235378,0.00855920114122682,0.00285306704707561,0,0,0.0556348074179743,0,0,0.00285306704707561,0,0,0,0.0442225392296719,0.00713266761768902,0.148359486447932,0.0128388017118402,0.0513552068473609,0.0014265335235378,0.00427960057061341,0.154065620542083,0,0.0014265335235378,0,0.00285306704707561,0,0.126961483594864,0,0.014265335235378,0,0.0171184022824536,0.00285306704707561,0.0014265335235378,0.014265335235378,0.021398002853067,0,0,0.0228245363766049,0,0,0,0
730,10802,0.0064516129032258,0.138709677419355,0.206451612903226,0.0161290322580645,0,0,0,0.0064516129032258,0,0,0,0.0225806451612903,0,0,0.0032258064516129,0,0,0,0.0258064516129032,0.0129032258064516,0.0967741935483871,0.0161290322580645,0.138709677419355,0,0.0032258064516129,0.12258064516129,0,0.0129032258064516,0,0.0032258064516129,0,0.125806451612903,0,0,0,0.0161290322580645,0,0,0.0032258064516129,0.0032258064516129,0,0,0.0193548387096774,0,0,0,0
760,12497,0.00852272727272727,0.0738636363636364,0.153409090909091,0.00568181818181818,0,0,0,0.00852272727272727,0.00568181818181818,0,0,0.0454545454545455,0,0,0.0113636363636364,0,0,0,0.03125,0.0284090909090909,0.173295454545455,0,0.176136363636364,0,0,0.0653409090909091,0,0,0.00284090909090909,0,0,0.150568181818182,0,0.0142045454545455,0,0.00568181818181818,0.00568181818181818,0,0,0.0142045454545455,0,0,0.0198863636363636,0,0,0,0
780,NA,0.0070298769771529,0.0667838312829526,0.152899824253076,0.0193321616871705,0,0,0,0.0070298769771529,0.0070298769771529,0,0,0.0246045694200351,0,0,0.00175746924428822,0,0.00175746924428822,0,0.0527240773286467,0.0105448154657293,0.126537785588752,0.0140597539543058,0.147627416520211,0.0070298769771529,0.00351493848857645,0.131810193321617,0,0.00527240773286467,0.00175746924428822,0.00351493848857645,0,0.145869947275923,0,0.0105448154657293,0,0.00878734622144113,0.00351493848857645,0,0.0105448154657293,0.0210896309314587,0,0,0.00527240773286467,0.00175746924428822,0,0,0
800,NA,0.00286532951289398,0.0229226361031519,0.260744985673352,0.00859598853868195,0,0.00286532951289398,0,0.0200573065902579,0.00286532951289398,0,0,0.0171919770773639,0,0,0.0114613180515759,0,0.00286532951289398,0,0.0200573065902579,0.0315186246418338,0.148997134670487,0.00573065902578797,0.148997134670487,0,0.00573065902578797,0.0716332378223496,0,0.0143266475644699,0,0,0,0.111747851002865,0.00286532951289398,0.00859598853868195,0,0.0114613180515759,0,0,0.0229226361031519,0.0143266475644699,0,0,0.0286532951289398,0,0,0,0
820,NA,0,0.00779727095516569,0.169590643274854,0,0,0,0,0.00974658869395711,0.0175438596491228,0,0,0.10916179337232,0,0,0,0.00779727095516569,0.00194931773879142,0,0.0175438596491228,0.196881091617934,0.152046783625731,0.00974658869395711,0.0935672514619883,0.00194931773879142,0,0.0350877192982456,0,0.0175438596491228,0,0,0,0.0545808966861598,0,0.00779727095516569,0,0.0253411306042885,0.00389863547758285,0.00194931773879142,0.00194931773879142,0.0194931773879142,0.00194931773879142,0,0.0272904483430799,0.00584795321637427,0,0.00194931773879142,0
840,NA,0.00347222222222222,0.0208333333333333,0.0902777777777778,0,0,0,0,0.0104166666666667,0.00347222222222222,0.00347222222222222,0,0.0486111111111111,0,0,0,0,0,0,0.0173611111111111,0.53125,0.00347222222222222,0.00694444444444444,0.0277777777777778,0,0.00347222222222222,0.0416666666666667,0,0.0138888888888889,0.00347222222222222,0,0,0.0104166666666667,0,0.0104166666666667,0,0.0555555555555556,0.0138888888888889,0.00347222222222222,0.00347222222222222,0.0208333333333333,0.00347222222222222,0,0.0486111111111111,0,0,0,0
860,NA,0,0.029126213592233,0.0970873786407767,0,0,0,0,0.00485436893203883,0,0,0,0.058252427184466,0,0,0.00485436893203883,0.0145631067961165,0.00485436893203883,0.00485436893203883,0.0194174757281553,0.567961165048544,0.00485436893203883,0.00485436893203883,0.0145631067961165,0,0.00485436893203883,0.0242718446601942,0,0.0194174757281553,0,0,0,0.00485436893203883,0,0,0,0.0242718446601942,0.00970873786407767,0,0.00485436893203883,0.0436893203883495,0,0,0.0242718446601942,0.00970873786407767,0,0,0
884,NA,0.00422832980972516,0.0147991543340381,0.13953488372093,0,0,0,0,0.0147991543340381,0.0317124735729387,0,0,0.0317124735729387,0,0,0,0.00211416490486258,0.00211416490486258,0,0.0147991543340381,0.412262156448203,0,0,0.00634249471458774,0,0.00422832980972516,0.0317124735729387,0,0.0486257928118393,0.00211416490486258,0,0,0.0274841437632135,0,0.0126849894291755,0,0.0866807610993657,0.0169133192389006,0,0.0126849894291755,0.0295983086680761,0,0,0.0465116279069767,0.00422832980972516,0.00211416490486258,0,0
900,NA,0,0.0264705882352941,0.05,0,0,0,0,0.00294117647058824,0.0088235294117647,0,0,0.0147058823529412,0,0,0,0.00588235294117647,0,0,0.00588235294117647,0.611764705882353,0.00294117647058824,0,0.00588235294117647,0,0.0147058823529412,0.0176470588235294,0,0.0323529411764706,0.00294117647058824,0,0,0.0323529411764706,0,0.00588235294117647,0,0.0411764705882353,0.00588235294117647,0,0.0088235294117647,0.0323529411764706,0.00294117647058824,0,0.0617647058823529,0.00294117647058824,0,0.00294117647058824,0
920,NA,0,0.0410958904109589,0.126712328767123,0,0,0,0,0.0308219178082192,0.0171232876712329,0,0,0.0376712328767123,0,0,0,0.0102739726027397,0,0,0.0102739726027397,0.421232876712329,0,0,0,0,0.00684931506849315,0.0308219178082192,0,0.0308219178082192,0,0,0,0.047945205479452,0,0.0102739726027397,0,0.065068493150685,0.00684931506849315,0.00342465753424658,0.0102739726027397,0.0273972602739726,0,0,0.0616438356164384,0,0.00342465753424658,0,0
940,NA,0,0.0303030303030303,0.0673400673400673,0,0,0,0,0.00673400673400673,0.00336700336700337,0,0,0.0471380471380471,0,0,0,0.00673400673400673,0,0,0.0101010101010101,0.565656565656566,0.00336700336700337,0,0,0,0.00336700336700337,0.0572390572390572,0,0.0235690235690236,0,0,0.00336700336700337,0.0269360269360269,0,0.00673400673400673,0,0.0505050505050505,0.0101010101010101,0,0.00336700336700337,0.0269360269360269,0,0,0.0471380471380471,0,0,0,0
960,NA,0,0.0382775119617225,0.133971291866029,0,0,0,0,0.00956937799043062,0.00478468899521531,0,0,0.0430622009569378,0,0,0,0,0,0.00478468899521531,0.00956937799043062,0.502392344497608,0,0,0,0,0,0.0239234449760766,0,0.0574162679425837,0.00478468899521531,0,0,0.0334928229665072,0,0.00956937799043062,0,0.0430622009569378,0.00478468899521531,0,0.00478468899521531,0.0287081339712919,0,0,0.0382775119617225,0.00478468899521531,0,0,0
