"sample.depths","sample.ages","Acer","Alnus","Betula","Carya","Ceanothus","Celtis","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus","Gleditsia","Ilex.Nemopanthus","Juglans","Larix","Moraceae","Myrica.Comptonia.peregrina","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnaceae.undiff.","Salix","Shepherdia","Tilia","Tsuga","Ulmus","Vitaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae.undiff.","Brassicaceae","Chenopodiaceae","Cyperaceae","Fabaceae","Lamiaceae","Poaceae","Ranunculaceae","Rosaceae","Rumex","Saxifragaceae"
1,-27,0.0174927113702624,0.0291545189504373,0.163265306122449,0.00583090379008746,0,0,0,0.00583090379008746,0.00291545189504373,0,0,0.00291545189504373,0,0.00583090379008746,0.00291545189504373,0,0,0.00583090379008746,0.0174927113702624,0.00583090379008746,0.0408163265306122,0.300291545189504,0.186588921282799,0.0116618075801749,0.00291545189504373,0.0962099125364431,0,0,0,0,0.0116618075801749,0.0174927113702624,0,0.0204081632653061,0,0,0.00291545189504373,0,0,0.0233236151603499,0,0,0.0116618075801749,0.00583090379008746,0,0.00291545189504373,0
25,168,0.00784313725490196,0.0392156862745098,0.168627450980392,0,0,0,0,0.00392156862745098,0,0,0,0.00784313725490196,0,0,0,0,0,0,0.0117647058823529,0.00392156862745098,0.0274509803921569,0.27843137254902,0.227450980392157,0.00392156862745098,0.00196078431372549,0.13921568627451,0.00196078431372549,0.00196078431372549,0,0.00392156862745098,0.00784313725490196,0.0117647058823529,0,0.0117647058823529,0,0.00588235294117647,0.00196078431372549,0,0,0.0274509803921569,0,0,0.00196078431372549,0,0,0.00196078431372549,0
50,371,0.0125523012552301,0.0460251046025105,0.179916317991632,0.00209205020920502,0,0,0,0.00627615062761506,0.0146443514644351,0.00209205020920502,0,0.0146443514644351,0,0.00418410041841004,0.00418410041841004,0,0,0,0.0146443514644351,0.00209205020920502,0.0397489539748954,0.161087866108787,0.142259414225941,0.00418410041841004,0.0104602510460251,0.234309623430962,0.00418410041841004,0.00418410041841004,0,0,0.00418410041841004,0.0209205020920502,0,0.00418410041841004,0,0.0104602510460251,0.00836820083682008,0,0.00209205020920502,0.0125523012552301,0.00209205020920502,0,0.0271966527196653,0.00418410041841004,0,0,0
65,493,0.00239234449760766,0.129186602870813,0.267942583732057,0,0.00239234449760766,0,0,0.0167464114832536,0.0119617224880383,0,0,0.00717703349282297,0,0.00239234449760766,0,0,0,0,0.0263157894736842,0,0.00956937799043062,0.0502392344497608,0.0717703349282297,0.00239234449760766,0.00717703349282297,0.248803827751196,0.00239234449760766,0.0119617224880383,0,0.00239234449760766,0.00478468899521531,0.0167464114832536,0,0.0263157894736842,0,0.0167464114832536,0.00717703349282297,0.00239234449760766,0.00956937799043062,0.0119617224880383,0,0,0.0263157894736842,0.00478468899521531,0,0,0
80,619,0.00931098696461825,0.0409683426443203,0.130353817504655,0.00186219739292365,0,0,0,0.00186219739292365,0.0037243947858473,0,0,0.0111731843575419,0,0,0.0037243947858473,0,0,0,0.0223463687150838,0,0.0353817504655493,0.353817504655493,0.128491620111732,0.0037243947858473,0.00558659217877095,0.135940409683426,0,0.00186219739292365,0,0,0.0074487895716946,0.0186219739292365,0,0.00931098696461825,0,0.0223463687150838,0.0111731843575419,0,0.0074487895716946,0.0130353817504655,0.00186219739292365,0,0.0167597765363128,0.00186219739292365,0,0,0
90,704,0.0093984962406015,0.0639097744360902,0.300751879699248,0.0018796992481203,0,0,0,0,0.0075187969924812,0,0,0.0018796992481203,0,0,0,0,0,0,0.0150375939849624,0.0018796992481203,0.0338345864661654,0.161654135338346,0.0526315789473684,0,0.0112781954887218,0.236842105263158,0.0037593984962406,0.0037593984962406,0,0,0,0.018796992481203,0,0.0169172932330827,0,0.0075187969924812,0.0075187969924812,0,0.0037593984962406,0.0206766917293233,0,0,0.0169172932330827,0.0018796992481203,0,0,0
100,789,0.0122850122850123,0.0663390663390663,0.152334152334152,0.00491400491400491,0,0.00245700245700246,0,0,0.00491400491400491,0,0,0.0221130221130221,0,0,0.00245700245700246,0.00491400491400491,0,0,0.0221130221130221,0.00245700245700246,0.0245700245700246,0.0761670761670762,0.0466830466830467,0.00982800982800983,0.00245700245700246,0.380835380835381,0,0.00491400491400491,0,0.00245700245700246,0.00737100737100737,0.0245700245700246,0,0.0171990171990172,0,0.027027027027027,0.0147420147420147,0.00245700245700246,0.00737100737100737,0.0294840294840295,0,0,0.0221130221130221,0.00245700245700246,0,0,0
120,960,0.0227272727272727,0.0568181818181818,0.1875,0.00378787878787879,0.00189393939393939,0,0,0.00568181818181818,0.00378787878787879,0,0,0.00946969696969697,0,0,0.00757575757575758,0,0,0,0.0397727272727273,0,0.00568181818181818,0.138257575757576,0.0946969696969697,0,0.00757575757575758,0.303030303030303,0,0,0,0.00568181818181818,0.00189393939393939,0.0246212121212121,0,0.0151515151515152,0,0.0113636363636364,0.00946969696969697,0,0.00378787878787879,0.00757575757575758,0.00189393939393939,0,0.0284090909090909,0.00189393939393939,0,0,0
130,1088,0.0317700453857791,0.0347957639939486,0.177004538577912,0.00151285930408472,0,0,0,0.00302571860816944,0.00151285930408472,0,0,0.0287443267776097,0,0,0.00151285930408472,0,0,0,0.0302571860816944,0,0.0196671709531014,0.190620272314675,0.0726172465960666,0.00302571860816944,0.0075642965204236,0.29803328290469,0,0.00151285930408472,0,0.00453857791225416,0.00151285930408472,0.0302571860816944,0,0.00907715582450832,0,0.0121028744326778,0.0075642965204236,0,0.00151285930408472,0.0151285930408472,0.00453857791225416,0,0.010590015128593,0,0,0,0
150,1345,0.00930232558139535,0.0255813953488372,0.12093023255814,0.00232558139534884,0,0,0,0.00465116279069767,0,0,0,0.00465116279069767,0,0,0.00697674418604651,0.00232558139534884,0,0,0.027906976744186,0,0.0186046511627907,0.43953488372093,0.186046511627907,0.00232558139534884,0.00232558139534884,0.0883720930232558,0.00232558139534884,0,0,0.013953488372093,0,0.0186046511627907,0,0.00697674418604651,0,0.00232558139534884,0.00465116279069767,0,0.00232558139534884,0.00465116279069767,0,0,0.00232558139534884,0,0,0,0
