"depth","best.age","min.age","max.age"
10,34,-6,75
20,69,7,132
30,103,13,195
40,325,252,398
50,546,490,602
60,768,728,808
70,989,961,1017
80,1211,1184,1237
100,1701,1658,1741
120,2191,2115,2261
140,2682,2569,2783
160,3172,3022,3306
180,3351,3213,3475
200,3397,3286,3505
220,3443,3336,3555
240,3489,3368,3626
260,3596,3483,3724
280,3704,3594,3823
300,3812,3705,3926
320,3920,3812,4030
340,4027,3917,4139
360,4135,4021,4251
380,4243,4123,4365
400,4351,4220,4480
420,4458,4317,4598
440,4566,4413,4718
460,4674,4508,4839
480,4782,4602,4960
500,4889,4697,5083
520,5364,5144,5600
540,5731,5522,5954
560,6097,5896,6312
580,6464,6269,6673
600,6831,6640,7034
610,7015,6825,7216
620,7198,7008,7397
640,7565,7371,7760
660,7932,7736,8130
680,8299,8100,8503
700,8665,8457,8875
720,9032,8813,9252
740,9399,9165,9628
760,9766,9520,10010
780,10133,9873,10393
800,10500,10224,10777
810,10683,10399,10970
820,10867,10574,11163
830,11050,10750,11358
840,11115,10831,11406
860,11244,10985,11503
880,11373,11131,11611
900,11503,11269,11732
920,11632,11397,11862
940,11762,11513,12002
960,11891,11617,12152
980,12020,11710,12307
1000,12150,11783,12476
1010,12214,11824,12561
1020,NA,NA,NA
