"sample.depths","sample.ages","Ambrosia.type","Betula","Carya","Asteraceae.undiff.","Cupressaceae","Ericaceae","Fagus","Larix","Ostrya.Carpinus","Picea","Platanus","Quercus","Salix","Tilia","Tsuga","Ulmus","Alnus","Acer","Fraxinus","Myrica","Pinus","Populus","Amaranthaceae","Poaceae","Rosaceae","Artemisia","Cyperaceae","Corylus","Rhamnaceae.Vitaceae","Lamiaceae","Fabaceae","Juglans","Caryophyllaceae","Plantago","Abies"
191,NA,0.0048780487804878,0.0926829268292683,0.0341463414634146,0.0048780487804878,0.0097560975609756,0.0195121951219512,0.073170731707317,0.0195121951219512,0.0097560975609756,0.0146341463414634,0.0097560975609756,0.282926829268293,0.024390243902439,0.0390243902439024,0.0048780487804878,0.0536585365853659,0.0048780487804878,0.048780487804878,0.0341463414634146,0.0097560975609756,0.170731707317073,0.0195121951219512,0.0048780487804878,0.0048780487804878,0.0048780487804878,0,0,0,0,0,0,0,0,0,0
196,NA,0.0194174757281553,0.106796116504854,0.00970873786407767,0.00970873786407767,0,0,0.058252427184466,0.0388349514563107,0,0,0,0.407766990291262,0.00970873786407767,0,0.00970873786407767,0.0194174757281553,0.0194174757281553,0.0388349514563107,0,0,0.213592233009709,0,0,0.0194174757281553,0,0.00970873786407767,0.00970873786407767,0,0,0,0,0,0,0,0
206,NA,0.00497512437810945,0.0696517412935323,0.0099502487562189,0,0.0099502487562189,0,0.099502487562189,0.00497512437810945,0.0099502487562189,0.0099502487562189,0,0.313432835820896,0.0099502487562189,0.0149253731343284,0.0248756218905473,0.0298507462686567,0.0149253731343284,0.0248756218905473,0.0348258706467662,0.0099502487562189,0.253731343283582,0.0199004975124378,0,0.0149253731343284,0,0,0.00497512437810945,0.00497512437810945,0.00497512437810945,0,0,0,0,0,0
216,NA,0.00961538461538462,0.0192307692307692,0,0,0,0.0192307692307692,0.0336538461538462,0,0,0,0,0.25,0.00480769230769231,0,0.00480769230769231,0.0144230769230769,0,0.00961538461538462,0,0,0.620192307692308,0,0.00480769230769231,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0
226,NA,0.0142857142857143,0.0238095238095238,0,0,0,0,0.0333333333333333,0.00952380952380952,0,0.0476190476190476,0,0.2,0,0.00952380952380952,0.00476190476190476,0.0476190476190476,0.00476190476190476,0.0285714285714286,0,0,0.552380952380952,0,0,0.00952380952380952,0,0.00476190476190476,0,0.00952380952380952,0,0,0,0,0,0,0
231,1188,0.00505050505050505,0.0555555555555556,0.00505050505050505,0,0.0202020202020202,0.0202020202020202,0.095959595959596,0,0,0.00505050505050505,0.0101010101010101,0.393939393939394,0.0101010101010101,0.0303030303030303,0.0151515151515152,0.0606060606060606,0.00505050505050505,0.0404040404040404,0.0252525252525253,0.00505050505050505,0.156565656565657,0.0202020202020202,0.00505050505050505,0.00505050505050505,0,0.0101010101010101,0,0,0,0,0,0,0,0,0
236,1257,0,0.0696517412935323,0.0099502487562189,0.00497512437810945,0,0,0.238805970149254,0.0099502487562189,0,0,0,0.482587064676617,0.0099502487562189,0.0398009950248756,0.0099502487562189,0.054726368159204,0.0099502487562189,0.0149253731343284,0.0099502487562189,0.00497512437810945,0.0199004975124378,0,0.00497512437810945,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0
246,1396,0.00980392156862745,0.0686274509803922,0.0147058823529412,0,0,0,0.186274509803922,0.00490196078431373,0,0.00490196078431373,0,0.480392156862745,0.0147058823529412,0.00980392156862745,0.00490196078431373,0.0343137254901961,0.0147058823529412,0.0343137254901961,0.0294117647058824,0,0.0833333333333333,0,0,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0
256,1535,0.005,0.04,0.015,0.005,0,0.02,0.24,0,0.01,0,0.005,0.4,0.005,0.03,0.01,0.045,0,0.045,0.01,0,0.095,0.01,0,0.005,0,0,0,0,0,0.005,0,0,0,0,0
266,1673,0,0.0742574257425743,0.0198019801980198,0,0.0148514851485149,0.0198019801980198,0.118811881188119,0.0099009900990099,0,0.00495049504950495,0,0.450495049504951,0.00495049504950495,0.0148514851485149,0.00495049504950495,0.0594059405940594,0.00495049504950495,0.0495049504950495,0.0099009900990099,0,0.0891089108910891,0.0148514851485149,0.00495049504950495,0.00495049504950495,0,0.00495049504950495,0,0.0148514851485149,0.00495049504950495,0,0,0,0,0,0
276,1812,0.00961538461538462,0.0192307692307692,0.00961538461538462,0,0,0,0.221153846153846,0.00961538461538462,0,0,0,0.456730769230769,0.0144230769230769,0.0240384615384615,0.00961538461538462,0.0384615384615385,0.00961538461538462,0.0384615384615385,0.0240384615384615,0,0.0865384615384615,0,0,0.00480769230769231,0.00480769230769231,0.00480769230769231,0.00480769230769231,0,0,0,0.00480769230769231,0.00480769230769231,0,0,0
286,1951,0.0231481481481481,0.087962962962963,0.00925925925925926,0.00462962962962963,0,0,0.148148148148148,0.00462962962962963,0,0,0.00462962962962963,0.486111111111111,0.0231481481481481,0.00925925925925926,0,0.037037037037037,0,0.0324074074074074,0.037037037037037,0.00462962962962963,0.0648148148148148,0.00462962962962963,0.00462962962962963,0.00462962962962963,0,0,0,0.00462962962962963,0,0,0,0.00462962962962963,0,0,0
296,2090,0,0.0805687203791469,0.004739336492891,0.009478672985782,0,0,0.132701421800948,0.004739336492891,0,0,0,0.635071090047393,0.014218009478673,0.018957345971564,0.009478672985782,0.023696682464455,0,0.023696682464455,0.014218009478673,0,0.018957345971564,0.009478672985782,0,0,0,0,0,0,0,0,0,0,0,0,0
306,2228,0.00497512437810945,0.054726368159204,0.0099502487562189,0.00497512437810945,0,0,0.139303482587065,0.0149253731343284,0,0,0,0.562189054726368,0.0099502487562189,0.00497512437810945,0.0149253731343284,0.0597014925373134,0,0.0199004975124378,0.0298507462686567,0,0.0398009950248756,0.0099502487562189,0,0,0,0,0.00497512437810945,0,0,0.0149253731343284,0,0,0,0,0
316,2367,0.00495049504950495,0.0643564356435644,0,0.00495049504950495,0,0,0.094059405940594,0.0099009900990099,0.00495049504950495,0,0,0.653465346534653,0.00495049504950495,0.0148514851485149,0,0.0297029702970297,0,0.0198019801980198,0.0445544554455446,0,0.0198019801980198,0.0099009900990099,0.00495049504950495,0,0,0.0099009900990099,0.00495049504950495,0,0,0,0,0,0,0,0
326,2506,0,0.0269058295964126,0.0179372197309417,0.00896860986547085,0,0,0.094170403587444,0.00896860986547085,0.00896860986547085,0,0.00896860986547085,0.502242152466368,0.0358744394618834,0.0134529147982063,0.0224215246636771,0.0672645739910314,0.00448430493273543,0.0403587443946188,0.0493273542600897,0,0.0538116591928251,0.00896860986547085,0.00448430493273543,0,0.00448430493273543,0,0.00448430493273543,0.0134529147982063,0,0,0,0,0,0,0
336,2644,0.0099009900990099,0.0297029702970297,0,0.0148514851485149,0,0,0.0742574257425743,0.0099009900990099,0,0,0,0.628712871287129,0.0099009900990099,0.00495049504950495,0.00495049504950495,0.0643564356435644,0.0099009900990099,0.0247524752475248,0.0198019801980198,0.00495049504950495,0.0495049504950495,0.0297029702970297,0.00495049504950495,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0
346,2783,0,0.0640394088669951,0.00492610837438424,0.00492610837438424,0,0,0.103448275862069,0,0,0,0,0.527093596059113,0.0246305418719212,0.0197044334975369,0,0.0788177339901478,0,0.0738916256157636,0.0197044334975369,0.00492610837438424,0.0541871921182266,0,0,0.00985221674876847,0,0,0,0.00492610837438424,0,0,0.00492610837438424,0,0,0,0
