"sample.depths","sample.ages","upland.sum","Abies","Acer.undiff.","Arceuthobium","Artemisia","Betula","Castanea","Corylus","Cyperaceae","Fagus","Poaceae.undiff.","Larix","Asteraceae.subf..Cichorioideae","Nyssa","Ostrya.Carpinus","Oxyria.digyna","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Fabaceae","Alnus.viridis","Juniperus.Thuja","Juglans","Myrica","Amaranthaceae","Cerealia","Ranunculus","Acer.saccharum","Cornus.canadensis","Pinus.strobus","Fraxinus.nigra","Fraxinus.pennsylvanica","Picea.glauca","Picea.mariana","Carya","Caryophyllaceae","Polygonum.undiff.","Populus","Viburnum","Cornus.racemosa","Rosaceae.undiff.","Lamiaceae","Celtis","Thalictrum","Apiaceae","Vitis","Shepherdia","Brassicaceae","Morus","Ephedra","Galium","Polygonum.viviparum","Saxifraga.oppositifolia","Filipendula","Epilobium","Shepherdia.argentea","Rubus","Urticaceae"
1048,4928,1006,0,2,0,3,380,0,14,1,71,1,1,0,0,8,0,185,1,53,2,1,3,43,1,28,27,0,0,0,23,0,0,0,0,0,36,0,106,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,4959,1021,12,8,2,3,213,2,3,1,42,1,1,0,0,6,1,228,1,50,8,3,4,38,1,30,27,2,0,1,15,5,1,0,0,0,24,0,255,11,2,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,4991,1019,14,16,1,2,280,0,8,0,77,1,5,0,0,8,1,220,4,70,9,1,5,42,0,20,25,1,1,0,12,5,1,0,0,0,25,0,140,10,0,8,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,5022,1022,13,18,0,1,287,0,10,0,79,2,4,0,0,7,1,213,3,73,10,2,6,40,0,19,23,2,0,0,11,6,2,0,0,0,29,0,139,8,0,7,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,5053,1074,4,18,0,0,279,1,5,1,41,0,4,0,9,18,0,128,10,50,4,0,5,57,0,28,24,3,0,2,41,2,10,1,0,1,23,1,278,15,1,0,0,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1053,5084,1005,5,3,0,0,261,0,13,2,57,2,0,0,0,11,1,294,3,66,4,0,14,56,2,30,18,0,0,0,11,2,0,1,0,1,26,0,100,13,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,5115,1051,1,25,0,3,406,0,0,5,42,2,1,0,0,11,0,124,1,41,3,0,4,31,1,26,23,3,1,2,64,1,5,2,0,1,20,0,175,16,7,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,5147,1042,2,3,0,1,220,0,19,2,69,0,0,0,0,19,0,253,4,79,10,1,8,54,4,34,28,1,0,0,17,1,0,0,0,1,35,0,149,18,0,1,0,5,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1056,5178,1027,1,24,2,0,228,0,4,2,55,0,2,0,8,9,0,187,9,57,6,2,8,33,1,30,34,2,0,2,29,3,5,4,0,2,30,0,223,18,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,5209,1048,1,2,0,0,198,0,10,1,106,3,0,0,0,14,2,276,5,58,4,3,10,40,3,32,24,1,0,1,18,1,1,3,0,2,43,0,172,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,5240,1053,1,9,0,0,286,0,15,0,93,1,0,0,0,19,1,222,5,45,10,2,8,40,0,20,32,1,0,1,2,4,4,1,0,1,26,0,183,15,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,5272,1040,2,1,0,0,351,0,12,4,86,2,1,0,0,6,1,211,7,60,3,2,5,37,1,48,17,0,0,0,5,1,0,0,0,1,29,0,125,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,5303,1047,1,7,3,2,313,0,10,2,53,0,1,0,0,18,0,222,6,65,8,2,7,46,0,35,20,2,0,2,7,1,0,1,0,3,15,0,177,12,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,5334,1101,1,1,2,2,247,0,12,0,92,0,1,0,1,3,3,343,7,59,5,0,8,54,1,50,17,0,0,1,5,0,0,0,0,2,25,0,143,12,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,5365,1045,0,7,1,1,288,0,3,0,47,0,0,0,0,10,0,262,5,65,14,3,8,39,0,40,17,1,0,1,9,0,2,1,0,0,21,0,183,7,2,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,5396,1004,3,2,0,2,207,0,25,0,39,0,0,0,0,5,2,368,2,60,5,1,10,53,1,55,13,0,0,1,1,1,0,0,0,0,18,0,115,7,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,5428,1071,0,15,0,3,291,0,7,0,30,3,2,0,0,10,3,176,3,55,17,1,4,35,0,36,96,3,0,0,2,1,6,0,0,2,13,0,222,25,2,1,0,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,5459,1013,4,16,0,2,274,0,15,0,52,0,2,0,0,17,2,218,2,55,7,12,5,60,1,29,50,7,0,2,10,3,2,0,0,1,18,0,123,13,3,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,5490,1035,2,10,1,1,257,0,10,0,49,0,1,0,0,7,0,246,1,30,3,1,11,161,0,29,20,0,0,0,2,1,7,1,0,5,11,0,152,8,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,5529,999,2,9,1,1,265,0,9,4,28,4,0,0,0,5,0,236,5,38,7,3,4,166,1,37,23,0,0,0,12,2,1,3,0,1,12,0,87,28,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,5568,1014,8,17,1,3,223,0,5,1,30,1,2,0,1,13,0,241,3,31,4,0,5,146,1,39,30,1,0,0,10,0,9,0,0,0,20,0,157,7,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,5608,1026,1,2,0,4,240,0,11,4,30,0,0,0,0,5,1,238,5,39,5,3,3,214,1,28,14,0,1,0,2,0,0,1,0,0,21,0,133,11,2,1,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,5647,1048,0,14,3,3,232,0,8,1,38,0,0,0,0,11,0,218,8,53,4,2,7,199,2,37,16,0,0,2,19,4,1,1,0,1,15,1,130,10,3,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,5686,1008,0,3,0,0,166,0,10,0,22,1,0,0,0,3,0,286,7,28,4,1,4,275,3,27,15,0,0,0,2,0,0,0,0,0,14,0,117,16,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,5725,1041,2,17,0,3,195,0,7,3,34,0,0,0,0,12,0,151,7,36,6,3,8,207,1,40,31,2,0,2,8,2,19,1,0,0,14,0,184,30,2,2,0,7,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1073,5764,1006,1,2,0,1,201,0,11,1,20,0,0,0,0,4,2,294,6,41,2,3,10,231,3,24,10,0,0,0,9,0,0,0,0,2,17,0,99,6,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,5803,1044,0,5,0,0,190,0,7,0,21,0,2,0,0,2,0,281,5,43,3,2,3,243,0,21,11,2,0,0,3,2,5,2,0,0,15,0,166,6,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,5843,1001,2,1,0,1,263,0,10,0,28,0,0,0,0,0,1,290,4,62,4,1,4,205,2,32,14,0,0,1,0,2,0,1,0,3,8,0,49,9,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,5882,1014,2,26,0,3,307,0,13,1,17,0,4,0,4,8,0,186,8,52,14,0,11,146,1,32,13,0,0,21,11,2,24,1,0,2,9,5,66,11,6,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1077,5921,1045,1,3,0,4,329,0,7,2,21,0,0,0,0,6,0,188,12,60,1,1,11,210,2,25,19,0,1,0,18,1,0,2,0,0,18,0,72,20,0,1,0,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,5960,1069,0,9,0,1,265,0,12,1,32,2,1,0,0,17,0,271,10,41,8,3,8,100,0,32,19,3,0,1,10,2,1,0,0,1,26,0,165,24,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1079,5999,998,1,3,1,2,169,0,5,2,31,0,0,0,0,9,1,237,6,40,0,0,1,292,4,28,19,0,0,4,14,3,0,1,0,0,12,0,103,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,6038,1081,1,8,1,3,193,0,6,2,10,0,0,0,1,9,0,267,8,52,3,0,2,296,1,19,22,1,0,0,21,2,6,0,0,0,20,0,104,16,1,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,6078,1006,1,2,0,2,158,0,8,2,28,2,0,0,0,12,1,197,4,43,2,2,1,310,0,25,16,0,0,1,22,1,0,1,0,0,30,0,111,19,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,6117,1004,5,3,0,5,186,0,7,1,19,2,2,0,0,2,0,216,8,41,6,3,9,206,3,24,29,1,0,0,7,3,0,0,0,2,12,0,188,8,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,6156,1005,4,5,0,3,139,0,13,1,22,2,1,0,0,11,0,349,10,70,0,0,7,164,2,25,31,0,0,0,16,2,0,2,0,0,15,0,75,25,1,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,6195,1041,8,13,2,5,151,0,7,0,26,1,1,0,0,9,0,269,4,47,0,2,6,223,4,24,23,2,0,4,7,1,2,2,0,1,10,0,170,12,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,6234,1015,1,3,1,1,184,0,11,2,11,1,0,0,0,16,2,260,2,46,3,0,8,269,3,25,16,1,1,0,11,0,0,1,0,1,18,0,96,14,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,6273,1013,4,5,0,2,134,0,15,0,25,1,2,0,1,10,0,295,10,61,7,5,2,125,2,24,35,2,1,0,7,1,5,1,0,0,8,0,204,10,3,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,6313,1012,2,0,0,3,128,0,9,0,20,0,0,0,0,15,2,345,4,46,3,0,7,168,4,30,45,0,0,0,14,3,1,0,0,0,7,0,122,22,2,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,6391,1032,6,13,0,0,118,1,4,0,20,3,2,0,0,7,0,239,2,46,3,0,5,220,3,18,14,2,0,1,6,1,7,2,0,1,4,0,261,18,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,6430,992,3,7,1,5,123,0,8,2,27,1,0,0,0,3,1,393,5,43,9,1,6,93,1,34,33,1,1,4,12,0,0,0,0,1,10,0,144,8,4,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,6469,1153,1,2,0,2,156,0,9,0,27,1,0,0,0,9,1,415,2,36,0,1,4,179,0,40,31,0,1,1,2,1,0,1,0,0,24,0,186,14,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,6509,1082,27,15,1,1,141,0,2,3,8,1,1,0,0,12,0,251,9,17,3,2,4,120,5,35,44,0,0,5,18,0,18,1,0,0,11,0,305,3,7,2,0,2,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,6548,1024,1,2,0,1,105,0,12,2,15,2,1,0,0,13,0,369,3,28,2,2,5,171,0,25,31,0,0,2,10,2,0,1,0,1,12,0,187,14,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,6587,1086,9,5,0,1,121,0,6,1,18,2,2,0,0,11,1,208,7,18,1,5,1,110,2,26,78,1,0,0,8,0,2,0,0,8,13,0,408,3,1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,6626,1011,2,3,0,1,150,0,5,2,25,2,0,0,0,4,0,360,3,55,2,0,3,165,4,26,29,0,0,0,13,2,2,1,0,2,10,0,112,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,6665,1024,0,9,0,3,118,0,2,1,18,2,1,0,0,11,2,295,5,60,7,1,3,112,1,37,27,8,0,2,5,1,17,1,0,0,12,1,235,16,4,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,6704,1009,0,1,0,3,116,0,10,5,18,1,0,0,0,14,1,323,7,42,4,0,1,144,0,31,42,0,0,1,6,2,1,1,0,0,16,0,193,18,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1098,6744,1013,4,4,1,2,110,1,7,2,20,2,0,0,0,14,0,398,8,61,5,4,4,125,0,31,20,4,0,0,5,0,3,0,0,4,24,0,129,11,1,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
1099,6783,1063,1,3,0,3,109,1,16,1,29,1,1,0,0,15,2,336,7,66,5,1,3,145,2,46,17,0,0,0,10,3,0,1,0,1,32,0,156,30,1,5,0,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1100,6822,1014,3,13,0,1,117,0,14,0,20,2,2,0,1,6,0,330,3,47,4,2,10,110,0,32,24,0,0,1,21,2,11,3,0,1,20,0,191,13,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1101,6861,1011,4,1,0,4,126,0,12,6,22,3,0,0,0,11,1,448,2,52,8,2,3,58,1,31,34,0,0,0,21,1,0,3,0,0,18,0,114,17,1,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,6900,1029,2,0,0,0,102,1,2,0,16,0,2,0,1,13,0,360,4,44,3,1,1,87,0,23,41,4,0,1,9,2,2,1,0,1,9,0,295,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,6939,1002,0,0,0,2,80,0,15,1,32,1,0,0,0,9,2,513,2,64,5,6,2,44,1,26,25,0,0,3,0,0,1,3,0,0,8,0,139,12,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1104,6979,1024,5,5,0,6,126,0,19,0,27,1,2,0,0,13,1,369,4,50,13,1,3,51,2,35,31,5,0,2,0,3,7,1,0,2,11,2,200,12,2,4,0,4,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1105,7018,1012,0,0,0,4,73,0,9,1,28,0,2,0,0,8,2,466,3,44,4,0,3,101,6,10,11,0,0,1,4,3,0,1,0,0,10,0,205,8,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,7057,1047,0,3,1,2,71,1,3,0,20,0,0,0,0,18,0,470,5,39,6,2,5,62,1,30,14,1,0,0,4,1,0,2,0,1,16,0,254,11,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,7096,1027,0,4,1,0,72,0,8,3,18,0,0,0,1,14,0,501,2,58,11,2,6,122,2,22,7,0,0,4,3,0,2,1,0,1,14,0,137,5,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,7135,1039,10,7,0,1,103,0,7,3,20,1,3,0,4,16,0,261,4,67,5,2,3,94,5,23,13,0,0,5,29,0,3,0,0,3,9,0,310,16,3,2,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,7174,1009,2,1,0,2,103,0,21,0,18,0,0,0,0,6,4,405,3,94,8,3,5,69,3,33,13,0,0,0,1,0,1,1,0,1,8,1,194,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,7214,1030,7,3,0,5,93,0,4,1,24,0,1,0,0,8,0,362,3,45,11,1,1,83,0,33,7,2,0,0,1,3,0,2,0,1,7,0,303,9,1,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1111,7253,1012,4,1,0,1,86,0,14,4,13,1,1,0,0,6,0,497,2,67,2,2,5,30,4,23,14,0,0,0,3,0,0,0,0,2,5,0,201,18,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,7292,983,12,4,2,1,40,0,0,2,9,0,2,0,1,6,0,348,3,33,9,0,3,45,1,16,9,3,0,1,1,0,2,0,0,0,5,0,412,3,1,3,0,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,7331,1006,4,0,0,0,99,0,19,1,17,0,1,0,0,2,2,555,0,69,3,1,7,30,2,22,15,0,0,0,3,1,0,0,0,1,9,0,131,7,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,7370,1052,4,8,1,2,94,0,4,2,23,0,0,0,0,46,0,381,6,57,13,2,3,36,1,37,18,2,0,4,2,1,3,3,0,4,20,1,248,12,2,4,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1115,7409,1057,7,0,0,5,110,0,17,1,16,1,0,0,0,18,0,530,3,46,7,1,3,22,4,23,28,0,0,1,5,1,0,2,0,1,17,0,167,10,1,4,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,7449,1035,14,24,1,0,99,0,13,2,17,0,1,0,2,27,0,311,3,54,9,2,4,53,1,28,15,0,0,2,6,1,3,0,0,3,10,0,307,14,3,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,7488,1093,1,0,0,2,76,0,19,1,11,3,0,0,0,18,1,603,6,102,2,0,1,15,3,25,18,0,0,1,0,1,0,0,0,0,11,0,146,19,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,7527,1005,3,4,1,2,91,0,7,0,18,0,0,0,0,23,0,441,9,71,12,1,6,6,1,28,7,0,0,0,4,0,6,0,0,3,17,0,229,8,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1119,7568,997,3,3,1,1,75,0,23,4,12,1,0,0,0,15,0,479,6,81,6,0,2,15,2,27,5,0,0,1,10,0,1,1,0,0,16,0,183,15,3,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1120,7609,1017,10,17,0,1,56,0,5,0,10,4,3,0,0,30,0,295,4,85,9,2,3,8,4,17,17,6,0,0,5,3,8,0,0,2,10,0,386,12,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,7650,1029,3,1,0,0,78,0,19,0,14,2,0,0,0,36,0,536,2,88,8,1,0,11,1,26,10,0,0,2,2,1,1,1,0,0,14,0,137,27,1,1,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,7691,998,3,3,0,1,76,0,14,3,12,1,2,0,0,36,0,303,3,82,7,6,0,11,1,31,8,0,0,2,3,3,2,3,0,4,13,0,338,17,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1123,7731,1054,5,3,0,1,74,0,13,4,9,2,3,0,0,30,0,350,7,80,9,5,0,12,2,26,8,0,0,3,2,4,2,2,0,3,15,0,350,19,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,7772,1050,10,13,0,2,76,0,2,1,8,0,2,0,0,26,0,349,18,66,18,7,1,7,6,21,9,0,1,3,2,0,20,0,0,0,7,2,356,5,4,1,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,7813,996,5,1,0,4,70,0,17,2,11,2,3,0,0,36,4,501,8,72,2,1,0,11,0,32,5,0,0,1,0,0,1,0,0,1,14,0,163,18,1,2,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,7854,1061,5,6,1,0,102,0,12,3,18,0,1,0,0,43,1,513,10,63,9,0,0,16,1,31,12,2,0,1,5,1,0,0,0,0,7,0,177,12,1,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,7895,1001,3,1,0,2,91,0,15,1,8,2,2,0,0,15,0,560,3,55,5,0,1,19,1,31,7,0,0,2,2,2,1,1,0,0,10,0,143,14,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,7936,1113,3,20,0,2,90,0,5,6,13,0,0,0,0,37,2,498,3,98,5,0,2,13,2,17,3,2,0,1,1,0,8,4,0,1,5,0,249,13,0,4,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,7977,1005,6,1,0,0,110,0,19,1,13,2,0,0,1,22,1,519,5,76,9,1,2,15,2,33,8,0,0,3,1,0,1,2,0,0,4,0,129,11,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1130,8018,1058,1,4,0,2,118,0,15,3,14,0,3,0,0,31,0,530,6,78,17,0,1,19,0,22,6,4,0,0,3,1,1,1,0,0,8,0,150,8,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1131,8059,1023,3,1,0,0,69,0,14,0,9,0,0,0,0,5,0,742,0,42,2,0,1,27,0,15,4,0,0,1,0,2,0,0,0,0,6,0,76,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,8099,997,14,4,1,0,80,0,11,0,5,0,3,0,0,15,0,540,3,37,8,1,2,17,0,33,5,0,0,2,5,1,15,1,0,3,5,0,178,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,8140,1046,5,0,0,2,98,0,12,3,17,2,2,0,0,17,1,526,5,70,1,2,0,18,2,44,2,0,0,3,3,0,2,2,0,1,8,0,174,12,0,2,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1134,8181,1032,6,5,1,3,101,0,12,1,12,0,4,0,0,17,0,505,6,65,3,0,2,17,1,42,7,3,0,0,2,2,4,0,0,2,7,0,177,20,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,8222,1008,4,1,0,1,79,0,6,2,8,2,5,0,0,5,0,582,3,53,6,0,1,4,4,31,11,0,0,0,4,0,0,3,0,0,7,0,180,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,8263,1006,8,9,0,1,74,0,6,3,6,1,8,0,0,24,0,498,2,44,5,0,0,6,0,25,10,3,0,4,0,2,4,2,0,1,2,0,234,11,2,3,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1137,8304,999,3,2,0,4,104,0,16,4,6,6,2,0,0,18,1,609,3,49,1,3,1,10,3,15,6,0,0,6,3,0,0,2,0,0,1,0,100,12,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,8345,1015,6,0,1,3,103,0,5,1,7,0,3,0,0,8,0,606,4,16,4,2,0,5,3,19,6,3,0,2,2,2,1,1,0,0,1,0,186,5,0,4,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,8386,1010,5,1,0,2,76,0,6,0,7,1,1,0,0,3,0,656,2,41,4,3,0,5,2,19,6,0,0,0,2,0,0,1,0,1,4,0,146,2,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,8427,1031,11,2,0,1,121,1,10,4,3,1,6,0,2,4,0,570,4,34,5,2,0,7,4,27,7,0,0,3,3,0,2,4,0,0,3,0,166,10,4,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,8508,1002,0,0,0,0,117,0,5,3,7,0,5,0,0,6,0,539,10,34,3,1,0,11,1,23,11,0,0,1,3,0,0,1,0,0,5,0,199,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,8590,1032,4,0,0,1,148,0,10,0,6,2,3,0,0,3,0,580,2,44,5,1,0,8,0,25,7,0,0,3,1,2,0,1,0,0,5,0,140,16,0,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,8672,987,2,0,1,7,125,0,11,5,9,7,1,0,0,11,1,497,4,52,4,0,0,5,8,29,12,0,1,4,8,1,3,0,0,0,10,0,144,13,0,6,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1148,8754,1011,5,1,0,3,123,0,12,2,7,1,4,0,0,9,0,619,3,69,2,0,1,4,5,21,2,0,0,4,1,1,0,0,0,0,5,0,86,9,1,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,8835,1001,5,0,0,2,151,0,17,4,8,3,4,0,0,7,0,498,4,62,5,2,0,15,2,23,6,0,0,4,13,0,1,2,0,1,4,0,125,17,1,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
