"depth","best.age","min.age","max.age"
1,-22,-23,-20
2,-21,-22,-20
5,-17,-18,-16
7.5,-14,-14,-13
10,-11,-13,-9
15,-1,-3,-1
20,10,8,12
20.5,11,9,13
25,24,23,24
27,30,29,31
29.5,37,35,40
30,38,36,41
35,53,51,55
40,67,67,68
45,82,81,83
50,96,95,97
55,111,110,112
60,125,124,125
65,140,139,140
70,154,154,155
75,169,168,170
80,183,182,184
85,198,197,199
90,212,211,213
100,241,239,243
103,249,248,252
105,258,254,264
110,279,263,298
120,321,282,369
130,362,300,438
140,404,317,507
150,445,336,578
160,487,354,647
170,528,373,718
180,570,390,787
185,591,400,823
190,612,408,856
192,620,412,871
195,632,417,891
200,653,427,927
210,695,444,996
220,736,463,1067
230,778,481,1136
