"depth","best.age","min.age","max.age"
0,-30,-48,-10
5,101,63,135
10,232,132,289
20,495,291,604
40,734,523,851
60,932,750,1045
80,1131,969,1244
100,1329,1200,1443
120,1527,1402,1642
140,1725,1600,1842
160,1924,1797,2045
180,2122,1991,2252
200,2320,2181,2459
220,2518,2369,2668
240,2717,2556,2879
260,2915,2740,3088
260,2915,2740,3088
280,3113,2924,3299
300,3312,3106,3509
310,3411,3196,3614
310,3411,3196,3614
320,3583,3390,3771
340,3991,3832,4148
360,4398,4223,4577
380,4806,4570,5045
400,5111,4899,5322
422,5445,5255,5637
430,5567,5382,5753
440,5719,5537,5900
460,6023,5840,6206
480,6328,6130,6520
500,6632,6404,6836
521,6952,6688,7177
540,7241,6947,7494
550,7397,7099,7651
560,7556,7272,7801
580,7876,7614,8104
590,8035,7786,8258
600,8195,7956,8412
621,8530,8307,8738
640,8833,8620,9038
660,9153,8942,9358
680,9472,9256,9684
700,9791,9564,10016
721,10126,9882,10369
740,10430,10167,10693
760,10749,10462,11036
780,11068,10756,11382
790,11168,10862,11473
800,11268,10939,11594
810,11369,10991,11736
820,11469,11032,11896
830,11569,11065,12069
840,11669,11090,12250
850,11769,11110,12436
855,11819,11118,12531
860,11869,11127,12628
864,11912,11172,12669
866,11935,11214,12672
869,11969,11278,12678
872,12004,11341,12684
875,12038,11403,12691
879,12084,11483,12700
881,12107,11523,12706
910,12438,12046,12852
913,12473,12092,12876
915,12495,12122,12893
920,12553,12193,12942
925,12610,12257,12997
931,12678,12322,13067
935,12724,12358,13123
941,NA,NA,NA
942,NA,NA,NA
950,NA,NA,NA
953,NA,NA,NA
