"depth","best.age","min.age","max.age"
780,113,5,223
788,245,145,347
796,378,286,473
804,512,426,601
812,647,566,730
820,783,706,862
828,921,847,996
836,1060,989,1134
844,1201,1129,1273
852,1342,1270,1414
860,1485,1413,1559
868,1629,1555,1704
876,1774,1698,1851
884,1921,1842,2000
892,2069,1987,2151
900,2218,2133,2302
908,2369,2281,2456
916,2520,2430,2610
924,2673,2580,2766
932,2828,2732,2923
940,2983,2885,3081
956,3298,3195,3399
964,3457,3353,3560
972,3618,3513,3723
980,3780,3673,3885
988,3943,3835,4048
996,4107,4000,4214
1004,4273,4164,4379
1012,4440,4332,4547
1020,4608,4501,4715
1028,4778,4670,4884
1036,4948,4842,5054
1059,5446,5342,5548
1068,5644,5541,5745
1076,5821,5720,5921
1080,5910,5810,6009
1084,5999,5900,6098
1088,6089,5990,6186
1092,6179,6081,6276
1094,6224,6126,6320
1096,6269,6172,6365
1098,6314,6218,6410
1100,6360,6264,6455
1104,6451,6356,6546
1108,6542,6448,6637
1112,6633,6540,6727
1116,6725,6632,6818
1120,6817,6726,6911
1122,6864,6772,6957
1124,6910,6818,7002
1126,6956,6865,7049
1128,7003,6911,7095
1130,7049,6958,7142
1132,7096,7005,7189
1136,7189,7098,7282
1140,7283,7191,7375
1144,7377,7285,7469
1148,7472,7380,7565
1152,7566,7474,7660
1156,7661,7568,7755
1160,7757,7663,7852
1164,7852,7757,7948
1168,7948,7851,8045
1172,8044,7946,8143
1176,8141,8042,8242
1180,8238,8138,8342
1182,8287,8185,8391
1184,8335,8232,8441
1188,8433,8329,8542
1192,8531,8424,8643
1196,8629,8520,8744
1200,8727,8617,8847
1204,8826,8712,8948
1208,8925,8809,9052
1216,9125,9001,9259
1220,9225,9098,9364
1228,9426,9292,9575
1232,9527,9388,9681
1236,9628,9486,9788
1244,9832,9681,10004
1260,10243,10071,10439
1276,10659,10464,10882
1292,11080,10861,11334
