"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Alnus.incana","Betula","Carya","Castanea","Cephalanthus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Liquidambar","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Iva.annua.type","Plantago","Poaceae","Polygonaceae.undiff.","Rosaceae","Rumex","Thalictrum"
1,-36,0,0.0343580470162749,0.0144665461121157,0.00180831826401447,0.155515370705244,0.0054249547920434,0.00361663652802893,0,0.0054249547920434,0,0.00361663652802893,0.0470162748643761,0,0,0,0,0.00180831826401447,0.00180831826401447,0,0,0.00723327305605787,0,0.00180831826401447,0,0.00904159132007233,0.0741410488245931,0.027124773960217,0,0.00180831826401447,0.520795660036166,0,0,0.00904159132007233,0.00904159132007233,0.00180831826401447,0.0216998191681736,0,0.00361663652802893,0,0.00180831826401447,0,0,0,0.0235081374321881,0,0.00180831826401447,0.0108499095840868,0
3,-23,0,0.0430292598967298,0.0103270223752151,0.00172117039586919,0.154905335628227,0.00344234079173838,0.00516351118760757,0,0.00344234079173838,0.00172117039586919,0,0.0292598967297762,0,0,0,0,0.00344234079173838,0,0.00172117039586919,0,0.0103270223752151,0.00172117039586919,0.00688468158347676,0.00688468158347676,0.00516351118760757,0.0946643717728055,0.0275387263339071,0.00172117039586919,0.00172117039586919,0.478485370051635,0,0,0.00860585197934595,0.0137693631669535,0.00172117039586919,0.0137693631669535,0.00172117039586919,0.00688468158347676,0,0.00172117039586919,0,0,0.00172117039586919,0.0327022375215146,0,0.00344234079173838,0.0189328743545611,0.00172117039586919
5,-9,0,0.0196078431372549,0.00816993464052288,0.0130718954248366,0.163398692810458,0.0130718954248366,0.0163398692810458,0,0,0.00490196078431373,0,0.0375816993464052,0,0,0,0,0.00326797385620915,0.00163398692810458,0,0,0.00980392156862745,0,0.00163398692810458,0.0065359477124183,0.0147058823529412,0.0604575163398693,0.042483660130719,0.00326797385620915,0.00163398692810458,0.400326797385621,0.0065359477124183,0,0.0294117647058824,0.00816993464052288,0.00163398692810458,0.0441176470588235,0.00163398692810458,0.00163398692810458,0,0,0,0,0.00163398692810458,0.053921568627451,0.00163398692810458,0.00326797385620915,0.0245098039215686,0
7,4,0.00154083204930663,0.0107858243451464,0.0107858243451464,0.0138674884437596,0.200308166409861,0.0138674884437596,0.0154083204930663,0,0,0.00308166409861325,0.00308166409861325,0.0400616332819723,0,0,0,0,0.00154083204930663,0.00308166409861325,0,0,0.012326656394453,0,0.00770416024653313,0.00770416024653313,0.00770416024653313,0.0508474576271186,0.0939907550077042,0.00462249614791988,0,0.308166409861325,0.00154083204930663,0,0.0400616332819723,0.0107858243451464,0.00154083204930663,0.0554699537750385,0.00154083204930663,0.00462249614791988,0,0,0.00308166409861325,0,0.00308166409861325,0.0539291217257319,0,0,0.0138674884437596,0
9,17,0,0.012987012987013,0.0113636363636364,0.0113636363636364,0.189935064935065,0.0178571428571429,0.0162337662337662,0,0,0.00324675324675325,0.00162337662337662,0.0487012987012987,0,0,0,0,0.00487012987012987,0.0064935064935065,0,0,0.0227272727272727,0,0.00324675324675325,0.0064935064935065,0.00324675324675325,0.0551948051948052,0.0811688311688312,0.00324675324675325,0,0.308441558441558,0.00162337662337662,0,0.0422077922077922,0.0194805194805195,0,0.0275974025974026,0.00324675324675325,0.00324675324675325,0,0.00324675324675325,0,0,0,0.0551948051948052,0,0.00487012987012987,0.0308441558441558,0
11,30,0.00159235668789809,0.00796178343949045,0.0222929936305732,0.00159235668789809,0.160828025477707,0.0127388535031847,0.0382165605095541,0,0,0.00318471337579618,0,0.0509554140127389,0,0,0,0,0.00477707006369427,0,0,0,0.0222929936305732,0,0.00477707006369427,0.0127388535031847,0.0143312101910828,0.0382165605095541,0.106687898089172,0,0,0.294585987261146,0.00159235668789809,0.00159235668789809,0.0334394904458599,0.00955414012738853,0,0.036624203821656,0.00159235668789809,0.00318471337579618,0,0.00477707006369427,0,0,0,0.0636942675159236,0,0,0.0461783439490446,0
13,44,0,0.0167682926829268,0.00457317073170732,0.0182926829268293,0.13719512195122,0.0076219512195122,0.0259146341463415,0,0.00152439024390244,0.00304878048780488,0.00457317073170732,0.0396341463414634,0,0,0,0,0.00457317073170732,0,0,0,0.0259146341463415,0,0.00457317073170732,0.013719512195122,0.00914634146341463,0.0396341463414634,0.140243902439024,0.00457317073170732,0,0.304878048780488,0,0,0.0426829268292683,0.00914634146341463,0.00304878048780488,0.0442073170731707,0,0,0,0.00152439024390244,0.00304878048780488,0,0,0.0655487804878049,0,0.00152439024390244,0.0228658536585366,0
15,57,0,0.00831946755407654,0.0166389351081531,0.00332778702163062,0.133111480865225,0.0166389351081531,0.0482529118136439,0,0,0.00332778702163062,0,0.0765391014975042,0,0,0,0,0.00831946755407654,0,0,0,0.0183028286189684,0,0.00831946755407654,0.00831946755407654,0.0399334442595674,0.0582362728785358,0.129783693843594,0,0,0.242928452579035,0,0.00166389351081531,0.043261231281198,0.00499168053244592,0,0.0299500831946755,0.00166389351081531,0,0,0,0.00998336106489185,0,0,0.0582362728785358,0,0,0.0299500831946755,0
17,70,0.00163934426229508,0.0180327868852459,0.0098360655737705,0.00491803278688525,0.140983606557377,0.0098360655737705,0.0491803278688525,0,0,0.00491803278688525,0.00491803278688525,0.0704918032786885,0,0,0,0,0.00327868852459016,0.00327868852459016,0,0,0.0131147540983607,0,0.00819672131147541,0.0098360655737705,0.0131147540983607,0.0622950819672131,0.127868852459016,0,0,0.249180327868852,0.00163934426229508,0.00163934426229508,0.0442622950819672,0.00491803278688525,0,0.0426229508196721,0.00327868852459016,0.00327868852459016,0,0,0.00491803278688525,0,0,0.039344262295082,0,0,0.0491803278688525,0
19,83,0.00149925037481259,0.00899550224887556,0.0119940029985007,0.00749625187406297,0.164917541229385,0.0134932533733133,0.0254872563718141,0,0.00149925037481259,0.00599700149925037,0.00749625187406297,0.0509745127436282,0.00449775112443778,0,0,0.00749625187406297,0.00299850074962519,0.00299850074962519,0,0,0.0134932533733133,0,0.00749625187406297,0.00899550224887556,0.0164917541229385,0.0659670164917541,0.0779610194902549,0.00299850074962519,0,0.254872563718141,0.00149925037481259,0,0.0389805097451274,0.0119940029985007,0,0.0419790104947526,0.00299850074962519,0.00299850074962519,0.00149925037481259,0,0.00299850074962519,0.00149925037481259,0.00149925037481259,0.0614692653673163,0,0,0.0614692653673163,0.00299850074962519
