"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Alnus.incana","Betula","Carya","Castanea","Cephalanthus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Liquidambar","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Salix","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Iva.annua.type","Plantago","Poaceae","Polygonaceae.undiff.","Rosaceae","Rumex","Thalictrum"
21,96,0,0.00914634146341463,0.0167682926829268,0.00304878048780488,0.140243902439024,0.0121951219512195,0.0442073170731707,0,0.00152439024390244,0.00304878048780488,0.00152439024390244,0.0533536585365854,0,0,0,0,0.0106707317073171,0,0,0,0.0182926829268293,0,0.00457317073170732,0.0121951219512195,0.013719512195122,0.0426829268292683,0.126524390243902,0.00304878048780488,0,0.272865853658537,0,0,0.0533536585365854,0.0076219512195122,0,0.0426829268292683,0.00304878048780488,0,0,0.00304878048780488,0,0,0,0.0579268292682927,0,0,0.0426829268292683,0
23,109,0,0.0043731778425656,0.021865889212828,0.0160349854227405,0.116618075801749,0.0116618075801749,0.0670553935860058,0,0.00145772594752187,0.00728862973760933,0.00291545189504373,0.0349854227405248,0.00291545189504373,0,0.00291545189504373,0,0.00728862973760933,0,0,0,0.0247813411078717,0,0.0087463556851312,0.0160349854227405,0.0174927113702624,0.0466472303206997,0.139941690962099,0.00291545189504373,0,0.205539358600583,0,0.00291545189504373,0.0553935860058309,0.021865889212828,0,0.0451895043731778,0.00291545189504373,0.00291545189504373,0,0.0043731778425656,0.0043731778425656,0,0,0.053935860058309,0,0,0.0466472303206997,0
25,122,0,0,0.00906344410876133,0.00755287009063444,0.114803625377644,0.0120845921450151,0.0302114803625378,0,0,0.00453172205438067,0.00755287009063444,0.0256797583081571,0,0,0,0,0.00755287009063444,0.00302114803625378,0,0,0.013595166163142,0,0,0.00906344410876133,0.0181268882175227,0.0513595166163142,0.129909365558912,0,0,0.29607250755287,0,0.00151057401812689,0.0317220543806647,0.013595166163142,0,0.0604229607250755,0.00302114803625378,0,0,0,0.00302114803625378,0.00151057401812689,0,0.0709969788519638,0,0,0.0740181268882175,0
27,136,0,0.00735294117647059,0.0088235294117647,0.0088235294117647,0.155882352941176,0.0220588235294118,0.0352941176470588,0,0.00147058823529412,0.00441176470588235,0,0.0676470588235294,0.00735294117647059,0.00294117647058824,0,0,0,0.00147058823529412,0.00147058823529412,0,0.0117647058823529,0,0.00441176470588235,0.00441176470588235,0.0294117647058824,0.0411764705882353,0.102941176470588,0,0.00294117647058824,0.213235294117647,0,0,0.063235294117647,0.0088235294117647,0,0.0558823529411765,0,0,0,0,0.00294117647058824,0.00147058823529412,0,0.0735294117647059,0,0,0.0588235294117647,0
29,149,0,0.0029806259314456,0.00745156482861401,0.0029806259314456,0.137108792846498,0.00894187779433681,0.0208643815201192,0,0,0.0029806259314456,0.00894187779433681,0.052160953800298,0,0,0,0,0.00447093889716841,0.0014903129657228,0,0,0.00745156482861401,0,0.0029806259314456,0.00745156482861401,0.0268256333830104,0.0640834575260805,0.116244411326379,0.0029806259314456,0,0.289120715350224,0,0,0.0432190760059613,0.00447093889716841,0,0.0312965722801788,0,0.0029806259314456,0,0.0029806259314456,0.00447093889716841,0,0,0.0774962742175857,0,0,0.0655737704918033,0
31,162,0.00157232704402516,0.00786163522012579,0.0157232704402516,0.0172955974842767,0.122641509433962,0.0188679245283019,0.050314465408805,0,0.00314465408805031,0,0.00786163522012579,0.0330188679245283,0,0,0,0,0.00786163522012579,0.00314465408805031,0,0,0.0110062893081761,0,0.00157232704402516,0.0125786163522013,0.0172955974842767,0.0959119496855346,0.113207547169811,0.00157232704402516,0.00157232704402516,0.25,0.00157232704402516,0,0.0424528301886792,0.00157232704402516,0,0.0235849056603774,0.00157232704402516,0.00786163522012579,0,0,0.00314465408805031,0,0.00157232704402516,0.0738993710691824,0,0,0.0487421383647799,0
33,175,0,0.00152439024390244,0.00457317073170732,0.00609756097560976,0.125,0.00609756097560976,0.0365853658536585,0,0.00304878048780488,0,0.00457317073170732,0.0442073170731707,0,0,0,0,0.00609756097560976,0.00152439024390244,0,0,0.0167682926829268,0,0.00609756097560976,0.0121951219512195,0.0198170731707317,0.0503048780487805,0.086890243902439,0.00152439024390244,0.00152439024390244,0.3125,0.00152439024390244,0,0.0411585365853659,0.0121951219512195,0.00304878048780488,0.0274390243902439,0.00609756097560976,0.00152439024390244,0,0,0.00304878048780488,0.00152439024390244,0,0.0884146341463415,0,0.00152439024390244,0.0640243902439024,0.00152439024390244
35,188,0,0.00479233226837061,0.0175718849840256,0.00798722044728434,0.115015974440895,0.00958466453674121,0.0319488817891374,0,0,0.00479233226837061,0.00159744408945687,0.0383386581469649,0,0,0,0,0.00638977635782748,0.00319488817891374,0,0,0.0175718849840256,0,0.00479233226837061,0.0143769968051118,0.0319488817891374,0.0638977635782748,0.0990415335463259,0.00159744408945687,0,0.306709265175719,0.00159744408945687,0,0.060702875399361,0.00479233226837061,0,0.023961661341853,0.00159744408945687,0.00319488817891374,0,0.00159744408945687,0.00319488817891374,0,0,0.0670926517571885,0,0,0.0511182108626198,0
37,201,0.00178571428571429,0.00357142857142857,0.00892857142857143,0.00535714285714286,0.101785714285714,0.00178571428571429,0.0196428571428571,0,0.00178571428571429,0,0.00357142857142857,0.0535714285714286,0,0,0,0,0.00714285714285714,0,0,0.00357142857142857,0.00357142857142857,0,0.00535714285714286,0.0160714285714286,0.0339285714285714,0.0857142857142857,0.125,0,0.00357142857142857,0.351785714285714,0,0.00178571428571429,0.0589285714285714,0.0178571428571429,0,0.0178571428571429,0.00178571428571429,0,0,0.00178571428571429,0,0,0,0.0375,0,0,0.025,0
39,228,0,0.00175131348511384,0.010507880910683,0.010507880910683,0.140105078809107,0.00175131348511384,0.0280210157618214,0,0,0.00175131348511384,0.00175131348511384,0.042031523642732,0,0,0,0,0.00700525394045534,0.00175131348511384,0,0,0.0245183887915937,0,0.00875656742556918,0.0175131348511384,0.0245183887915937,0.073555166374781,0.106830122591944,0.00175131348511384,0,0.353765323992995,0,0,0.0858143607705779,0.00700525394045534,0,0.010507880910683,0.00175131348511384,0.00175131348511384,0,0.00175131348511384,0.00350262697022767,0,0,0.0157618213660245,0,0.00175131348511384,0.010507880910683,0.00175131348511384
41,268,0,0.00924214417744917,0.011090573012939,0.011090573012939,0.127541589648799,0.00924214417744917,0.0314232902033272,0,0.00369685767097967,0.0055452865064695,0.00369685767097967,0.0591497227356747,0,0,0,0,0.00924214417744917,0.0055452865064695,0,0,0.0277264325323475,0,0.00184842883548983,0.00739371534195933,0.0388170055452865,0.0924214417744917,0.11090573012939,0,0,0.312384473197782,0.00184842883548983,0.00184842883548983,0.0831792975970425,0.00369685767097967,0.00184842883548983,0.00924214417744917,0.00184842883548983,0.00184842883548983,0,0,0.00184842883548983,0,0,0.00924214417744917,0,0,0.0055452865064695,0
43,308,0,0.00181488203266788,0.00181488203266788,0.00907441016333938,0.174228675136116,0.0127041742286751,0.029038112522686,0,0,0,0.014519056261343,0.0598911070780399,0,0,0,0,0,0.00181488203266788,0,0,0.0163339382940109,0,0.00907441016333938,0.0181488203266788,0.0163339382940109,0.0399274047186933,0.196007259528131,0.00181488203266788,0,0.283121597096189,0,0,0.0852994555353902,0.0127041742286751,0,0.00362976406533575,0.00181488203266788,0,0,0,0,0,0,0.0072595281306715,0,0.00181488203266788,0.00181488203266788,0
45,348,0,0.00437956204379562,0.0175182481751825,0.00875912408759124,0.148905109489051,0.0175182481751825,0.0452554744525547,0,0,0.00291970802919708,0.00437956204379562,0.0218978102189781,0,0,0,0,0.00291970802919708,0,0,0,0.0072992700729927,0,0.0072992700729927,0.0160583941605839,0.0204379562043796,0.0248175182481752,0.121167883211679,0.00291970802919708,0,0.256934306569343,0.00145985401459854,0,0.0423357664233577,0.0160583941605839,0.00291970802919708,0.0686131386861314,0.00291970802919708,0.00145985401459854,0,0.00291970802919708,0,0,0,0.0788321167883212,0.00437956204379562,0,0.0467153284671533,0
47,387,0,0.00915750915750916,0.0146520146520147,0.00366300366300366,0.117216117216117,0.010989010989011,0.0146520146520147,0,0,0,0.00366300366300366,0.0384615384615385,0,0,0,0,0.00549450549450549,0.00183150183150183,0,0,0.0274725274725275,0,0.00732600732600733,0.010989010989011,0.00549450549450549,0.0366300366300366,0.208791208791209,0,0.00183150183150183,0.335164835164835,0,0.00183150183150183,0.0805860805860806,0.0274725274725275,0.00183150183150183,0.00366300366300366,0.00366300366300366,0.00366300366300366,0,0,0.00366300366300366,0,0,0.010989010989011,0,0,0.00549450549450549,0.00366300366300366
49,427,0,0.00515463917525773,0.0171821305841924,0.0171821305841924,0.106529209621993,0.0120274914089347,0.0189003436426117,0,0,0,0.00515463917525773,0.0515463917525773,0,0,0,0,0.00859106529209622,0,0,0,0.0446735395189003,0,0.00515463917525773,0.00515463917525773,0.013745704467354,0.0515463917525773,0.163230240549828,0.00343642611683849,0.00343642611683849,0.355670103092784,0.00171821305841924,0,0.0756013745704467,0.00515463917525773,0,0.0103092783505155,0.00171821305841924,0,0,0,0.00515463917525773,0,0,0.00859106529209622,0,0.00343642611683849,0,0
51,467,0.00177619893428064,0.0088809946714032,0.0106571936056838,0.00355239786856128,0.117229129662522,0.019538188277087,0.019538188277087,0,0.00177619893428064,0.00532859680284192,0.00355239786856128,0.0710479573712256,0,0,0,0,0.0159857904085258,0.00177619893428064,0,0,0.0177619893428064,0,0.0088809946714032,0.0088809946714032,0.0568383658969805,0.0603907637655417,0.106571936056838,0.00355239786856128,0,0.317939609236234,0.00355239786856128,0,0.0976909413854352,0.0106571936056838,0,0.00355239786856128,0,0.00177619893428064,0,0,0.00355239786856128,0,0,0.0106571936056838,0.00177619893428064,0,0.00355239786856128,0.00177619893428064
53,507,0.00177619893428064,0.00532859680284192,0.0142095914742451,0.019538188277087,0.136767317939609,0.0106571936056838,0.0230905861456483,0,0.00177619893428064,0.00532859680284192,0,0.0532859680284192,0,0,0,0,0.0159857904085258,0,0,0,0.0177619893428064,0,0.00355239786856128,0.0284191829484902,0.0177619893428064,0.0390763765541741,0.13854351687389,0.00355239786856128,0.00177619893428064,0.301953818827709,0.00177619893428064,0.00177619893428064,0.103019538188277,0.0088809946714032,0.00532859680284192,0,0,0,0,0,0.00355239786856128,0,0,0.0230905861456483,0,0,0.0106571936056838,0.00177619893428064
55,547,0,0.00899280575539568,0.0215827338129496,0.00539568345323741,0.151079136690647,0.0161870503597122,0.0161870503597122,0,0.00179856115107914,0,0.00359712230215827,0.0899280575539568,0,0,0,0,0.00539568345323741,0,0,0,0.0323741007194245,0,0.00359712230215827,0.0197841726618705,0.026978417266187,0.0611510791366906,0.10431654676259,0.00539568345323741,0,0.302158273381295,0.00179856115107914,0.00179856115107914,0.0845323741007194,0.0197841726618705,0,0,0.00359712230215827,0.00359712230215827,0,0,0.00359712230215827,0,0,0.00539568345323741,0,0,0,0
57,587,0,0.00919117647058824,0.0257352941176471,0,0.147058823529412,0.0165441176470588,0.0220588235294118,0,0,0.00367647058823529,0.0110294117647059,0.0588235294117647,0,0,0,0,0.00551470588235294,0,0,0,0.0165441176470588,0,0.00551470588235294,0.0147058823529412,0.0275735294117647,0.0533088235294118,0.152573529411765,0.00367647058823529,0.00367647058823529,0.314338235294118,0.00367647058823529,0,0.0680147058823529,0.00735294117647059,0,0.00367647058823529,0.00183823529411765,0.00551470588235294,0,0.00183823529411765,0.00367647058823529,0,0,0.00551470588235294,0,0.00183823529411765,0.00367647058823529,0.00183823529411765
59,627,0.00183823529411765,0.00551470588235294,0.0202205882352941,0.00367647058823529,0.099264705882353,0.0202205882352941,0.03125,0,0,0.00551470588235294,0.00919117647058824,0.0735294117647059,0,0,0,0,0.0128676470588235,0,0,0,0.0110294117647059,0,0,0.0110294117647059,0.0202205882352941,0.03125,0.126838235294118,0.00367647058823529,0.00183823529411765,0.380514705882353,0.00183823529411765,0,0.104779411764706,0.00367647058823529,0.00367647058823529,0.00367647058823529,0.00367647058823529,0,0,0,0,0,0,0.00919117647058824,0,0,0,0
61,667,0,0.00974025974025974,0.00811688311688312,0.00811688311688312,0.113636363636364,0.0146103896103896,0.0227272727272727,0,0.00162337662337662,0.00324675324675325,0.00974025974025974,0.0811688311688312,0.00811688311688312,0.00324675324675325,0,0.00324675324675325,0.0146103896103896,0,0,0,0.0178571428571429,0,0.00487012987012987,0.00487012987012987,0.0227272727272727,0.0616883116883117,0.12987012987013,0.00324675324675325,0.00162337662337662,0.303571428571429,0,0,0.118506493506494,0.00811688311688312,0,0.00487012987012987,0,0.00324675324675325,0,0,0,0,0,0.00811688311688312,0,0,0.00487012987012987,0
63,706,0,0.00528169014084507,0.00880281690140845,0.00176056338028169,0.15669014084507,0.0158450704225352,0.00880281690140845,0.00352112676056338,0,0,0.00528169014084507,0.0721830985915493,0.0193661971830986,0.00528169014084507,0.00352112676056338,0,0.00528169014084507,0,0,0,0.0105633802816901,0,0.00528169014084507,0.0211267605633803,0.0211267605633803,0.0316901408450704,0.177816901408451,0.00528169014084507,0.00352112676056338,0.294014084507042,0.00176056338028169,0,0.0809859154929577,0.0140845070422535,0,0.00352112676056338,0,0.00352112676056338,0,0,0.00352112676056338,0,0,0.00880281690140845,0,0,0,0.00176056338028169
65,746,0.0017921146953405,0.010752688172043,0.0089605734767025,0.0089605734767025,0.111111111111111,0.0197132616487455,0.0089605734767025,0.0017921146953405,0.0017921146953405,0,0.003584229390681,0.10752688172043,0.014336917562724,0.014336917562724,0,0,0.003584229390681,0.0017921146953405,0,0,0.0232974910394265,0,0.010752688172043,0.025089605734767,0.0161290322580645,0.0734767025089606,0.112903225806452,0,0,0.290322580645161,0.0017921146953405,0,0.0931899641577061,0.0161290322580645,0,0,0.0017921146953405,0,0,0,0.003584229390681,0,0,0.0089605734767025,0,0,0.003584229390681,0
67,777,0.00187617260787992,0.0150093808630394,0.0150093808630394,0.00938086303939963,0.136960600375235,0.0150093808630394,0.0337711069418387,0,0.00187617260787992,0,0.00375234521575985,0.0938086303939962,0,0,0,0,0.00938086303939963,0,0,0,0.0112570356472795,0,0.0131332082551595,0.0168855534709193,0.0225140712945591,0.075046904315197,0.097560975609756,0.00375234521575985,0.00187617260787992,0.315196998123827,0,0.00187617260787992,0.0769230769230769,0.00562851782363977,0,0,0.00187617260787992,0.00375234521575985,0,0,0,0,0.00187617260787992,0.0112570356472795,0.00375234521575985,0,0,0
69,797,0,0.0236087689713322,0.015177065767285,0.00168634064080944,0.178752107925801,0.0185497470489039,0.015177065767285,0,0,0,0.00843170320404722,0.101180438448567,0.00505902192242833,0.00505902192242833,0,0.00337268128161889,0.0101180438448567,0.00168634064080944,0,0,0.015177065767285,0,0.0101180438448567,0.0134907251264755,0.0101180438448567,0.0370994940978078,0.09106239460371,0.00505902192242833,0,0.305227655986509,0.00168634064080944,0,0.102866779089376,0.00843170320404722,0,0.00168634064080944,0.00168634064080944,0,0,0,0,0,0,0.00505902192242833,0,0,0.00337268128161889,0
71,817,0.00169491525423729,0.0152542372881356,0.0152542372881356,0.00847457627118644,0.106779661016949,0.0186440677966102,0.0152542372881356,0,0.00169491525423729,0,0.00508474576271186,0.108474576271186,0.0135593220338983,0.00508474576271186,0.00338983050847458,0.00847457627118644,0.00508474576271186,0.00169491525423729,0,0,0.00338983050847458,0,0.00338983050847458,0.0135593220338983,0.0152542372881356,0.0728813559322034,0.11864406779661,0,0.00508474576271186,0.305084745762712,0,0,0.103389830508475,0.0101694915254237,0,0,0,0.00338983050847458,0,0,0.00508474576271186,0,0,0.00508474576271186,0,0,0,0.00169491525423729
73,838,0,0.00509337860780985,0.0135823429541596,0.00509337860780985,0.162988115449915,0.0101867572156197,0.0237691001697793,0.00169779286926995,0,0.0033955857385399,0.00509337860780985,0.0916808149405773,0.0135823429541596,0.0118845500848896,0,0,0.00848896434634975,0.00169779286926995,0,0,0.0203735144312394,0,0.0033955857385399,0.0101867572156197,0.0237691001697793,0.0594227504244482,0.0933786078098472,0.0033955857385399,0,0.273344651952462,0,0,0.112054329371817,0.0135823429541596,0,0,0.00169779286926995,0,0,0.0033955857385399,0.0101867572156197,0,0,0.0135823429541596,0,0,0,0
75,858,0,0.00555555555555556,0.0277777777777778,0.0037037037037037,0.124074074074074,0.00925925925925926,0.0222222222222222,0,0,0.00555555555555556,0.00555555555555556,0.118518518518519,0,0,0,0,0.00555555555555556,0.00185185185185185,0,0,0.0148148148148148,0,0.00555555555555556,0.00555555555555556,0.0148148148148148,0.0481481481481481,0.12962962962963,0,0,0.335185185185185,0.00185185185185185,0,0.105555555555556,0.0037037037037037,0,0,0,0,0,0,0,0,0,0.00555555555555556,0,0,0,0
77,879,0.00167224080267559,0.00501672240802676,0.00501672240802676,0.00334448160535117,0.145484949832776,0.00501672240802676,0.00334448160535117,0,0.00167224080267559,0,0,0.1438127090301,0.00334448160535117,0.00836120401337793,0,0,0.00334448160535117,0.00167224080267559,0,0,0.0183946488294314,0,0.00501672240802676,0.00836120401337793,0.0150501672240803,0.0635451505016722,0.0836120401337793,0.00334448160535117,0.00334448160535117,0.334448160535117,0,0,0.096989966555184,0.0100334448160535,0.00334448160535117,0.00334448160535117,0.00334448160535117,0.00836120401337793,0,0,0,0,0,0.00334448160535117,0.00501672240802676,0,0,0
79,899,0,0.009009009009009,0.009009009009009,0,0.151351351351351,0.009009009009009,0.0234234234234234,0,0,0.0036036036036036,0.00540540540540541,0.131531531531532,0.00540540540540541,0.00540540540540541,0,0,0.009009009009009,0,0,0,0.0162162162162162,0,0.009009009009009,0.009009009009009,0.009009009009009,0.0486486486486487,0.0738738738738739,0,0.0036036036036036,0.353153153153153,0.0036036036036036,0,0.0792792792792793,0.0198198198198198,0.0036036036036036,0,0.0018018018018018,0.0018018018018018,0,0,0,0,0,0.00540540540540541,0,0,0,0
83,NA,0,0.00919117647058824,0.00551470588235294,0.0147058823529412,0.136029411764706,0.00919117647058824,0.0533088235294118,0,0,0,0.00551470588235294,0.106617647058824,0,0,0,0,0.00735294117647059,0.00367647058823529,0,0,0.0110294117647059,0,0.00551470588235294,0.0238970588235294,0.0238970588235294,0.0496323529411765,0.0625,0,0.00183823529411765,0.34375,0,0,0.0974264705882353,0.00551470588235294,0,0.00367647058823529,0.00183823529411765,0.00183823529411765,0.00183823529411765,0,0.00183823529411765,0,0,0.00919117647058824,0,0,0.00367647058823529,0
