"sample.depths","sample.ages","Microspheres","Pinus.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus.undiff.","Pinus.edulis.type","Picea.mariana.type","Picea.glauca.type","Picea.undiff.","Picea.indet.","Abies","Pinaceae..vesiculate..undiff.","Larix.Pseudotsuga","Tsuga.canadensis.type","Arceuthobium","Cupressaceae","Quercus","Castanea","Fagus","Carya","Celtis","cf..Cephalanthus","Juglans.cinerea","Juglans.nigra","Betula","Ostrya.type","Ulmus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Alnus.incana.type","Alnus.viridis.type","Acer.glabrum.type","Acer.negundo","Acer.rubrum","Acer.saccharum.type","Acer.saccharinum.type","Acer.undiff.","Cornus.undiff.","Cornus.sericea.type","Ericaceae","Liquidambar","Salix","Populus.balsamifera.type","Populus.tremuloides.type","Populus.undiff.","Myrica","Vitis","Corylus","Sambucus","Rhus.Toxicodendron","Ribes","Viburnum.rafinesquianum.type","Viburnum.opulus.type","Viburnum.undiff.","Ceanothus","Ephedra.trifurca.type","Ephedra.viridis.type","Morus","Platanus","Prosopis","Prunus.type","Amelanchier.type","Sarcobatus","Elaeagnus","Shepherdia.argentea","Shepherdia.canadensis","Symphoricarpos.type","Tilia","Poaceae.undiff.","Artemisia","Ambrosia.type","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.cf..Cirsium","Asteraceae.subf..Cichorioideae","Allium","Amorpha.type","Heracleum.type","Apiaceae.undiff.","Bidens.type","Iva.annua.type","Iva.xanthifolia.type","Amaranthaceae","Rosaceae.undiff.","Spiraea.type","Sanguisorba","Potentilla.type","Brassica","Brassicaceae.undiff.","Caryophyllaceae","Dalea.candida.type","Dalea.purpurea","Dalea.undiff.","Eriogonum","Euphorbia","Fabaceae.undiff.","Galium","Campanula","Lamiaceae.undiff.","Gentiana.andrewsii.type","Helianthemum.type","Humulus.lupulus","cf..Hypericum","Hydrophyllum","Impatiens","Kochia.type","Liliaceae.undiff.","Linum","Lycopus.type","Melilotus.type","Mertensia","Mentzelia","Acalypha","Calylophus","Gaura","Epilobium","Oenothera","Opuntia","Pediomelum.type","Phlox","Gilia","Pinguicula","Plantago","Polygonum.amphibium","Polygonum.ramosissimum.type","Polygonum.lapathifolium.type","Polygonum.tenue.type","Ranunculus.pensylvanicus.type","Ranunculus.undiff.","Anemone.canadensis.type","Anemone.quinquefolia.type","Anemone.patens","Actaea.type","Thalictrum","Rumex","Salsola","Avena.type","Secale.type","Triticum.type","Cerealia.undiff.","Trifolium.repens.type","Solanaceae","Sphaeralcea","Polygalaceae","Urtica.type","Verbena","Xanthium","Sisyrinchium","Zigadenus","cf..Araceae","Cheilanthes","Diphasiastrum.complanatum.type","Dryopteris.type","Equisetum","cf..Gymnocarpium","Lycopodium.annotinum","Lycopodium.clavatum","Lycopodium.obscurum","Lycopodiella.inundata.type","Lycopodiaceae.undiff.","Pteridium.aquilinum","Selaginella.densa.type","Cyperaceae","Alisma","Eriocaulon","Isoëtes","Lemna","Myriophyllum","Nymphaea","Potamogeton.Triglochin","Ranunculus.aquatilis.type","Ruppia.maritima","Sagittaria","Sparganium.type","Stuckenia","Typha.latifolia","Utricularia","Sphagnum","Hypnum.imponens","Unknown..monolete.","Unknown..trilete.","Indeterminable","Unknown","Engelhardtia","Aquilapollenites","Cupressaceae.type","Unknown..pre.Quaternary.","Cingutriletes","Papillopolis","Sporormiella","Stomata..Picea.glauca.type","Stomata..Picea"
1868,3418,926,4,27,6,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,65,147,11,8,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,17.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1872,3439,1468,28,12,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,76,200,4,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1880,3483,279,22,14,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,164,9,25,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
1884,3505,273,5,16,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24,196,15,18,0,0,0,0,0,3,1,0,7,33,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,3528,221,31,15,0,0,1,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,38,144,14,1,0,1,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0
1892,3550,273,4.5,8,3,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,31,182,21,7,0,0,0,0,0,0,2,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,3573,202,32,11,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,258,20,29,0,0,1,0,0,0,0,0,1,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
1900,3595,363,15.5,12,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,5,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,22,252,10,22,0,0,1,0,0,1,0,0,3,21.5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.5,0,0,0,1,0,0,0,0,11.5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
1904,3617,1023,32,4,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,37,100,6,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,22,4,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0
1908,3639,388,3.5,32.5,3,1,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,161,12,13,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,3661,459,26,11,1,0,0,0,1.5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3.5,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,155.5,20,32,0,0,2,0,0,1,0,0,1,11,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1916,3682,323,8.5,25,2,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,40,129,17,4,0,0,1,0,0,0,1,0,0,45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,3704,269,15,6,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,41,193,41,22,0,0,1,0,0,1,0,0,3,26,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1928,3746,275,21,7,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,68,193,16,18,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,17,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1932,3767,476,8,18,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,1,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,71,133,12,4,0,0,0,0,0,1,2,0,4,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,3789,286,17,10,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,2,0,0,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,44,209.5,24,22,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,1,5,1.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,1,0,8.5,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1940,3810,267,18.5,18,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,41,139,19,14,0,0,0,0,0,0,1,1,8,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1944,3832,218,17,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,34,193,22,13,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
1952,3877,529,17,14,0,0,0,0,2,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,6,0,1,1,2,4,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,80,314,14,19,1,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1956,3900,519,14.5,18,1,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,77,147,9,9,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,3923,371,34,3,0,0,0,1,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,124,12,9,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1964,3947,317,28,6,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,71,137,13,5,0,0,0,0,0,0,1,0,2,19,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
1968,3971,240,15,15,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,2,8,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,41,165,10,32,0,0,1,0,0,1,0,0,1,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1972,3996,216,10,7,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,4,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,30,192,9,15,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,3,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
1976,4022,274,5,31,3,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,3,0,2,0,1,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,59,334,7,7,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,4048,291,8.5,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,42,172,29,4,0,0,0,0,0,3,1,0,3,29,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
1984,4075,244,15,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59,157,9,16,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
1988,4102,479,7.5,3,5,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,63,171,9,2,1,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,30.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1992,4131,303,29,18,0,1,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,68,155,3,14,0,0,1,0,0,1,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2000,4190,437,28,9,1,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,57,220,2,11,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2004,4221,295,11.5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,61,187,5,4,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
