"sample.depths","sample.ages","Abies","Acer.rubrum","Betula","Ericaceae","Fagus","Fraxinus..tetracolpate.","Ilex","Larix","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus.incana","Ambrosia","Juniperus.Thuja","Amaranthaceae","Poaceae","Acer.saccharum","Pinus.strobus","Pinus.banksiana.P..resinosa","Fraxinus..tricolpate.","Tilia","Corylus","Platanus","Castanea","Alnus.viridis","Juglans","Myrica","Celtis","Thalictrum","Cyperaceae","Carya","Salix","Rosaceae","Cornus","Populus","Lycopus","Impatiens","cf..Vitis","Urtica","Asteraceae.subf..Cichorioideae"
7,59,0.0393258426966292,0.0112359550561798,0.362359550561798,0.0674157303370786,0.0112359550561798,0.00561797752808989,0.00280898876404494,0.00561797752808989,0.0140449438202247,0.148876404494382,0.0758426966292135,0.0196629213483146,0.00280898876404494,0.047752808988764,0.00280898876404494,0.00280898876404494,0.00280898876404494,0.0421348314606742,0.0280898876404494,0.00561797752808989,0.00280898876404494,0.0280898876404494,0.00842696629213483,0.0421348314606742,0.0196629213483146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,684,0.00597014925373134,0,0.33134328358209,0.0358208955223881,0.0805970149253731,0.00298507462686567,0,0,0.00298507462686567,0.0238805970149254,0.13134328358209,0.0208955223880597,0,0.319402985074627,0,0,0,0.00895522388059702,0,0,0.00298507462686567,0,0.00895522388059702,0.017910447761194,0,0.00298507462686567,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1558,0,0,0.385026737967914,0.00267379679144385,0.0427807486631016,0,0.00267379679144385,0.00802139037433155,0.018716577540107,0.0508021390374332,0.0989304812834225,0.0133689839572193,0,0.27807486631016,0,0.00802139037433155,0,0.0106951871657754,0,0,0,0.0053475935828877,0.0053475935828877,0.0508021390374332,0,0.0106951871657754,0,0.0053475935828877,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2083,0.00594059405940594,0.00198019801980198,0.259405940594059,0.0217821782178218,0.0732673267326733,0.00792079207920792,0,0.00594059405940594,0.00396039603960396,0.0316831683168317,0.104950495049505,0.0277227722772277,0,0.354455445544554,0,0.00396039603960396,0,0.0099009900990099,0,0,0,0.00594059405940594,0.0118811881188119,0.0415841584158416,0.00396039603960396,0.00594059405940594,0.00198019801980198,0,0,0.00198019801980198,0.00594059405940594,0.00198019801980198,0.00594059405940594,0,0,0,0,0,0,0,0,0,0,0,0,0
227,3287,0.0225988700564972,0.00564971751412429,0.313559322033898,0.00564971751412429,0.0621468926553672,0.0112994350282486,0,0.00564971751412429,0.00282485875706215,0.0254237288135593,0.138418079096045,0.019774011299435,0,0.22316384180791,0,0,0,0.00564971751412429,0,0,0,0.00282485875706215,0.00564971751412429,0.11864406779661,0.00564971751412429,0.00847457627118644,0,0,0,0.00282485875706215,0.00564971751412429,0,0,0.00564971751412429,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0
257,3843,0.0116279069767442,0.00290697674418605,0.218023255813953,0.00872093023255814,0.0959302325581395,0,0,0,0.0145348837209302,0.0406976744186047,0.206395348837209,0.0261627906976744,0,0.133720930232558,0,0.00290697674418605,0,0.0348837209302326,0,0,0,0.00581395348837209,0.0145348837209302,0.165697674418605,0,0.0145348837209302,0.00290697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,4121,0.008130081300813,0,0.341463414634146,0.00542005420054201,0.121951219512195,0.00542005420054201,0,0.002710027100271,0.008130081300813,0.040650406504065,0.130081300813008,0.0894308943089431,0,0.043360433604336,0,0.013550135501355,0,0.021680216802168,0,0,0,0,0.010840108401084,0.124661246612466,0.002710027100271,0.010840108401084,0.00542005420054201,0,0.00542005420054201,0,0.002710027100271,0,0,0,0.002710027100271,0.002710027100271,0,0,0,0,0,0,0,0,0,0
352,5453,0.00401606425702811,0.0100401606425703,0.259036144578313,0.00602409638554217,0.0742971887550201,0.00200803212851406,0.00200803212851406,0,0.00602409638554217,0.0160642570281124,0.164658634538153,0.0602409638554217,0,0.273092369477912,0,0.0261044176706827,0,0.0100401606425703,0,0,0,0,0.00803212851405622,0.0401606425702811,0.00401606425702811,0.00803212851405622,0,0,0,0,0,0,0.00401606425702811,0.00200803212851406,0,0.0160642570281124,0.00401606425702811,0,0,0,0,0,0,0,0,0
382,5949,0,0,0.26123595505618,0.00561797752808989,0.0308988764044944,0,0,0.00280898876404494,0.00561797752808989,0.0168539325842697,0.185393258426966,0.047752808988764,0,0.356741573033708,0,0.00561797752808989,0,0.00561797752808989,0,0,0,0,0.00280898876404494,0.0421348314606742,0,0.0140449438202247,0,0,0,0,0,0,0.00280898876404494,0,0,0.00842696629213483,0,0.00280898876404494,0.00280898876404494,0,0,0,0,0,0,0
467,7005,0.0119760479041916,0.0029940119760479,0.179640718562874,0.0029940119760479,0.029940119760479,0.00598802395209581,0,0.00598802395209581,0.0029940119760479,0.0179640718562874,0.284431137724551,0.0329341317365269,0,0.155688622754491,0,0.00898203592814371,0,0.00598802395209581,0,0,0,0.00898203592814371,0.0119760479041916,0.134730538922156,0.00598802395209581,0.0149700598802395,0,0,0,0,0.00898203592814371,0,0.0029940119760479,0,0,0.0449101796407186,0.0029940119760479,0,0.00598802395209581,0.0029940119760479,0.0029940119760479,0.0029940119760479,0,0,0,0
497,7297,0.00609756097560976,0,0.0884146341463415,0,0.00914634146341463,0.00914634146341463,0.00304878048780488,0,0.00304878048780488,0.0182926829268293,0.350609756097561,0.073170731707317,0,0.140243902439024,0.00304878048780488,0.0121951219512195,0,0.00914634146341463,0.00304878048780488,0,0,0,0.00304878048780488,0.246951219512195,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0.00609756097560976,0,0,0,0.00609756097560976,0.00304878048780488,0,0.00304878048780488,0,0,0
542,7869,0,0.0032258064516129,0.12258064516129,0,0.0225806451612903,0.0064516129032258,0,0.0032258064516129,0.0064516129032258,0.0419354838709677,0.245161290322581,0.067741935483871,0,0.129032258064516,0.00967741935483871,0.032258064516129,0,0.00967741935483871,0,0.0064516129032258,0,0.0032258064516129,0,0.261290322580645,0.0032258064516129,0.0032258064516129,0,0,0.0032258064516129,0,0,0,0,0,0,0.00967741935483871,0,0.0032258064516129,0,0,0,0,0,0.0064516129032258,0,0
587,8472,0.00522193211488251,0,0.138381201044386,0.00261096605744125,0.00261096605744125,0.00261096605744125,0,0,0.00783289817232376,0.0574412532637076,0.281984334203655,0.127937336814621,0,0.0574412532637076,0,0.0182767624020888,0,0.010443864229765,0,0,0,0.010443864229765,0.00522193211488251,0.216710182767624,0.0130548302872063,0.0130548302872063,0,0,0,0,0,0.00261096605744125,0,0,0,0.00783289817232376,0,0.010443864229765,0,0,0,0,0,0.00783289817232376,0,0
657,10869,0.038659793814433,0.00515463917525773,0.139175257731959,0,0,0.00515463917525773,0.00257731958762887,0.00257731958762887,0.0077319587628866,0.0747422680412371,0.268041237113402,0.0902061855670103,0,0.0103092783505155,0,0.0128865979381443,0,0.0103092783505155,0,0.0077319587628866,0.00257731958762887,0.0206185567010309,0.00257731958762887,0.219072164948454,0.0231958762886598,0.0128865979381443,0,0.00257731958762887,0.00257731958762887,0,0.0103092783505155,0,0,0,0,0.00257731958762887,0.00257731958762887,0.00515463917525773,0.00515463917525773,0,0.0128865979381443,0,0,0,0,0
