"sample.depths","sample.ages","Abies","Acer.saccharum","Acer.undiff.","Alnus","Betula.undiff.","Betula..small.","Castanea","Corylus","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans","Juniperus.Thuja","Myrica","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.subg..Pinus.undiff.","Pinus.subg..Strobus.undiff.","Pinus.undiff.","Populus","Quercus","Salix","Sambucus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Poaceae","Rosaceae","Thalictrum"
7,175,0.0527704485488127,0,0.0211081794195251,0.0105540897097625,0.226912928759894,0,0,0,0.0105540897097625,0.0105540897097625,0,0,0,0,0,0.306068601583113,0.00263852242744063,0.145118733509235,0.00263852242744063,0.145118733509235,0,0,0.00263852242744063,0.00263852242744063,0,0,0.0211081794195251,0,0,0.0131926121372032,0,0,0,0,0,0.0079155672823219,0.00527704485488127,0.0131926121372032,0
9,238,0.031331592689295,0.00522193211488251,0.0156657963446475,0.0339425587467363,0.190600522193211,0,0,0,0.00261096605744125,0.00522193211488251,0,0,0,0,0,0.339425587467363,0,0.151436031331593,0,0.161879895561358,0.010443864229765,0.00261096605744125,0.0130548302872063,0,0,0,0.0182767624020888,0,0,0.00783289817232376,0,0.00261096605744125,0,0,0,0,0.00522193211488251,0.00261096605744125,0
11,300,0.0411311053984576,0,0.0051413881748072,0.0154241645244216,0.151670951156812,0,0,0,0.0077120822622108,0.0025706940874036,0,0,0,0,0,0.298200514138817,0.0025706940874036,0.195372750642674,0.0025706940874036,0.203084832904884,0.0077120822622108,0,0,0,0,0,0.0565552699228792,0.0025706940874036,0,0.0051413881748072,0,0,0,0,0,0.0025706940874036,0,0,0
12,331,0.0674157303370786,0,0.0112359550561798,0.00561797752808989,0.185393258426966,0,0,0,0.00561797752808989,0.0140449438202247,0,0,0,0,0,0.348314606741573,0.00842696629213483,0.095505617977528,0.0112359550561798,0.137640449438202,0.047752808988764,0,0.00561797752808989,0.00561797752808989,0,0,0.0337078651685393,0.00561797752808989,0,0.00280898876404494,0,0,0,0,0,0,0,0.00842696629213483,0
13,363,0.0340909090909091,0,0.00568181818181818,0.00568181818181818,0.284090909090909,0,0.00284090909090909,0,0.00852272727272727,0,0,0,0.00568181818181818,0,0,0.289772727272727,0.00852272727272727,0.102272727272727,0.0113636363636364,0.130681818181818,0.03125,0.00284090909090909,0.0113636363636364,0,0,0,0.0511363636363636,0,0,0,0,0.00852272727272727,0.00284090909090909,0,0,0,0,0.00284090909090909,0
14,394,0.041343669250646,0,0.0129198966408269,0.0284237726098191,0.299741602067183,0,0,0,0,0.00775193798449612,0,0,0.00258397932816537,0,0,0.299741602067183,0.00258397932816537,0.129198966408269,0.00258397932816537,0.136950904392765,0.00775193798449612,0,0.00258397932816537,0,0,0.00258397932816537,0.0155038759689922,0,0,0.00258397932816537,0,0,0,0,0,0,0,0.00516795865633075,0
15,425,0.0279329608938547,0.00279329608938547,0,0.00279329608938547,0.217877094972067,0,0,0,0.00837988826815642,0.0251396648044693,0,0,0,0,0,0.35195530726257,0.00279329608938547,0.145251396648045,0.00279329608938547,0.145251396648045,0,0,0.00558659217877095,0,0,0,0.0558659217877095,0,0,0,0,0,0,0,0,0.00558659217877095,0,0,0
16,457,0.070528967254408,0,0.0075566750629723,0.0075566750629723,0.206549118387909,0,0,0,0.017632241813602,0.0100755667506297,0,0,0,0,0,0.272040302267003,0.0100755667506297,0.100755667506297,0.0151133501259446,0.163727959697733,0.070528967254408,0,0.00503778337531486,0,0,0,0.0428211586901763,0,0,0,0,0,0,0,0,0,0,0,0
17,488,0.0251256281407035,0,0.0125628140703518,0.0125628140703518,0.28391959798995,0,0,0,0.0100502512562814,0.0150753768844221,0,0,0,0,0,0.263819095477387,0.0125628140703518,0.115577889447236,0.0150753768844221,0.14070351758794,0.0251256281407035,0,0.0125628140703518,0,0,0,0.0527638190954774,0.00251256281407035,0,0,0,0,0,0,0,0,0,0,0
19,661,0.0169082125603865,0,0.0072463768115942,0.0579710144927536,0.222222222222222,0,0.00241545893719807,0,0.0120772946859903,0.0893719806763285,0,0,0,0,0.00241545893719807,0.1256038647343,0.00966183574879227,0.169082125603865,0.00966183574879227,0.176328502415459,0.00966183574879227,0,0.00483091787439614,0,0,0,0.0797101449275362,0,0,0,0,0.00241545893719807,0,0,0,0,0,0.00241545893719807,0
20,753,0.0409638554216867,0,0.0120481927710843,0.0385542168674699,0.27710843373494,0,0,0,0.0313253012048193,0.00481927710843374,0,0,0,0,0.00240963855421687,0.173493975903614,0.0216867469879518,0.0337349397590361,0.0506024096385542,0.0819277108433735,0.0771084337349398,0,0.0120481927710843,0.0554216867469879,0.0144578313253012,0,0.0674698795180723,0,0,0,0,0,0.00240963855421687,0,0,0.00240963855421687,0,0,0
22,939,0.0372208436724566,0,0.00496277915632754,0.00744416873449132,0.200992555831266,0,0.00248138957816377,0,0.00248138957816377,0.00248138957816377,0,0,0,0,0.0099255583126551,0.196029776674938,0.00744416873449132,0.114143920595533,0.0099255583126551,0.173697270471464,0.0620347394540943,0,0.0124069478908189,0,0,0,0.143920595533499,0.00248138957816377,0.00248138957816377,0.00248138957816377,0,0,0,0,0,0.00248138957816377,0,0.00248138957816377,0
24,1124,0.0503731343283582,0,0.00746268656716418,0.00559701492537313,0.162313432835821,0,0,0.00186567164179104,0.00186567164179104,0.00373134328358209,0,0,0,0,0,0.123134328358209,0.0261194029850746,0.115671641791045,0.0447761194029851,0.201492537313433,0.104477611940299,0,0.00186567164179104,0,0,0,0.141791044776119,0.00186567164179104,0.00186567164179104,0.00186567164179104,0,0,0,0,0,0,0,0.00186567164179104,0
25,1336,0.0490566037735849,0,0.0245283018867925,0.030188679245283,0.239622641509434,0,0.00188679245283019,0,0.00566037735849057,0,0,0,0.00566037735849057,0,0,0.113207547169811,0.0226415094339623,0.135849056603774,0.0245283018867925,0.147169811320755,0.0150943396226415,0,0.00566037735849057,0.00943396226415094,0,0,0.145283018867925,0.00377358490566038,0,0,0,0,0.00188679245283019,0,0,0.0169811320754717,0,0.00188679245283019,0
27,1841,0.0232858990944373,0,0.00905562742561449,0.0323415265200517,0.22509702457956,0,0,0,0.00905562742561449,0.00388098318240621,0,0,0.00388098318240621,0,0.00388098318240621,0.0530401034928849,0.0168175937904269,0.213454075032342,0.0206985769728331,0.263906856403622,0.0543337645536869,0,0.00517464424320828,0.00129366106080207,0,0,0.0530401034928849,0.00258732212160414,0,0,0,0,0,0.00129366106080207,0,0.00388098318240621,0,0,0
28.5,2220,0.0147368421052632,0,0.00631578947368421,0.00842105263157895,0.24,0,0,0.00421052631578947,0.00842105263157895,0.00842105263157895,0,0,0,0,0,0.0631578947368421,0.0210526315789474,0.202105263157895,0.0273684210526316,0.256842105263158,0.0631578947368421,0,0.00210526315789474,0,0,0,0.0652631578947368,0.00421052631578947,0,0,0,0,0,0,0,0,0,0.00421052631578947,0
