"sample.depths","sample.ages","Abies","Acer.saccharum","Acer.undiff.","Alnus","Betula.undiff.","Betula..small.","Castanea","Corylus","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans","Juniperus.Thuja","Myrica","Ostrya.Carpinus","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.subg..Pinus.undiff.","Pinus.subg..Strobus.undiff.","Pinus.undiff.","Populus","Quercus","Salix","Sambucus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Poaceae","Rosaceae","Thalictrum"
30,2492,0.0125523012552301,0,0.0104602510460251,0.0104602510460251,0.265690376569038,0,0,0,0,0,0,0,0,0,0,0.0753138075313808,0.0230125523012552,0.142259414225941,0.0376569037656904,0.238493723849372,0.112970711297071,0,0.00418410041841004,0,0,0,0.0648535564853557,0,0,0,0,0,0,0,0,0,0,0.00209205020920502,0
32,2713,0.00601202404809619,0,0.00601202404809619,0.00400801603206413,0.156312625250501,0,0,0,0.00200400801603206,0.00601202404809619,0,0,0,0,0,0.0561122244488978,0.00801603206412826,0.316633266533066,0.00801603206412826,0.348697394789579,0.032064128256513,0,0,0.00200400801603206,0,0,0.0460921843687375,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0
33.5,2879,0,0,0.0137795275590551,0.0078740157480315,0.147637795275591,0,0,0.00196850393700787,0,0,0,0,0,0,0,0.062992125984252,0.0177165354330709,0.18503937007874,0.031496062992126,0.328740157480315,0.15748031496063,0,0.00196850393700787,0,0,0,0.0334645669291339,0.00393700787401575,0,0,0,0,0,0,0,0,0.00196850393700787,0.00393700787401575,0
35,3044,0.0127388535031847,0,0.0106157112526539,0.0169851380042463,0.201698513800425,0,0,0,0.00212314225053079,0.00212314225053079,0,0,0,0,0,0.0721868365180467,0.0509554140127389,0.123142250530786,0.0934182590233546,0.225053078556263,0.140127388535032,0,0,0.00212314225053079,0,0,0.0424628450106157,0.00212314225053079,0,0.00212314225053079,0,0,0,0,0,0,0,0,0
37,3265,0.0107913669064748,0,0,0.00359712230215827,0.190647482014388,0,0,0,0.00719424460431655,0.00179856115107914,0,0,0.00179856115107914,0,0,0.0701438848920863,0.00719424460431655,0.327338129496403,0.00719424460431655,0.327338129496403,0,0,0.00179856115107914,0,0,0,0.0323741007194245,0.00719424460431655,0,0,0,0,0,0,0,0.00179856115107914,0,0.00179856115107914,0
40,3597,0.0197044334975369,0,0.0172413793103448,0.0369458128078818,0.29064039408867,0,0,0,0.0197044334975369,0.00246305418719212,0.00246305418719212,0.00246305418719212,0,0,0,0.083743842364532,0.0270935960591133,0.184729064039409,0.0320197044334975,0.216748768472906,0.0394088669950739,0,0.00985221674876847,0,0,0,0.0123152709359606,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0
42,3856,0.0113636363636364,0,0.0113636363636364,0.00568181818181818,0.0871212121212121,0,0,0,0.00946969696969697,0.00378787878787879,0.00189393939393939,0,0,0,0,0.0340909090909091,0.0189393939393939,0.352272727272727,0.0208333333333333,0.386363636363636,0.0340909090909091,0,0.00568181818181818,0,0,0,0.0151515151515152,0,0.00189393939393939,0,0,0,0,0,0,0,0,0,0
43.5,4054,0.0209895052473763,0,0.0119940029985007,0.0104947526236882,0.131934032983508,0,0,0,0,0,0,0,0.00149925037481259,0,0,0.047976011994003,0.0119940029985007,0.260869565217391,0.0164917541229385,0.356821589205397,0.101949025487256,0,0.0104947526236882,0,0,0,0.0164917541229385,0,0,0,0,0,0,0,0,0,0,0,0
45,4252,0.0118577075098814,0,0.033596837944664,0.0118577075098814,0.179841897233202,0,0,0,0,0,0,0,0.00197628458498024,0,0,0.0454545454545455,0.0355731225296443,0.16403162055336,0.0632411067193676,0.286561264822134,0.150197628458498,0.00197628458498024,0.00592885375494071,0,0,0,0.00592885375494071,0,0,0.00197628458498024,0,0,0,0,0,0,0,0,0
47,4517,0.015625,0,0.00651041666666667,0.0078125,0.174479166666667,0,0,0,0,0.00130208333333333,0.00130208333333333,0,0,0,0.00130208333333333,0.0520833333333333,0.0286458333333333,0.263020833333333,0.03515625,0.3203125,0.0651041666666667,0.00130208333333333,0.00130208333333333,0,0,0,0.0208333333333333,0.00130208333333333,0,0,0,0,0,0,0,0.00130208333333333,0,0.00130208333333333,0
48,4649,0.0215384615384615,0,0.00769230769230769,0.0123076923076923,0.123076923076923,0,0,0,0,0,0,0,0.00153846153846154,0,0,0.0369230769230769,0.04,0.183076923076923,0.06,0.384615384615385,0.112307692307692,0.00153846153846154,0.00307692307692308,0,0,0,0.00923076923076923,0.00153846153846154,0,0,0,0,0,0,0,0,0,0.00153846153846154,0
49,4781,0.0363951473136915,0,0.00519930675909879,0.0121317157712305,0.110918544194107,0,0,0,0,0,0,0,0,0,0,0.0554592720970537,0.0554592720970537,0.20103986135182,0.0797227036395147,0.287694974003466,0.110918544194107,0.00173310225303293,0.00173310225303293,0,0,0,0.0398613518197574,0,0,0,0,0,0,0,0,0.00173310225303293,0,0,0
50,4913,0.0222672064777328,0,0.0121457489878543,0.0182186234817814,0.15587044534413,0,0,0,0,0,0,0,0,0,0,0.0303643724696356,0.0647773279352227,0.101214574898785,0.125506072874494,0.194331983805668,0.15587044534413,0,0,0,0,0,0.111336032388664,0,0,0,0,0,0.00404858299595142,0,0,0.00202429149797571,0,0.00202429149797571,0
52,5177,0.020979020979021,0,0.00116550116550117,0.006993006993007,0.149184149184149,0,0,0,0.00116550116550117,0.00116550116550117,0,0,0,0,0.00233100233100233,0.0268065268065268,0.0116550116550117,0.27039627039627,0.0163170163170163,0.275058275058275,0.127039627039627,0,0.00233100233100233,0,0,0.00116550116550117,0.085081585081585,0,0,0,0,0,0,0,0,0,0,0,0.00116550116550117
53.5,5376,0.0234113712374582,0,0.00668896321070234,0.00836120401337793,0.0518394648829431,0,0,0.00334448160535117,0,0.00167224080267559,0,0,0,0,0,0.0250836120401338,0.0384615384615385,0.193979933110368,0.0769230769230769,0.327759197324415,0.172240802675585,0,0.00334448160535117,0,0,0,0.0635451505016722,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0
55,5574,0.0232804232804233,0,0.00740740740740741,0.00846560846560847,0.0613756613756614,0,0,0,0,0,0,0,0,0,0,0.0423280423280423,0.0264550264550265,0.184126984126984,0.0529100529100529,0.368253968253968,0.210582010582011,0,0.00105820105820106,0,0,0.00105820105820106,0.0116402116402116,0,0,0,0,0,0,0,0,0,0,0.00105820105820106,0
57,5838,0.0106382978723404,0,0.00354609929078014,0.00531914893617021,0.0709219858156028,0,0,0,0,0,0,0,0,0,0.00177304964539007,0.0638297872340425,0.00531914893617021,0.382978723404255,0.00531914893617021,0.411347517730496,0.0283687943262411,0,0.00177304964539007,0.00177304964539007,0,0,0.00177304964539007,0,0,0,0,0,0,0,0.00177304964539007,0.00177304964539007,0,0.00177304964539007,0
60,6234,0.0325047801147228,0,0,0.0152963671128107,0.0783938814531549,0,0,0,0,0,0,0,0.00382409177820268,0,0.00191204588910134,0.0994263862332696,0.017208413001912,0.294455066921606,0.0191204588910134,0.340344168260038,0.0478011472275335,0.017208413001912,0,0,0,0,0.011472275334608,0.00191204588910134,0,0,0,0,0.00382409177820268,0,0,0.011472275334608,0,0.00382409177820268,0
62.5,6564,0.00857632933104631,0,0.00171526586620926,0.0411663807890223,0.216123499142367,0,0,0,0,0,0,0,0,0,0,0.0257289879931389,0.0120068610634648,0.219554030874786,0.0171526586620926,0.322469982847341,0.109777015437393,0,0.00686106346483705,0,0,0,0.00514579759862779,0,0,0,0,0,0.00514579759862779,0,0,0,0.00514579759862779,0.00343053173241852,0
65,6894,0.0399274047186933,0,0.00907441016333938,0.107078039927405,0.337568058076225,0,0,0,0,0,0,0,0.014519056261343,0,0,0.112522686025408,0,0.0798548094373866,0,0.156079854809437,0.0762250453720508,0.00544464609800363,0.00181488203266788,0.00181488203266788,0,0,0.00907441016333938,0,0,0,0,0,0.0272232304900181,0,0,0.0108892921960073,0.00181488203266788,0.00907441016333938,0
67,7159,0.0383561643835616,0,0.00273972602739726,0.156164383561644,0.30958904109589,0,0,0.0164383561643836,0,0,0,0,0,0.00273972602739726,0,0.16986301369863,0,0.0493150684931507,0,0.101369863013699,0.052054794520548,0.0219178082191781,0.0219178082191781,0.010958904109589,0,0,0,0,0,0,0,0,0.00821917808219178,0,0,0.0273972602739726,0.00273972602739726,0.00821917808219178,0
70,7759,0.011142061281337,0,0.00557103064066852,0.0222841225626741,0.167130919220056,0,0,0,0,0.00278551532033426,0,0,0.00835654596100279,0,0,0.417827298050139,0.00278551532033426,0.0835654596100279,0.00278551532033426,0.105849582172702,0.0250696378830084,0.0334261838440111,0.011142061281337,0.0389972144846797,0.00278551532033426,0,0.00278551532033426,0,0,0.00557103064066852,0.00278551532033426,0.00278551532033426,0.0194986072423398,0,0,0.0167130919220056,0,0.00835654596100279,0
72,8567,0.0289156626506024,0,0.00240963855421687,0.0337349397590361,0.132530120481928,0.0578313253012048,0,0.00240963855421687,0,0.00240963855421687,0,0,0,0,0.00481927710843374,0.462650602409639,0.0072289156626506,0.0433734939759036,0.00963855421686747,0.0554216867469879,0.0144578313253012,0.00240963855421687,0.00240963855421687,0.0240963855421687,0,0,0,0.00240963855421687,0,0.00481927710843374,0,0,0.0168674698795181,0,0,0.0795180722891566,0.00240963855421687,0.0072289156626506,0
75,9780,0.00301204819277108,0,0.0120481927710843,0.0391566265060241,0.373493975903614,0,0,0,0,0,0,0,0.0120481927710843,0,0,0.36144578313253,0,0.0150602409638554,0,0.036144578313253,0.0210843373493976,0.0180722891566265,0.00301204819277108,0.0271084337349398,0,0,0,0,0,0,0,0.00301204819277108,0.00903614457831325,0,0,0.0572289156626506,0.00903614457831325,0,0
