"sample.depths","sample.ages","Abies","Betula","Carya","Corylus","Cupressaceae","Cyperaceae","Fagus","Ostrya.Carpinus","Picea","Quercus","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Myrica","Pinus","Poaceae","Acer.saccharum","Fraxinus.americana","Juglans.cinerea","Rumex","Salix","Tilia","Populus","Amaranthaceae","Larix","Sanguisorba","Fraxinus.nigra","Artemisia","Rosaceae.undiff.","Platanus","Vitis","Juglans.nigra","Acer.rubrum","Celtis","Ericaceae","Plantago","Acer.negundo","Iva.annua","Iva.xanthifolia","Caryophyllaceae","Shepherdia.canadensis","Ranunculus"
1,-29,0.00854700854700855,0.210826210826211,0.0056980056980057,0.0142450142450142,0.00284900284900285,0.00854700854700855,0.0056980056980057,0.0142450142450142,0.0427350427350427,0.0854700854700855,0.00284900284900285,0.0883190883190883,0.0056980056980057,0.0313390313390313,0.0170940170940171,0.056980056980057,0.0142450142450142,0.35042735042735,0.0056980056980057,0.0256410256410256,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,56,0.0144927536231884,0.12463768115942,0,0.00289855072463768,0.0115942028985507,0.0115942028985507,0.0144927536231884,0.0144927536231884,0.0231884057971014,0.0550724637681159,0,0.0695652173913043,0.00289855072463768,0.0260869565217391,0.081159420289855,0.0753623188405797,0.0202898550724638,0.36231884057971,0.0289855072463768,0.0289855072463768,0.00579710144927536,0.00289855072463768,0.00289855072463768,0.00579710144927536,0.00579710144927536,0.00579710144927536,0.00289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,178,0,0.183229813664596,0,0,0.015527950310559,0,0.0186335403726708,0.015527950310559,0.0248447204968944,0.0403726708074534,0,0.105590062111801,0.0031055900621118,0.0279503105590062,0.0248447204968944,0.015527950310559,0.0031055900621118,0.478260869565217,0.0093167701863354,0.0124223602484472,0.0031055900621118,0,0,0.0062111801242236,0.0031055900621118,0,0,0.0031055900621118,0.0031055900621118,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,332,0.024024024024024,0.219219219219219,0.012012012012012,0.006006006006006,0.009009009009009,0,0.009009009009009,0.027027027027027,0.015015015015015,0.06006006006006,0,0.126126126126126,0,0.021021021021021,0.0780780780780781,0.003003003003003,0.006006006006006,0.348348348348348,0,0.006006006006006,0.003003003003003,0,0,0.006006006006006,0,0.009009009009009,0,0.003003003003003,0,0,0.003003003003003,0.006006006006006,0,0,0,0,0,0,0,0,0,0,0,0,0
80,486,0,0.295031055900621,0.0031055900621118,0,0.0031055900621118,0,0.0527950310559006,0.0217391304347826,0.0062111801242236,0.062111801242236,0,0.282608695652174,0,0.0124223602484472,0,0,0,0.198757763975155,0.0062111801242236,0.0403726708074534,0.0031055900621118,0.0031055900621118,0,0,0.0062111801242236,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,640,0.00508905852417303,0.195928753180662,0.00254452926208651,0,0.0101781170483461,0,0.0712468193384224,0.0127226463104326,0.0127226463104326,0.0432569974554707,0,0.343511450381679,0,0.0229007633587786,0.0305343511450382,0,0,0.178117048346056,0,0.0432569974554707,0.00254452926208651,0.00254452926208651,0,0,0.00508905852417303,0.00254452926208651,0,0.00254452926208651,0,0.00508905852417303,0,0.00254452926208651,0.00254452926208651,0.00254452926208651,0,0,0,0,0,0,0,0,0,0,0
120,795,0.00293255131964809,0.266862170087977,0.00879765395894428,0,0.00293255131964809,0,0.0967741935483871,0.0234604105571848,0.00879765395894428,0.0351906158357771,0,0.316715542521994,0,0.0205278592375367,0.00293255131964809,0,0,0.170087976539589,0,0.0146627565982405,0.00586510263929619,0.00293255131964809,0,0,0.00293255131964809,0.00879765395894428,0,0.00586510263929619,0,0,0.00293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,949,0.00268096514745308,0.195710455764075,0.00268096514745308,0.00268096514745308,0.00804289544235925,0,0.0723860589812333,0.0187667560321716,0.00536193029490617,0.0375335120643432,0,0.343163538873995,0,0.0214477211796247,0.0160857908847185,0.00268096514745308,0,0.198391420911528,0,0.0268096514745308,0.00804289544235925,0,0,0,0.00536193029490617,0.0160857908847185,0,0.00268096514745308,0,0.00536193029490617,0.00268096514745308,0,0.00536193029490617,0,0,0,0,0,0,0,0,0,0,0,0
160,1103,0,0.158878504672897,0.00934579439252336,0,0.00311526479750779,0,0.0560747663551402,0.0155763239875389,0.00311526479750779,0.0841121495327103,0.00311526479750779,0.274143302180685,0.00311526479750779,0.0342679127725857,0.00934579439252336,0,0,0.261682242990654,0,0.0404984423676012,0.00623052959501558,0,0,0,0.0124610591900312,0.00311526479750779,0.00311526479750779,0.00934579439252336,0,0.00623052959501558,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0
180,1258,0.00288184438040346,0.210374639769452,0.00864553314121038,0.00288184438040346,0.00288184438040346,0,0.0547550432276657,0.037463976945245,0.00576368876080692,0.0806916426512968,0,0.250720461095101,0,0.0345821325648415,0.0432276657060519,0,0.00288184438040346,0.187319884726225,0,0.037463976945245,0.00576368876080692,0,0,0,0.00288184438040346,0.00288184438040346,0,0.00288184438040346,0,0.0172910662824208,0.00288184438040346,0,0,0,0.00288184438040346,0,0,0,0,0,0,0,0,0,0
200,1412,0,0.189710610932476,0,0,0.0128617363344051,0,0.102893890675241,0.022508038585209,0,0.109324758842444,0,0.218649517684887,0,0.0321543408360129,0.0289389067524116,0.00643086816720257,0,0.202572347266881,0.00321543408360129,0.0321543408360129,0.0160771704180064,0,0,0,0.00643086816720257,0.00321543408360129,0,0.00321543408360129,0,0.00321543408360129,0.00321543408360129,0,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0
220,1566,0,0.171686746987952,0,0.00301204819277108,0,0.00301204819277108,0.0632530120481928,0.00903614457831325,0,0.0813253012048193,0,0.274096385542169,0,0.036144578313253,0.0210843373493976,0.00301204819277108,0.00301204819277108,0.237951807228916,0,0.0331325301204819,0,0,0,0.00301204819277108,0.0150602409638554,0,0,0,0,0.00903614457831325,0,0,0.0331325301204819,0,0,0,0,0,0,0,0,0,0,0,0
240,1721,0,0.183870967741935,0.0064516129032258,0,0.0064516129032258,0,0.125806451612903,0.032258064516129,0.0032258064516129,0.0451612903225806,0,0.264516129032258,0,0.0387096774193548,0,0,0.0032258064516129,0.2,0.0032258064516129,0.0516129032258065,0.0032258064516129,0,0,0,0.00967741935483871,0,0,0.0064516129032258,0,0.00967741935483871,0.0032258064516129,0,0.0032258064516129,0,0,0,0,0,0,0,0,0,0,0,0
260,1875,0.00275482093663912,0.143250688705234,0.00275482093663912,0,0.00275482093663912,0,0.071625344352617,0.0192837465564738,0.00550964187327824,0.0661157024793388,0,0.28099173553719,0.00275482093663912,0.0358126721763085,0.0275482093663912,0,0,0.289256198347107,0,0.0247933884297521,0.00550964187327824,0,0,0.00275482093663912,0.00550964187327824,0,0,0,0,0.00826446280991736,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0
280,2029,0.00928792569659443,0.164086687306502,0.00309597523219814,0.00309597523219814,0.0154798761609907,0.00309597523219814,0.0588235294117647,0.0309597523219814,0.00309597523219814,0.0278637770897833,0,0.291021671826625,0,0.0402476780185759,0.0154798761609907,0,0,0.229102167182663,0.00309597523219814,0.0557275541795666,0.00928792569659443,0,0,0.00619195046439629,0,0.00619195046439629,0,0.0123839009287926,0,0.0123839009287926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2184,0,0.13946587537092,0,0,0,0,0.0741839762611276,0.0178041543026706,0,0.0474777448071217,0,0.258160237388724,0,0.0267062314540059,0,0,0,0.359050445103858,0,0.0326409495548961,0.00593471810089021,0,0,0,0.0178041543026706,0.0029673590504451,0,0.00890207715133531,0,0.00593471810089021,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0
320,2338,0,0.15987460815047,0.0125391849529781,0,0.00626959247648903,0,0.103448275862069,0.0282131661442006,0.00626959247648903,0.0532915360501567,0,0.310344827586207,0.00313479623824451,0.0188087774294671,0,0,0,0.22884012539185,0,0.0376175548589342,0.00940438871473354,0,0,0,0.00313479623824451,0,0,0.00313479623824451,0,0.00313479623824451,0.00626959247648903,0,0.00313479623824451,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0
340,2492,0.003125,0.140625,0.003125,0,0.025,0,0.0625,0.028125,0.003125,0.071875,0,0.34375,0,0.028125,0.01875,0,0,0.2,0,0.028125,0.0125,0,0,0.003125,0.00625,0,0,0,0,0.009375,0.00625,0,0.003125,0,0,0.003125,0,0,0,0,0,0,0,0,0
360,2647,0,0.127329192546584,0.0031055900621118,0.0031055900621118,0.015527950310559,0,0.0559006211180124,0.031055900621118,0.0093167701863354,0.0217391304347826,0,0.43167701863354,0,0.0217391304347826,0,0,0,0.239130434782609,0.0031055900621118,0.0217391304347826,0.0062111801242236,0,0,0,0.0031055900621118,0,0,0,0,0.0031055900621118,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2801,0.00593471810089021,0.178041543026706,0.00593471810089021,0,0.0178041543026706,0.00593471810089021,0.115727002967359,0.0385756676557863,0.0029673590504451,0.056379821958457,0,0.237388724035608,0,0.0385756676557863,0.00593471810089021,0,0,0.219584569732938,0.0029673590504451,0.0445103857566766,0.00593471810089021,0,0,0,0.0029673590504451,0,0.0029673590504451,0,0,0.00890207715133531,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0
400,2955,0,0.161585365853659,0.00609756097560976,0.00609756097560976,0.024390243902439,0,0.0579268292682927,0.0335365853658537,0.00914634146341463,0.0579268292682927,0,0.25,0,0.0304878048780488,0,0,0,0.289634146341463,0.00609756097560976,0.0213414634146341,0.00609756097560976,0,0,0,0.00609756097560976,0.0152439024390244,0,0.00304878048780488,0,0.0121951219512195,0,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0
420,3109,0.00328947368421053,0.177631578947368,0.00328947368421053,0,0.0328947368421053,0,0.0921052631578947,0.0164473684210526,0.00657894736842105,0.0592105263157895,0.00328947368421053,0.174342105263158,0,0.0164473684210526,0.0131578947368421,0.00328947368421053,0,0.325657894736842,0,0.0328947368421053,0.0164473684210526,0,0,0,0.00657894736842105,0.00657894736842105,0,0.00328947368421053,0,0.00328947368421053,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0,0,0
440,3264,0.00280112044817927,0.134453781512605,0,0.00280112044817927,0.00840336134453781,0,0.0644257703081232,0.0252100840336134,0.00560224089635854,0.0672268907563025,0,0.19327731092437,0,0.0280112044817927,0.00560224089635854,0.00280112044817927,0,0.358543417366947,0.00280112044817927,0.0532212885154062,0.00560224089635854,0.00280112044817927,0,0,0.00840336134453781,0.00280112044817927,0,0.00560224089635854,0,0.0140056022408964,0,0,0.00560224089635854,0,0,0,0,0,0,0,0,0,0,0,0
460,3418,0,0.128712871287129,0,0.0033003300330033,0.0132013201320132,0,0.066006600660066,0.0099009900990099,0.0198019801980198,0.0396039603960396,0,0.168316831683168,0,0.0165016501650165,0.0297029702970297,0.0033003300330033,0,0.438943894389439,0.0033003300330033,0.033003300330033,0.0033003300330033,0,0,0,0.0033003300330033,0.0066006600660066,0,0,0,0.0132013201320132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,3572,0,0.118457300275482,0.00550964187327824,0.00275482093663912,0.0220385674931129,0,0.0523415977961433,0.0192837465564738,0.0192837465564738,0.0633608815426997,0.00275482093663912,0.132231404958678,0.00275482093663912,0.0275482093663912,0.0137741046831956,0,0,0.462809917355372,0.00275482093663912,0.0275482093663912,0.00826446280991736,0,0,0,0.00550964187327824,0,0,0.00275482093663912,0,0.00550964187327824,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0
500,3727,0,0.114457831325301,0.00301204819277108,0,0.0120481927710843,0,0.0391566265060241,0.0240963855421687,0.00602409638554217,0.069277108433735,0,0.0602409638554217,0,0.0421686746987952,0.00903614457831325,0,0,0.530120481927711,0.00602409638554217,0.0331325301204819,0.0120481927710843,0,0,0,0.00301204819277108,0,0,0.00301204819277108,0,0.0180722891566265,0.00602409638554217,0,0.00903614457831325,0,0,0,0,0,0,0,0,0,0,0,0
520,3881,0.00319488817891374,0.108626198083067,0.0255591054313099,0,0.0191693290734824,0.00319488817891374,0.060702875399361,0.0159744408945687,0.00319488817891374,0.140575079872204,0,0.0511182108626198,0,0.0223642172523962,0.0191693290734824,0.00319488817891374,0,0.466453674121406,0,0.0223642172523962,0.00319488817891374,0.00319488817891374,0,0,0,0,0,0.00319488817891374,0,0.0223642172523962,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,4035,0.00303951367781155,0.142857142857143,0,0,0.033434650455927,0.00303951367781155,0.0303951367781155,0.0364741641337386,0,0.0911854103343465,0,0.0182370820668693,0,0.0303951367781155,0.0303951367781155,0,0,0.507598784194529,0.00303951367781155,0.033434650455927,0.0060790273556231,0.00303951367781155,0,0,0.00303951367781155,0,0,0.0060790273556231,0,0.0121580547112462,0.00303951367781155,0,0.00303951367781155,0,0,0,0,0,0,0,0,0,0,0,0
560,4190,0.00630914826498423,0.132492113564669,0.00946372239747634,0.00630914826498423,0.0252365930599369,0.00315457413249211,0.0504731861198738,0.0126182965299685,0.00315457413249211,0.0757097791798107,0,0.0473186119873817,0,0.0252365930599369,0.00315457413249211,0,0,0.529968454258675,0,0.0410094637223975,0.0189274447949527,0,0,0,0,0,0,0,0,0.00630914826498423,0,0,0.00315457413249211,0,0,0,0,0,0,0,0,0,0,0,0
580,4344,0,0.0798722044728434,0,0.00319488817891374,0.0479233226837061,0.00319488817891374,0.0223642172523962,0.0351437699680511,0.00319488817891374,0.130990415335463,0.00319488817891374,0.0159744408945687,0,0.0223642172523962,0.0415335463258786,0,0,0.517571884984026,0.00319488817891374,0.0319488817891374,0.0191693290734824,0,0,0.00319488817891374,0,0,0,0,0,0.0159744408945687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,4498,0.00914634146341463,0.121951219512195,0,0,0.0274390243902439,0,0.048780487804878,0.024390243902439,0.00304878048780488,0.152439024390244,0,0.0396341463414634,0,0.0182926829268293,0.024390243902439,0.00304878048780488,0,0.445121951219512,0,0.0274390243902439,0,0,0,0,0.024390243902439,0,0,0.00304878048780488,0,0.0182926829268293,0.00914634146341463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,4653,0,0.134897360703812,0.00293255131964809,0.00293255131964809,0.0234604105571848,0.00293255131964809,0.0381231671554252,0.0205278592375367,0.00293255131964809,0.129032258064516,0,0.0527859237536657,0,0.0234604105571848,0.0351906158357771,0,0,0.460410557184751,0,0.0469208211143695,0.00586510263929619,0,0,0,0.00293255131964809,0,0,0,0,0.0117302052785924,0,0,0,0,0,0,0.00293255131964809,0,0,0,0,0,0,0,0
640,4807,0,0.233108108108108,0,0,0.0405405405405405,0,0.0641891891891892,0.0135135135135135,0.00675675675675676,0.0743243243243243,0,0.0540540540540541,0,0.0304054054054054,0,0,0,0.408783783783784,0.00337837837837838,0.027027027027027,0.0168918918918919,0,0,0,0.0101351351351351,0,0,0.00337837837837838,0,0.00675675675675676,0,0,0.00337837837837838,0,0.00337837837837838,0,0,0,0,0,0,0,0,0,0
660,4961,0,0.221854304635762,0.00662251655629139,0.0033112582781457,0.0364238410596026,0,0.0960264900662252,0.0198675496688742,0,0.0662251655629139,0,0.105960264900662,0,0.0496688741721854,0.0231788079470199,0.0033112582781457,0,0.268211920529801,0.0033112582781457,0.0397350993377483,0.00662251655629139,0,0,0.00662251655629139,0.00993377483443709,0,0,0.00662251655629139,0,0.0231788079470199,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0
680,5394,0,0.136518771331058,0.00341296928327645,0,0.0136518771331058,0,0.0409556313993174,0.0136518771331058,0,0.0443686006825939,0,0.300341296928328,0.00341296928327645,0.0341296928327645,0,0,0.00341296928327645,0.351535836177474,0,0.0341296928327645,0.00341296928327645,0,0,0,0.0068259385665529,0,0,0,0,0.0068259385665529,0,0,0,0,0.00341296928327645,0,0,0,0,0,0,0,0,0,0
700,5827,0.00291545189504373,0.0787172011661808,0,0,0.00291545189504373,0,0.0816326530612245,0.00291545189504373,0.00291545189504373,0.0466472303206997,0.00291545189504373,0.24198250728863,0,0.0291545189504373,0.0145772594752187,0,0,0.425655976676385,0,0.0262390670553936,0.0087463556851312,0,0,0,0.00583090379008746,0.00291545189504373,0.00291545189504373,0,0,0.0174927113702624,0,0,0,0,0,0,0,0.00291545189504373,0,0,0,0,0,0,0
720,6261,0,0.0668896321070234,0.00334448160535117,0,0.0133779264214047,0,0.0301003344481605,0.0133779264214047,0.00334448160535117,0.147157190635452,0,0.224080267558528,0.00334448160535117,0.0434782608695652,0.0133779264214047,0,0,0.411371237458194,0,0.0267558528428094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,6694,0,0.0135593220338983,0.00338983050847458,0,0.0135593220338983,0.00338983050847458,0.0440677966101695,0.00677966101694915,0,0.186440677966102,0,0.128813559322034,0,0.023728813559322,0.0135593220338983,0.00338983050847458,0,0.508474576271186,0,0.0271186440677966,0.0101694915254237,0,0,0.00677966101694915,0.00677966101694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,7127,0,0.107936507936508,0.00634920634920635,0,0.00317460317460317,0.00317460317460317,0.0412698412698413,0.0253968253968254,0.00634920634920635,0.117460317460317,0,0.171428571428571,0,0.0476190476190476,0.019047619047619,0,0,0.4,0.00317460317460317,0.0285714285714286,0.00952380952380952,0,0,0,0.00634920634920635,0,0,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,7560,0,0.0712074303405573,0,0,0.0185758513931889,0.00309597523219814,0.0526315789473684,0.00619195046439629,0.00309597523219814,0.105263157894737,0,0.164086687306502,0,0.0557275541795666,0.0154798761609907,0.00309597523219814,0,0.470588235294118,0,0.0185758513931889,0,0,0,0,0.00309597523219814,0,0,0.00309597523219814,0,0.00309597523219814,0,0,0,0,0,0,0,0,0.00309597523219814,0,0,0,0,0,0
800,7993,0,0.0562130177514793,0,0,0.00887573964497041,0.0029585798816568,0.0177514792899408,0.014792899408284,0.0118343195266272,0.0976331360946746,0,0.109467455621302,0,0.0236686390532544,0.00591715976331361,0,0,0.588757396449704,0.00591715976331361,0.0266272189349112,0.00591715976331361,0,0,0,0,0,0.00591715976331361,0,0,0.00591715976331361,0.0118343195266272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,8426,0.00318471337579618,0.0859872611464968,0,0,0.00636942675159236,0.00318471337579618,0.0254777070063694,0.0636942675159236,0.0127388535031847,0.171974522292994,0,0.0127388535031847,0,0.054140127388535,0.0127388535031847,0,0,0.509554140127389,0,0.0127388535031847,0.00636942675159236,0,0,0.00318471337579618,0,0,0.00318471337579618,0,0,0.0127388535031847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,8859,0,0.0794701986754967,0,0,0.00993377483443709,0,0.0198675496688742,0.0529801324503311,0.0132450331125828,0.145695364238411,0,0.0231788079470199,0,0.033112582781457,0.0033112582781457,0,0,0.586092715231788,0.00662251655629139,0,0.0033112582781457,0,0,0.0033112582781457,0.0033112582781457,0,0,0.0033112582781457,0,0.00662251655629139,0,0,0.0033112582781457,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0
860,9293,0.00211416490486258,0.0782241014799154,0,0,0.00634249471458774,0.00634249471458774,0.00845665961945032,0.00845665961945032,0.0190274841437632,0.040169133192389,0.00211416490486258,0.0190274841437632,0.00422832980972516,0.0105708245243129,0.0147991543340381,0,0.00634249471458774,0.750528541226216,0,0.00845665961945032,0,0,0,0,0,0.00422832980972516,0.00211416490486258,0.00211416490486258,0,0.00422832980972516,0,0,0.00211416490486258,0,0,0,0,0,0,0,0,0,0,0,0
880,9726,0.00655737704918033,0.078688524590164,0,0,0,0,0.0098360655737705,0.0295081967213115,0.00655737704918033,0.0360655737704918,0,0.0327868852459016,0,0.0295081967213115,0.0098360655737705,0,0,0.734426229508197,0,0.0098360655737705,0,0,0,0.00327868852459016,0.00327868852459016,0,0,0.00655737704918033,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
