"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Alnus","Ambrosia","Artemisia","Betula","Caprifoliaceae.undiff.","Ostrya.Carpinus","Carya","Caryophyllaceae","Celtis","Cephalanthus","Chenopodiaceae.Amaranthaceae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.subf..Asteroideae.undiff.","Corylus","Brassicaceae","Cyperaceae","Ephedra","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Galium","Poaceae","Ilex.Nemopanthus","Juglans.cinerea","Juglans.nigra","Lamiaceae","Larix","Fabaceae.undiff.","Liquidambar","Morus","Nyssa","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Plantago","Platanus","Polygonum.lapathifolium","Polygonum.viviparum","Populus","Quercus","Ranunculaceae.undiff.","Robinia","Rosaceae","Rumex","Salix","Sarcobatus.vermiculatus","Thalictrum","Juniperus.Thuja","Tilia","Tsuga","Ulmus","Apiaceae","Viburnum"
5,-13,0,0,0,0.00467289719626168,0,0.492990654205608,0.00233644859813084,0.00700934579439252,0,0.00700934579439252,0.014018691588785,0,0.00934579439252336,0.00700934579439252,0.0210280373831776,0,0.0233644859813084,0,0,0.00233644859813084,0,0.0373831775700935,0.00233644859813084,0.0163551401869159,0,0,0.0560747663551402,0,0,0.00467289719626168,0,0.0186915887850467,0.00700934579439252,0,0,0.00233644859813084,0,0.00934579439252336,0.00467289719626168,0.0116822429906542,0.014018691588785,0.00467289719626168,0,0,0.00233644859813084,0.13785046728972,0,0.0116822429906542,0,0.0280373831775701,0.014018691588785,0,0,0.00700934579439252,0,0,0.0163551401869159,0.00233644859813084,0
100,367,0,0,0.00304878048780488,0.0152439024390244,0.00609756097560976,0.0182926829268293,0.00304878048780488,0.00609756097560976,0,0.024390243902439,0.073170731707317,0,0,0,0,0,0.00609756097560976,0,0,0.0213414634146341,0.00304878048780488,0.00914634146341463,0.0426829268292683,0.00609756097560976,0.0121951219512195,0,0.00914634146341463,0,0.00609756097560976,0.00304878048780488,0,0.00304878048780488,0,0,0.00304878048780488,0,0,0.0121951219512195,0.00609756097560976,0.0213414634146341,0,0.0182926829268293,0,0,0,0.625,0,0,0,0,0.00304878048780488,0,0.00304878048780488,0,0.0182926829268293,0,0.0182926829268293,0,0
210,808,0,0.0075,0,0.0075,0.0075,0.0125,0,0.005,0,0.0275,0.0675,0,0,0,0.0025,0,0.005,0,0,0.13,0,0.0475,0.065,0.01,0.0025,0,0.0075,0.0025,0.0025,0.0025,0.0025,0.005,0,0,0,0,0.0025,0.005,0.005,0.01,0,0.0075,0,0,0,0.4775,0,0,0,0,0.0025,0,0.005,0,0.0175,0.0025,0.045,0,0
300,1168,0,0,0,0.0118343195266272,0.0029585798816568,0.236686390532544,0,0.00591715976331361,0,0.0236686390532544,0.0325443786982249,0,0,0,0.00591715976331361,0,0.0029585798816568,0.0029585798816568,0,0.0177514792899408,0,0.0177514792899408,0.0414201183431953,0.00887573964497041,0.0029585798816568,0,0.0236686390532544,0,0.0029585798816568,0.00591715976331361,0,0.0118343195266272,0,0.00591715976331361,0.0029585798816568,0,0,0.00887573964497041,0.0029585798816568,0.014792899408284,0,0.014792899408284,0,0,0.0029585798816568,0.414201183431953,0,0,0,0,0.0118343195266272,0,0.0029585798816568,0,0.00887573964497041,0,0.0502958579881657,0,0
390,1528,0,0.005249343832021,0,0.010498687664042,0.005249343832021,0.170603674540682,0,0.010498687664042,0,0.015748031496063,0.0393700787401575,0,0,0.0026246719160105,0.010498687664042,0,0.010498687664042,0.005249343832021,0,0.0236220472440945,0,0.036745406824147,0.062992125984252,0.0183727034120735,0.005249343832021,0.0026246719160105,0.0288713910761155,0,0.0078740157480315,0,0,0.0131233595800525,0,0,0,0,0.0026246719160105,0.0026246719160105,0.0078740157480315,0.010498687664042,0.0026246719160105,0.010498687664042,0,0,0,0.42257217847769,0.005249343832021,0,0,0.0078740157480315,0.005249343832021,0,0.0026246719160105,0,0.005249343832021,0.0026246719160105,0.026246719160105,0,0
480,1888,0,0.00581395348837209,0,0.0116279069767442,0.00290697674418605,0.0552325581395349,0.00581395348837209,0.00581395348837209,0,0.0261627906976744,0.0494186046511628,0,0,0,0.00872093023255814,0,0.00581395348837209,0,0,0.00872093023255814,0,0.0581395348837209,0.0930232558139535,0.0290697674418605,0.00290697674418605,0.00290697674418605,0.0406976744186047,0.00290697674418605,0.0174418604651163,0.00872093023255814,0,0.00290697674418605,0,0,0,0.00290697674418605,0,0.00581395348837209,0.0145348837209302,0.00872093023255814,0,0.0116279069767442,0,0,0,0.430232558139535,0,0,0,0,0.00290697674418605,0,0.00290697674418605,0,0.0261627906976744,0,0.0494186046511628,0,0
554,2184,0,0,0,0.02710027100271,0.002710027100271,0.032520325203252,0.010840108401084,0.008130081300813,0,0.016260162601626,0.0704607046070461,0,0,0,0.002710027100271,0,0,0,0.002710027100271,0.010840108401084,0,0.056910569105691,0.113821138211382,0.010840108401084,0.00542005420054201,0,0.008130081300813,0,0.00542005420054201,0.00542005420054201,0.002710027100271,0.008130081300813,0,0.002710027100271,0.002710027100271,0,0.002710027100271,0.002710027100271,0.010840108401084,0.013550135501355,0,0.002710027100271,0,0,0.008130081300813,0.48509485094851,0,0,0,0,0,0,0.00542005420054201,0.002710027100271,0.016260162601626,0.002710027100271,0.040650406504065,0,0
579,2427,0,0,0,0.002710027100271,0.00542005420054201,0.010840108401084,0.002710027100271,0.010840108401084,0,0.008130081300813,0.065040650406504,0,0,0.008130081300813,0.002710027100271,0,0,0.002710027100271,0,0.016260162601626,0,0.043360433604336,0.021680216802168,0.013550135501355,0.008130081300813,0,0.00542005420054201,0.002710027100271,0,0.002710027100271,0,0,0,0,0.002710027100271,0,0.002710027100271,0.00542005420054201,0.013550135501355,0.008130081300813,0,0.018970189701897,0,0,0,0.680216802168022,0,0,0.002710027100271,0,0,0,0,0,0.00542005420054201,0.002710027100271,0.024390243902439,0,0
609,2760,0,0,0,0.010958904109589,0.00273972602739726,0.00273972602739726,0.010958904109589,0,0,0.010958904109589,0.052054794520548,0,0,0.00273972602739726,0,0,0.00273972602739726,0.00273972602739726,0,0.0356164383561644,0,0.0410958904109589,0.00273972602739726,0.010958904109589,0.00273972602739726,0,0.00547945205479452,0.00547945205479452,0,0,0,0,0,0,0,0,0,0,0.00273972602739726,0.00547945205479452,0,0.00273972602739726,0,0,0,0.753424657534247,0,0,0.00821917808219178,0,0.00273972602739726,0,0.00273972602739726,0,0.00273972602739726,0,0.0164383561643836,0,0
639,3094,0,0,0,0.00689655172413793,0.00689655172413793,0.0252873563218391,0.00919540229885057,0.00689655172413793,0,0.00229885057471264,0.0459770114942529,0,0.00229885057471264,0.0114942528735632,0,0,0.00229885057471264,0.00459770114942529,0,0.0551724137931034,0,0.101149425287356,0.0183908045977011,0.00229885057471264,0.00229885057471264,0,0.0505747126436782,0,0,0.00459770114942529,0,0,0,0,0,0,0,0.00689655172413793,0.00689655172413793,0.0114942528735632,0,0.0137931034482759,0,0,0,0.563218390804598,0,0,0.00229885057471264,0,0.00919540229885057,0,0.00459770114942529,0,0,0,0.0206896551724138,0.00229885057471264,0
673,3472,0,0,0,0.0029585798816568,0,0.00887573964497041,0.00591715976331361,0.0118343195266272,0,0.0029585798816568,0.029585798816568,0,0.0029585798816568,0.0207100591715976,0,0,0.00591715976331361,0,0,0.115384615384615,0,0.014792899408284,0,0,0,0,0.22189349112426,0.0029585798816568,0,0,0,0,0,0,0,0.0029585798816568,0,0,0.00887573964497041,0.0236686390532544,0,0.00591715976331361,0,0,0,0.485207100591716,0,0,0,0,0.0029585798816568,0,0.0029585798816568,0,0,0,0.0207100591715976,0,0
703,3805,0,0.00269541778975741,0,0.0215633423180593,0,0.0296495956873315,0,0.0107816711590297,0,0.00808625336927224,0.0646900269541779,0,0,0.00269541778975741,0,0,0.00269541778975741,0,0,0.0673854447439353,0,0.0296495956873315,0.0727762803234501,0.00269541778975741,0,0,0.0215633423180593,0,0.00269541778975741,0.00808625336927224,0.00269541778975741,0,0,0.00269541778975741,0,0,0,0.00269541778975741,0.0215633423180593,0.00539083557951483,0,0.0134770889487871,0,0,0,0.514824797843666,0,0,0.00539083557951483,0,0.032345013477089,0,0,0.00269541778975741,0.0107816711590297,0,0.0350404312668464,0.00269541778975741,0
733,4139,0,0,0,0.0149700598802395,0.0029940119760479,0.00898203592814371,0,0.00598802395209581,0,0.00898203592814371,0.0868263473053892,0,0,0,0,0,0.00898203592814371,0.00898203592814371,0,0.0119760479041916,0,0.00598802395209581,0.0389221556886228,0.00598802395209581,0.0029940119760479,0,0,0,0.0029940119760479,0.0029940119760479,0,0,0,0,0.0029940119760479,0,0.0029940119760479,0,0,0.0149700598802395,0,0.0029940119760479,0,0,0,0.667664670658683,0,0,0,0,0.0149700598802395,0,0,0,0,0,0.0748502994011976,0,0
767,4517,0,0,0,0.00261096605744125,0.00261096605744125,0.0182767624020888,0.00783289817232376,0.00261096605744125,0,0,0.0182767624020888,0,0,0.010443864229765,0.00783289817232376,0,0.00522193211488251,0,0,0.0261096605744125,0,0,0.00522193211488251,0.00783289817232376,0.00522193211488251,0,0.031331592689295,0,0,0.0156657963446475,0,0,0,0,0.00261096605744125,0,0,0.00261096605744125,0.00522193211488251,0.0130548302872063,0,0.0156657963446475,0,0,0,0.733681462140992,0,0,0,0,0.0365535248041775,0,0,0,0,0,0.0234986945169713,0,0
797,4844,0,0,0,0.00847457627118644,0,0.0233050847457627,0.00635593220338983,0,0,0.00423728813559322,0.0105932203389831,0,0.00211864406779661,0.122881355932203,0.00423728813559322,0,0.00635593220338983,0,0,0.148305084745763,0,0,0.00635593220338983,0.00635593220338983,0,0,0.0338983050847458,0,0,0.00211864406779661,0,0,0,0.00211864406779661,0,0,0,0,0.00423728813559322,0.0127118644067797,0,0.0211864406779661,0.00211864406779661,0,0,0.51906779661017,0,0,0.00211864406779661,0,0.0254237288135593,0,0,0,0,0.00211864406779661,0.0233050847457627,0,0
827,5163,0,0,0,0.0048780487804878,0,0.0097560975609756,0.0024390243902439,0,0,0.0024390243902439,0.0463414634146341,0,0,0.168292682926829,0,0,0.024390243902439,0,0,0.073170731707317,0,0,0.0097560975609756,0.0097560975609756,0.0024390243902439,0,0.0097560975609756,0,0.00731707317073171,0.00731707317073171,0,0,0,0,0,0,0.0024390243902439,0.0024390243902439,0.0097560975609756,0.024390243902439,0,0.00731707317073171,0,0,0,0.546341463414634,0,0,0.0024390243902439,0,0.0048780487804878,0.0024390243902439,0,0,0,0,0.0195121951219512,0,0
861,5525,0,0,0,0.00204498977505112,0,0.0265848670756646,0.00613496932515337,0,0,0,0.0347648261758691,0,0,0.222903885480573,0.0081799591002045,0,0.0102249488752556,0,0,0.0838445807770961,0,0,0.00408997955010225,0.00613496932515337,0.00408997955010225,0,0.0102249488752556,0.00408997955010225,0.00408997955010225,0.00408997955010225,0,0,0,0.00204498977505112,0,0,0.0081799591002045,0.00613496932515337,0.0143149284253579,0.0184049079754601,0,0.0204498977505112,0,0,0,0.470347648261759,0,0,0,0,0.00408997955010225,0,0,0,0,0,0.0245398773006135,0,0
871,5631,0,0,0,0.00519031141868512,0.00346020761245675,0.013840830449827,0.00173010380622837,0.00173010380622837,0,0.00173010380622837,0.013840830449827,0,0,0.347750865051903,0.00173010380622837,0,0.0242214532871972,0.00173010380622837,0,0.0674740484429066,0,0,0.00865051903114187,0.00346020761245675,0,0,0.00865051903114187,0,0.00173010380622837,0.00173010380622837,0,0,0,0,0,0,0.00173010380622837,0.0069204152249135,0.0121107266435986,0.013840830449827,0,0.0242214532871972,0,0,0.00346020761245675,0.389273356401384,0,0,0,0,0.00519031141868512,0.00173010380622837,0,0,0,0,0.0311418685121107,0.00173010380622837,0
916,6110,0,0,0,0.00625,0.00208333333333333,0.025,0,0,0.00416666666666667,0.00208333333333333,0.0291666666666667,0,0,0.1625,0,0,0.0145833333333333,0.00208333333333333,0,0.0770833333333333,0,0,0.0291666666666667,0.0104166666666667,0,0,0.025,0,0.00416666666666667,0.0125,0,0,0,0,0,0,0,0,0.00416666666666667,0.00833333333333333,0,0.0145833333333333,0,0,0,0.529166666666667,0,0,0,0,0.00208333333333333,0,0,0.00208333333333333,0.00208333333333333,0.00208333333333333,0.0291666666666667,0,0
