"depth","best.age","min.age","max.age"
7,175,107,228
9,238,150,306
11,300,194,384
12,331,215,423
13,363,237,462
14,394,258,501
15,425,279,540
16,457,301,579
17,488,322,618
19,661,529,729
20,753,654,832
22,939,836,1034
24,1124,979,1252
25,1336,1207,1451
27,1841,1718,1998
28.5,2220,2027,2466
30,2492,2277,2759
32,2713,2540,2930
33.5,2879,2752,3052
35,3044,2930,3179
37,3265,3152,3389
40,3597,3448,3788
42,3856,3724,3994
43.5,4054,3906,4203
45,4252,4067,4435
47,4517,4269,4763
48,4649,4367,4931
49,4781,4463,5099
50,4913,4611,5215
52,5177,4906,5448
53.5,5376,5126,5622
55,5574,5347,5798
57,5838,5640,6033
60,6234,6078,6388
62.5,6564,6440,6690
65,6894,6788,6999
67,7159,7053,7257
70,7759,7653,7860
72,8567,8443,8690
75,9780,9568,9988
