"sample.depths","sample.ages","Abies","Alnus.undiff.","Artemisia","Ostrya.Carpinus","Pinus.undiff.","Quercus","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Alnus.incana","Ambrosia","Betulaceae.undiff.","Myrica","Amaranthaceae","Poaceae","Pinus.strobus","Pinus.banksiana.P..resinosa","Betula","Betula.undiff.","Coniferophyta.undiff.","Picea.mariana","Alnus.viridis.subsp..crispa","Acer.undiff.","Cyperaceae","Fraxinus.undiff.","Ulmus","Picea.glauca","Symphoricarpos.albus","Ericaceae","Fagus","Larix","Acer.rubrum","Picea.undiff.","Fraxinus.nigra","Carya","Corylus","Platanus","Acer.saccharum","Ranunculaceae.undiff.","Cornus.canadensis","Cupressaceae","Thalictrum","Populus","Fraxinus.pennsylvanica","Brassicaceae","Iva.annua.type","Epilobium"
551,19,0.0657894736842105,0.0131578947368421,0.00657894736842105,0.00328947368421053,0.0263157894736842,0.00328947368421053,0.00657894736842105,0.00328947368421053,0.00328947368421053,0.0230263157894737,0.00328947368421053,0.0328947368421053,0.00328947368421053,0.00328947368421053,0.00986842105263158,0.00657894736842105,0.0164473684210526,0.0394736842105263,0.148026315789474,0.0526315789473684,0.460526315789474,0.0690789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,428,0.0709219858156028,0.0602836879432624,0,0,0.0212765957446809,0.0106382978723404,0,0.00354609929078014,0,0.00709219858156028,0,0.0177304964539007,0.00354609929078014,0,0,0.00709219858156028,0.00354609929078014,0.0390070921985816,0.131205673758865,0.0212765957446809,0.48936170212766,0.0673758865248227,0.00354609929078014,0.00354609929078014,0.00709219858156028,0.00354609929078014,0.024822695035461,0.00354609929078014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,940,0.0805860805860806,0.0659340659340659,0,0.00366300366300366,0.0366300366300366,0.00366300366300366,0,0,0.00366300366300366,0.00732600732600733,0.00366300366300366,0.0402930402930403,0.00366300366300366,0,0.00366300366300366,0.00732600732600733,0.00366300366300366,0.043956043956044,0.124542124542125,0.0476190476190476,0.487179487179487,0.0183150183150183,0,0.00366300366300366,0,0,0,0,0.00366300366300366,0.00366300366300366,0.00366300366300366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,1400,0.0784313725490196,0.0196078431372549,0.00217864923747277,0,0.0217864923747277,0.00217864923747277,0,0.00217864923747277,0,0.0152505446623094,0.00217864923747277,0.0392156862745098,0.00435729847494553,0,0,0.0174291938997821,0.00871459694989107,0.0196078431372549,0.106753812636166,0.0457516339869281,0.477124183006536,0.0305010893246187,0,0.00435729847494553,0,0.00217864923747277,0.0849673202614379,0.00217864923747277,0,0.00435729847494553,0.0065359477124183,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,1656,0.106312292358804,0.0166112956810631,0.00332225913621262,0,0.026578073089701,0.00664451827242525,0,0,0,0,0,0.0365448504983389,0.00332225913621262,0,0,0.0132890365448505,0.00332225913621262,0.0332225913621262,0.132890365448505,0.0465116279069767,0,0.053156146179402,0.00332225913621262,0,0,0,0,0,0,0,0,0,0.508305647840532,0.00664451827242525,0,0,0,0,0,0,0,0,0,0,0,0,0
593,2168,0.104519774011299,0.0310734463276836,0,0,0.0338983050847458,0,0,0.00282485875706215,0,0.00564971751412429,0,0.0395480225988701,0,0.00282485875706215,0,0.0112994350282486,0.00282485875706215,0.0367231638418079,0.138418079096045,0.0338983050847458,0.457627118644068,0.0564971751412429,0,0.00847457627118644,0,0,0.0254237288135593,0.00282485875706215,0,0.00282485875706215,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,2424,0.0896358543417367,0.0728291316526611,0,0.00560224089635854,0.0196078431372549,0,0.00280112044817927,0,0,0.0224089635854342,0,0.0588235294117647,0.00280112044817927,0,0,0.0168067226890756,0,0.0476190476190476,0.123249299719888,0.0364145658263305,0,0.0532212885154062,0,0,0,0.00280112044817927,0,0.00280112044817927,0,0.00280112044817927,0.00560224089635854,0,0.42296918767507,0,0.00280112044817927,0.00280112044817927,0.00280112044817927,0.00280112044817927,0,0,0,0,0,0,0,0,0
608,2811,0.075242718446602,0.0509708737864078,0.00242718446601942,0.00485436893203883,0.029126213592233,0,0,0,0,0.00970873786407767,0,0.0218446601941748,0,0,0.00242718446601942,0.0194174757281553,0.00728155339805825,0.058252427184466,0.152912621359223,0.0315533980582524,0,0.0631067961165049,0,0.00242718446601942,0.00242718446601942,0,0,0,0,0,0.00242718446601942,0,0.453883495145631,0.00242718446601942,0,0.00485436893203883,0,0,0.00242718446601942,0,0,0,0,0,0,0,0
618,3184,0.0610079575596817,0.0557029177718833,0.0026525198938992,0,0.0185676392572944,0,0,0.0026525198938992,0,0.013262599469496,0,0.0610079575596817,0.00530503978779841,0,0.0026525198938992,0.0159151193633952,0.0026525198938992,0.0583554376657825,0.153846153846154,0.0344827586206897,0.43236074270557,0.0663129973474801,0,0.00530503978779841,0,0,0,0.00530503978779841,0,0,0,0,0,0,0,0,0,0,0,0.0026525198938992,0,0,0,0,0,0,0
628,3666,0.0606936416184971,0.0549132947976879,0.00578034682080925,0.00289017341040462,0.0202312138728324,0.00289017341040462,0.00289017341040462,0,0,0.00867052023121387,0,0.0751445086705202,0,0.00289017341040462,0,0.0173410404624277,0,0.0289017341040462,0.132947976878613,0.0404624277456647,0,0.0895953757225433,0,0.00289017341040462,0.00289017341040462,0.00289017341040462,0,0.00289017341040462,0,0.00289017341040462,0.00578034682080925,0,0.42485549132948,0,0,0,0,0.00289017341040462,0,0,0.00578034682080925,0,0,0,0,0,0
