"sample.depths","sample.ages","Abies","Alnus.undiff.","Artemisia","Ostrya.Carpinus","Pinus.undiff.","Quercus","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Alnus.incana","Ambrosia","Betulaceae.undiff.","Myrica","Amaranthaceae","Poaceae","Pinus.strobus","Pinus.banksiana.P..resinosa","Betula","Betula.undiff.","Coniferophyta.undiff.","Picea.mariana","Alnus.viridis.subsp..crispa","Acer.undiff.","Cyperaceae","Fraxinus.undiff.","Ulmus","Picea.glauca","Symphoricarpos.albus","Ericaceae","Fagus","Larix","Acer.rubrum","Picea.undiff.","Fraxinus.nigra","Carya","Corylus","Platanus","Acer.saccharum","Ranunculaceae.undiff.","Cornus.canadensis","Cupressaceae","Thalictrum","Populus","Fraxinus.pennsylvanica","Brassicaceae","Iva.annua.type","Epilobium"
638,4312,0.0751295336787565,0.0414507772020725,0,0,0.0129533678756477,0,0,0,0.00259067357512953,0.0233160621761658,0,0.0699481865284974,0.00259067357512953,0,0.00518134715025907,0.0284974093264249,0.00259067357512953,0.0492227979274611,0.16839378238342,0.0362694300518135,0.365284974093264,0.0829015544041451,0,0.00518134715025907,0,0,0.0181347150259067,0,0,0.00259067357512953,0.00259067357512953,0,0,0,0,0,0,0.00259067357512953,0,0,0,0.00259067357512953,0,0,0,0,0
648,4958,0.0380622837370242,0.0173010380622837,0,0,0.0207612456747405,0,0,0,0,0.0103806228373702,0,0.069204152249135,0.0069204152249135,0.00346020761245675,0.00346020761245675,0.0069204152249135,0.00346020761245675,0.069204152249135,0.169550173010381,0.027681660899654,0,0.0519031141868512,0,0.0069204152249135,0,0,0,0,0,0.00346020761245675,0.00346020761245675,0,0.480968858131488,0.00346020761245675,0,0,0,0.00346020761245675,0,0,0,0,0,0,0,0,0
658,5574,0.0551181102362205,0.0236220472440945,0.0026246719160105,0,0.0236220472440945,0,0,0.0026246719160105,0,0.0078740157480315,0,0.073490813648294,0.0078740157480315,0,0,0.0236220472440945,0.0026246719160105,0.0551181102362205,0.183727034120735,0.0236220472440945,0.333333333333333,0.110236220472441,0,0.0026246719160105,0,0.0026246719160105,0.0603674540682415,0,0.0026246719160105,0,0.0026246719160105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,6120,0.0140845070422535,0.0352112676056338,0.00352112676056338,0,0.0176056338028169,0,0.00704225352112676,0,0,0,0,0.0809859154929577,0.00704225352112676,0,0,0.028169014084507,0,0.102112676056338,0.22887323943662,0.028169014084507,0,0.0704225352112676,0,0.00704225352112676,0,0,0,0,0,0,0.00352112676056338,0,0.359154929577465,0,0,0,0,0,0,0,0,0,0.00704225352112676,0,0,0,0
673,6393,0.069164265129683,0.0576368876080692,0.00288184438040346,0,0.037463976945245,0.00288184438040346,0,0.00288184438040346,0.00288184438040346,0.00288184438040346,0,0.0662824207492795,0.00288184438040346,0.00288184438040346,0,0.0115273775216138,0,0.126801152737752,0.198847262247839,0.0172910662824208,0.285302593659942,0.0951008645533141,0,0,0,0,0,0,0.00288184438040346,0,0.00288184438040346,0,0,0.00576368876080692,0,0,0,0,0,0,0,0.00288184438040346,0,0,0,0,0
678,6666,0.0597014925373134,0.0348258706467662,0.00497512437810945,0.00248756218905473,0.0199004975124378,0,0.00248756218905473,0,0.00497512437810945,0,0,0.0746268656716418,0.0099502487562189,0,0,0.0422885572139304,0.00248756218905473,0.13681592039801,0.221393034825871,0.0174129353233831,0.238805970149254,0.0945273631840796,0,0.0124378109452736,0,0.0099502487562189,0,0,0.00248756218905473,0,0.00497512437810945,0,0,0,0,0,0,0.00248756218905473,0,0,0,0,0,0,0,0,0
683,6938,0.0718954248366013,0.0620915032679739,0,0.0065359477124183,0.0196078431372549,0.00326797385620915,0,0,0,0,0,0.088235294117647,0.0065359477124183,0,0.00326797385620915,0.0294117647058824,0.00326797385620915,0.15359477124183,0.26797385620915,0.0261437908496732,0.0751633986928105,0.101307189542484,0,0.0065359477124183,0,0,0.0620915032679739,0,0,0,0,0,0,0.00326797385620915,0,0.00326797385620915,0.00326797385620915,0.00326797385620915,0,0,0,0,0,0,0,0,0
684,6993,0.080091533180778,0.0251716247139588,0.0022883295194508,0.0045766590389016,0.0160183066361556,0.0022883295194508,0.0022883295194508,0,0,0.0022883295194508,0,0.100686498855835,0.0091533180778032,0.0045766590389016,0,0.0274599542334096,0,0.169336384439359,0.251716247139588,0.0183066361556064,0,0.14187643020595,0,0.011441647597254,0,0,0,0.0022883295194508,0,0.0022883295194508,0,0,0.123569794050343,0,0,0,0,0,0,0,0,0,0,0.0022883295194508,0,0,0
689,7234,0.0849056603773585,0.0613207547169811,0,0,0.0141509433962264,0.0070754716981132,0.00235849056603774,0,0.00235849056603774,0,0,0.0683962264150943,0.0117924528301887,0,0,0.0306603773584906,0.00471698113207547,0.155660377358491,0.242924528301887,0.0283018867924528,0,0.193396226415094,0,0.0070754716981132,0,0,0,0.00235849056603774,0,0,0,0,0.0754716981132075,0.00235849056603774,0,0,0,0.00235849056603774,0,0,0,0,0,0,0.00235849056603774,0,0
691,7326,0.131818181818182,0.084090909090909,0.00681818181818182,0,0.0181818181818182,0.00227272727272727,0,0.00227272727272727,0.00227272727272727,0.00681818181818182,0,0.0522727272727273,0.00681818181818182,0.00227272727272727,0.00227272727272727,0.0272727272727273,0.00227272727272727,0.102272727272727,0.195454545454545,0.0477272727272727,0.0363636363636364,0.193181818181818,0,0.00681818181818182,0,0.00227272727272727,0.0590909090909091,0,0,0,0.00454545454545455,0,0,0,0,0,0,0,0,0,0.00227272727272727,0,0,0.00227272727272727,0,0,0
694,7462,0.165789473684211,0.0368421052631579,0,0,0.0131578947368421,0.00526315789473684,0,0.00263157894736842,0.00526315789473684,0.00526315789473684,0,0.05,0.00263157894736842,0,0,0.0184210526315789,0.00789473684210526,0.113157894736842,0.194736842105263,0.0342105263157895,0,0.189473684210526,0,0.00789473684210526,0.00263157894736842,0.00263157894736842,0,0.00263157894736842,0,0,0,0,0.128947368421053,0.00526315789473684,0,0,0,0,0,0,0,0,0.00263157894736842,0,0,0.00263157894736842,0
696,7554,0.160949868073879,0.0554089709762533,0.00263852242744063,0,0.0158311345646438,0.00527704485488127,0.00527704485488127,0,0.00263852242744063,0,0.0079155672823219,0.050131926121372,0.00263852242744063,0,0,0.0211081794195251,0.00263852242744063,0.100263852242744,0.155672823218997,0.0395778364116095,0,0.187335092348285,0,0.00527704485488127,0,0.00263852242744063,0,0,0,0,0,0,0.163588390501319,0.00527704485488127,0,0,0,0,0,0,0,0,0.00527704485488127,0.00263852242744063,0,0,0
699,7690,0.148471615720524,0.0611353711790393,0,0,0.0240174672489083,0.00218340611353712,0.00655021834061135,0.00218340611353712,0.00436681222707424,0,0,0.0393013100436681,0,0,0,0.0109170305676856,0.00655021834061135,0.0873362445414847,0.122270742358079,0.0414847161572052,0.0502183406113537,0.231441048034935,0,0.00436681222707424,0,0,0.141921397379913,0.0131004366812227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218340611353712,0,0,0,0
704,7918,0.033033033033033,0.108108108108108,0.003003003003003,0,0.015015015015015,0.003003003003003,0.006006006006006,0.003003003003003,0,0,0.003003003003003,0.042042042042042,0,0,0.003003003003003,0.009009009009009,0.003003003003003,0.0840840840840841,0.129129129129129,0.024024024024024,0.033033033033033,0.237237237237237,0,0,0.003003003003003,0,0.231231231231231,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0.006006006006006,0,0.015015015015015,0.003003003003003,0,0,0
709,8146,0.00268096514745308,0.14745308310992,0.00268096514745308,0,0.0268096514745308,0.00268096514745308,0.00804289544235925,0,0.00268096514745308,0.00268096514745308,0,0.0428954423592493,0.00268096514745308,0.00268096514745308,0,0.00536193029490617,0.00268096514745308,0.064343163538874,0.096514745308311,0.00536193029490617,0.126005361930295,0.35656836461126,0,0.00268096514745308,0,0,0.0804289544235925,0.0134048257372654,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,8374,0.00508905852417303,0.150127226463104,0,0.00508905852417303,0.0152671755725191,0.00254452926208651,0.00254452926208651,0,0.00254452926208651,0.00254452926208651,0,0.0152671755725191,0.00254452926208651,0,0.00508905852417303,0.0152671755725191,0.00508905852417303,0.0203562340966921,0.0330788804071247,0.00508905852417303,0.127226463104326,0.287531806615776,0,0.0178117048346056,0,0.00508905852417303,0.251908396946565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254452926208651,0,0.0178117048346056,0,0,0,0.00254452926208651
719,NA,0.00273972602739726,0.326027397260274,0,0,0.0219178082191781,0,0.00273972602739726,0,0.00273972602739726,0.00273972602739726,0,0.00273972602739726,0,0,0,0.00547945205479452,0.00547945205479452,0.00547945205479452,0.0136986301369863,0.00821917808219178,0,0.408219178082192,0,0.00547945205479452,0,0,0,0.010958904109589,0,0,0,0,0.16986301369863,0,0,0,0,0,0,0,0,0,0.00547945205479452,0,0,0,0
722,NA,0.00763358778625954,0.286259541984733,0,0.0152671755725191,0.0572519083969466,0,0.0229007633587786,0,0,0,0,0.0419847328244275,0.00381679389312977,0.00381679389312977,0,0.00381679389312977,0,0.00763358778625954,0.0229007633587786,0.0305343511450382,0.0229007633587786,0.301526717557252,0,0.00763358778625954,0,0,0.156488549618321,0,0,0,0,0,0,0,0,0.00381679389312977,0,0,0,0,0.00381679389312977,0,0,0,0,0,0
