"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Carya","Celtis","Corylus","Cyperaceae","Fagus","Fraxinus.nigra.type","Poaceae.undiff.","Ilex","Iva.xanthifolia.type","Larix","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.tremuloides.type","Quercus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vaccinium","Vitis","Juniperus.Thuja","Polygonum","Amaranthaceae.undiff.","Fabaceae.undiff.","Morus","Salix","Thalictrum","Tilia","Urtica.type","Myrica","Comptonia.peregrina","Amorpha.type","Fraxinus.pennsylvanica.type","Asteraceae.subf..Cichorioideae","Plantago.major","Zea.mays","Shepherdia","Acer.undiff.","Juglans.cinerea","Cornus","Potentilla.type","Iva.annua.type","Castanea","Hydrophyllum","Sambucus","Dalea","Ranunculus","Liliaceae","Fraxinus.undiff.","Ledum.Chamaedaphne.calyculata","Lamiaceae","Juglans.nigra","Cannabaceae","Galium","Juglans.undiff.","Ephedra","Rhamnaceae","Rubus","Hypericum","Sarcobatus.vermiculatus","Alnus.viridis.type","Acer.spicatum","Laportea.type","Apiaceae","Saxifragaceae","Valeriana","Populus.balsamifera.type","Rosaceae.undiff.","Caryophyllaceae","Xanthium"
660,4035,0.015527950310559,0.0124223602484472,0,0.0372670807453416,0.0031055900621118,0.0031055900621118,0.139751552795031,0,0,0.0031055900621118,0.0031055900621118,0,0.0062111801242236,0.0124223602484472,0,0.0062111801242236,0.0031055900621118,0,0.0124223602484472,0.0031055900621118,0.0124223602484472,0.450310559006211,0.195652173913043,0,0.0062111801242236,0.0434782608695652,0,0.0124223602484472,0.0093167701863354,0,0,0,0,0.0031055900621118,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0
700,4460,0.00289017341040462,0.0173410404624277,0.00289017341040462,0.0404624277456647,0.00578034682080925,0,0.167630057803468,0.00289017341040462,0.00289017341040462,0,0.0115606936416185,0,0.0144508670520231,0.0289017341040462,0,0,0.0115606936416185,0,0.0202312138728324,0.00289017341040462,0.0173410404624277,0.315028901734104,0.202312138728324,0,0.0115606936416185,0.0635838150289017,0,0.00289017341040462,0.0289017341040462,0,0,0.00578034682080925,0,0,0,0,0.00289017341040462,0,0.00289017341040462,0,0,0.00289017341040462,0,0.00578034682080925,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,5136,0.0048661800486618,0.0097323600973236,0,0.0389294403892944,0.0145985401459854,0.0097323600973236,0.0559610705596107,0.0048661800486618,0,0.0048661800486618,0.0072992700729927,0,0.0170316301703163,0.0121654501216545,0.0024330900243309,0,0.0048661800486618,0,0.0145985401459854,0.0024330900243309,0.0510948905109489,0.435523114355231,0.167883211678832,0,0.0024330900243309,0.0778588807785888,0.0048661800486618,0.0024330900243309,0.0145985401459854,0,0,0.0072992700729927,0,0.0072992700729927,0,0,0,0.0072992700729927,0.0024330900243309,0,0,0,0,0.0024330900243309,0,0,0,0,0,0.0072992700729927,0,0,0,0.0024330900243309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024330900243309,0,0,0,0,0,0,0,0,0,0
800,5611,0.00952380952380952,0.00634920634920635,0,0.0444444444444444,0.0158730158730159,0.00634920634920635,0.0793650793650794,0,0,0.00317460317460317,0.00634920634920635,0,0.0126984126984127,0.00317460317460317,0,0.00317460317460317,0.00317460317460317,0,0.00317460317460317,0.00634920634920635,0.0317460317460317,0.314285714285714,0.253968253968254,0,0.0126984126984127,0.111111111111111,0,0.00952380952380952,0.0126984126984127,0,0.00317460317460317,0.00952380952380952,0.00317460317460317,0.00634920634920635,0,0,0,0,0.00634920634920635,0,0,0,0,0,0,0,0,0,0,0.0126984126984127,0,0,0,0.00317460317460317,0,0,0,0,0,0.00317460317460317,0,0,0,0,0,0,0,0,0,0,0,0.00317460317460317,0,0,0,0,0,0,0,0,0
830,5981,0.00696864111498258,0.00348432055749129,0,0.0174216027874564,0.00348432055749129,0.00348432055749129,0.0383275261324042,0,0.00348432055749129,0,0.0174216027874564,0,0.024390243902439,0.0104529616724739,0,0,0.0139372822299652,0,0.048780487804878,0.00348432055749129,0.0522648083623693,0.355400696864112,0.21602787456446,0,0.0174216027874564,0.0905923344947735,0,0,0.0348432055749129,0,0,0.0209059233449477,0,0.00348432055749129,0,0,0.00696864111498258,0,0,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,6362,0.00857142857142857,0.0114285714285714,0,0.0542857142857143,0.00857142857142857,0,0.0457142857142857,0.00571428571428571,0,0,0.0142857142857143,0,0.02,0.0171428571428571,0,0.00285714285714286,0,0,0.0314285714285714,0.00285714285714286,0.0514285714285714,0.274285714285714,0.231428571428571,0,0.00857142857142857,0.117142857142857,0,0.00285714285714286,0.0428571428571429,0,0,0.0114285714285714,0.00285714285714286,0.00857142857142857,0,0,0.00571428571428571,0,0,0,0,0.00285714285714286,0,0.00285714285714286,0,0,0,0,0,0,0,0,0.00571428571428571,0,0,0,0,0,0,0,0.00285714285714286,0,0.00285714285714286,0,0,0,0,0.00285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
900,6887,0.00666666666666667,0.0133333333333333,0,0.0166666666666667,0.00333333333333333,0,0.0533333333333333,0,0,0.00333333333333333,0.00666666666666667,0,0.0166666666666667,0.00666666666666667,0,0,0,0.00333333333333333,0.0366666666666667,0,0.0133333333333333,0.34,0.283333333333333,0,0.00333333333333333,0.11,0,0,0.0566666666666667,0,0,0.00333333333333333,0.00333333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0
930,7295,0.00304878048780488,0.0182926829268293,0,0.0274390243902439,0.00304878048780488,0.00304878048780488,0.0365853658536585,0,0,0,0.00609756097560976,0,0.0152439024390244,0.00914634146341463,0,0,0,0,0.0365853658536585,0.00304878048780488,0.0152439024390244,0.393292682926829,0.268292682926829,0.00609756097560976,0.0121951219512195,0.0701219512195122,0,0.00304878048780488,0.0396341463414634,0,0,0.00914634146341463,0,0,0,0,0,0,0.00609756097560976,0,0,0,0,0.00609756097560976,0,0,0,0,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0
960,7714,0.00291545189504373,0.00291545189504373,0.00291545189504373,0.0262390670553936,0.00583090379008746,0.0145772594752187,0.0379008746355685,0,0.00291545189504373,0.00291545189504373,0.0087463556851312,0,0.0174927113702624,0.00583090379008746,0.0087463556851312,0,0,0,0.0495626822157434,0.00291545189504373,0.0262390670553936,0.472303206997085,0.169096209912536,0,0.00291545189504373,0.0495626822157434,0,0.00291545189504373,0.0349854227405248,0,0,0.0087463556851312,0,0.00291545189504373,0,0,0.0087463556851312,0,0.00583090379008746,0,0,0,0,0.00583090379008746,0,0,0,0,0,0.0087463556851312,0.00291545189504373,0,0.00583090379008746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,8289,0.0131147540983607,0.0131147540983607,0,0.0295081967213115,0.0163934426229508,0.0131147540983607,0.0327868852459016,0,0,0,0.00655737704918033,0,0.0229508196721311,0.0131147540983607,0,0.00655737704918033,0,0,0.0327868852459016,0,0.0131147540983607,0.350819672131148,0.278688524590164,0.00327868852459016,0.0098360655737705,0.0622950819672131,0,0,0.0557377049180328,0,0,0.00327868852459016,0,0.00655737704918033,0,0,0.00327868852459016,0,0.00655737704918033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00655737704918033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,8734,0.00263852242744063,0.0131926121372032,0.00263852242744063,0.0237467018469657,0.0184696569920844,0.0079155672823219,0.0448548812664908,0,0,0.00263852242744063,0.0131926121372032,0,0.0237467018469657,0.0131926121372032,0,0,0.00263852242744063,0,0.0422163588390501,0,0.0158311345646438,0.45646437994723,0.171503957783641,0,0.00527704485488127,0.0844327176781003,0,0.00527704485488127,0.0316622691292876,0,0,0.00527704485488127,0,0.00527704485488127,0,0,0,0,0.00263852242744063,0,0,0,0,0,0,0,0.00527704485488127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
