"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Amaranthaceae.undiff.","Pinaceae.undiff.","Cyperaceae","Poaceae.undiff.","Larix","Picea","Pinus.subg..Pinus","Pinus.undiff.","Salix","Sarcobatus.vermiculatus","Trees.undiff.","Pinus.subg..Strobus","Myrica","Artemisia","Cupressaceae","Plantago","Ericaceae","Herbs.undiff.","Ostrya.Carpinus","Quercus","Rumex","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Acer","Fagus","Corylus","Fraxinus","Taxus","Caryophyllaceae","Rosaceae.undiff.","Castanea","Thalictrum","Fabaceae","Populus","Ulmus","Nyssa","Asteraceae.undiff.","Iva","Cornus","Sambucus","Vitis","Epilobium","Ranunculaceae.undiff.","Scrophulariaceae","Shepherdia.canadensis","Moraceae","Juglans","Polygonum","Celtis","Dryas.type","Euphorbia","Gentianaceae","Asteraceae.subf..Cichorioideae","Cerealia","Geranium","Ilex","Platanus"
106,7442,0.110381077529566,0.0026281208935611,0.388961892247043,0,0.1419185282523,0,0.0591327201051248,0.00657030223390276,0.00919842312746386,0,0.244415243101183,0.0026281208935611,0.0131406044678055,0.0026281208935611,0,0.00657030223390276,0,0.0026281208935611,0.00131406044678055,0,0,0.00131406044678055,0,0,0.0026281208935611,0,0,0,0,0,0,0.00131406044678055,0,0,0,0,0,0,0.00131406044678055,0,0,0.00131406044678055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,7628,0.162404092071611,0.0191815856777494,0.280051150895141,0,0.0907928388746803,0,0.0946291560102302,0.00767263427109974,0.00255754475703325,0,0.301790281329923,0.00255754475703325,0.00767263427109974,0.00127877237851662,0,0.00767263427109974,0.0051150895140665,0.0051150895140665,0,0.00639386189258312,0,0,0,0,0.00127877237851662,0,0,0.00127877237851662,0,0,0,0.00127877237851662,0,0,0,0,0,0,0,0,0,0,0.00127877237851662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,7814,0.0107003891050584,0.000972762645914397,0.244163424124514,0,0.142996108949416,0,0.0457198443579767,0.00972762645914397,0.00583657587548638,0,0.505836575875486,0.000972762645914397,0.0126459143968872,0.000972762645914397,0,0.00194552529182879,0.00389105058365759,0.000972762645914397,0,0.00194552529182879,0,0.000972762645914397,0,0,0.00389105058365759,0,0,0,0,0.000972762645914397,0.000972762645914397,0.000972762645914397,0,0,0,0,0,0,0.000972762645914397,0,0,0,0.000972762645914397,0.000972762645914397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,8021,0.00343642611683849,0.0274914089347079,0.202749140893471,0,0.127147766323024,0,0.0171821305841924,0.0171821305841924,0.0154639175257732,0,0.529209621993127,0.00171821305841924,0.0120274914089347,0.00343642611683849,0,0.0154639175257732,0.00515463917525773,0.00859106529209622,0.00171821305841924,0,0,0.00171821305841924,0,0.00343642611683849,0.00515463917525773,0,0,0.00171821305841924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,8234,0.0129496402877698,0.0100719424460432,0.141007194244604,0,0.113669064748201,0,0.0460431654676259,0.0345323741007194,0.0158273381294964,0.00143884892086331,0.546762589928058,0.00287769784172662,0.0345323741007194,0.00575539568345324,0,0.018705035971223,0.00143884892086331,0.00431654676258993,0,0.00287769784172662,0,0.00143884892086331,0,0.00143884892086331,0,0,0,0.00143884892086331,0,0,0,0,0,0.00143884892086331,0,0,0,0,0,0,0,0,0,0,0.00143884892086331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,8448,0.0068259385665529,0,0.196245733788396,0.00170648464163823,0.203071672354949,0,0.037542662116041,0.0290102389078498,0.0068259385665529,0,0.455631399317406,0,0.0204778156996587,0.0068259385665529,0,0.00511945392491468,0.00170648464163823,0,0,0.0102389078498294,0,0.0068259385665529,0,0,0.0068259385665529,0,0,0.00170648464163823,0,0,0,0.00170648464163823,0,0,0,0,0,0,0,0.00170648464163823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,8661,0.00165837479270315,0.0132669983416252,0.202321724709784,0,0.26865671641791,0,0.0348258706467662,0.066334991708126,0.0348258706467662,0,0.290215588723051,0.0066334991708126,0.0165837479270315,0.00829187396351575,0,0.0132669983416252,0.0033167495854063,0.0033167495854063,0.0033167495854063,0.0165837479270315,0,0.0116086235489221,0,0,0,0,0,0.00165837479270315,0,0,0.00165837479270315,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,8874,0.00567375886524823,0.00283687943262411,0.188652482269504,0,0.256737588652482,0,0.00851063829787234,0.0368794326241135,0.0312056737588652,0,0.334751773049645,0.00709219858156028,0.051063829787234,0.00567375886524823,0,0.0170212765957447,0.0127659574468085,0.00425531914893617,0.00141843971631206,0.0269503546099291,0,0.00283687943262411,0,0,0.00141843971631206,0,0,0,0,0,0.00283687943262411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141843971631206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,9088,0.00470588235294118,0,0.211764705882353,0,0.416470588235294,0,0.0164705882352941,0.0517647058823529,0.0258823529411765,0,0.167058823529412,0.00235294117647059,0.0141176470588235,0.0141176470588235,0,0.0141176470588235,0,0.00705882352941176,0,0.0423529411764706,0,0.00235294117647059,0,0,0,0,0,0.00470588235294118,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,9301,0,0.00151745068285281,0.209408194233687,0.00151745068285281,0.34597875569044,0,0.0151745068285281,0.0455235204855842,0.0606980273141123,0,0.185128983308042,0.00303490136570561,0.0500758725341426,0.0197268588770865,0,0.0197268588770865,0.00910470409711684,0.00303490136570561,0,0.0106221547799697,0,0.0106221547799697,0,0,0.00151745068285281,0,0,0.00151745068285281,0.00151745068285281,0,0,0.00151745068285281,0,0.00151745068285281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151745068285281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,9515,0.00333333333333333,0.005,0.253333333333333,0,0.441666666666667,0,0.005,0.0666666666666667,0.0366666666666667,0,0.0816666666666667,0.00166666666666667,0.0333333333333333,0.0216666666666667,0,0.0133333333333333,0.01,0.00166666666666667,0,0.00666666666666667,0,0.005,0,0.00166666666666667,0.00666666666666667,0,0,0,0,0,0,0.00166666666666667,0,0,0.00166666666666667,0,0,0,0,0.00166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,9728,0.00163132137030995,0.0032626427406199,0.185970636215334,0,0.471451876019576,0.00163132137030995,0.0032626427406199,0.0864600326264274,0.032626427406199,0,0.0946166394779772,0,0.065252854812398,0.00815660685154975,0,0.00815660685154975,0.0097879282218597,0.00489396411092985,0.0065252854812398,0,0,0.0114192495921697,0,0.00163132137030995,0.00163132137030995,0,0,0.00163132137030995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,9791,0,0,0.165909090909091,0.00454545454545455,0.511363636363636,0.00227272727272727,0.00227272727272727,0.0931818181818182,0.0181818181818182,0,0.0818181818181818,0,0.0386363636363636,0.0363636363636364,0,0.0136363636363636,0.00454545454545455,0,0.00227272727272727,0.00454545454545455,0,0.0113636363636364,0,0,0.00227272727272727,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0.00227272727272727,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,9854,0,0.00309597523219814,0.0309597523219814,0.00309597523219814,0.597523219814242,0,0.00928792569659443,0.0959752321981424,0.0371517027863777,0,0.0588235294117647,0,0.043343653250774,0.0588235294117647,0,0.0123839009287926,0.00619195046439629,0.00309597523219814,0.00619195046439629,0,0,0.0123839009287926,0,0.00928792569659443,0.00309597523219814,0,0,0.00309597523219814,0,0,0,0,0,0,0.00309597523219814,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,9917,0,0,0.0549828178694158,0,0.627147766323024,0,0.00343642611683849,0.115120274914089,0.0120274914089347,0,0.0429553264604811,0.00343642611683849,0.0498281786941581,0.0378006872852234,0,0.00515463917525773,0.00343642611683849,0.00171821305841924,0.00343642611683849,0.00343642611683849,0,0.0189003436426117,0,0,0.00687285223367698,0.00171821305841924,0,0,0,0,0,0,0,0.00343642611683849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171821305841924,0.00343642611683849,0,0,0,0,0,0,0,0,0,0,0,0
166,9980,0,0,0.0482758620689655,0,0.648275862068965,0,0.0103448275862069,0.0793103448275862,0.00344827586206897,0,0.00689655172413793,0.0344827586206897,0.0344827586206897,0.0310344827586207,0,0.0655172413793104,0.00344827586206897,0.00344827586206897,0,0,0,0.00689655172413793,0,0.0103448275862069,0.00344827586206897,0,0,0,0,0,0,0,0,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344827586206897,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0
170,10043,0.0022883295194508,0.011441647597254,0.0205949656750572,0.0022883295194508,0.560640732265446,0,0.0091533180778032,0.100686498855835,0.0297482837528604,0,0.0389016018306636,0.0091533180778032,0.0480549199084668,0.0663615560640732,0,0.0183066361556064,0.0022883295194508,0.0091533180778032,0.0022883295194508,0.0022883295194508,0,0.0297482837528604,0,0.0091533180778032,0.0068649885583524,0.0022883295194508,0,0,0,0,0.0045766590389016,0,0,0,0.0045766590389016,0,0.0022883295194508,0,0,0,0,0,0.0022883295194508,0,0,0,0,0,0,0,0.0045766590389016,0,0,0,0,0,0,0,0,0,0,0
174,10106,0,0,0.0231481481481481,0,0.324074074074074,0,0.00925925925925926,0.12962962962963,0.0324074074074074,0,0.0462962962962963,0.0324074074074074,0.0925925925925926,0.101851851851852,0,0.0138888888888889,0.00925925925925926,0.0231481481481481,0.00925925925925926,0,0,0.0833333333333333,0,0.0416666666666667,0.00462962962962963,0,0,0.00925925925925926,0,0,0,0,0,0,0,0,0,0.00462962962962963,0,0.00462962962962963,0,0,0,0,0,0,0,0,0,0,0.00462962962962963,0,0,0,0,0,0,0,0,0,0,0
178,10391,0.0045766590389016,0.0045766590389016,0.100686498855835,0.011441647597254,0.318077803203661,0,0.0091533180778032,0.109839816933638,0.0274599542334096,0.0022883295194508,0.0983981693363844,0.0366132723112128,0.0663615560640732,0.091533180778032,0,0.0160183066361556,0.0068649885583524,0.0091533180778032,0.0160183066361556,0.0022883295194508,0,0.0434782608695652,0,0,0.0068649885583524,0.0022883295194508,0.0022883295194508,0,0,0,0,0,0,0.0045766590389016,0,0,0.0022883295194508,0,0,0,0,0,0,0,0,0,0,0,0,0.0022883295194508,0,0.0022883295194508,0.0022883295194508,0,0,0,0,0,0,0,0,0
182,10749,0.00454545454545455,0.0204545454545455,0.0522727272727273,0,0.220454545454545,0.00454545454545455,0.00909090909090909,0.181818181818182,0.0613636363636364,0,0.0363636363636364,0.0113636363636364,0.05,0.104545454545455,0,0.025,0.0136363636363636,0.0227272727272727,0.0204545454545455,0.00227272727272727,0.00227272727272727,0.0818181818181818,0,0,0.0136363636363636,0.00227272727272727,0,0.00681818181818182,0,0,0,0,0,0.00227272727272727,0.0159090909090909,0,0,0.00909090909090909,0.00227272727272727,0.00454545454545455,0,0,0,0,0,0,0,0,0,0.0113636363636364,0,0,0,0.00227272727272727,0.00454545454545455,0,0,0,0,0,0,0
186,11107,0,0.0254957507082153,0.0169971671388102,0,0.155807365439093,0,0,0.175637393767705,0.0963172804532578,0,0.056657223796034,0.0113314447592068,0.0708215297450425,0.203966005665722,0,0.0056657223796034,0.0028328611898017,0.0226628895184136,0.0056657223796034,0.0084985835694051,0,0.0509915014164306,0,0,0.0056657223796034,0.0084985835694051,0,0.0084985835694051,0.0056657223796034,0,0.0028328611898017,0,0,0.0084985835694051,0.0084985835694051,0,0,0.0141643059490085,0,0.0056657223796034,0,0,0,0,0,0,0,0,0,0.0169971671388102,0,0,0,0,0,0.0028328611898017,0.0028328611898017,0,0,0,0,0
190,11466,0.00476190476190476,0.0333333333333333,0.00476190476190476,0.019047619047619,0.214285714285714,0.00476190476190476,0.00476190476190476,0.142857142857143,0.0333333333333333,0,0.0476190476190476,0,0.114285714285714,0.233333333333333,0,0.00952380952380952,0,0.0142857142857143,0.00952380952380952,0,0.00952380952380952,0.019047619047619,0,0,0.00952380952380952,0.00952380952380952,0,0,0,0,0.00476190476190476,0,0,0.00952380952380952,0.0238095238095238,0,0,0,0,0.00476190476190476,0,0,0,0,0,0,0.00952380952380952,0,0,0,0,0,0,0,0,0,0,0.00476190476190476,0.00476190476190476,0,0,0
194,11824,0.00353356890459364,0.0954063604240283,0.0141342756183746,0.00353356890459364,0.11660777385159,0,0.00353356890459364,0.130742049469965,0.123674911660777,0,0.0954063604240283,0.00353356890459364,0.0671378091872792,0.250883392226148,0,0,0,0.00353356890459364,0,0.0176678445229682,0,0,0,0,0,0.00353356890459364,0,0.0106007067137809,0.00353356890459364,0,0,0,0,0.00706713780918728,0.0212014134275618,0,0,0,0,0.00353356890459364,0,0,0,0,0,0,0.0212014134275618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,12182,0.00864553314121038,0.115273775216138,0.0230547550432277,0.0172910662824208,0.201729106628242,0,0.0115273775216138,0.0288184438040346,0.132564841498559,0,0.0547550432276657,0.00576368876080692,0.0403458213256484,0.270893371757925,0,0.0115273775216138,0,0.0230547550432277,0.00288184438040346,0.00288184438040346,0,0.00576368876080692,0,0.00288184438040346,0.00288184438040346,0,0,0.00864553314121038,0,0,0,0,0,0.00288184438040346,0.0115273775216138,0,0,0,0,0,0,0,0,0,0,0,0.0115273775216138,0,0,0,0,0,0,0,0,0,0,0,0,0.00288184438040346,0,0
202,NA,0.00305810397553517,0.412844036697248,0.018348623853211,0.00611620795107034,0.253822629969419,0.00305810397553517,0.0214067278287462,0.0275229357798165,0.0886850152905199,0,0.0519877675840979,0,0.0122324159021407,0.00611620795107034,0,0.0428134556574924,0,0.00611620795107034,0,0.00305810397553517,0,0.0122324159021407,0,0,0,0,0.00305810397553517,0.0122324159021407,0,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0.00611620795107034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305810397553517,0.00305810397553517
