"depth","best.age","min.age","max.age"
130,-10,-29,9
150,45,-5,94
190,486,391,578
230,1259,1149,1366
270,2032,1882,2174
310,2805,2612,3000
350,3578,3341,3832
390,4351,4063,4661
403,4602,4297,4930
430,4847,4552,5167
470,5150,4876,5446
510,5452,5192,5722
550,5754,5505,6000
590,6057,5818,6289
630,6359,6128,6585
670,6662,6434,6881
710,6964,6740,7184
750,7267,7041,7492
790,7569,7334,7799
830,7871,7624,8109
870,8174,7910,8421
910,8476,8192,8737
950,8745,8447,9025
990,8782,8282,9276
1030,8818,7982,9687
1070,8854,7635,10119
1110,8890,7282,10560
1150,9082,7679,10544
1190,9273,8074,10530
1230,9465,8466,10518
1270,9656,8847,10502
1308,9838,9196,10492
1347,10025,9541,10512
1387,10216,9850,10585
1427,10408,10065,10759
1467,10723,10104,11352
1507,NA,NA,NA
1547,NA,NA,NA
1567,NA,NA,NA
1587,NA,NA,NA
1617,NA,NA,NA
1637,NA,NA,NA
1657,NA,NA,NA
1664,NA,NA,NA
