"depth","best.age","min.age","max.age"
14,200,148,250
16,232,175,286
18,263,203,322
20,293,229,355
22,322,255,386
24,349,281,414
26,375,306,439
28,398,331,462
30,420,355,482
32,440,379,500
34,459,400,515
36,476,421,528
38,492,442,541
40,507,461,553
42,521,477,564
44,534,493,576
46,547,507,589
48,559,519,603
50,572,527,618
52,584,534,634
54,7238,6866,7598
56,7834,7516,8133
58,8430,8155,8671
60,9024,8786,9236
62,9613,9399,9821
64,10208,10015,10410
66,10788,10610,10979
68,11313,11143,11486
70,11758,11595,11908
72,12100,11948,12231
74,12319,12185,12435
76,12433,12316,12544
78,12488,12382,12604
80,12521,12420,12637
82,12553,12464,12659
84,12585,12503,12672
86,12618,12542,12692
88,12650,12573,12727
90,12680,12594,12768
92,12708,12608,12808
94,12733,12618,12845
96,12756,12630,12881
