"sample.depths","sample.ages","Ambrosia.type","Artemisia","Carya","Asteraceae.undiff.","Cyperaceae","Fagus","Ostrya.Carpinus","Picea","Platanus","Quercus","Salix","Tilia","Ulmus","Alnus","Acer","Fraxinus","Juglans","Pinus","Amaranthaceae","Poaceae","Betula","Corylus","Cupressaceae","Herbs.undiff.","Polygonaceae.undiff.","Rumex","Tsuga","Nyssa","Abies","Rosaceae","Celtis","Larix","Myrica","Populus","Trees.undiff.","Thalictrum"
42,22,0.181818181818182,0.00505050505050505,0.0404040404040404,0.00505050505050505,0.0151515151515152,0.0202020202020202,0.0252525252525253,0.00505050505050505,0.0151515151515152,0.505050505050505,0.00505050505050505,0.00505050505050505,0.0101010101010101,0.0101010101010101,0.0151515151515152,0.0252525252525253,0.0151515151515152,0.0353535353535354,0.0101010101010101,0.0505050505050505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,47,0.152709359605911,0.00492610837438424,0.0443349753694581,0.00985221674876847,0.0147783251231527,0.0197044334975369,0.0394088669950739,0,0.0197044334975369,0.458128078817734,0.00492610837438424,0,0.0344827586206897,0.00492610837438424,0.00985221674876847,0.0197044334975369,0,0.0344827586206897,0,0.0541871921182266,0.0147783251231527,0.00985221674876847,0.00492610837438424,0.0147783251231527,0.0147783251231527,0.0147783251231527,0,0,0,0,0,0,0,0,0,0
230,75,0.101010101010101,0,0.0606060606060606,0,0.0202020202020202,0,0.0606060606060606,0,0.0303030303030303,0.555555555555556,0,0,0.0303030303030303,0,0.0101010101010101,0.0101010101010101,0.0101010101010101,0.0404040404040404,0,0.0101010101010101,0.0404040404040404,0.0101010101010101,0,0,0,0,0.0101010101010101,0,0,0,0,0,0,0,0,0
265,85,0.191489361702128,0,0.099290780141844,0,0.00709219858156028,0.0212765957446809,0.0425531914893617,0,0,0.432624113475177,0,0,0.0354609929078014,0,0,0.0212765957446809,0.0141843971631206,0.0141843971631206,0,0.0354609929078014,0.0354609929078014,0,0.00709219858156028,0,0.0141843971631206,0.0141843971631206,0.00709219858156028,0.00709219858156028,0,0,0,0,0,0,0,0
350,109,0.105,0.015,0.05,0.005,0.02,0.025,0.015,0,0.005,0.435,0.005,0.01,0.075,0,0.01,0.03,0,0.075,0,0.075,0.025,0,0,0.01,0,0,0,0,0.005,0.005,0,0,0,0,0,0
405,327,0.0298507462686567,0.0149253731343284,0.0298507462686567,0.00497512437810945,0.00497512437810945,0.0398009950248756,0.0348258706467662,0,0.0248756218905473,0.522388059701492,0.0149253731343284,0,0.0497512437810945,0,0.054726368159204,0.0646766169154229,0.0099502487562189,0.0497512437810945,0,0.00497512437810945,0.0199004975124378,0,0,0,0,0,0.0099502487562189,0,0,0,0.00497512437810945,0.00497512437810945,0.00497512437810945,0,0,0
410,387,0,0,0.0307692307692308,0,0.0384615384615385,0.0538461538461538,0.0307692307692308,0,0.0615384615384615,0.6,0,0.00769230769230769,0.0307692307692308,0,0.0230769230769231,0.0538461538461538,0.0153846153846154,0.0153846153846154,0,0,0.0153846153846154,0.0153846153846154,0,0,0,0,0.00769230769230769,0,0,0,0,0,0,0,0,0
428,606,0.00442477876106195,0.0088495575221239,0.0530973451327434,0.0132743362831858,0.00442477876106195,0.0663716814159292,0.0442477876106195,0,0.0132743362831858,0.592920353982301,0.0088495575221239,0.0132743362831858,0.0530973451327434,0.00442477876106195,0.0132743362831858,0.0575221238938053,0,0.0265486725663717,0,0,0.0132743362831858,0,0,0,0,0,0.0088495575221239,0,0,0,0,0,0,0,0,0
445,813,0,0,0.0696517412935323,0.0099502487562189,0.00497512437810945,0.0945273631840796,0.0149253731343284,0.00497512437810945,0.0199004975124378,0.557213930348259,0,0,0.054726368159204,0.00497512437810945,0.0398009950248756,0.0248756218905473,0.0149253731343284,0.0199004975124378,0,0.0298507462686567,0.0298507462686567,0,0,0,0,0,0,0,0,0,0,0.00497512437810945,0,0,0,0
485,1210,0.0147783251231527,0,0.0443349753694581,0.00492610837438424,0.0197044334975369,0.0492610837438424,0.0394088669950739,0,0.0443349753694581,0.532019704433498,0,0.00492610837438424,0.0689655172413793,0.00492610837438424,0.00985221674876847,0.0640394088669951,0.00492610837438424,0.0492610837438424,0,0.00492610837438424,0.0147783251231527,0,0,0,0,0,0.0147783251231527,0,0,0,0,0,0,0.00985221674876847,0,0
517,1359,0,0.0050761421319797,0.0355329949238579,0,0.0253807106598985,0.0609137055837563,0.0406091370558376,0,0.0609137055837563,0.522842639593909,0.0050761421319797,0.0152284263959391,0.0710659898477157,0.0203045685279188,0.0558375634517767,0.0304568527918782,0,0.0253807106598985,0,0,0.0203045685279188,0,0,0,0,0,0,0,0,0,0,0,0,0.0050761421319797,0,0
557,1546,0.00512820512820513,0,0.0512820512820513,0.00512820512820513,0.00512820512820513,0.0769230769230769,0.041025641025641,0,0.041025641025641,0.517948717948718,0,0.0102564102564103,0.0615384615384615,0,0.0717948717948718,0.0615384615384615,0.00512820512820513,0.0205128205128205,0,0,0,0.00512820512820513,0,0,0,0,0.00512820512820513,0,0,0,0,0.00512820512820513,0,0.0102564102564103,0,0
617,2283,0,0.0050761421319797,0.0456852791878173,0.0050761421319797,0.0050761421319797,0.142131979695431,0.0406091370558376,0,0.0609137055837563,0.350253807106599,0,0.0101522842639594,0.106598984771574,0,0.0558375634517767,0.106598984771574,0.0203045685279188,0.0253807106598985,0,0,0.0050761421319797,0,0.0050761421319797,0,0,0,0,0,0,0,0,0,0,0.0050761421319797,0.0050761421319797,0
