"sample.depths","sample.ages","Acer.undiff.","Alnus.incana.type","Ambrosia.type","Artemisia","Bidens.type","Carya","Cephalanthus","Iva.annua.type","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Juglans.undiff.","Liquidambar","Nyssa","Pinus.subg..Pinus","Pinus.undiff.","Quercus","Rubus","Salix","Thalictrum","Ulmus","Populus","Poaceae","Acer.saccharum","Smilax","Polygonum.hydropiper.type","Acer.rubrum","Castanea","Amaranthaceae.undiff.","Fagus","Fraxinus.pennsylvanica.type","Ostrya.Carpinus","Betula","Fraxinus.undiff.","Juglans.cinerea","Juglans.nigra","Morus","Mentha.type","Asteraceae.subf..Cichorioideae","Lyonia","Celtis","Lamiaceae.undiff.","Spiraea.type","Asteraceae.subf..Asteroideae.undiff.","Acer.negundo","Rumex","Prunella.type","Viburnum","Sanguisorba.canadensis","Sanguinaria.canadensis","Fabaceae.undiff.","Amorpha","Sarcobatus.vermiculatus","Apiaceae","Rosaceae.undiff.","Plantago","Tilia","Corylus","Dalea","Larix","Picea","Platanus","Urtica.type","Brassicaceae","Acer.saccharinum","Toxicodendron","Abies","Prunus","Achillea.type","Myrica.type","Gaura","Epilobium","Cirsium.Carduus.type","Polygonum.aviculare.type","Ephedra","Primula","Caryophyllaceae","Potentilla","Sambucus","Xanthium","Saxifragaceae","Polygonum.viviparum.type","Shepherdia.canadensis","Acer.nigrum","Eupatorium.type","Ranunculaceae.undiff.","Circaea","Onagraceae.undiff."
0,-11,0.00206825232678387,0.00206825232678387,0.0289555325749741,0.0062047569803516,0.0103412616339193,0.0413650465356774,0.0372285418821096,0.0062047569803516,0.00413650465356774,0.0372285418821096,0.0124095139607032,0.00413650465356774,0.0062047569803516,0.103412616339193,0.147880041365047,0.0372285418821096,0.41158221302999,0.00206825232678387,0.0186142709410548,0.00206825232678387,0.0062047569803516,0.0103412616339193,0.0558428128231644,0.00206825232678387,0.00206825232678387,0.00206825232678387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1475,0.00550964187327824,0,0.0385674931129477,0.00275482093663912,0,0.0220385674931129,0.0798898071625344,0,0,0.00275482093663912,0.00826446280991736,0,0,0.126721763085399,0.0523415977961433,0.071625344352617,0.512396694214876,0,0,0,0.00826446280991736,0,0.0413223140495868,0.00275482093663912,0.00275482093663912,0.00275482093663912,0.00275482093663912,0.00275482093663912,0.00275482093663912,0.00275482093663912,0.00275482093663912,0.00550964187327824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2221,0.0044004400440044,0.0044004400440044,0.033003300330033,0.0088008800880088,0.0066006600660066,0.044004400440044,0.0528052805280528,0.0022002200220022,0,0.0132013201320132,0.0132013201320132,0.0022002200220022,0.0088008800880088,0.11001100110011,0.0616061606160616,0.0825082508250825,0.453245324532453,0,0,0,0.0022002200220022,0.0022002200220022,0.0572057205720572,0.0066006600660066,0.0022002200220022,0,0,0,0.0044004400440044,0,0.0044004400440044,0.0022002200220022,0.0022002200220022,0.0022002200220022,0.0022002200220022,0.0022002200220022,0.0044004400440044,0.0044004400440044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2595,0,0,0.03125,0.00446428571428571,0.00669642857142857,0,0.0625,0.00446428571428571,0,0.0133928571428571,0.00669642857142857,0,0.015625,0.127232142857143,0.0602678571428571,0.0870535714285714,0.466517857142857,0,0.00223214285714286,0,0.00669642857142857,0,0.0424107142857143,0,0,0.00446428571428571,0,0,0.00223214285714286,0,0.00223214285714286,0.0424107142857143,0.00223214285714286,0.00223214285714286,0,0.00223214285714286,0,0,0.00223214285714286,0.00223214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2968,0,0.00246913580246914,0.0271604938271605,0.00493827160493827,0,0.037037037037037,0.0987654320987654,0.00246913580246914,0,0.00246913580246914,0.00493827160493827,0,0.00987654320987654,0.0888888888888889,0.0666666666666667,0.071604938271605,0.496296296296296,0,0.00246913580246914,0,0.00246913580246914,0.00246913580246914,0.054320987654321,0.00246913580246914,0,0,0,0,0,0,0,0.00246913580246914,0.00493827160493827,0.00246913580246914,0,0,0,0,0,0,0.00246913580246914,0.00246913580246914,0.00246913580246914,0.00493827160493827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3341,0,0.00225988700564972,0.0271186440677966,0.00225988700564972,0.00903954802259887,0.0429378531073446,0.0790960451977401,0.00225988700564972,0,0,0.00677966101694915,0.00225988700564972,0.00451977401129944,0.0790960451977401,0.0677966101694915,0.0870056497175141,0.494915254237288,0,0.00451977401129944,0,0.00225988700564972,0,0.0519774011299435,0,0,0.00225988700564972,0.00225988700564972,0,0.00225988700564972,0.00451977401129944,0.00225988700564972,0.00225988700564972,0.00225988700564972,0.00225988700564972,0,0.00225988700564972,0,0,0,0,0,0.00225988700564972,0,0.00451977401129944,0.00225988700564972,0.00225988700564972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3713,0.00210970464135021,0,0.0232067510548523,0.00210970464135021,0.0105485232067511,0.0337552742616034,0.132911392405063,0,0,0.0232067510548523,0.00421940928270042,0.00210970464135021,0.00632911392405063,0.00210970464135021,0.0253164556962025,0.029535864978903,0.483122362869198,0,0.0168776371308017,0.00421940928270042,0.0147679324894515,0,0.145569620253165,0.00843881856540084,0.00210970464135021,0,0,0,0,0,0,0.00421940928270042,0,0,0,0.00210970464135021,0,0,0,0,0.00210970464135021,0.0126582278481013,0,0.00210970464135021,0,0,0.00421940928270042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4083,0.00151630022744503,0.00151630022744503,0.0106141015921152,0.00758150113722517,0.0151630022744503,0.0181956027293404,0.22289613343442,0.00151630022744503,0,0.0227445034116755,0.0166793025018954,0.00151630022744503,0.0045489006823351,0.00758150113722517,0.0242608036391205,0.021986353297953,0.45489006823351,0,0.0136467020470053,0.00151630022744503,0.00758150113722517,0.00303260045489007,0.106141015921152,0,0,0.00303260045489007,0.00151630022744503,0,0.00151630022744503,0,0,0.00151630022744503,0,0,0,0.00151630022744503,0,0.00303260045489007,0,0,0,0.00606520090978014,0,0.00303260045489007,0,0,0.00758150113722517,0.00303260045489007,0.00151630022744503,0.00151630022744503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4525,0.001806684733514,0,0.01806684733514,0,0.007226738934056,0.03613369467028,0.160794941282746,0,0.001806684733514,0.028906955736224,0.00903342366757,0,0.003613369467028,0.007226738934056,0.030713640469738,0.038843721770551,0.46070460704607,0,0.00542005420054201,0.010840108401084,0.016260162601626,0.001806684733514,0.11743450767841,0,0,0.007226738934056,0,0,0,0,0.003613369467028,0.001806684733514,0.003613369467028,0,0,0,0,0,0,0,0,0.014453477868112,0,0,0,0,0.00903342366757,0,0,0,0.001806684733514,0.001806684733514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4818,0.00210970464135021,0,0.0253164556962025,0.00632911392405063,0.00843881856540084,0.0443037974683544,0.0485232067510548,0,0,0.0168776371308017,0.0126582278481013,0,0.00843881856540084,0.0105485232067511,0.00843881856540084,0.00843881856540084,0.582278481012658,0,0.00210970464135021,0.00632911392405063,0.00843881856540084,0.00210970464135021,0.172995780590717,0,0,0.00632911392405063,0.00210970464135021,0,0,0,0.00632911392405063,0,0.00210970464135021,0,0,0,0,0,0,0,0,0.00210970464135021,0,0.00421940928270042,0,0,0,0,0,0,0.00210970464135021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
