"sample.depths","sample.ages","Acer.undiff.","Alnus.incana.type","Ambrosia.type","Artemisia","Bidens.type","Carya","Cephalanthus","Iva.annua.type","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Juglans.undiff.","Liquidambar","Nyssa","Pinus.subg..Pinus","Pinus.undiff.","Quercus","Rubus","Salix","Thalictrum","Ulmus","Populus","Poaceae","Acer.saccharum","Smilax","Polygonum.hydropiper.type","Acer.rubrum","Castanea","Amaranthaceae.undiff.","Fagus","Fraxinus.pennsylvanica.type","Ostrya.Carpinus","Betula","Fraxinus.undiff.","Juglans.cinerea","Juglans.nigra","Morus","Mentha.type","Asteraceae.subf..Cichorioideae","Lyonia","Celtis","Lamiaceae.undiff.","Spiraea.type","Asteraceae.subf..Asteroideae.undiff.","Acer.negundo","Rumex","Prunella.type","Viburnum","Sanguisorba.canadensis","Sanguinaria.canadensis","Fabaceae.undiff.","Amorpha","Sarcobatus.vermiculatus","Apiaceae","Rosaceae.undiff.","Plantago","Tilia","Corylus","Dalea","Larix","Picea","Platanus","Urtica.type","Brassicaceae","Acer.saccharinum","Toxicodendron","Abies","Prunus","Achillea.type","Myrica.type","Gaura","Epilobium","Cirsium.Carduus.type","Polygonum.aviculare.type","Ephedra","Primula","Caryophyllaceae","Potentilla","Sambucus","Xanthium","Saxifragaceae","Polygonum.viviparum.type","Shepherdia.canadensis","Acer.nigrum","Eupatorium.type","Ranunculaceae.undiff.","Circaea","Onagraceae.undiff."
575,18215,0.00273224043715847,0.0300546448087432,0.0136612021857923,0.00819672131147541,0.00819672131147541,0.00273224043715847,0,0,0.00273224043715847,0.0245901639344262,0.0792349726775956,0,0,0,0.0437158469945355,0.0450819672131148,0.10655737704918,0,0.00546448087431694,0.0136612021857923,0.00273224043715847,0,0.040983606557377,0,0.00546448087431694,0,0.00273224043715847,0,0,0,0.00273224043715847,0,0.00273224043715847,0,0,0,0.00273224043715847,0.00273224043715847,0,0,0,0.00273224043715847,0,0.00819672131147541,0,0,0,0,0,0,0,0,0,0.00273224043715847,0,0,0,0.00819672131147541,0,0,0.487704918032787,0,0,0.00546448087431694,0,0,0.0327868852459016,0,0,0,0,0,0,0,0,0,0,0.00273224043715847,0,0,0,0,0,0,0,0,0,0
615,18269,0,0.00892857142857143,0.0200892857142857,0.0334821428571429,0.0111607142857143,0,0.00446428571428571,0,0.00223214285714286,0.0446428571428571,0.0446428571428571,0,0,0,0.0625,0.172991071428571,0.109375,0.00223214285714286,0.0290178571428571,0.00892857142857143,0.00223214285714286,0,0.0691964285714286,0.00223214285714286,0.00446428571428571,0,0,0,0.00223214285714286,0,0,0,0.00223214285714286,0.00223214285714286,0,0,0,0.00223214285714286,0,0,0,0,0.015625,0.00892857142857143,0,0,0,0.00223214285714286,0,0,0,0,0,0.00223214285714286,0.00223214285714286,0,0,0.00223214285714286,0,0,0.3046875,0,0,0.00669642857142857,0,0,0.00223214285714286,0,0,0,0,0,0.00669642857142857,0,0,0,0.00223214285714286,0,0,0.00223214285714286,0,0,0,0,0,0,0,0
635,18300,0,0.035799522673031,0.0119331742243437,0.0119331742243437,0.00477326968973747,0.00238663484486874,0,0.00954653937947494,0.00954653937947494,0.0143198090692124,0.0286396181384248,0,0,0,0.0644391408114559,0.118138424821002,0.136038186157518,0,0.0167064439140811,0.0119331742243437,0,0,0.0859188544152745,0,0.0286396181384248,0,0,0,0.0071599045346062,0,0.00238663484486874,0,0.00477326968973747,0.00238663484486874,0,0,0,0,0.00477326968973747,0,0,0,0,0.0405727923627685,0,0,0,0,0,0,0,0,0,0.00954653937947494,0,0,0,0.0071599045346062,0,0.00477326968973747,0.323389021479714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238663484486874,0,0,0,0,0,0,0
655,18337,0.00709219858156028,0.0921985815602837,0.0638297872340425,0,0,0,0,0,0,0,0,0,0,0,0.0851063829787234,0.109929078014184,0.120567375886525,0,0.049645390070922,0.0141843971631206,0,0,0.099290780141844,0,0.0141843971631206,0.00709219858156028,0,0.00709219858156028,0,0,0,0,0.0283687943262411,0,0,0,0,0,0,0,0,0,0,0.00709219858156028,0,0,0,0.00709219858156028,0,0,0,0,0,0.0141843971631206,0,0,0,0.0354609929078014,0,0,0.195035460992908,0,0,0.0212765957446809,0,0,0,0,0,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,0.0141843971631206,0,0,0,0,0,0,0
695,18452,0.0054421768707483,0.0136054421768707,0.0136054421768707,0.0136054421768707,0.0136054421768707,0.0054421768707483,0,0,0.00272108843537415,0.0326530612244898,0.0108843537414966,0.00272108843537415,0,0,0.148299319727891,0.379591836734694,0.0979591836734694,0,0.0054421768707483,0.0054421768707483,0.00272108843537415,0,0.00816326530612245,0.0054421768707483,0,0.00272108843537415,0,0,0,0,0,0,0.0054421768707483,0,0,0,0,0,0,0,0,0.0054421768707483,0.0054421768707483,0.0217687074829932,0,0,0,0,0,0,0,0,0,0,0.0054421768707483,0,0,0.0054421768707483,0,0,0.164625850340136,0,0,0,0,0,0.00816326530612245,0,0,0,0,0,0.00272108843537415,0,0,0,0.00272108843537415,0,0,0,0,0.00272108843537415,0,0,0,0,0,0
735,18619,0,0.00991325898389095,0.00743494423791822,0.00991325898389095,0.0247831474597274,0,0,0.00247831474597274,0,0.0495662949194548,0.00991325898389095,0.00247831474597274,0,0,0.18091697645601,0.281288723667906,0.0520446096654275,0.00247831474597274,0.00991325898389095,0.00247831474597274,0,0,0.0272614622057001,0,0.00991325898389095,0,0,0,0,0,0,0,0.00495662949194548,0,0,0,0,0,0.00247831474597274,0,0,0,0.00495662949194548,0.0272614622057001,0,0,0.00247831474597274,0.00247831474597274,0.00247831474597274,0,0,0,0,0.00247831474597274,0,0,0,0.00247831474597274,0,0,0.246592317224287,0,0,0,0,0,0.00619578686493185,0,0,0,0,0,0,0,0,0,0,0.00495662949194548,0,0,0,0,0.00247831474597274,0.00247831474597274,0.00247831474597274,0,0,0
775,18824,0.00260416666666667,0.0104166666666667,0.0130208333333333,0.0078125,0.0130208333333333,0,0,0.00260416666666667,0,0.00520833333333333,0.00260416666666667,0,0.00260416666666667,0,0.200520833333333,0.321614583333333,0.0755208333333333,0,0,0.0078125,0,0,0.0078125,0,0.0104166666666667,0,0,0,0,0,0.00260416666666667,0,0,0,0,0,0,0,0,0,0,0,0.00260416666666667,0.0286458333333333,0,0,0,0,0,0,0,0,0,0.00260416666666667,0.00260416666666667,0,0,0.00260416666666667,0,0,0.251302083333333,0,0,0,0,0,0.00260416666666667,0,0,0,0,0.00260416666666667,0.0130208333333333,0,0,0,0,0,0,0,0,0,0.00260416666666667,0,0,0.00260416666666667,0,0
815,19052,0,0.010840108401084,0.00542005420054201,0.016260162601626,0.008130081300813,0,0,0.002710027100271,0,0.029810298102981,0.008130081300813,0,0,0,0.0609756097560976,0.203252032520325,0.048780487804878,0,0.002710027100271,0.008130081300813,0,0,0.013550135501355,0.002710027100271,0,0,0,0,0.002710027100271,0,0,0,0.00542005420054201,0,0,0,0,0,0.002710027100271,0,0,0.008130081300813,0.002710027100271,0.029810298102981,0,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.013550135501355,0,0,0,0,0.002710027100271,0.002710027100271,0,0,0,0.002710027100271,0.002710027100271,0,0,0,0,0,0,0,0,0,0
856,19295,0,0.0225,0.015,0.0125,0.0175,0.0025,0,0.0025,0.005,0.03,0.0025,0,0,0,0.1425,0.25375,0.075,0,0.0025,0.035,0,0,0.04,0,0,0.0025,0,0,0,0,0.0025,0,0.0075,0,0,0,0,0,0.0025,0,0,0.0025,0.01,0.02,0,0,0.005,0,0,0,0,0,0,0.0025,0,0,0,0.01,0,0,0.26875,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0
915,19626,0,0.0170316301703163,0.0145985401459854,0.024330900243309,0.0024330900243309,0.0048661800486618,0,0,0.0024330900243309,0.0413625304136253,0.0024330900243309,0,0,0,0.144768856447689,0.305352798053528,0.0608272506082725,0,0.0218978102189781,0.024330900243309,0.0024330900243309,0,0.0656934306569343,0,0,0,0,0.0024330900243309,0.0024330900243309,0,0.0024330900243309,0,0.0048661800486618,0,0,0,0,0,0.0024330900243309,0,0,0,0,0.0389294403892944,0,0,0,0,0,0,0,0,0,0.0121654501216545,0,0,0,0.0170316301703163,0,0.0024330900243309,0.172749391727494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024330900243309,0,0.0048661800486618,0,0,0,0,0,0,0,0,0
935,19726,0,0.0231749710312862,0.0208574739281576,0.0162224797219003,0.0208574739281576,0.00231749710312862,0,0.00463499420625724,0,0.0602549246813441,0.0278099652375435,0,0,0,0.085747392815759,0.113557358053302,0.085747392815759,0.00231749710312862,0.0139049826187717,0.0231749710312862,0.00463499420625724,0,0.0417149478563152,0.00231749710312862,0.00463499420625724,0,0,0,0,0,0,0,0.0139049826187717,0,0,0,0,0,0,0,0,0,0.0139049826187717,0.0162224797219003,0,0,0.00463499420625724,0,0,0,0.00231749710312862,0,0,0,0,0,0,0.00695249130938586,0,0,0.358053302433372,0,0,0,0,0,0.00695249130938586,0,0,0,0,0,0.00463499420625724,0,0,0,0,0.00695249130938586,0,0,0,0,0.00463499420625724,0.00231749710312862,0,0,0.00463499420625724,0
955,19817,0.00518806744487678,0.0337224383916991,0.00518806744487678,0.0181582360570687,0.0207522697795071,0.00518806744487678,0,0,0,0.0207522697795071,0.0155642023346304,0,0,0,0.0881971465629053,0.141374837872892,0.0933852140077821,0.00259403372243839,0.0155642023346304,0.012970168612192,0,0,0.0233463035019455,0,0,0,0,0,0.00259403372243839,0,0.00259403372243839,0,0.0103761348897536,0.00518806744487678,0,0.00518806744487678,0,0,0,0,0,0,0.0155642023346304,0.012970168612192,0,0,0.00259403372243839,0,0,0,0,0,0,0.00778210116731518,0,0,0,0.0155642023346304,0,0,0.378728923476005,0,0,0.00778210116731518,0,0,0.00518806744487678,0,0,0,0,0,0.00259403372243839,0.00259403372243839,0,0,0.00259403372243839,0.012970168612192,0,0,0,0.00259403372243839,0,0,0,0.00259403372243839,0,0
995,19974,0.00213675213675214,0.0192307692307692,0.032051282051282,0.0277777777777778,0.0106837606837607,0,0,0,0,0.061965811965812,0.0128205128205128,0,0,0,0.0641025641025641,0.123931623931624,0.121794871794872,0.00213675213675214,0.00641025641025641,0.0213675213675214,0.00854700854700855,0,0.0555555555555556,0.00213675213675214,0.00213675213675214,0,0,0,0.00854700854700855,0,0.00213675213675214,0,0.0128205128205128,0,0,0,0,0,0,0,0,0.00213675213675214,0.0170940170940171,0.0192307692307692,0,0,0,0,0,0,0,0,0,0.00213675213675214,0,0,0,0.0170940170940171,0,0,0.307692307692308,0,0.00213675213675214,0,0,0,0.00427350427350427,0,0.00427350427350427,0,0,0,0.00213675213675214,0,0,0,0,0.00427350427350427,0,0,0,0,0.00427350427350427,0.014957264957265,0,0,0,0
1035,20103,0,0.00280112044817927,0.00560224089635854,0.00560224089635854,0.00560224089635854,0,0,0,0,0.0196078431372549,0,0,0,0,0.240896358543417,0.387955182072829,0.0560224089635854,0.00280112044817927,0.00840336134453781,0.00280112044817927,0.00280112044817927,0,0.0224089635854342,0,0,0,0,0.00280112044817927,0,0,0,0,0.00280112044817927,0,0,0,0,0.00280112044817927,0.00560224089635854,0,0,0,0.0140056022408964,0.0196078431372549,0,0,0,0,0.00280112044817927,0,0,0,0,0,0,0,0,0.00560224089635854,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00560224089635854,0,0.00560224089635854,0,0.00280112044817927,0,0,0,0,0,0,0,0
1059,20169,0,0.0127551020408163,0.0178571428571429,0.0204081632653061,0.0153061224489796,0.00255102040816327,0,0.00255102040816327,0.00255102040816327,0.0561224489795918,0,0,0,0,0.168367346938776,0.366071428571429,0.076530612244898,0,0.00255102040816327,0.0102040816326531,0.00255102040816327,0,0.0280612244897959,0,0,0,0,0,0.00255102040816327,0,0,0,0.0076530612244898,0.00510204081632653,0,0,0,0,0,0,0,0,0,0.0153061224489796,0,0,0,0,0,0,0,0,0,0.00255102040816327,0,0,0,0.0127551020408163,0,0,0.136479591836735,0,0,0,0,0,0.0127551020408163,0,0.00255102040816327,0.00255102040816327,0,0,0.00255102040816327,0,0,0,0,0,0.00255102040816327,0.0076530612244898,0,0,0.00255102040816327,0,0,0,0,0
1095,20256,0,0.00873362445414847,0.0174672489082969,0.0145560407569141,0.00873362445414847,0,0,0,0,0.0320232896652111,0.00873362445414847,0,0,0,0.241630276564774,0.212518195050946,0.0349344978165939,0,0.00582241630276565,0.00291120815138282,0.00291120815138282,0,0.0116448326055313,0,0,0,0,0,0,0,0,0,0.00291120815138282,0,0,0,0,0,0,0,0,0,0,0.00873362445414847,0.00582241630276565,0,0,0.00291120815138282,0.00291120815138282,0,0,0,0,0.00291120815138282,0,0,0,0.00873362445414847,0,0,0.344978165938865,0,0,0,0,0,0.0145560407569141,0,0.00291120815138282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,20299,0,0.0292164674634794,0.0185922974767596,0.0239043824701195,0.00796812749003984,0,0,0,0,0.0318725099601594,0.0132802124833997,0,0,0,0.098273572377158,0.200531208499336,0.0690571049136786,0,0.0159362549800797,0.00265604249667995,0.00265604249667995,0,0.0212483399734396,0.00265604249667995,0,0.00265604249667995,0,0,0.00265604249667995,0,0.00531208499335989,0,0.00265604249667995,0.00265604249667995,0,0,0,0,0,0,0,0.00796812749003984,0.0212483399734396,0.0132802124833997,0,0,0,0,0,0,0,0,0,0.00265604249667995,0.00531208499335989,0,0,0.0159362549800797,0,0,0.354581673306773,0,0,0.00531208499335989,0,0,0.00929614873837981,0,0.00265604249667995,0,0.00265604249667995,0,0,0,0,0,0,0,0,0,0,0,0.00265604249667995,0,0,0.00265604249667995,0,0
1155,20379,0,0.0326086956521739,0.00543478260869565,0.0244565217391304,0.00815217391304348,0,0,0,0.00271739130434783,0.0543478260869565,0.016304347826087,0,0.00271739130434783,0,0.183423913043478,0.095108695652174,0.0652173913043478,0.0108695652173913,0.0217391304347826,0.00271739130434783,0.00271739130434783,0,0.046195652173913,0,0,0,0.00271739130434783,0.00543478260869565,0,0,0.0108695652173913,0,0.00543478260869565,0,0,0,0,0,0,0,0,0,0,0.00271739130434783,0,0,0,0,0.00543478260869565,0,0,0,0,0,0.00543478260869565,0,0,0.0244565217391304,0,0.00543478260869565,0.334239130434783,0,0,0,0,0,0.014945652173913,0,0,0,0,0,0,0,0,0,0,0.00271739130434783,0.00271739130434783,0,0,0,0,0,0,0,0,0.00271739130434783
1192,NA,0,0.0135135135135135,0.009009009009009,0.0292792792792793,0.00675675675675676,0.00225225225225225,0,0,0.00225225225225225,0.0675675675675676,0.0405405405405405,0,0,0,0.063063063063063,0.0472972972972973,0.072072072072072,0.00225225225225225,0.0225225225225225,0.0292792792792793,0.00225225225225225,0,0.0923423423423423,0,0,0,0,0,0.0045045045045045,0,0.00225225225225225,0,0.00675675675675676,0.0045045045045045,0,0,0,0.00225225225225225,0,0,0,0,0.0135135135135135,0.0157657657657658,0,0,0,0,0.0157657657657658,0,0,0,0,0.00675675675675676,0,0,0,0.0112612612612613,0,0,0.369369369369369,0,0,0,0,0,0.0202702702702703,0,0.00225225225225225,0,0,0,0.0045045045045045,0,0,0,0.0045045045045045,0.0112612612612613,0,0,0,0,0.00225225225225225,0,0,0,0,0
