"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Carya","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Juglans.cinerea","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Ulmus","Alnus","Populus","Amaranthaceae","Poaceae","Ericaceae","Asteraceae.subf..Asteroideae.undiff.","Myrica","Herbs.undiff.","Pinus.undiff.","Juglans.nigra","Liquidambar","Ephedra","Rosaceae.undiff.","Potentilla.type","Polygonum","Shepherdia","Elaeagnus"
124.5,3367,0.00233918128654971,0.0152046783625731,0.00116959064327485,0.00818713450292398,0.0116959064327485,0.154385964912281,0.00233918128654971,0.00350877192982456,0.0116959064327485,0,0.00701754385964912,0.00350877192982456,0.0105263157894737,0.00233918128654971,0.00116959064327485,0.0140350877192982,0.0105263157894737,0.100584795321637,0.095906432748538,0,0.0502923976608187,0,0,0.00116959064327485,0.0105263157894737,0.0140350877192982,0.0280701754385965,0,0.00116959064327485,0.00350877192982456,0,0.00350877192982456,0,0,0.431578947368421,0,0,0,0,0,0,0,0
129.5,3708,0.00574712643678161,0.0114942528735632,0,0,0.0114942528735632,0.114942528735632,0.00383141762452107,0,0.0383141762452107,0.0114942528735632,0.00191570881226054,0.00191570881226054,0.00383141762452107,0,0.00574712643678161,0.0114942528735632,0.0172413793103448,0.103448275862069,0.118773946360153,0.00383141762452107,0.0651340996168582,0,0.00191570881226054,0,0.00574712643678161,0.0210727969348659,0.0268199233716475,0,0,0.00766283524904215,0,0.00383141762452107,0,0,0.402298850574713,0,0,0,0,0,0,0,0
134.5,4049,0.00760869565217391,0.0152173913043478,0,0.0130434782608696,0.0119565217391304,0.126086956521739,0.00217391304347826,0.00217391304347826,0.00652173913043478,0.00652173913043478,0.00652173913043478,0,0.00543478260869565,0,0.00217391304347826,0.0173913043478261,0.0141304347826087,0.0717391304347826,0.0815217391304348,0.00217391304347826,0.0456521739130435,0,0,0.00108695652173913,0.0119565217391304,0.00869565217391304,0.0304347826086957,0,0.00108695652173913,0.0119565217391304,0,0,0,0,0.496739130434783,0,0,0,0,0,0,0,0
139.5,4390,0.0071556350626118,0.0125223613595707,0.00178890876565295,0.00894454382826476,0.00536672629695885,0.0661896243291592,0.00178890876565295,0.0035778175313059,0.0286225402504472,0.00536672629695885,0.0071556350626118,0,0.00536672629695885,0.00178890876565295,0.00536672629695885,0.0232558139534884,0.0143112701252236,0.0805008944543828,0.105545617173524,0,0.0572450805008945,0,0,0.00178890876565295,0.0161001788908766,0.0214669051878354,0.0214669051878354,0,0,0.0178890876565295,0,0.0035778175313059,0,0,0.475849731663685,0,0,0,0,0,0,0,0
144.5,4730,0.00117924528301887,0.00589622641509434,0.00117924528301887,0.0153301886792453,0.00825471698113208,0.0931603773584906,0.0035377358490566,0.00471698113207547,0.0035377358490566,0.0129716981132075,0.00235849056603774,0,0.00589622641509434,0,0.00235849056603774,0.0153301886792453,0.00825471698113208,0.0518867924528302,0.088443396226415,0.0035377358490566,0.0566037735849057,0,0.00117924528301887,0.00117924528301887,0.0306603773584906,0.0235849056603774,0.0235849056603774,0,0.0035377358490566,0.0188679245283019,0,0.00471698113207547,0,0,0.508254716981132,0,0,0,0,0,0,0,0
149.5,5071,0.00166944908180301,0.00834724540901502,0.00333889816360601,0.0233722871452421,0.0200333889816361,0.0550918196994992,0.00166944908180301,0,0.013355592654424,0.00166944908180301,0.00166944908180301,0,0.00333889816360601,0.00166944908180301,0.00333889816360601,0.011686143572621,0.00834724540901502,0.0584307178631052,0.0884808013355593,0,0.0667779632721202,0,0.00166944908180301,0,0.0400667779632721,0.010016694490818,0.011686143572621,0,0,0.0183639398998331,0,0.00166944908180301,0,0,0.54424040066778,0,0,0,0,0,0,0,0
154.5,5412,0.00237812128418549,0.00356718192627824,0,0.0190249702734839,0.00713436385255648,0.0451843043995244,0.00118906064209275,0.00356718192627824,0.0107015457788347,0.0130796670630202,0.00594530321046373,0.00118906064209275,0.00594530321046373,0.00118906064209275,0.00237812128418549,0.0154577883472057,0.0118906064209275,0.0879904875148633,0.130796670630202,0.00118906064209275,0.0594530321046373,0,0,0,0.0511296076099881,0.0237812128418549,0.0130796670630202,0,0.00118906064209275,0.00832342449464923,0,0.00475624256837099,0,0,0.468489892984542,0,0,0,0,0,0,0,0
159.5,5753,0,0.00181159420289855,0.00181159420289855,0.0108695652173913,0.0036231884057971,0.0326086956521739,0.0036231884057971,0.0036231884057971,0.016304347826087,0.00905797101449275,0.00181159420289855,0,0.00181159420289855,0,0.00181159420289855,0.0217391304347826,0.00905797101449275,0.155797101449275,0.121376811594203,0.00181159420289855,0.0579710144927536,0,0,0,0.0144927536231884,0.0108695652173913,0.0108695652173913,0,0.00543478260869565,0.0072463768115942,0,0,0,0,0.494565217391304,0,0,0,0,0,0,0,0
164.5,5919,0.00205128205128205,0.00717948717948718,0,0.00923076923076923,0.00205128205128205,0.0543589743589744,0.00102564102564103,0.00102564102564103,0.00102564102564103,0.00205128205128205,0.00102564102564103,0.00102564102564103,0.00717948717948718,0.00102564102564103,0.00307692307692308,0.0164102564102564,0.00512820512820513,0.0646153846153846,0.124102564102564,0.00102564102564103,0.0584615384615385,0,0.00205128205128205,0,0.0082051282051282,0.0266666666666667,0.0153846153846154,0,0.00307692307692308,0.00717948717948718,0,0.00205128205128205,0,0.00102564102564103,0.571282051282051,0,0,0,0,0,0,0,0
174.5,6212,0,0.00616649537512847,0,0.0113052415210689,0.00719424460431655,0.0441932168550874,0.00411099691675231,0.00308324768756423,0.00513874614594039,0.0092497430626927,0.00205549845837616,0.00102774922918808,0.00308324768756423,0.00102774922918808,0.00205549845837616,0.0215827338129496,0.00719424460431655,0.0729701952723535,0.115107913669065,0.00205549845837616,0.0503597122302158,0,0.00102774922918808,0,0.00616649537512847,0.0143884892086331,0.013360739979445,0,0.00205549845837616,0.00719424460431655,0,0.00102774922918808,0,0,0.585817060637205,0,0,0,0,0,0,0,0
184.5,6505,0.0050314465408805,0.00251572327044025,0.00125786163522013,0.00880503144654088,0.0113207547169811,0.0477987421383648,0,0.00377358490566038,0.00125786163522013,0.0163522012578616,0,0,0.00377358490566038,0.00125786163522013,0,0.0213836477987421,0.0050314465408805,0.0981132075471698,0.134591194968553,0.00251572327044025,0.0553459119496855,0,0.00125786163522013,0.00125786163522013,0.00125786163522013,0.0163522012578616,0.0163522012578616,0,0.00377358490566038,0.00628930817610063,0,0.00251572327044025,0,0,0.528301886792453,0.00125786163522013,0.00125786163522013,0,0,0,0,0,0
193.5,6768,0.0033167495854063,0.0066334991708126,0,0.0099502487562189,0.00829187396351575,0.0381426202321725,0.0033167495854063,0.00497512437810945,0.0099502487562189,0.0132669983416252,0,0.00165837479270315,0.00497512437810945,0,0.00165837479270315,0.0248756218905473,0.0033167495854063,0.076285240464345,0.127694859038143,0.0033167495854063,0.054726368159204,0,0,0,0.00165837479270315,0.0199004975124378,0.0132669983416252,0,0.00165837479270315,0.0099502487562189,0,0,0,0,0.557213930348259,0,0,0,0,0,0,0,0
201.5,7002,0.00173310225303293,0.00346620450606586,0,0.0138648180242634,0.0103986135181976,0.0450606585788562,0,0.00173310225303293,0.00866551126516464,0.00693240901213172,0.00519930675909879,0.00346620450606586,0,0,0,0.0121317157712305,0.00346620450606586,0.0623916811091854,0.154246100519931,0,0.0433275563258232,0,0,0,0.00173310225303293,0.0294627383015598,0.00693240901213172,0,0.00173310225303293,0.0155979202772964,0,0,0,0,0.568457538994801,0,0,0,0,0,0,0,0
209.5,7237,0.00727650727650728,0.00311850311850312,0,0.0135135135135135,0.0114345114345114,0.0467775467775468,0.00103950103950104,0.00311850311850312,0.00727650727650728,0.00623700623700624,0.00103950103950104,0.00103950103950104,0.00935550935550936,0.00103950103950104,0.00207900207900208,0.027027027027027,0.00623700623700624,0.0426195426195426,0.100831600831601,0.00103950103950104,0.0467775467775468,0,0.00415800415800416,0,0,0.0311850311850312,0.00727650727650728,0,0.00831600831600832,0.00415800415800416,0,0.00415800415800416,0,0.00311850311850312,0.597713097713098,0,0,0.00103950103950104,0,0,0,0,0
219.5,7529,0.00240673886883273,0.0036101083032491,0,0.02647412755716,0.00481347773766546,0.0685920577617329,0,0.00240673886883273,0.00120336943441637,0.00481347773766546,0,0.00120336943441637,0.00481347773766546,0.00120336943441637,0,0.0180505415162455,0.0108303249097473,0.0481347773766546,0.103489771359807,0.00120336943441637,0.0312876052948255,0,0.00120336943441637,0,0,0.0168471720818291,0.0144404332129964,0,0.0108303249097473,0.0108303249097473,0,0.00240673886883273,0,0,0.608904933814681,0,0,0,0,0,0,0,0
229.5,7761,0.00476190476190476,0.00158730158730159,0,0.0126984126984127,0.00634920634920635,0.0476190476190476,0.00158730158730159,0.00158730158730159,0.00476190476190476,0.00317460317460317,0,0.00158730158730159,0.00158730158730159,0.00158730158730159,0.00317460317460317,0.0111111111111111,0.00634920634920635,0.134920634920635,0.128571428571429,0,0.0238095238095238,0,0,0,0,0.0285714285714286,0.00952380952380952,0,0.00158730158730159,0.00634920634920635,0,0.00158730158730159,0,0,0.555555555555556,0,0,0,0,0,0,0,0
239.5,7989,0.0090725806451613,0.00201612903225806,0,0.0201612903225806,0.00504032258064516,0.0897177419354839,0.00201612903225806,0.0030241935483871,0.00403225806451613,0.0090725806451613,0,0,0.00201612903225806,0.00100806451612903,0.0030241935483871,0.0231854838709677,0.0141129032258065,0.0715725806451613,0.0695564516129032,0.00100806451612903,0.0252016129032258,0,0,0.00100806451612903,0,0.0342741935483871,0.00504032258064516,0,0.00604838709677419,0.00504032258064516,0,0.00100806451612903,0,0,0.592741935483871,0,0,0,0,0,0,0,0
249.5,8217,0.00998751560549313,0.00374531835205993,0,0.0112359550561798,0.00749063670411985,0.102372034956305,0,0.00374531835205993,0,0.0162297128589263,0.00124843945068664,0,0.0087390761548065,0.00124843945068664,0.00124843945068664,0.031210986267166,0.0187265917602996,0.103620474406991,0.0511860174781523,0.00499375780274657,0.0324594257178527,0,0.00124843945068664,0.00124843945068664,0,0.0199750312109863,0.0112359550561798,0,0.0062421972534332,0.0062421972534332,0,0.00499375780274657,0,0,0.539325842696629,0,0,0,0,0,0,0,0
259.5,8446,0.0118063754427391,0.00236127508854782,0,0.012987012987013,0.00236127508854782,0.0932703659976387,0.00118063754427391,0.00236127508854782,0.00118063754427391,0.00590318772136954,0,0,0.00472255017709563,0.00118063754427391,0.00236127508854782,0.0177095631641086,0.0236127508854782,0.19952774498229,0.0472255017709563,0.00236127508854782,0.0342384887839433,0,0.00118063754427391,0.00118063754427391,0,0.00590318772136954,0.00944510035419126,0,0.00472255017709563,0.00590318772136954,0,0.00236127508854782,0,0.00236127508854782,0.500590318772137,0,0,0,0,0,0,0,0
269.5,8674,0.00731261425959781,0,0,0.020109689213894,0.0182815356489945,0.076782449725777,0.0036563071297989,0.0036563071297989,0,0.0127970749542962,0,0.00182815356489945,0.00914076782449726,0.00182815356489945,0,0.020109689213894,0.0329067641681901,0.0914076782449726,0.0219378427787934,0,0.0420475319926874,0,0.00548446069469835,0,0.00182815356489945,0.0109689213893967,0.020109689213894,0,0.0109689213893967,0.0109689213893967,0,0,0,0,0.575868372943327,0,0,0,0,0,0,0,0
275.5,8916,0.00949367088607595,0,0,0.0268987341772152,0.0268987341772152,0.060126582278481,0,0,0,0.0079113924050633,0,0.00316455696202532,0.00316455696202532,0.00158227848101266,0,0.0142405063291139,0.0284810126582278,0.197784810126582,0.0174050632911392,0,0.0395569620253165,0,0.00316455696202532,0.00158227848101266,0,0.0237341772151899,0.00632911392405063,0,0.0126582278481013,0.0110759493670886,0,0.00158227848101266,0,0,0.501582278481013,0,0,0,0.00158227848101266,0,0,0,0
279.5,9848,0.00694444444444444,0.00520833333333333,0,0.015625,0.0104166666666667,0.0538194444444444,0,0,0.00173611111111111,0.00694444444444444,0,0.00173611111111111,0.00520833333333333,0,0,0.0104166666666667,0.0225694444444444,0.166666666666667,0.0190972222222222,0.00173611111111111,0.0260416666666667,0,0.00520833333333333,0,0,0.0225694444444444,0.0121527777777778,0.00520833333333333,0.00520833333333333,0.00868055555555556,0,0,0,0.00520833333333333,0.581597222222222,0,0,0,0,0,0,0,0
284.5,11014,0.00878477306002928,0,0,0.00878477306002928,0.00585651537335286,0.0453879941434846,0.00292825768667643,0,0.00146412884333821,0.00732064421669107,0,0.00146412884333821,0,0,0.00585651537335286,0.00732064421669107,0.0336749633967789,0.136163982430454,0.00585651537335286,0.00146412884333821,0.0439238653001464,0,0.00146412884333821,0.00146412884333821,0.00146412884333821,0.0190336749633968,0.00732064421669107,0,0.00146412884333821,0.00292825768667643,0,0.00146412884333821,0,0,0.64714494875549,0,0,0,0,0,0,0,0
289.5,11067,0.010507880910683,0.00350262697022767,0,0.0122591943957968,0.0175131348511384,0.042031523642732,0.00350262697022767,0.00350262697022767,0,0.00350262697022767,0,0,0.00525394045534151,0.00175131348511384,0.00350262697022767,0.0175131348511384,0.0490367775831874,0.190893169877408,0.00350262697022767,0,0.0402802101576182,0,0,0,0,0.0157618213660245,0.00175131348511384,0,0.00175131348511384,0.0122591943957968,0,0,0,0,0.560420315236427,0,0,0,0,0,0,0,0
304.5,11229,0.00646203554119548,0.00323101777059774,0,0.00323101777059774,0.0145395799676898,0.0387722132471729,0.00646203554119548,0,0,0.00807754442649435,0,0.00161550888529887,0.00323101777059774,0.00161550888529887,0.00323101777059774,0.0226171243941842,0.050080775444265,0.17124394184168,0.00323101777059774,0.00161550888529887,0.0387722132471729,0,0.00484652665589661,0,0,0.0420032310177706,0.00161550888529887,0,0.00484652665589661,0.024232633279483,0,0,0,0,0.544426494345719,0,0,0,0,0,0,0,0
309.5,11282,0.00332225913621262,0.00166112956810631,0,0.00830564784053156,0.0182724252491694,0.0365448504983389,0.00332225913621262,0.00166112956810631,0,0.0215946843853821,0,0,0.00830564784053156,0,0.00332225913621262,0.0282392026578073,0.0481727574750831,0.232558139534884,0.00996677740863787,0,0.0564784053156146,0,0.00166112956810631,0,0,0.0199335548172757,0.00332225913621262,0,0.00996677740863787,0.00498338870431894,0,0,0,0,0.476744186046512,0,0,0,0,0.00166112956810631,0,0,0
314.5,11336,0.00326797385620915,0.00108932461873638,0,0.00762527233115468,0.0163398692810458,0.0196078431372549,0.00544662309368192,0.00326797385620915,0,0.00980392156862745,0,0,0.00435729847494553,0.00217864923747277,0.00326797385620915,0.0108932461873638,0.0490196078431373,0.185185185185185,0.00871459694989107,0,0.0577342047930283,0,0.00326797385620915,0,0,0.0196078431372549,0.00108932461873638,0,0.00108932461873638,0.00326797385620915,0,0,0,0,0.583877995642701,0,0,0,0,0,0,0,0
319.5,11390,0.00139470013947001,0.00139470013947001,0,0.00557880055788006,0.0278940027894003,0.0181311018131102,0.00278940027894003,0.00139470013947001,0,0.0097629009762901,0,0,0.00697350069735007,0.00139470013947001,0.00278940027894003,0.0139470013947001,0.0585774058577406,0.198047419804742,0.00697350069735007,0,0.0237099023709902,0,0.00278940027894003,0,0,0.0237099023709902,0.00278940027894003,0.00139470013947001,0.00139470013947001,0.00418410041841004,0,0.00418410041841004,0,0,0.577405857740586,0,0,0,0,0.00139470013947001,0,0,0
324.5,11444,0.00549450549450549,0.00366300366300366,0,0.0146520146520147,0.0586080586080586,0.0183150183150183,0.00366300366300366,0.00366300366300366,0.00366300366300366,0.0274725274725275,0,0.00183150183150183,0.00915750915750916,0.00549450549450549,0.00366300366300366,0.0347985347985348,0.166666666666667,0.102564102564103,0.00549450549450549,0.00549450549450549,0.0897435897435897,0,0.00732600732600733,0,0,0.0311355311355311,0,0.00183150183150183,0.00366300366300366,0.00549450549450549,0,0.00183150183150183,0,0,0.382783882783883,0,0,0,0,0,0.00183150183150183,0,0
329.5,11497,0.00596658711217184,0.00238663484486874,0,0.0119331742243437,0.0525059665871122,0.0322195704057279,0.0119331742243437,0,0,0.00954653937947494,0,0,0.0238663484486874,0.0143198090692124,0.00596658711217184,0.022673031026253,0.354415274463007,0.0871121718377088,0.00238663484486874,0,0.0823389021479714,0,0.00477326968973747,0,0,0.0202863961813842,0.0035799522673031,0,0.0035799522673031,0.00596658711217184,0,0.0071599045346062,0,0,0.221957040572792,0,0,0.00119331742243437,0,0,0.00238663484486874,0.00954653937947494,0
334.5,11551,0.00160513643659711,0,0,0.0240770465489567,0.0626003210272873,0.0160513643659711,0.00802568218298555,0.00481540930979133,0.00160513643659711,0.0192616372391653,0,0.00160513643659711,0.0128410914927769,0.00642054574638844,0.00321027287319422,0.0192616372391653,0.292134831460674,0.142857142857143,0.00642054574638844,0,0.109149277688604,0,0.00642054574638844,0,0,0.0529695024077047,0,0,0.00321027287319422,0.00321027287319422,0,0.00160513643659711,0,0.00481540930979133,0.171749598715891,0,0,0,0,0,0.0240770465489567,0,0
339.5,NA,0.00321027287319422,0.00321027287319422,0,0.00963081861958266,0.0561797752808989,0.0385232744783307,0.00642054574638844,0.00642054574638844,0,0.0176565008025682,0,0,0.014446227929374,0.00802568218298555,0.00963081861958266,0.0481540930979133,0.242375601926164,0.247191011235955,0.00481540930979133,0,0.0642054574638844,0,0.00642054574638844,0.00160513643659711,0,0.0449438202247191,0.00160513643659711,0.00963081861958266,0.00481540930979133,0.0112359550561798,0,0.00481540930979133,0,0.00160513643659711,0.131621187800963,0,0,0,0,0,0,0,0.00160513643659711
