"depth","best.age","min.age","max.age"
2,NA,NA,NA
42,1623,1436,1805
62,2028,1861,2191
82,2433,2285,2576
102,2838,2711,2964
127,3344,3239,3446
147,3749,3662,3834
167,4154,4084,4225
187,4559,4503,4617
208,4984,4935,5033
227,5369,5320,5418
248,5794,5737,5851
268,6199,6128,6269
288,6604,6518,6692
308,7009,6907,7116
328,7414,7294,7540
348,7820,7680,7963
372,8306,8143,8472
392,8711,8529,8897
412,9116,8914,9322
432,9521,9300,9748
451,9905,9666,10152
456,10007,9762,10258
459,10067,9820,10321
462,10128,9878,10385
465,10189,9935,10448
467,10229,9975,10492
470,10290,10032,10555
472,10331,10071,10598
475,10391,10128,10661
478,NA,NA,NA
479,NA,NA,NA
480,NA,NA,NA
482,NA,NA,NA
483,NA,NA,NA
487,NA,NA,NA
502,NA,NA,NA
