"sample.depths","sample.ages","Abies","Acer.saccharum.type","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Carya","Celtis","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Herbs.undiff.","Iva.xanthifolia.type","Juglans.cinerea","Larix","Morus","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Populus","Poaceae","Rosaceae","Acer.negundo","Iva.annua.type","Polygonaceae.undiff.","Acer.saccharinum.type","Castanea","Taxus","Tilia","Myrica","Shepherdia","Thalictrum","Rhamnaceae.Vitaceae","Sarcobatus.vermiculatus","Acer.rubrum","Alnus.viridis.type","Rumex","Juglans.nigra","Tsuga","Ericaceae","Ephedra","Trees.undiff.","Asteraceae.subf..Cichorioideae","Juglans.undiff.","Plantago","Fagus"
430,NA,0.00209424083769634,0.0031413612565445,0.012565445026178,0.0104712041884817,0.0167539267015707,0.0408376963350785,0.00104712041884817,0.00104712041884817,0.0094240837696335,0.00104712041884817,0.00523560209424084,0.0649214659685864,0.00837696335078534,0.00104712041884817,0.00523560209424084,0.00104712041884817,0.00104712041884817,0.00523560209424084,0.00104712041884817,0.00209424083769634,0.037696335078534,0.0282722513089005,0.00104712041884817,0.347643979057592,0.00104712041884817,0.0209424083769634,0.0094240837696335,0.0031413612565445,0.0408376963350785,0.0157068062827225,0.298429319371728,0.00209424083769634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,10787,0.00229673863114378,0.00321543408360129,0.0119430408819476,0.00459347726228755,0.00872760679834635,0.0473128158015618,0.00275608635737253,0.00091869545245751,0.0041341295360588,0.00321543408360129,0.00689021589343133,0.0395039044556729,0.0101056499770326,0.00137804317868627,0.00964630225080386,0.000459347726228755,0.00183739090491502,0.0041341295360588,0.000459347726228755,0.00275608635737253,0.0183739090491502,0.0238860817638953,0.00137804317868627,0.267799724391364,0.00183739090491502,0.0321543408360129,0.00505282498851631,0.00091869545245751,0.0293982544786403,0.0105649977032614,0.438677078548461,0.00183739090491502,0.00091869545245751,0.000459347726228755,0.000459347726228755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,11021,0.00312174817898023,0.00104058272632674,0.0135275754422477,0.00624349635796046,0.0166493236212279,0.0593132154006243,0.00208116545265349,0.00104058272632674,0.00520291363163371,0.00416233090530697,0.00832466181061394,0.0468262226847034,0.0124869927159209,0.00208116545265349,0.00416233090530697,0,0.00104058272632674,0.0114464099895942,0,0.00416233090530697,0.0676378772112383,0.0218522372528616,0.00104058272632674,0.252861602497399,0.00104058272632674,0.0166493236212279,0.00416233090530697,0.00416233090530697,0.0416233090530697,0.0135275754422477,0.363163371488033,0.00104058272632674,0.00104058272632674,0,0,0.00104058272632674,0.00104058272632674,0.00104058272632674,0.00208116545265349,0.00104058272632674,0.00104058272632674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,11256,0.00456204379562044,0.00364963503649635,0.0127737226277372,0.00638686131386861,0.0145985401459854,0.0821167883211679,0.000912408759124088,0.000912408759124088,0.00638686131386861,0.00364963503649635,0.00912408759124088,0.0456204379562044,0.0127737226277372,0,0.00456204379562044,0,0.000912408759124088,0.00821167883211679,0,0.00547445255474453,0.062043795620438,0.0328467153284672,0.00364963503649635,0.352189781021898,0.000912408759124088,0.0218978102189781,0.00456204379562044,0.00182481751824818,0.052007299270073,0.0228102189781022,0.217153284671533,0.00182481751824818,0.00182481751824818,0,0,0,0,0,0,0,0,0.000912408759124088,0.000912408759124088,0,0,0,0,0,0,0,0,0,0,0,0,0
480,11491,0.00517687661777394,0.00086281276962899,0.0120793787748059,0.0086281276962899,0.0388265746333046,0.0836928386540121,0,0.00172562553925798,0.00086281276962899,0.00776531492666091,0.0094909404659189,0.0414150129421915,0.0215703192407248,0.00172562553925798,0.0094909404659189,0.00086281276962899,0,0.00690250215703192,0,0.00345125107851596,0.120793787748059,0.0327868852459016,0.00258843830888697,0.421052631578947,0.00086281276962899,0.0250215703192407,0.0086281276962899,0.00431406384814495,0.0681622088006903,0.0250215703192407,0.0336496980155306,0.00086281276962899,0.00086281276962899,0,0,0.00086281276962899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,11609,0.00539956803455724,0.00107991360691145,0.0107991360691145,0.0107991360691145,0.0377969762419006,0.091792656587473,0,0.00107991360691145,0.00431965442764579,0.00107991360691145,0.00971922246220302,0.0615550755939525,0.0302375809935205,0.00107991360691145,0.0118790496760259,0,0.00107991360691145,0.0183585313174946,0,0.00215982721382289,0.183585313174946,0.0269978401727862,0,0.300215982721382,0.00107991360691145,0.0280777537796976,0.0118790496760259,0.00215982721382289,0.0518358531317495,0.0259179265658747,0.0561555075593952,0.00647948164146868,0,0,0,0,0,0,0.00107991360691145,0,0,0.00215982721382289,0.00107991360691145,0.00107991360691145,0,0,0,0,0,0,0,0,0,0,0,0
490,11781,0.00322234156820623,0.00214822771213749,0.0279269602577873,0.00537056928034372,0.0472610096670247,0.0923737916219119,0.00107411385606874,0.00107411385606874,0,0.00429645542427497,0.0268528464017186,0.0784103114930183,0.033297529538131,0.00214822771213749,0.0161117078410312,0,0.00107411385606874,0.0214822771213749,0,0.0075187969924812,0.264232008592911,0.037593984962406,0.00322234156820623,0.13641245972073,0.00214822771213749,0.0225563909774436,0.0118152524167562,0.00322234156820623,0.0698174006444683,0.0204081632653061,0.0504833512352309,0.00214822771213749,0.00107411385606874,0.00107411385606874,0,0.00107411385606874,0,0,0,0,0,0,0,0,0.00107411385606874,0,0,0,0,0,0,0,0,0,0,0
495,12175,0.00379266750948167,0.00126422250316056,0.0176991150442478,0.00505689001264223,0.0606826801517067,0.108723135271808,0,0.00126422250316056,0.00252844500632111,0.011378002528445,0.0126422250316056,0.065739570164349,0.0530973451327434,0.00252844500632111,0.0126422250316056,0,0.00252844500632111,0.0379266750948167,0,0.00758533501896334,0.356510745891277,0.00379266750948167,0,0.0151706700379267,0,0.0328697850821745,0.0214917825537295,0.00758533501896334,0.0518331226295828,0.0316055625790139,0.0594184576485461,0.00126422250316056,0.00379266750948167,0,0.00126422250316056,0.00126422250316056,0,0,0,0,0.00126422250316056,0.00252844500632111,0,0,0,0.00126422250316056,0,0,0,0,0,0,0,0,0,0
500,12495,0.0136363636363636,0,0.0143939393939394,0.00606060606060606,0.0575757575757576,0.090909090909091,0.00227272727272727,0.000757575757575758,0.000757575757575758,0.00303030303030303,0.0106060606060606,0.0712121212121212,0.0325757575757576,0.000757575757575758,0.0212121212121212,0,0,0.0378787878787879,0,0.00303030303030303,0.434090909090909,0.00833333333333333,0,0.00909090909090909,0,0.0303030303030303,0.0166666666666667,0.00606060606060606,0.0409090909090909,0.0363636363636364,0.0371212121212121,0.00454545454545455,0.00227272727272727,0.00151515151515152,0,0.000757575757575758,0,0.00151515151515152,0,0,0,0.00151515151515152,0,0.000757575757575758,0,0.000757575757575758,0.000757575757575758,0,0,0,0,0,0,0,0,0
510,12939,0.0051975051975052,0,0.0239085239085239,0.00727650727650728,0.0821205821205821,0.0644490644490645,0,0,0.00207900207900208,0.00311850311850312,0.0249480249480249,0.0935550935550936,0.0103950103950104,0,0.0239085239085239,0,0,0.0239085239085239,0,0.0051975051975052,0.48024948024948,0.00103950103950104,0,0.00103950103950104,0,0.0187110187110187,0.0155925155925156,0.00623700623700624,0.0239085239085239,0.0343035343035343,0.0415800415800416,0,0,0,0,0,0,0.00103950103950104,0,0,0.00103950103950104,0.00311850311850312,0,0,0,0,0,0.00103950103950104,0.00103950103950104,0,0,0,0,0,0,0
520,12984,0.005249343832021,0,0.0113735783027122,0.010498687664042,0.0699912510936133,0.057742782152231,0,0,0.00874890638670166,0.010498687664042,0.0166229221347332,0.0988626421697288,0.0113735783027122,0.000874890638670166,0.0166229221347332,0,0,0.0349956255468067,0,0.00349956255468067,0.47419072615923,0.000874890638670166,0,0.00174978127734033,0,0.0288713910761155,0.0279965004374453,0.00699912510936133,0.0174978127734033,0.036745406824147,0.036745406824147,0,0.00437445319335083,0,0,0.000874890638670166,0,0,0,0,0.000874890638670166,0.00349956255468067,0,0.00174978127734033,0,0,0,0,0,0,0,0,0,0,0,0
530,13029,0.00105374077976818,0,0.0200210748155954,0.0105374077976818,0.0737618545837724,0.0516332982086407,0,0,0.00421496311907271,0.00421496311907271,0.0200210748155954,0.0864067439409905,0.0242360379346681,0,0.0136986301369863,0.00105374077976818,0,0.035827186512118,0,0.00316122233930453,0.513171759747102,0.00105374077976818,0,0.00316122233930453,0,0.0136986301369863,0.0252897787144362,0.00316122233930453,0.0158061116965227,0.0316122233930453,0.0347734457323498,0.00210748155953635,0.00210748155953635,0.00105374077976818,0,0,0,0.00105374077976818,0,0,0,0,0,0.00105374077976818,0,0,0,0,0,0.00105374077976818,0,0,0,0,0,0
540,13074,0,0,0.019782393669634,0.00890207715133531,0.0909990108803165,0.0553907022749753,0,0.0019782393669634,0.0049455984174085,0.0019782393669634,0.0138476755687438,0.0870425321463897,0.009891196834817,0,0.0257171117705242,0,0.0039564787339268,0.0425321463897132,0.0009891196834817,0.0019782393669634,0.519287833827893,0,0,0.0049455984174085,0,0.0128585558852621,0.0118694362017804,0.0049455984174085,0.00890207715133531,0.0237388724035608,0.0365974282888229,0,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0.0029673590504451,0,0.0009891196834817,0,0,0,0,0,0,0,0,0,0
550,13120,0.0101569713758079,0,0.0175438596491228,0.0064635272391505,0.0895660203139428,0.0710987996306556,0,0,0.00369344413665743,0.00554016620498615,0.0147737765466297,0.0526315789473684,0.00369344413665743,0.000923361034164358,0.023084025854109,0,0.000923361034164358,0.03601108033241,0.000923361034164358,0.0064635272391505,0.518928901200369,0.00369344413665743,0,0.00369344413665743,0,0.0193905817174515,0.0221606648199446,0.00184672206832872,0.0110803324099723,0.038781163434903,0.0295475530932595,0.00184672206832872,0,0.000923361034164358,0,0,0,0,0,0,0,0.00184672206832872,0,0.00184672206832872,0,0.000923361034164358,0,0,0,0,0,0,0,0,0,0
560,13214,0.00179372197309417,0.000896860986547085,0.0197309417040359,0.00896860986547085,0.0977578475336323,0.0573991031390135,0,0.000896860986547085,0.00448430493273543,0.00269058295964126,0.0188340807174888,0.074439461883408,0.0116591928251121,0.00179372197309417,0.0125560538116592,0.000896860986547085,0.000896860986547085,0.0260089686098655,0,0.00269058295964126,0.517488789237668,0.000896860986547085,0,0.00538116591928251,0,0.020627802690583,0.0143497757847534,0.0062780269058296,0.0125560538116592,0.031390134529148,0.0394618834080717,0.000896860986547085,0.000896860986547085,0,0,0,0,0,0,0,0.00179372197309417,0.000896860986547085,0,0,0,0.00179372197309417,0,0.000896860986547085,0,0,0,0,0,0,0,0
