"depth","best.age","min.age","max.age"
1,-10,-24,3
10,15,-2,33
20,44,14,74
30,72,28,116
40,100,41,159
50,229,172,286
60,357,301,412
70,485,430,541
100,869,809,932
120,1125,1061,1198
140,1382,1310,1465
160,1638,1559,1733
180,1894,1807,2003
200,2150,2054,2275
210,2278,2178,2411
220,2407,2300,2546
240,2663,2545,2819
250,2791,2667,2954
260,2902,2779,3065
280,3091,2969,3242
300,3279,3148,3432
320,3468,3316,3632
340,3656,3483,3853
360,3845,3637,4100
380,4033,3795,4362
400,4222,3950,4609
410,4316,4027,4731
420,4443,4147,4868
440,4796,4519,5189
460,5148,4886,5506
480,5500,5254,5801
500,5853,5625,6117
520,6205,5990,6453
540,6557,6346,6793
560,6910,6701,7145
580,7262,7052,7503
600,7614,7395,7866
620,7966,7734,8229
640,8319,8072,8594
660,8671,8406,8958
680,9023,8741,9325
700,9376,9076,9697
710,9552,9241,9884
720,9804,9462,10174
740,10346,9590,11100
760,10888,9633,12139
780,NA,NA,NA
790,NA,NA,NA
800,NA,NA,NA
