"sample.depths","sample.ages","Acer.rubrum","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Artemisia","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Larix","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Myrica.gale","Tsuga.canadensis","Picea.undiff.","Pinaceae","Betula.undiff.","Taxus","Pinus.strobus","Fraxinus.pennsylvanica.type","Picea.glauca.type","Castanea.dentata","Prunus","Juglans.cinerea","Ostrya.Carpinus","Salix","Tilia","Rosaceae.undiff.","Amaranthaceae","Ilex.Nemopanthus","Pinus.banksiana.type","Ambrosia.type","Caryophyllaceae","Shepherdia.canadensis","Juniperus.communis.Thuja.occidentalis.type","Rhamnus.alnifolia.R..frangula","Thalictrum","Carya.ovata","Betula","Acer.pensylvanicum","Viburnum","Populus.balsamifera.type","Epilobium","Ranunculaceae.undiff.","Oxytropis.maydelliana.type","Saxifraga.cernua.type","Liliaceae","cf..Oxyria.digyna","Asteraceae.subf..Cichorioideae","Koenigia.islandica","Polygonum.viviparum","Caprifoliaceae.undiff.","Saxifraga.oppositifolia.type","Brassicaceae","Pedicularis"
300,6385,0.00397350993377483,0.00264900662251656,0.0251655629139073,0.00397350993377483,0.00132450331125828,0.00264900662251656,0,0.00397350993377483,0.0132450331125828,0.00397350993377483,0.0251655629139073,0.0847682119205298,0.0132450331125828,0.00927152317880795,0.00132450331125828,0.00132450331125828,0.00132450331125828,0.00132450331125828,0.0225165562913907,0.0105960264900662,0.00794701986754967,0.00397350993377483,0.0211920529801325,0.0145695364238411,0.0132450331125828,0.623841059602649,0.00132450331125828,0.0662251655629139,0.00264900662251656,0.00132450331125828,0,0,0,0.00264900662251656,0,0,0,0.00132450331125828,0,0.00397350993377483,0.00264900662251656,0,0,0,0,0.00132450331125828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,6917,0.00258397932816537,0.00258397932816537,0.020671834625323,0.0129198966408269,0.00516795865633075,0.00258397932816537,0,0.00258397932816537,0.0232558139534884,0.00516795865633075,0.0129198966408269,0.193798449612403,0,0.0180878552971576,0,0.00516795865633075,0,0.00775193798449612,0.041343669250646,0.0129198966408269,0.0180878552971576,0,0.0335917312661499,0.0155038759689922,0.0361757105943152,0.459948320413437,0,0.0568475452196382,0.00258397932816537,0,0,0,0.00258397932816537,0,0.00258397932816537,0,0.00258397932816537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,7449,0.00261780104712042,0.00261780104712042,0.0104712041884817,0.00785340314136126,0,0.00261780104712042,0,0.00261780104712042,0.0130890052356021,0,0.0366492146596859,0.0968586387434555,0.0104712041884817,0.0104712041884817,0.00523560209424084,0.00523560209424084,0,0.00261780104712042,0.0366492146596859,0.00785340314136126,0.00523560209424084,0,0.0183246073298429,0.00785340314136126,0.0183246073298429,0.5,0,0.117801047120419,0,0,0,0,0,0,0,0,0,0.00261780104712042,0,0.00261780104712042,0,0,0,0,0,0,0.00261780104712042,0.0706806282722513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,7981,0.00174216027874564,0.00174216027874564,0.0174216027874564,0.0121951219512195,0.00348432055749129,0,0,0,0.0156794425087108,0.00348432055749129,0.0209059233449477,0.170731707317073,0.00871080139372822,0.0209059233449477,0,0.0104529616724739,0.00174216027874564,0.00174216027874564,0.0191637630662021,0.00696864111498258,0.0104529616724739,0,0.00871080139372822,0.0174216027874564,0.00522648083623693,0.545296167247387,0,0.0766550522648084,0,0,0,0,0,0.00696864111498258,0.00174216027874564,0,0,0.00174216027874564,0,0.00522648083623693,0.00174216027874564,0,0,0.00174216027874564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,8300,0.00162337662337662,0.00324675324675325,0.0243506493506494,0.0357142857142857,0.00324675324675325,0.00162337662337662,0,0.00162337662337662,0.0113636363636364,0.00162337662337662,0.0113636363636364,0.157467532467532,0.0162337662337662,0.0292207792207792,0.00162337662337662,0.00811688311688312,0.00162337662337662,0.0064935064935065,0.0405844155844156,0.00811688311688312,0.0113636363636364,0,0.00974025974025974,0.0324675324675325,0.00811688311688312,0.469155844155844,0,0.0925324675324675,0,0,0,0,0,0.00162337662337662,0,0,0,0,0,0.00811688311688312,0.00162337662337662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,8513,0.00150829562594268,0,0.0105580693815988,0.028657616892911,0.00150829562594268,0.00904977375565611,0,0.00150829562594268,0.0150829562594268,0.00452488687782805,0.0437405731523379,0.0693815987933635,0.0180995475113122,0.028657616892911,0.00150829562594268,0.0120663650075415,0,0.00301659125188537,0.0603318250377074,0.00754147812971342,0.0150829562594268,0.00754147812971342,0.00603318250377074,0.0150829562594268,0.024132730015083,0.460030165912519,0,0.0889894419306184,0.00150829562594268,0.00904977375565611,0.00150829562594268,0,0,0,0.00452488687782805,0,0.00150829562594268,0,0,0.0105580693815988,0.00301659125188537,0,0,0,0,0,0.00150829562594268,0.0331825037707391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,9488,0,0.0036101083032491,0.00541516245487365,0.092057761732852,0.00180505415162455,0.00180505415162455,0,0,0.0144404332129964,0.0036101083032491,0.0180505415162455,0.0902527075812274,0.0216606498194946,0.0288808664259928,0.00180505415162455,0.00541516245487365,0.00180505415162455,0.0072202166064982,0.0252707581227437,0.00541516245487365,0.01985559566787,0.0144404332129964,0.0036101083032491,0.036101083032491,0.0108303249097473,0.527075812274368,0,0.0415162454873646,0,0,0.00180505415162455,0,0,0.00541516245487365,0.00180505415162455,0.00180505415162455,0.00180505415162455,0.00180505415162455,0,0.00180505415162455,0,0,0.00180505415162455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,9923,0,0,0.00444444444444444,0.12,0,0.0133333333333333,0,0.0133333333333333,0.00444444444444444,0,0.00888888888888889,0.08,0.00444444444444444,0.0311111111111111,0,0.0133333333333333,0,0.00888888888888889,0.0266666666666667,0,0.00444444444444444,0.0177777777777778,0.00888888888888889,0.0222222222222222,0.0133333333333333,0.551111111111111,0.00444444444444444,0.00888888888888889,0,0,0,0,0,0,0.0266666666666667,0,0,0.00888888888888889,0,0,0.00444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,10357,0.00334448160535117,0.00334448160535117,0.0234113712374582,0.0501672240802676,0.00668896321070234,0.00668896321070234,0,0,0.00334448160535117,0.00334448160535117,0.0167224080267559,0.0869565217391304,0.0334448160535117,0.00334448160535117,0.00668896321070234,0.00668896321070234,0.00668896321070234,0.00668896321070234,0.040133779264214,0,0.0133779264214047,0.0100334448160535,0.00334448160535117,0.0234113712374582,0.0367892976588629,0.545150501672241,0,0.0434782608695652,0,0,0,0,0,0.00334448160535117,0,0,0,0,0,0.00334448160535117,0.00334448160535117,0,0,0,0,0,0,0,0.00334448160535117,0.00334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,10792,0,0,0.00398406374501992,0.179282868525896,0.00398406374501992,0.00796812749003984,0,0,0.00796812749003984,0.00796812749003984,0.00796812749003984,0.0677290836653386,0.0358565737051793,0.0159362549800797,0,0,0,0,0.0159362549800797,0.00398406374501992,0.00398406374501992,0.0119521912350598,0.00398406374501992,0.00796812749003984,0.0199203187250996,0.581673306772908,0,0.00796812749003984,0,0,0,0,0,0,0,0,0.00398406374501992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,10842,0,0,0.00265957446808511,0.110372340425532,0.00132978723404255,0.00265957446808511,0,0.00132978723404255,0.00398936170212766,0.00664893617021277,0.0159574468085106,0.0398936170212766,0.0172872340425532,0.0146276595744681,0,0.00265957446808511,0.00265957446808511,0.00398936170212766,0.0332446808510638,0,0.00531914893617021,0.00797872340425532,0,0.0265957446808511,0.00930851063829787,0.660904255319149,0.00664893617021277,0.00797872340425532,0,0.00132978723404255,0,0,0,0.00265957446808511,0.00132978723404255,0,0,0,0,0.00930851063829787,0.00132978723404255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,10891,0,0.00211864406779661,0.0190677966101695,0.177966101694915,0,0.00211864406779661,0,0,0.0148305084745763,0.00423728813559322,0.0254237288135593,0.0614406779661017,0.0508474576271186,0.0211864406779661,0.00211864406779661,0.00211864406779661,0,0.00211864406779661,0.0677966101694915,0.00423728813559322,0.00423728813559322,0.00635593220338983,0,0.00847457627118644,0.0169491525423729,0.491525423728814,0,0.00423728813559322,0,0,0,0,0.00211864406779661,0.00423728813559322,0.00211864406779661,0,0,0,0,0,0.00211864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,10941,0,0,0.0216216216216216,0.273873873873874,0,0.0036036036036036,0.0018018018018018,0,0,0.00540540540540541,0.0828828828828829,0.0756756756756757,0.0108108108108108,0.0126126126126126,0,0,0,0.0018018018018018,0.0324324324324324,0.0018018018018018,0.0018018018018018,0.018018018018018,0,0.027027027027027,0.0198198198198198,0.389189189189189,0,0.0018018018018018,0,0,0,0,0,0.00540540540540541,0.0036036036036036,0,0,0,0,0.0036036036036036,0,0,0,0,0,0,0,0,0,0,0.00540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0
450,10990,0,0.00115340253748558,0.00576701268742791,0.262975778546713,0.00230680507497117,0.00115340253748558,0,0,0,0.00461361014994233,0.123414071510957,0.0126874279123414,0.00807381776239908,0.0115340253748558,0.00346020761245675,0.00230680507497117,0,0,0.0207612456747405,0.00346020761245675,0.00807381776239908,0.00115340253748558,0,0.0115340253748558,0.00346020761245675,0.426758938869666,0,0.0173010380622837,0,0,0,0,0,0.00346020761245675,0,0,0,0,0,0.0346020761245675,0.00230680507497117,0,0,0,0,0,0.00115340253748558,0.0253748558246828,0,0,0,0.00115340253748558,0,0,0,0,0,0,0,0,0,0,0,0
455,11040,0,0,0.0139165009940358,0.489065606361829,0.00198807157057654,0.0099403578528827,0.00198807157057654,0,0.00397614314115308,0.00397614314115308,0.0795228628230616,0.0556660039761431,0.0397614314115308,0.0139165009940358,0,0.00198807157057654,0.00198807157057654,0.00397614314115308,0.00198807157057654,0,0.0099403578528827,0.0119284294234592,0,0.0397614314115308,0.0119284294234592,0.182902584493042,0,0.00596421471172962,0.00198807157057654,0,0,0,0,0,0.00795228628230616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198807157057654,0,0.00198807157057654,0,0,0,0,0,0,0,0,0,0,0
460,11090,0,0,0.00833333333333333,0.304166666666667,0,0.0354166666666667,0.00208333333333333,0,0.00416666666666667,0,0.114583333333333,0.0979166666666667,0.0625,0.0354166666666667,0,0.00208333333333333,0.0145833333333333,0.00625,0.0104166666666667,0,0,0.025,0.00208333333333333,0.0833333333333333,0.0229166666666667,0.152083333333333,0,0,0,0,0,0,0,0.00416666666666667,0.00208333333333333,0,0,0,0,0,0,0,0.00208333333333333,0,0,0,0.00208333333333333,0,0,0,0.00416666666666667,0,0,0.00208333333333333,0,0,0,0,0,0,0,0,0,0
465,11139,0,0,0.00335570469798658,0.0721476510067114,0.00838926174496644,0.0352348993288591,0.00167785234899329,0,0.00503355704697987,0,0.154362416107383,0.0838926174496644,0.0721476510067114,0.0201342281879195,0.00167785234899329,0.011744966442953,0.00167785234899329,0.00671140939597315,0,0.00167785234899329,0.0201342281879195,0.0285234899328859,0,0.075503355704698,0.0218120805369128,0.312080536912752,0,0.0201342281879195,0.00335570469798658,0,0,0,0.00167785234899329,0,0.0134228187919463,0,0,0,0,0.0100671140939597,0.00335570469798658,0,0.00503355704697987,0,0,0,0,0,0,0.00503355704697987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,11189,0,0.00557103064066852,0,0.0278551532033426,0.00557103064066852,0.0501392757660167,0,0,0,0,0.0696378830083565,0.0668523676880223,0.233983286908078,0.0362116991643454,0.00557103064066852,0.00278551532033426,0.0473537604456825,0.00835654596100279,0,0,0.0306406685236769,0.0334261838440111,0,0.0473537604456825,0.0194986072423398,0.270194986072423,0.00278551532033426,0.00835654596100279,0,0,0.00278551532033426,0,0,0,0.0139275766016713,0,0.00278551532033426,0,0,0,0,0,0.00278551532033426,0,0.00278551532033426,0,0,0,0,0.00278551532033426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,11238,0,0,0,0.0126262626262626,0.00378787878787879,0.0265151515151515,0.00126262626262626,0,0.00126262626262626,0,0.095959595959596,0.0378787878787879,0.140151515151515,0.0467171717171717,0.00252525252525253,0,0,0.00631313131313131,0.0101010101010101,0,0.0138888888888889,0.0252525252525253,0.00252525252525253,0.0391414141414141,0.0126262626262626,0.321969696969697,0,0.077020202020202,0.00252525252525253,0.00378787878787879,0,0,0.00126262626262626,0,0.0138888888888889,0,0,0,0,0.0416666666666667,0.00126262626262626,0,0.00252525252525253,0,0,0,0,0.053030303030303,0,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,11387,0.00203252032520325,0,0,0.00609756097560976,0.016260162601626,0.0873983739837398,0,0,0.00203252032520325,0,0.0142276422764228,0.0711382113821138,0.310975609756098,0.0121951219512195,0.008130081300813,0,0.0040650406504065,0.0101626016260163,0,0.00203252032520325,0.0345528455284553,0,0.0040650406504065,0.0101626016260163,0.008130081300813,0.347560975609756,0,0.0040650406504065,0,0,0,0,0,0.00203252032520325,0.0284552845528455,0,0,0,0,0,0,0,0.00609756097560976,0,0,0,0,0,0,0,0,0.0040650406504065,0.00203252032520325,0,0.00203252032520325,0,0,0,0,0,0,0,0,0
490,11844,0,0,0,0.0102040816326531,0.0204081632653061,0.0510204081632653,0.00170068027210884,0,0,0,0.0170068027210884,0.0357142857142857,0.22108843537415,0.0119047619047619,0.00170068027210884,0,0,0.00850340136054422,0,0,0.00340136054421769,0,0.00170068027210884,0,0.00510204081632653,0.532312925170068,0,0.00510204081632653,0,0,0.00340136054421769,0,0,0,0.0561224489795918,0,0,0,0,0.00850340136054422,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136054421769,0.00170068027210884,0,0,0,0,0,0,0,0,0,0
500,12462,0,0,0,0.0103397341211226,0.0280649926144756,0.0812407680945347,0,0,0,0,0.0132939438700148,0.0384047267355982,0.0221565731166913,0.0147710487444609,0.00147710487444609,0,0.00147710487444609,0.0265878877400295,0,0.00147710487444609,0.00295420974889217,0.00147710487444609,0.00147710487444609,0.00147710487444609,0,0.655834564254062,0,0,0,0,0,0,0,0.00738552437223043,0.0738552437223043,0,0,0,0,0.0103397341211226,0,0,0,0,0,0,0,0,0.00147710487444609,0,0,0.00147710487444609,0.00295420974889217,0,0,0,0,0,0,0,0,0,0,0
505,12771,0,0,0.0056657223796034,0.0169971671388102,0.0793201133144476,0.328611898016997,0.0084985835694051,0,0.0028328611898017,0,0.0623229461756374,0.0793201133144476,0.0056657223796034,0.0141643059490085,0.0028328611898017,0,0,0.0396600566572238,0.0056657223796034,0,0.0056657223796034,0.0028328611898017,0,0,0.0056657223796034,0.084985835694051,0,0.0453257790368272,0,0,0,0,0,0.0028328611898017,0.1671388101983,0,0.0056657223796034,0,0,0.0028328611898017,0.0028328611898017,0,0.0028328611898017,0,0,0,0,0.0056657223796034,0,0,0,0.0028328611898017,0.0028328611898017,0,0,0.0056657223796034,0.0028328611898017,0,0,0,0,0,0,0
510,NA,0,0,0,0.0159574468085106,0.0319148936170213,0.356382978723404,0,0,0,0,0,0.0425531914893617,0,0,0,0,0,0.0797872340425532,0.00531914893617021,0.00531914893617021,0,0,0.00531914893617021,0,0,0.106382978723404,0,0.00531914893617021,0.00531914893617021,0,0,0,0,0,0.223404255319149,0,0.00531914893617021,0,0,0.0106382978723404,0.00531914893617021,0.00531914893617021,0,0.00531914893617021,0,0,0,0,0,0,0,0,0.0638297872340425,0,0,0,0.0159574468085106,0.00531914893617021,0,0,0,0,0,0
515,NA,0,0,0.00964630225080386,0.00643086816720257,0.0385852090032154,0.514469453376206,0,0,0,0,0,0.0514469453376206,0,0,0.00643086816720257,0,0,0.138263665594855,0,0,0,0.00321543408360129,0,0,0,0.0932475884244373,0,0.00321543408360129,0,0,0,0,0,0,0.0418006430868167,0,0.0257234726688103,0,0,0,0,0.00964630225080386,0,0,0,0,0,0,0,0,0,0,0.00643086816720257,0.0160771704180064,0,0,0.0289389067524116,0,0.00321543408360129,0.00321543408360129,0,0,0,0
520,NA,0,0,0.0050761421319797,0.0101522842639594,0.050761421319797,0.360406091370558,0,0,0,0,0,0.0253807106598985,0.0050761421319797,0.0050761421319797,0.0101522842639594,0,0,0.274111675126904,0,0,0.0152284263959391,0,0,0.0101522842639594,0.0050761421319797,0.0609137055837563,0,0,0,0,0,0,0,0,0.0558375634517767,0,0.0304568527918782,0,0,0,0,0.0253807106598985,0,0,0,0.0050761421319797,0,0,0,0,0,0,0,0,0,0,0.0456852791878173,0,0,0,0,0,0,0
525,NA,0,0,0.00512820512820513,0.0102564102564103,0.0102564102564103,0.369230769230769,0,0,0,0,0.00512820512820513,0.0512820512820513,0,0,0.0256410256410256,0,0,0.220512820512821,0,0,0,0,0.00512820512820513,0,0,0.0358974358974359,0,0,0,0,0,0,0,0,0.0974358974358974,0,0.0307692307692308,0,0,0.00512820512820513,0,0.0205128205128205,0,0,0,0.00512820512820513,0,0,0,0,0,0,0,0.0205128205128205,0,0,0.0512820512820513,0,0,0.0153846153846154,0.00512820512820513,0.0102564102564103,0,0
530,NA,0,0,0.00949796472184532,0.00407055630936228,0.0162822252374491,0.497964721845319,0,0,0.00135685210312076,0,0.0176390773405699,0.0135685210312076,0,0.00407055630936228,0.00407055630936228,0,0,0.172320217096336,0.00407055630936228,0,0,0.00135685210312076,0.00135685210312076,0.00407055630936228,0.00542740841248304,0.0352781546811398,0,0.0203527815468114,0,0,0,0,0,0,0.0556309362279511,0,0.0407055630936228,0,0,0,0.00271370420624152,0.0474898236092266,0.00135685210312076,0,0,0,0,0,0,0,0,0,0.00135685210312076,0.00407055630936228,0,0,0.0257801899592944,0.00135685210312076,0,0.00135685210312076,0,0,0.00271370420624152,0.00271370420624152
