"sample.depths","sample.ages","Ambrosia.type","Carya","Cupressaceae","Cyperaceae","Ericaceae","Liquidambar","Quercus","Asteraceae.subf..Asteroideae.undiff.","Cornus","Myrica","Pinus","Poaceae","Rubiaceae","Artemisia","Betula","Castanea","Nyssa","Shrubs.undiff.","Alnus","Polygonum","Iva","Herbs.undiff.","Magnolia","Ostrya.Carpinus","Platanus","Ulmus","Fagus","Fraxinus.pennsylvanica.type","Onagraceae","Acer.saccharum.type","Acer.rubrum","Celtis","Apiaceae","Juglans.nigra","Salix","Amaranthaceae","Caryophyllaceae","Juglans.cinerea","Tsuga","Vitis","Urtica.type","Corylus","Morus","Ilex","Picea","Rhamnaceae.Vitaceae.undiff.","Abies","Thalictrum","Polygonaceae.undiff.","Rumex","Fabaceae","Moraceae.undiff.","Caprifoliaceae","Cistaceae","Asteraceae.subf..Cichorioideae"
170,5,0.0368098159509202,0.0184049079754601,0.00613496932515337,0.358895705521472,0.00306748466257669,0.00306748466257669,0.0950920245398773,0.113496932515337,0.00306748466257669,0.00306748466257669,0.279141104294479,0.0613496932515337,0.0184049079754601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,173,0.0211864406779661,0.00847457627118644,0,0.0550847457627119,0.00423728813559322,0.00847457627118644,0.161016949152542,0.0254237288135593,0,0.00423728813559322,0.525423728813559,0.0296610169491525,0.0805084745762712,0.00423728813559322,0.00847457627118644,0.00423728813559322,0.00423728813559322,0.0423728813559322,0.00423728813559322,0.00423728813559322,0.00423728813559322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,337,0,0.0084985835694051,0,0.0084985835694051,0,0.028328611898017,0.252124645892351,0.0028328611898017,0,0.0028328611898017,0.628895184135977,0.0339943342776204,0.0113314447592068,0,0,0,0,0,0,0.0084985835694051,0,0.0028328611898017,0.0028328611898017,0.0028328611898017,0.0028328611898017,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,938,0,0.0216606498194946,0,0.0108303249097473,0,0.0036101083032491,0.148014440433213,0.0036101083032491,0,0,0.765342960288809,0.0288808664259928,0,0,0,0,0.0072202166064982,0,0,0.0072202166064982,0,0,0,0,0,0,0.0036101083032491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1481,0.00294985250737463,0.0088495575221239,0.0088495575221239,0,0,0.0176991150442478,0.23598820058997,0,0,0,0.63716814159292,0.0766961651917404,0,0,0,0,0,0,0,0.00294985250737463,0,0,0.00294985250737463,0,0,0.00589970501474926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,2006,0,0.0354609929078014,0.00354609929078014,0.00709219858156028,0,0.00709219858156028,0.184397163120567,0.00354609929078014,0,0.00354609929078014,0.673758865248227,0.0390070921985816,0.00354609929078014,0,0,0,0.00354609929078014,0,0.00709219858156028,0.00354609929078014,0,0,0,0.00709219858156028,0,0.00354609929078014,0.00354609929078014,0.00709219858156028,0.00354609929078014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,2329,0.00308641975308642,0.0185185185185185,0.00925925925925926,0.0246913580246914,0,0.0246913580246914,0.265432098765432,0.00308641975308642,0,0.00925925925925926,0.58641975308642,0.0216049382716049,0,0.00308641975308642,0,0,0.00617283950617284,0,0.00308641975308642,0,0,0,0,0.00308641975308642,0,0.00308641975308642,0,0.00925925925925926,0,0.00308641975308642,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,2700,0,0.0127388535031847,0.00318471337579618,0.0191082802547771,0,0.0127388535031847,0.222929936305732,0,0,0,0.656050955414013,0.0318471337579618,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0.00318471337579618,0.00318471337579618,0,0.00955414012738853,0,0,0,0.00636942675159236,0.0159235668789809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,3134,0,0.0245398773006135,0,0.0214723926380368,0,0.0122699386503067,0.266871165644172,0.0153374233128834,0,0.00920245398773006,0.49079754601227,0.0797546012269939,0.049079754601227,0,0.00306748466257669,0.00306748466257669,0.00306748466257669,0,0,0.00306748466257669,0,0,0,0.00306748466257669,0,0.00613496932515337,0,0.00920245398773006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,3695,0.00307692307692308,0.0246153846153846,0.00307692307692308,0.00615384615384615,0,0.0184615384615385,0.341538461538462,0.00307692307692308,0,0,0.504615384615385,0.0461538461538462,0,0,0.00307692307692308,0,0.00923076923076923,0,0.00923076923076923,0,0,0,0,0.00307692307692308,0.00615384615384615,0.0123076923076923,0,0.00615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,4520,0.00357142857142857,0.0214285714285714,0,0.0321428571428571,0,0.00714285714285714,0.342857142857143,0.00714285714285714,0,0.00357142857142857,0.478571428571429,0.0607142857142857,0,0,0,0,0,0,0,0.00357142857142857,0,0,0.0107142857142857,0.0107142857142857,0,0.00714285714285714,0.00357142857142857,0,0.00357142857142857,0,0.00357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,4997,0,0.0136518771331058,0.0068259385665529,0.0204778156996587,0,0.00341296928327645,0.320819112627986,0,0,0.00341296928327645,0.525597269624573,0.0750853242320819,0,0,0.00341296928327645,0,0,0,0,0,0,0,0.00341296928327645,0,0.00341296928327645,0,0.00341296928327645,0.0068259385665529,0,0,0,0.00341296928327645,0.00341296928327645,0.00341296928327645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
