"sample.depths","sample.ages","Acer.undiff.","Betula","Carya","Cephalanthus","Corylus","Cyperaceae","Ericaceae","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Liquidambar","Morus","Ostrya.Carpinus","Pinus.undiff.","Platanus","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Populus","Amaranthaceae","Poaceae","Rosaceae","Urtica","Acer.saccharum","Juglans.cinerea.type","Juglans.nigra.type","Pinus.banksiana.P..resinosa","Other.trees.and.shrubs","Other.herbs","Picea","Tilia","Acer.saccharinum","Pinus.strobus","Abies","Artemisia","Celtis","Galium","Larix","Tsuga","Fagus","Rhus","Rhamnus","Thalictrum","Iva.annua","Cupressaceae","Shepherdia.canadensis","Castanea"
28,NA,0.00789473684210526,0.00263157894736842,0.0394736842105263,0.0973684210526316,0.00789473684210526,0.0552631578947368,0.0105263157894737,0.00526315789473684,0.0631578947368421,0.00263157894736842,0.0421052631578947,0.0736842105263158,0.0184210526315789,0.0131578947368421,0.384210526315789,0.00263157894736842,0.0131578947368421,0.0763157894736842,0.0157894736842105,0.00789473684210526,0.00526315789473684,0.00263157894736842,0.00789473684210526,0.00263157894736842,0.00263157894736842,0.0236842105263158,0.00263157894736842,0.00263157894736842,0.00263157894736842,0.00263157894736842,0.00526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,11311,0,0.0172839506172839,0.0172839506172839,0,0.00246913580246914,0.0345679012345679,0.00246913580246914,0.00246913580246914,0.071604938271605,0,0,0.22962962962963,0.0567901234567901,0,0.365432098765432,0.00246913580246914,0,0.120987654320988,0.00740740740740741,0.00246913580246914,0.00493827160493827,0,0.00493827160493827,0,0.00246913580246914,0.0148148148148148,0.00987654320987654,0,0.00493827160493827,0,0,0.00246913580246914,0.00493827160493827,0.00246913580246914,0.0148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,11397,0,0.00851788756388416,0.00681431005110733,0,0.00340715502555366,0.00340715502555366,0.00170357751277683,0,0.0255536626916525,0,0,0.0374787052810903,0.34923339011925,0,0.0664395229982964,0.00170357751277683,0,0.0630323679727428,0.0170357751277683,0.00170357751277683,0.00170357751277683,0,0.00851788756388416,0,0,0.00340715502555366,0.010221465076661,0,0.0732538330494037,0,0,0.0119250425894378,0,0.00170357751277683,0.289608177172061,0.00340715502555366,0.00170357751277683,0.00170357751277683,0.00170357751277683,0.00170357751277683,0.00340715502555366,0,0,0,0,0,0,0,0
62,11572,0,0.00909090909090909,0.00909090909090909,0,0.00227272727272727,0.0295454545454545,0.00227272727272727,0,0.0613636363636364,0,0,0.025,0.343181818181818,0,0.102272727272727,0.00681818181818182,0,0.0181818181818182,0.0340909090909091,0.00227272727272727,0.00227272727272727,0,0.0113636363636364,0,0,0.00227272727272727,0.00227272727272727,0,0.1,0,0,0.0318181818181818,0.00227272727272727,0,0.161363636363636,0.00909090909090909,0,0,0,0.025,0.00227272727272727,0.00227272727272727,0.00227272727272727,0,0,0,0,0,0
70,11688,0.00280112044817927,0.0140056022408964,0.0112044817927171,0,0.00560224089635854,0.0700280112044818,0,0.00560224089635854,0.0448179271708683,0,0,0.0224089635854342,0.319327731092437,0.00560224089635854,0.0784313725490196,0.0168067226890756,0.00560224089635854,0.0560224089635854,0.00560224089635854,0,0,0.00280112044817927,0.0252100840336134,0,0,0.00560224089635854,0,0,0.061624649859944,0,0.00280112044817927,0.120448179271709,0,0,0.0588235294117647,0.0168067226890756,0.00560224089635854,0,0,0.0196078431372549,0.0140056022408964,0,0.00280112044817927,0,0,0,0,0,0
78,11820,0,0.0319767441860465,0.00581395348837209,0,0.0116279069767442,0.0406976744186047,0,0.00290697674418605,0.0436046511627907,0,0,0.0436046511627907,0.25,0.00290697674418605,0.107558139534884,0.0116279069767442,0,0.0377906976744186,0.0174418604651163,0.00581395348837209,0.0116279069767442,0.00290697674418605,0.00290697674418605,0.00581395348837209,0,0.0116279069767442,0.00581395348837209,0,0.0901162790697674,0,0,0.168604651162791,0,0,0.0261627906976744,0.0232558139534884,0.00290697674418605,0.00290697674418605,0,0.0203488372093023,0.00872093023255814,0,0,0.00290697674418605,0,0,0,0,0
82,11892,0,0.0123456790123457,0.00617283950617284,0,0.0123456790123457,0.0277777777777778,0,0,0.0339506172839506,0,0,0.0308641975308642,0.253086419753086,0,0.0771604938271605,0.00617283950617284,0.00617283950617284,0.0493827160493827,0.0154320987654321,0.0123456790123457,0.00308641975308642,0,0.0246913580246914,0,0,0.00308641975308642,0.00308641975308642,0,0.0648148148148148,0,0.00617283950617284,0.25,0,0,0.0277777777777778,0.0277777777777778,0.00617283950617284,0,0,0.0339506172839506,0.00617283950617284,0,0,0,0,0,0,0,0
86,11968,0,0.0150602409638554,0.0120481927710843,0,0.00903614457831325,0.0481927710843374,0,0,0.0301204819277108,0,0,0.0391566265060241,0.198795180722892,0,0.0903614457831325,0.00301204819277108,0.00602409638554217,0.0512048192771084,0.00903614457831325,0.00602409638554217,0,0,0.0150602409638554,0,0,0,0.00602409638554217,0,0.0993975903614458,0.00301204819277108,0,0.268072289156627,0.00301204819277108,0,0.0210843373493976,0.0301204819277108,0.00602409638554217,0,0,0.0240963855421687,0.00602409638554217,0,0,0,0,0,0,0,0
90,12048,0,0.0213414634146341,0.0121951219512195,0,0.0152439024390244,0.0213414634146341,0,0,0.0548780487804878,0,0,0.0335365853658537,0.201219512195122,0.00304878048780488,0.106707317073171,0.00914634146341463,0.00304878048780488,0.0579268292682927,0.0121951219512195,0.00304878048780488,0.024390243902439,0,0.0365853658536585,0.00304878048780488,0,0.00304878048780488,0,0,0.0792682926829268,0,0,0.204268292682927,0,0,0.0335365853658537,0.0182926829268293,0.00609756097560976,0,0.00304878048780488,0.0182926829268293,0.0152439024390244,0,0,0,0,0,0,0,0
94,12132,0,0.0208333333333333,0.0115740740740741,0,0.0162037037037037,0.0601851851851852,0,0.00462962962962963,0.037037037037037,0,0,0.0555555555555556,0.111111111111111,0,0.134259259259259,0.0115740740740741,0.0115740740740741,0.0300925925925926,0.0138888888888889,0.0115740740740741,0.00694444444444444,0,0.0231481481481481,0,0,0,0.00462962962962963,0,0.0393518518518519,0,0.00231481481481481,0.305555555555556,0.00231481481481481,0,0.00231481481481481,0.0231481481481481,0.0208333333333333,0,0.00231481481481481,0.0277777777777778,0.00231481481481481,0.00231481481481481,0,0,0.00462962962962963,0,0,0,0
