"sample.depths","sample.ages","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Picea.mariana.type","Pinus.undiff.","Quercus","Juniperus.type","Amaranthaceae","Poaceae","Corylus.cornuta","Myrica.gale","cf..Oxyria.digyna","Pinus.banksiana.type","Pinus.strobus","Salix.herbacea.type","Salix.vestita.type","Picea.undiff.","Salix.undiff.","Alnus.incana.type","Ostrya.Carpinus","Rosaceae.undiff.","Juniperus.communis.Thuja.occidentalis.type","Ranunculaceae.undiff.","Fagus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Abies.balsamea","Juglans.cinerea","Larix","Populus.tremuloides.type","Taxus","Carya.ovata","Caryophyllaceae","Fraxinus.nigra.type","Picea.glauca.type","Brassicaceae","Fabaceae.undiff.","Fraxinus.pennsylvanica.type","Picea.rubens.type","Thalictrum","Rhamnus.alnifolia.R..frangula","Onagraceae","Rubus.chamaemorus","Saxifraga.cernua.type","Urticaceae","Acer.saccharum","Rumex.type","Oxytropis.maydelliana.type","Tilia","Saxifraga.oppositifolia.type","Polygonum.viviparum","Saxifragaceae.undiff.","Acer.spicatum","Koenigia.islandica"
0,-1,0.15625,0.00183823529411765,0.0128676470588235,0.441176470588235,0.1875,0.0238970588235294,0.0588235294117647,0.00551470588235294,0.00183823529411765,0.00367647058823529,0.00183823529411765,0.0202205882352941,0.00183823529411765,0.00183823529411765,0.00183823529411765,0.0165441176470588,0.00183823529411765,0.00367647058823529,0.00367647058823529,0.0477941176470588,0.00551470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,411,0.172302737520129,0.00161030595813205,0.00966183574879227,0.423510466988728,0.140096618357488,0.0386473429951691,0.0756843800322061,0.0177133655394525,0,0.00322061191626409,0,0.0193236714975845,0.00161030595813205,0,0,0.0177133655394525,0.00161030595813205,0,0,0.0499194847020934,0.0144927536231884,0.00805152979066022,0.00161030595813205,0.00161030595813205,0.00161030595813205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1027,0.170437405731523,0.00452488687782805,0.0211161387631976,0.360482654600302,0.229260935143288,0.0165912518853695,0.111613876319759,0.00603318250377074,0,0.00150829562594268,0.00150829562594268,0.0120663650075415,0,0.00150829562594268,0,0.00301659125188537,0,0,0.00150829562594268,0.0497737556561086,0.00754147812971342,0,0,0,0,0.00150829562594268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1438,0.180679785330948,0,0.0125223613595707,0.389982110912343,0.159212880143113,0.0339892665474061,0.073345259391771,0.0125223613595707,0,0.00178890876565295,0,0.0196779964221825,0,0.0035778175313059,0.00178890876565295,0.0322003577817531,0.00178890876565295,0,0.00178890876565295,0.0483005366726297,0.0125223613595707,0.00536672629695885,0,0,0,0,0.00178890876565295,0.0035778175313059,0.0035778175313059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1691,0.165983606557377,0.00409836065573771,0.00614754098360656,0.459016393442623,0.137295081967213,0.0204918032786885,0.0676229508196721,0.00614754098360656,0,0.00819672131147541,0,0.0184426229508197,0.00409836065573771,0.00204918032786885,0,0.0245901639344262,0,0,0,0.0594262295081967,0.00614754098360656,0.00204918032786885,0,0,0,0,0,0.00409836065573771,0.00204918032786885,0.00204918032786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1810,0.212177121771218,0,0.0166051660516605,0.330258302583026,0.142066420664207,0.0239852398523985,0.136531365313653,0.014760147601476,0.0018450184501845,0.0055350553505535,0,0.0055350553505535,0,0.0018450184501845,0,0.025830258302583,0.003690036900369,0.0018450184501845,0.0018450184501845,0.051660516605166,0.0166051660516605,0.0018450184501845,0,0,0,0.0018450184501845,0,0,0,0,0.0018450184501845,0.0018450184501845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1990,0.157575757575758,0.00202020202020202,0.0121212121212121,0.464646464646465,0.113131313131313,0.0343434343434343,0.113131313131313,0.00404040404040404,0,0.00202020202020202,0,0.0121212121212121,0,0,0,0.0282828282828283,0,0,0,0.0484848484848485,0.00808080808080808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2170,0.161687170474517,0.00175746924428822,0,0.460456942003515,0.147627416520211,0.0228471001757469,0.0667838312829526,0.00878734622144113,0,0.0070298769771529,0.00175746924428822,0.0140597539543058,0.00175746924428822,0,0,0.0175746924428823,0.00527240773286467,0.00175746924428822,0.00175746924428822,0.0632688927943761,0.00527240773286467,0.00175746924428822,0,0,0,0,0.00175746924428822,0.00175746924428822,0,0,0,0.00175746924428822,0.00175746924428822,0.00175746924428822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2289,0.198329853862213,0.00626304801670146,0.0125260960334029,0.379958246346555,0.131524008350731,0.0292275574112735,0.131524008350731,0.00835073068893528,0,0.00417536534446764,0,0.0104384133611691,0,0,0,0.0438413361169102,0,0,0,0.0334029227557411,0.00626304801670146,0,0,0,0,0,0,0.00208768267223382,0,0,0,0,0,0,0.00208768267223382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2409,0.212007504690432,0.00187617260787992,0.0131332082551595,0.442776735459662,0.108818011257036,0.0337711069418387,0.0581613508442777,0.0112570356472795,0,0.00375234521575985,0,0.00938086303939963,0.00187617260787992,0.00187617260787992,0,0.0225140712945591,0.00187617260787992,0,0,0.0469043151969981,0.00938086303939963,0.0075046904315197,0.00187617260787992,0,0.00187617260787992,0.00187617260787992,0,0.00187617260787992,0,0,0,0,0,0,0,0.00187617260787992,0.00187617260787992,0.00187617260787992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2589,0.203732503888025,0.0046656298600311,0.0108864696734059,0.401244167962675,0.149300155520995,0.0279937791601866,0.101088646967341,0.00933125972006221,0,0.0062208398133748,0,0.0062208398133748,0,0,0,0.0186625194401244,0,0,0,0.0419906687402799,0.0077760497667185,0,0,0,0,0.0015552099533437,0,0.0031104199066874,0,0,0,0.0046656298600311,0,0,0,0.0015552099533437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2768,0.227906976744186,0.00155038759689922,0.0186046511627907,0.441860465116279,0.114728682170543,0.027906976744186,0.0883720930232558,0.00775193798449612,0,0.00465116279069767,0,0.00310077519379845,0.00310077519379845,0,0,0.0124031007751938,0.00155038759689922,0.00155038759689922,0,0.0356589147286822,0.00465116279069767,0.00155038759689922,0,0,0,0,0,0.00155038759689922,0,0,0,0,0,0,0,0,0,0,0.00155038759689922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2888,0.253968253968254,0.00122100122100122,0.00854700854700855,0.395604395604396,0.113553113553114,0.0244200244200244,0.0854700854700855,0.00854700854700855,0.00122100122100122,0.00122100122100122,0.00122100122100122,0.0122100122100122,0,0,0,0.0134310134310134,0.00244200244200244,0,0,0.0476190476190476,0.00976800976800977,0,0,0.00244200244200244,0,0.00122100122100122,0,0.0122100122100122,0,0,0,0.00244200244200244,0,0,0,0,0,0,0,0.00122100122100122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3008,0.280087527352298,0,0.0109409190371991,0.367614879649891,0.115973741794311,0.0284463894967177,0.0612691466083151,0.00656455142231947,0,0.00656455142231947,0,0.0196936542669584,0,0.00218818380743982,0,0.0240700218818381,0.00218818380743982,0,0,0.0328227571115974,0.0175054704595186,0.0131291028446389,0,0,0.00218818380743982,0.00218818380743982,0,0,0,0,0,0,0,0,0,0,0.00218818380743982,0,0,0,0.00218818380743982,0.00218818380743982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3187,0.279467680608365,0.00570342205323194,0.00570342205323194,0.334600760456274,0.112167300380228,0.0342205323193916,0.11787072243346,0.0114068441064639,0,0.00760456273764259,0,0.0114068441064639,0,0,0,0.0247148288973384,0.00190114068441065,0,0,0.0361216730038023,0.00570342205323194,0.00190114068441065,0,0,0,0.00190114068441065,0,0.00570342205323194,0,0,0,0,0.00190114068441065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3367,0.28839590443686,0.00341296928327645,0.00853242320819113,0.36518771331058,0.0955631399317406,0.0324232081911263,0.110921501706485,0.00511945392491468,0,0.00170648464163823,0.00170648464163823,0.0187713310580205,0.00170648464163823,0,0,0.00511945392491468,0.00170648464163823,0,0,0.0511945392491468,0.00341296928327645,0.00170648464163823,0,0,0,0,0,0.00170648464163823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170648464163823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3487,0.34020618556701,0.00441826215022091,0.0103092783505155,0.384388807069219,0.085419734904271,0.04860088365243,0.0618556701030928,0.00294550810014728,0.00294550810014728,0,0,0.00441826215022091,0,0.00147275405007364,0,0.0191458026509573,0,0,0,0.0191458026509573,0.00736377025036819,0,0,0,0,0,0,0.00736377025036819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3786,0.336387434554974,0.00130890052356021,0.00523560209424084,0.37696335078534,0.0968586387434555,0.0274869109947644,0.0549738219895288,0.00654450261780105,0,0.0104712041884817,0,0.0117801047120419,0,0.00130890052356021,0,0.0157068062827225,0.00130890052356021,0,0,0.0235602094240838,0.00392670157068063,0.00916230366492147,0,0,0.00130890052356021,0.00130890052356021,0,0.00130890052356021,0,0,0,0.00523560209424084,0.00261780104712042,0.00130890052356021,0,0,0,0.00130890052356021,0,0.00130890052356021,0,0,0,0.00130890052356021,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3950,0.308163265306122,0,0.0102040816326531,0.393877551020408,0.0816326530612245,0.0346938775510204,0.0755102040816327,0.0142857142857143,0.00204081632653061,0.00204081632653061,0.00204081632653061,0.0102040816326531,0,0.00204081632653061,0,0.0142857142857143,0.00204081632653061,0.00204081632653061,0,0.0326530612244898,0.00408163265306122,0,0,0.00204081632653061,0,0,0,0.00204081632653061,0,0,0,0.00408163265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,4009,0.297786720321932,0,0.00402414486921529,0.311871227364185,0.146881287726358,0.0120724346076459,0.0764587525150905,0.0100603621730382,0,0,0,0.0442655935613682,0.00201207243460765,0.00603621730382294,0,0.0221327967806841,0,0.00402414486921529,0,0.0462776659959759,0.00201207243460765,0,0,0.00201207243460765,0,0,0,0.00402414486921529,0,0,0,0.00402414486921529,0,0,0,0,0,0,0,0,0,0,0,0,0.00201207243460765,0.00201207243460765,0,0,0,0,0,0,0,0,0,0,0
55,4156,0.338078291814947,0.00355871886120996,0.00711743772241993,0.395017793594306,0.0854092526690391,0.0266903914590747,0.0711743772241993,0.00533807829181495,0,0,0.00177935943060498,0.0160142348754448,0,0,0,0.0177935943060498,0,0,0,0.0177935943060498,0.00711743772241993,0,0,0,0.00177935943060498,0.00177935943060498,0,0,0,0,0,0.00177935943060498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177935943060498,0,0,0,0,0,0,0,0,0,0,0
