"sample.depths","sample.ages","Acer.negundo","Acer.rubrum","Ambrosia.type","Betula","Carya","Celtis","Cephalanthus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Poaceae.undiff.","Iva.xanthifolia.type","Juglans.nigra","Juglans.undiff.","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rubus","Salix","Saxifragaceae","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Alnus","Populus","Amaranthaceae","Acer.saccharinum.type","Castanea","Apiaceae","Viburnum","Artemisia","Bidens.type","Corylus","Juglans.cinerea","Leitneria.floridana","Trees.undiff.","Polygonum","Ilex","Plantago.major","Tsuga","Vitis","Cerealia","Ericaceae","Iva.annua.type","Tilia","Acer.saccharum.type","Herbs.undiff.","Magnolia","Parthenocissus","Dalea","Onagraceae","Picea","Thalictrum","Spiraea.type","Cornus","Sambucus","Prunus.Sorbus","Abies","Lamiaceae","Morus","Potentilla.type","Sanguisorba","Aesculus","Shepherdia.canadensis","Caryophyllaceae"
25,-238,0.0018796992481203,0.191729323308271,0.137218045112782,0.0075187969924812,0.0357142857142857,0.0112781954887218,0.0488721804511278,0.0018796992481203,0.0131578947368421,0.0018796992481203,0.0093984962406015,0.0018796992481203,0.0056390977443609,0.0338345864661654,0.0018796992481203,0.0037593984962406,0.0018796992481203,0.0150375939849624,0.0093984962406015,0.0075187969924812,0.0131578947368421,0.0018796992481203,0.0357142857142857,0.0150375939849624,0.178571428571429,0.0056390977443609,0.0037593984962406,0.0150375939849624,0.0093984962406015,0.0225563909774436,0.0018796992481203,0.150375939849624,0.0018796992481203,0.0037593984962406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-183,0,0.22037422037422,0.135135135135135,0.00207900207900208,0.0311850311850312,0.00415800415800416,0.0207900207900208,0,0.00415800415800416,0,0.0187110187110187,0,0.00415800415800416,0.027027027027027,0.00207900207900208,0.0124740124740125,0.00207900207900208,0.00831600831600832,0.00623700623700624,0.00415800415800416,0.0166320166320166,0,0.0249480249480249,0.00623700623700624,0.216216216216216,0.00623700623700624,0.0145530145530146,0.0166320166320166,0.0145530145530146,0.0207900207900208,0,0.137214137214137,0,0.00207900207900208,0.00415800415800416,0.0124740124740125,0.00207900207900208,0.00207900207900208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-116,0,0.0284023668639053,0.101775147928994,0.00591715976331361,0.0142011834319527,0,0.0568047337278106,0,0.0272189349112426,0.00236686390532544,0.00710059171597633,0,0.00710059171597633,0.0177514792899408,0,0.00236686390532544,0.00236686390532544,0.00710059171597633,0.00118343195266272,0.00473372781065089,0.00236686390532544,0,0.0236686390532544,0.00591715976331361,0.207100591715976,0.0331360946745562,0.00473372781065089,0.00710059171597633,0.0177514792899408,0.00473372781065089,0.00118343195266272,0.375147928994083,0,0.00118343195266272,0,0.0177514792899408,0,0,0.00236686390532544,0.00236686390532544,0.00118343195266272,0.00118343195266272,0.00236686390532544,0.00118343195266272,0.00118343195266272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-26,0.00116009280742459,0.00928074245939675,0.0649651972157773,0.00116009280742459,0.0197215777262181,0,0.0812064965197216,0,0.0464037122969838,0.00348027842227378,0.00580046403712297,0.00116009280742459,0.00928074245939675,0.0197215777262181,0,0.00116009280742459,0.00116009280742459,0.00348027842227378,0.00232018561484919,0,0.00116009280742459,0,0.0243619489559165,0.00116009280742459,0.228538283062645,0.00696055684454756,0.00696055684454756,0.0104408352668213,0.0116009280742459,0.00812064965197216,0,0.389791183294664,0,0.00116009280742459,0,0.0208816705336427,0.00116009280742459,0.00116009280742459,0.00116009280742459,0,0.00116009280742459,0,0,0.00464037122969838,0.00232018561484919,0.00116009280742459,0.00116009280742459,0.00116009280742459,0.00116009280742459,0.00116009280742459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,99,0,0.0155902004454343,0.0623608017817372,0.00334075723830735,0.0167037861915367,0,0.0801781737193764,0.00111358574610245,0.0556792873051225,0.0022271714922049,0.0044543429844098,0.0022271714922049,0.0122494432071269,0.0200445434298441,0.00111358574610245,0,0.0022271714922049,0.0044543429844098,0.00334075723830735,0.00556792873051225,0.00334075723830735,0,0.0233853006681514,0.00111358574610245,0.21380846325167,0.0044543429844098,0.0111358574610245,0.0089086859688196,0.0133630289532294,0.0044543429844098,0,0.398663697104677,0,0.0022271714922049,0,0.0200445434298441,0,0,0.00111358574610245,0.00111358574610245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,355,0.000919117647058824,0.0101102941176471,0.088235294117647,0.0340073529411765,0.0101102941176471,0,0.106617647058824,0,0.0284926470588235,0.00275735294117647,0.00459558823529412,0.000919117647058824,0.00643382352941176,0.00735294117647059,0,0,0,0.00367647058823529,0.000919117647058824,0.00183823529411765,0,0,0.0165441176470588,0.000919117647058824,0.163602941176471,0.00459558823529412,0,0.00643382352941176,0.00643382352941176,0.00735294117647059,0,0.453125,0.00183823529411765,0,0,0.0266544117647059,0,0,0,0.000919117647058824,0,0.00183823529411765,0,0,0.00275735294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,556,0,0.0081190798376184,0.0500676589986468,0.0040595399188092,0.0324763193504736,0,0.0906630581867388,0,0.0757780784844384,0.0054127198917456,0.0040595399188092,0.0027063599458728,0.013531799729364,0.0378890392422192,0,0,0.0027063599458728,0.0054127198917456,0.0013531799729364,0.0013531799729364,0.0040595399188092,0,0.0243572395128552,0,0.253044654939107,0,0,0.0094722598105548,0,0.0054127198917456,0,0.309878213802436,0.0013531799729364,0,0,0.0230040595399188,0,0.0013531799729364,0,0,0,0,0,0,0.0013531799729364,0,0.0027063599458728,0,0,0.0013531799729364,0.027063599458728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,803,0,0.00390625,0.046875,0.0130208333333333,0.0377604166666667,0,0.104166666666667,0,0.0703125,0.00260416666666667,0.0078125,0.00390625,0.0078125,0.03125,0,0,0.00130208333333333,0.00651041666666667,0.00130208333333333,0.00390625,0.00130208333333333,0,0.0221354166666667,0.00130208333333333,0.247395833333333,0.00130208333333333,0,0.0078125,0,0.0078125,0,0.326822916666667,0.00390625,0,0,0.0182291666666667,0,0,0,0.00520833333333333,0,0.00260416666666667,0,0,0,0,0.00130208333333333,0,0,0,0.0104166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1102,0,0.00606060606060606,0.0121212121212121,0.0106060606060606,0.0378787878787879,0,0.05,0,0.0984848484848485,0.00606060606060606,0.00606060606060606,0,0.0227272727272727,0.0393939393939394,0,0.00151515151515152,0.00303030303030303,0.00454545454545455,0.00454545454545455,0.00909090909090909,0.00454545454545455,0,0.0287878787878788,0.00151515151515152,0.301515151515152,0,0,0.0106060606060606,0,0.00909090909090909,0,0.312121212121212,0.00151515151515152,0,0,0.00454545454545455,0,0.00151515151515152,0,0,0,0.00151515151515152,0,0,0,0,0,0,0.00151515151515152,0,0.00606060606060606,0.00151515151515152,0.00151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1454,0,0.00148367952522255,0.0103857566765579,0.00593471810089021,0.0400593471810089,0.00148367952522255,0.0801186943620178,0,0.0830860534124629,0.0029673590504451,0.0029673590504451,0,0.0222551928783383,0.0608308605341246,0,0.0029673590504451,0.00445103857566766,0.00741839762611276,0,0.0029673590504451,0.00593471810089021,0,0.0222551928783383,0,0.292284866468843,0,0,0.0118694362017804,0,0.00445103857566766,0,0.287833827893175,0.00593471810089021,0,0,0.0103857566765579,0,0,0,0.00445103857566766,0,0.00148367952522255,0,0,0.00148367952522255,0,0,0.00148367952522255,0,0,0.00593471810089021,0,0,0.0029673590504451,0.00148367952522255,0.00148367952522255,0.00148367952522255,0.00148367952522255,0.00593471810089021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
