"sample.depths","sample.ages","Acer.negundo","Acer.rubrum","Ambrosia.type","Betula","Carya","Celtis","Cephalanthus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Poaceae.undiff.","Iva.xanthifolia.type","Juglans.nigra","Juglans.undiff.","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rubus","Salix","Saxifragaceae","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Alnus","Populus","Amaranthaceae","Acer.saccharinum.type","Castanea","Apiaceae","Viburnum","Artemisia","Bidens.type","Corylus","Juglans.cinerea","Leitneria.floridana","Trees.undiff.","Polygonum","Ilex","Plantago.major","Tsuga","Vitis","Cerealia","Ericaceae","Iva.annua.type","Tilia","Acer.saccharum.type","Herbs.undiff.","Magnolia","Parthenocissus","Dalea","Onagraceae","Picea","Thalictrum","Spiraea.type","Cornus","Sambucus","Prunus.Sorbus","Abies","Lamiaceae","Morus","Potentilla.type","Sanguisorba","Aesculus","Shepherdia.canadensis","Caryophyllaceae"
72,1856,0,0.00644122383252818,0.00322061191626409,0.00161030595813205,0.0450885668276973,0,0.0402576489533011,0,0.0515297906602254,0.00322061191626409,0.00805152979066022,0,0.0289855072463768,0.0402576489533011,0,0.00161030595813205,0,0.00161030595813205,0.00322061191626409,0,0.00483091787439614,0,0.0273752012882448,0.00322061191626409,0.338164251207729,0.00161030595813205,0.00322061191626409,0.0193236714975845,0.00483091787439614,0.0112721417069243,0,0.333333333333333,0,0.00161030595813205,0,0.00483091787439614,0,0.00161030595813205,0,0,0,0,0,0.00161030595813205,0.00161030595813205,0,0,0,0,0,0.00644122383252818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2303,0,0.0079113924050633,0.00158227848101266,0.00474683544303797,0.0427215189873418,0,0.0348101265822785,0,0.0712025316455696,0,0.00474683544303797,0.00158227848101266,0.0174050632911392,0.0300632911392405,0,0,0,0,0.00632911392405063,0.00158227848101266,0.00632911392405063,0,0.0284810126582278,0,0.420886075949367,0,0,0.0126582278481013,0.00158227848101266,0.0110759493670886,0,0.281645569620253,0.00158227848101266,0.00158227848101266,0,0.00158227848101266,0,0,0,0,0,0.00158227848101266,0.00158227848101266,0,0,0,0,0,0,0,0,0.00158227848101266,0,0,0,0,0,0,0,0.00158227848101266,0.00158227848101266,0,0,0,0,0,0,0,0,0,0,0,0
80,2790,0,0.00302114803625378,0.013595166163142,0.00302114803625378,0.0287009063444109,0,0.054380664652568,0,0.0422960725075529,0,0.013595166163142,0.00151057401812689,0.013595166163142,0.0468277945619335,0,0,0.00302114803625378,0.00302114803625378,0.00604229607250755,0.00302114803625378,0.00453172205438067,0,0.0302114803625378,0.00302114803625378,0.312688821752266,0,0.00302114803625378,0.0166163141993958,0.0120845921450151,0.00302114803625378,0,0.344410876132931,0.00302114803625378,0.00151057401812689,0,0.013595166163142,0,0.00302114803625378,0.00151057401812689,0.00151057401812689,0,0,0,0,0,0,0.00302114803625378,0,0,0,0.00604229607250755,0,0,0,0,0,0,0,0,0,0,0.00151057401812689,0,0,0,0,0,0,0,0,0,0,0
84,3313,0,0.00368550368550369,0.00368550368550369,0.00245700245700246,0.0282555282555283,0,0.0479115479115479,0,0.0122850122850123,0,0.0208845208845209,0.00122850122850123,0.0184275184275184,0.0245700245700246,0,0,0.00122850122850123,0.00737100737100737,0,0,0.00245700245700246,0,0.0196560196560197,0,0.28009828009828,0.00122850122850123,0.00614250614250614,0.0171990171990172,0.0085995085995086,0.00614250614250614,0,0.463144963144963,0.00245700245700246,0.00122850122850123,0,0.00122850122850123,0.00122850122850123,0.00122850122850123,0,0,0,0.00122850122850123,0,0,0.00122850122850123,0,0.00245700245700246,0,0,0,0.00982800982800983,0,0,0,0,0,0,0,0,0,0.00122850122850123,0,0,0,0,0,0,0,0,0,0,0,0
88,3867,0,0.0041958041958042,0.006993006993007,0.0027972027972028,0.0251748251748252,0,0.0545454545454545,0,0.027972027972028,0.0027972027972028,0.0167832167832168,0,0.0153846153846154,0.041958041958042,0,0,0.0013986013986014,0.0013986013986014,0.0041958041958042,0.0153846153846154,0.00559440559440559,0,0.020979020979021,0,0.335664335664336,0,0.0013986013986014,0.034965034965035,0.0041958041958042,0.0041958041958042,0,0.342657342657343,0,0,0,0.00559440559440559,0,0,0.0013986013986014,0.0013986013986014,0.0013986013986014,0.0013986013986014,0,0,0,0,0.0027972027972028,0.0097902097902098,0,0,0,0,0,0,0,0,0,0,0,0.0027972027972028,0.0013986013986014,0,0.0013986013986014,0,0,0,0,0,0,0,0,0,0
92,4450,0,0.00263504611330698,0.00395256916996047,0,0.0368906455862978,0,0.085638998682477,0,0.0316205533596838,0.00131752305665349,0.0118577075098814,0.00131752305665349,0.0210803689064559,0.0329380764163373,0,0,0.00263504611330698,0.00527009222661397,0.00131752305665349,0.00790513833992095,0.00131752305665349,0,0.0118577075098814,0,0.30961791831357,0,0.00263504611330698,0.0408432147562582,0.00527009222661397,0.00395256916996047,0,0.359683794466403,0.00131752305665349,0.00131752305665349,0,0.00790513833992095,0,0,0,0,0,0.00131752305665349,0,0,0,0,0.00263504611330698,0.00131752305665349,0,0,0,0,0,0,0,0,0,0,0,0.00131752305665349,0,0,0.00131752305665349,0,0,0,0,0,0,0,0,0,0
96,5055,0,0.00273224043715847,0.00409836065573771,0,0.023224043715847,0,0.098360655737705,0,0.023224043715847,0,0.00819672131147541,0,0.0163934426229508,0.00546448087431694,0,0,0.00136612021857923,0.00273224043715847,0,0.00136612021857923,0,0,0.0163934426229508,0.00136612021857923,0.322404371584699,0,0.0327868852459016,0.0327868852459016,0.0150273224043716,0.00409836065573771,0,0.379781420765027,0,0,0,0.00409836065573771,0,0,0,0,0,0.00136612021857923,0,0,0,0.00136612021857923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136612021857923,0,0,0,0,0,0,0,0,0
100,5680,0,0.00361881785283474,0,0.00844390832328106,0.0205066344993969,0,0.0844390832328106,0,0.0193003618817853,0,0.0120627261761158,0.00241254523522316,0.0410132689987937,0.0168878166465621,0.00120627261761158,0,0.00241254523522316,0.00482509047044632,0.00361881785283474,0.00361881785283474,0,0,0.0132689987937274,0,0.230398069963812,0,0.00482509047044632,0.0168878166465621,0.00482509047044632,0.00120627261761158,0.00120627261761158,0.471652593486128,0.00965018094089264,0,0,0.00844390832328106,0,0,0,0.00241254523522316,0.00120627261761158,0,0,0,0,0,0,0.00361881785283474,0,0,0,0,0,0,0,0,0,0,0.00482509047044632,0.00120627261761158,0,0,0,0,0,0,0,0,0,0,0,0,0
104,6318,0,0.00598802395209581,0.00359281437125748,0.0227544910179641,0.044311377245509,0,0.0419161676646707,0,0.0239520958083832,0.00598802395209581,0.0119760479041916,0,0.0359281437125748,0.0191616766467066,0,0,0.00479041916167665,0.00598802395209581,0.00119760479041916,0.00598802395209581,0.00239520958083832,0,0.0143712574850299,0,0.190419161676647,0,0.00359281437125748,0.044311377245509,0.0119760479041916,0,0,0.480239520958084,0,0,0,0.00359281437125748,0.00119760479041916,0,0,0.00239520958083832,0,0.00119760479041916,0,0,0.00239520958083832,0,0,0.00359281437125748,0,0,0,0,0,0.00119760479041916,0,0,0,0,0,0.00239520958083832,0.00119760479041916,0,0,0,0,0,0,0,0,0,0,0,0
108,6967,0,0.00530503978779841,0.0013262599469496,0.0119363395225464,0.0358090185676393,0,0.026525198938992,0,0.0358090185676393,0.00397877984084881,0.00530503978779841,0.00928381962864721,0.0291777188328912,0.0384615384615385,0,0,0.0026525198938992,0.00397877984084881,0,0.0159151193633952,0,0,0.00663129973474801,0,0.217506631299735,0,0.00663129973474801,0.026525198938992,0.00795755968169761,0.00795755968169761,0.0013262599469496,0.448275862068966,0.0212201591511936,0,0,0.00530503978779841,0,0,0,0,0,0.0026525198938992,0,0,0,0,0,0.0013262599469496,0.0013262599469496,0,0,0,0,0.0026525198938992,0.0013262599469496,0.0013262599469496,0,0,0,0.013262599469496,0.0013262599469496,0,0,0,0,0,0,0,0,0,0,0,0
112,7621,0,0.00457142857142857,0.0102857142857143,0.0125714285714286,0.04,0,0.0468571428571429,0,0.0262857142857143,0.00342857142857143,0.008,0,0.0194285714285714,0.0308571428571429,0.00114285714285714,0,0,0.00228571428571429,0.00342857142857143,0.00228571428571429,0.00114285714285714,0,0.0102857142857143,0,0.230857142857143,0,0.00114285714285714,0.0285714285714286,0.0148571428571429,0.00228571428571429,0,0.464,0,0,0,0.0114285714285714,0,0.00228571428571429,0,0.008,0.00114285714285714,0,0,0,0,0,0,0.00457142857142857,0,0,0,0,0,0.00114285714285714,0,0,0,0,0,0.00228571428571429,0.00228571428571429,0,0.00114285714285714,0,0.00114285714285714,0,0,0,0,0,0,0,0
116,8274,0,0.00902061855670103,0.0038659793814433,0.0103092783505155,0.0309278350515464,0,0.0657216494845361,0,0.00902061855670103,0.00515463917525773,0,0,0.0670103092783505,0.056701030927835,0,0,0.00128865979381443,0.0128865979381443,0,0.00902061855670103,0,0,0.0141752577319588,0,0.181701030927835,0,0,0.0360824742268041,0.0128865979381443,0.00128865979381443,0,0.413659793814433,0.0141752577319588,0,0.00128865979381443,0.0115979381443299,0,0,0,0.00644329896907216,0,0.00257731958762887,0,0,0.00128865979381443,0,0,0.0038659793814433,0,0,0,0,0,0.00128865979381443,0,0,0,0,0,0.0128865979381443,0.00257731958762887,0,0.00128865979381443,0,0,0,0,0,0,0,0,0,0
124,9554,0,0.00288184438040346,0.00288184438040346,0.00144092219020173,0.0230547550432277,0,0.0489913544668588,0,0.0288184438040346,0.00864553314121038,0.015850144092219,0,0.0129682997118156,0.110951008645533,0.00144092219020173,0,0,0.00720461095100865,0.00144092219020173,0.0187319884726225,0.00144092219020173,0,0.0115273775216138,0.00288184438040346,0.321325648414986,0.00144092219020173,0,0.0230547550432277,0.0201729106628242,0.00432276657060519,0,0.295389048991354,0.00144092219020173,0,0,0.00144092219020173,0.00144092219020173,0,0,0,0,0.00288184438040346,0,0.00144092219020173,0.00144092219020173,0,0,0.00432276657060519,0.00144092219020173,0,0,0,0.00144092219020173,0.00288184438040346,0,0,0,0,0,0.00864553314121038,0.00288184438040346,0,0.00144092219020173,0,0,0,0,0,0,0,0,0,0
128,10169,0,0,0.00769230769230769,0.0123076923076923,0.0169230769230769,0.00153846153846154,0,0,0.0246153846153846,0.00461538461538462,0.0123076923076923,0.00307692307692308,0.0246153846153846,0.492307692307692,0,0,0.00153846153846154,0.00153846153846154,0,0.0661538461538462,0,0,0.00769230769230769,0,0.233846153846154,0.00153846153846154,0,0,0.00153846153846154,0.00307692307692308,0,0,0,0.00153846153846154,0,0,0,0,0,0.00615384615384615,0.00307692307692308,0.00615384615384615,0,0,0,0.00153846153846154,0,0,0.00153846153846154,0,0,0,0.00153846153846154,0.0123076923076923,0,0.00769230769230769,0,0,0,0.0338461538461538,0.00153846153846154,0,0,0.00153846153846154,0,0.00307692307692308,0.00153846153846154,0,0,0,0,0,0
132,10759,0,0,0.00318979266347687,0.00159489633173844,0.0239234449760766,0,0,0,0.025518341307815,0.0143540669856459,0.0271132376395534,0,0.0111642743221691,0.467304625199362,0,0.00159489633173844,0,0,0,0.090909090909091,0.00318979266347687,0,0.00318979266347687,0.00478468899521531,0.25518341307815,0.00478468899521531,0,0,0.00159489633173844,0.00637958532695375,0,0.00797448165869218,0,0,0,0,0,0,0,0,0.00159489633173844,0.00478468899521531,0,0,0,0,0,0.00318979266347687,0.00318979266347687,0,0,0,0.00159489633173844,0.00318979266347687,0,0,0,0,0,0.0271132376395534,0,0,0,0,0,0,0,0.00159489633173844,0,0,0,0,0
140,11850,0,0,0.0166204986149584,0.0138504155124654,0.0193905817174515,0.00831024930747922,0,0,0.0277008310249307,0.00277008310249307,0.03601108033241,0,0.0138504155124654,0.0470914127423823,0,0,0,0,0,0.177285318559557,0.00554016620498615,0,0.0166204986149584,0.00277008310249307,0.434903047091413,0.00554016620498615,0.00277008310249307,0,0.0249307479224377,0.0221606648199446,0,0.00554016620498615,0,0,0,0,0.00277008310249307,0,0,0,0.00554016620498615,0.00277008310249307,0,0.00277008310249307,0.00831024930747922,0,0,0,0,0,0,0,0,0.00831024930747922,0,0,0,0,0,0.0775623268698061,0,0,0,0,0,0.00277008310249307,0,0.00277008310249307,0.00277008310249307,0,0,0,0
148,12811,0,0,0.0303867403314917,0.00552486187845304,0.0303867403314917,0.00276243093922652,0,0,0.0165745856353591,0.00552486187845304,0.0248618784530387,0,0.00828729281767956,0.0718232044198895,0,0,0.00276243093922652,0,0,0.209944751381215,0,0,0.0220994475138122,0,0.392265193370166,0.00276243093922652,0,0,0.0110497237569061,0.0165745856353591,0,0,0,0,0,0.00276243093922652,0.00276243093922652,0.00276243093922652,0,0,0.00276243093922652,0.00828729281767956,0,0,0.00552486187845304,0,0.00276243093922652,0,0,0,0,0,0,0.0220994475138122,0,0,0,0,0,0.0911602209944751,0.00552486187845304,0,0,0,0,0,0,0,0,0,0,0,0
152,13239,0,0,0.0110497237569061,0.00828729281767956,0.00828729281767956,0,0,0,0.0276243093922652,0.00276243093922652,0.0359116022099447,0,0.0193370165745856,0.0580110497237569,0,0,0,0,0,0.198895027624309,0.0193370165745856,0.00276243093922652,0.0248618784530387,0,0.392265193370166,0,0,0,0.0165745856353591,0.0248618784530387,0,0.0110497237569061,0,0.00276243093922652,0,0,0,0.00276243093922652,0,0,0.00828729281767956,0.00552486187845304,0,0,0.00276243093922652,0,0,0,0,0,0,0,0,0.0110497237569061,0,0.0110497237569061,0,0,0,0.069060773480663,0.00276243093922652,0,0,0,0,0.0165745856353591,0,0.00552486187845304,0,0,0,0,0
156,13632,0,0,0.0144508670520231,0.0173410404624277,0.0260115606936416,0,0,0,0.0144508670520231,0.0173410404624277,0.0289017341040462,0,0.0202312138728324,0.0578034682080925,0,0,0,0.00289017341040462,0,0.205202312138728,0.00578034682080925,0,0.0317919075144509,0,0.38150289017341,0.00289017341040462,0.00289017341040462,0,0.0144508670520231,0.00578034682080925,0.00289017341040462,0.00578034682080925,0,0,0,0,0,0.00289017341040462,0.00289017341040462,0,0.00289017341040462,0.00578034682080925,0,0.00289017341040462,0.00289017341040462,0,0,0,0,0,0,0,0,0.0260115606936416,0,0,0,0,0,0.0895953757225433,0,0,0,0,0,0,0,0.00578034682080925,0,0,0,0,0
164,14321,0.00298507462686567,0,0.00597014925373134,0.026865671641791,0.0208955223880597,0,0,0,0.0208955223880597,0.00298507462686567,0.017910447761194,0,0.00895522388059702,0.0119402985074627,0,0,0.00298507462686567,0,0,0.208955223880597,0.0298507462686567,0,0.0507462686567164,0,0.4,0.00298507462686567,0,0,0.00597014925373134,0.0328358208955224,0,0.00597014925373134,0,0,0,0,0.00597014925373134,0.00298507462686567,0,0,0.00895522388059702,0.0119402985074627,0,0,0,0,0,0,0,0,0,0,0.00298507462686567,0.00895522388059702,0,0,0,0,0,0.0955223880597015,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0
190,15854,0,0,0.00573065902578797,0.00859598853868195,0.0171919770773639,0,0,0,0.0515759312320917,0.00859598853868195,0.0315186246418338,0.00286532951289398,0.0257879656160458,0.0171919770773639,0,0,0,0.00286532951289398,0,0.0916905444126074,0.0601719197707736,0.0114613180515759,0.183381088825215,0.00286532951289398,0.303724928366762,0,0.00286532951289398,0,0.00573065902578797,0.0114613180515759,0,0.0257879656160458,0.00573065902578797,0.00286532951289398,0,0,0.00573065902578797,0,0.00286532951289398,0,0.0143266475644699,0.00573065902578797,0,0.00286532951289398,0,0,0,0,0,0,0,0,0,0.00573065902578797,0,0,0,0,0,0.0659025787965616,0.00286532951289398,0,0,0,0,0.0143266475644699,0,0,0,0,0,0,0
200,16241,0,0,0.0252808988764045,0.0252808988764045,0.00842696629213483,0,0,0,0.0196629213483146,0.00842696629213483,0.0196629213483146,0.00280898876404494,0.0168539325842697,0.0365168539325843,0,0,0,0,0,0.0758426966292135,0.050561797752809,0.00280898876404494,0.191011235955056,0,0.331460674157303,0,0.00280898876404494,0,0.00842696629213483,0.0196629213483146,0,0.0308988764044944,0,0.00280898876404494,0,0,0,0.00280898876404494,0.00561797752808989,0,0.00842696629213483,0.00280898876404494,0,0.00561797752808989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702247191011236,0,0,0,0,0,0.0252808988764045,0,0,0,0,0,0,0
216,16743,0,0,0.0160427807486631,0.0053475935828877,0.0133689839572193,0,0,0.0053475935828877,0.0320855614973262,0.00802139037433155,0.0347593582887701,0,0.0213903743315508,0.0374331550802139,0,0.00267379679144385,0.00267379679144385,0,0,0.0588235294117647,0.0374331550802139,0,0.149732620320856,0,0.283422459893048,0.00267379679144385,0,0,0.018716577540107,0.018716577540107,0,0.0481283422459893,0,0.00267379679144385,0,0,0.00267379679144385,0,0.0053475935828877,0,0.0106951871657754,0.0106951871657754,0,0,0,0,0,0,0,0,0,0,0,0.0106951871657754,0,0,0,0,0,0.133689839572193,0,0,0,0,0,0.0240641711229947,0,0.00267379679144385,0,0,0,0,0
232,17167,0,0,0.011142061281337,0.0194986072423398,0.00835654596100279,0,0,0,0.0278551532033426,0.011142061281337,0.0445682451253482,0.00278551532033426,0.0194986072423398,0.0306406685236769,0,0,0,0,0,0.0779944289693593,0.0557103064066852,0.00557103064066852,0.144846796657382,0.00278551532033426,0.214484679665738,0,0.00557103064066852,0,0.0167130919220056,0.011142061281337,0,0.0306406685236769,0,0,0,0.00278551532033426,0,0,0.0167130919220056,0,0.011142061281337,0,0,0.011142061281337,0,0,0,0,0,0,0,0,0,0.0167130919220056,0,0,0,0,0,0.164345403899721,0,0,0,0,0,0.0362116991643454,0,0,0,0,0,0,0
248,17527,0.002710027100271,0,0.010840108401084,0.008130081300813,0.016260162601626,0,0,0.00542005420054201,0.02710027100271,0.00542005420054201,0.046070460704607,0,0.043360433604336,0.018970189701897,0,0,0,0,0,0.046070460704607,0.046070460704607,0.002710027100271,0.143631436314363,0.002710027100271,0.279132791327913,0.002710027100271,0.00542005420054201,0,0.013550135501355,0.024390243902439,0,0.043360433604336,0,0,0,0,0.002710027100271,0,0.008130081300813,0.002710027100271,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0.002710027100271,0,0,0,0,0,0,0,0.168021680216802,0.008130081300813,0,0,0,0,0.008130081300813,0,0,0.002710027100271,0,0,0,0
264,17830,0,0,0.00289855072463768,0.0347826086956522,0.0144927536231884,0,0,0,0.0231884057971014,0.00579710144927536,0.0318840579710145,0.0115942028985507,0.0434782608695652,0.0115942028985507,0,0,0.00289855072463768,0,0,0.063768115942029,0.0289855072463768,0.00579710144927536,0.11304347826087,0,0.266666666666667,0,0,0,0.0173913043478261,0.0115942028985507,0,0.0260869565217391,0,0,0,0,0.00579710144927536,0,0.00869565217391304,0,0.00869565217391304,0.00289855072463768,0,0.00579710144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228985507246377,0.0115942028985507,0,0,0,0,0.0115942028985507,0,0,0,0,0,0,0
