"sample.depths","sample.ages","Abies","Acer.negundo","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Brassicaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.undiff.","Poaceae.undiff.","Iva.xanthifolia.type","Melilotus.type","Dalea.undiff.","Picea","Pinus.subg..Pinus","Pinus.undiff.","Populus.undiff.","Populus.balsamifera.type","Quercus","Rumex","Salix","Salsola","Sarcobatus.vermiculatus","Shepherdia.argentea","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Rosaceae.undiff.","Avena.Triticum","Brassica","Trifolium.repens.type","Acer.rubrum","Carya","Iva.annua.type","Fraxinus.nigra.type","Fabaceae.undiff.","Pinus.subg..Strobus","Asteraceae.tribe.Cynareae","Avena.type","Humulus","Plantago","Secale.type","Triticum.type","Acer.saccharinum","Acer.saccharum","Fraxinus.pennsylvanica","Allium","Amorpha.type","Populus.tremuloides.type","Ostrya.Carpinus","Alnus.undiff.","Celtis","Apiaceae","Campanula.rotundifolia.type","Morus","Dalea.purpurea.type","Pinaceae..vesiculate..undiff.","Juglans.cinerea","Vitis","Prunus.type","Ranunculaceae.undiff.","Amelanchier.type","Dalea.candida","Lycopus.type","Thalictrum","Platanus","Ranunculus.pensylvanicus.type","Galium","Ephedra.viridis.type","Polygonum.aviculare.type","Caryophyllaceae","Elaeagnus","Fagus","Euphorbia","Asteraceae.subf..Cichorioideae","Cannabaceae.undiff.","Liliaceae","Sphaeralcea","Ephedra.trifurca.type","Gaura","Gentiana.andrewsii.type","Epilobium","Juglans.nigra","Shepherdia.canadensis","Rhus","Polygonum.amphibium"
944,NA,0,0.00641711229946524,0.00641711229946524,0,0.0342245989304813,0.33048128342246,0.0128342245989305,0.0320855614973262,0,0.00427807486631016,0.00427807486631016,0.110160427807487,0,0.271657754010695,0,0,0,0,0.00213903743315508,0.0973262032085561,0,0,0.00855614973262032,0,0.0106951871657754,0,0,0,0.0385026737967914,0.00427807486631016,0.00427807486631016,0.00213903743315508,0,0,0,0,0,0,0.00213903743315508,0.00427807486631016,0,0,0,0,0.00213903743315508,0,0,0.00213903743315508,0,0,0,0.00213903743315508,0,0,0,0,0,0,0,0,0,0,0.00213903743315508,0,0,0.00213903743315508,0.00213903743315508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,NA,0,0.00479616306954436,0.0167865707434053,0,0.0335731414868106,0.229016786570743,0.00959232613908873,0.0287769784172662,0.00719424460431655,0,0,0.0515587529976019,0,0.479616306954436,0,0,0,0,0.00479616306954436,0.0815347721822542,0,0,0.00479616306954436,0,0.0119904076738609,0,0.00479616306954436,0,0.0167865707434053,0.00239808153477218,0,0,0,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0.00239808153477218,0,0,0,0,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00239808153477218,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,NA,0,0.0026525198938992,0.0106100795755968,0,0.0305039787798408,0.340185676392573,0.00663129973474801,0.0291777188328912,0.0013262599469496,0,0,0.0848806366047745,0,0.283819628647215,0.0026525198938992,0,0,0.000663129973474801,0.00530503978779841,0.0961538461538462,0,0,0.00928381962864721,0,0.00795755968169761,0,0.00795755968169761,0,0.0550397877984085,0.0013262599469496,0,0.00530503978779841,0,0,0,0,0,0,0.0013262599469496,0.00397877984084881,0,0,0,0.0013262599469496,0,0,0,0,0,0.0013262599469496,0,0.0013262599469496,0,0,0,0,0,0,0,0,0,0,0.0026525198938992,0,0.0013262599469496,0,0.0026525198938992,0.0013262599469496,0.0013262599469496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,NA,0,0.00589970501474926,0.00983284169124877,0,0.0314650934119961,0.419862340216323,0.0117994100294985,0.0432645034414946,0,0.00393313667649951,0,0.0727630285152409,0,0.24188790560472,0.00393313667649951,0,0,0.00294985250737463,0.00196656833824975,0.0855457227138643,0,0,0.00393313667649951,0,0,0,0.00589970501474926,0,0.0255653883972468,0,0.00589970501474926,0.00393313667649951,0,0,0,0,0,0,0,0.00589970501474926,0,0,0,0,0,0,0,0,0,0.00393313667649951,0,0.00196656833824975,0,0,0,0,0,0,0,0.00393313667649951,0,0,0,0,0,0,0,0,0.00393313667649951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,NA,0,0.00157232704402516,0.00786163522012579,0.00314465408805031,0.020440251572327,0.484276729559748,0.00471698113207547,0.0267295597484277,0.00471698113207547,0.00157232704402516,0.00157232704402516,0.0723270440251572,0.00157232704402516,0.243710691823899,0,0,0,0.00157232704402516,0.020440251572327,0.050314465408805,0,0,0.00471698113207547,0,0.00628930817610063,0,0.00471698113207547,0,0.0188679245283019,0.00471698113207547,0,0.00157232704402516,0,0,0,0,0,0,0,0,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,0.00157232704402516,0.00471698113207547,0,0,0.00157232704402516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,NA,0,0,0.0099502487562189,0.00248756218905473,0.0298507462686567,0.355721393034826,0.0099502487562189,0.0472636815920398,0.00497512437810945,0,0.00248756218905473,0.109452736318408,0,0.248756218905473,0.00248756218905473,0,0,0.00621890547263682,0,0.104477611940299,0,0,0.0149253731343284,0,0.00248756218905473,0,0,0,0.0199004975124378,0.00248756218905473,0.00248756218905473,0.00248756218905473,0,0,0,0,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0.00248756218905473,0,0,0,0.00248756218905473,0.00248756218905473,0,0,0,0,0,0,0,0.00124378109452736,0,0,0,0,0,0.00248756218905473,0.00248756218905473,0,0.00248756218905473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,NA,0,0,0.00641711229946524,0,0.0128342245989305,0.440641711229946,0.00213903743315508,0.0245989304812834,0,0.00213903743315508,0,0.12192513368984,0,0.211764705882353,0.00213903743315508,0,0,0.00320855614973262,0.00427807486631016,0.090909090909091,0,0,0.00427807486631016,0,0.00427807486631016,0,0.00855614973262032,0,0.0363636363636364,0.00213903743315508,0.00427807486631016,0,0,0.00213903743315508,0,0,0,0,0,0.00427807486631016,0,0,0,0.00213903743315508,0,0,0,0,0,0.00213903743315508,0,0,0,0,0,0,0,0,0,0.00213903743315508,0,0,0,0,0,0,0.00213903743315508,0,0,0,0.00213903743315508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,NA,0,0,0.00807265388496468,0.00807265388496468,0.0201816347124117,0.341069626639758,0.0141271442986882,0.0504540867810293,0,0.00403632694248234,0.00807265388496468,0.0988900100908174,0,0.27648839556004,0,0,0,0.00201816347124117,0.0191725529767911,0.0605449041372351,0.00605449041372351,0.00201816347124117,0.0100908173562059,0.00201816347124117,0.00807265388496468,0,0.0100908173562059,0,0.024217961654894,0.00403632694248234,0.00403632694248234,0.00403632694248234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00807265388496468,0,0.00201816347124117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201816347124117,0.00201816347124117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,NA,0,0.00359389038634322,0.0179694519317161,0,0.0233602875112309,0.324348607367475,0.0161725067385445,0.0350404312668464,0,0,0,0.112309074573226,0,0.245283018867925,0.00539083557951483,0,0,0.00628930817610063,0,0.122192273135669,0,0,0.0143755615453729,0,0.00539083557951483,0,0.00718778077268643,0,0.0287511230907457,0.00539083557951483,0.00359389038634322,0.00179694519317161,0,0,0,0,0,0,0,0.00898472596585804,0,0,0,0,0,0,0,0.00179694519317161,0,0,0,0.00179694519317161,0,0.00179694519317161,0,0,0,0,0,0.00179694519317161,0,0,0,0,0,0,0,0.00359389038634322,0,0,0,0,0.00179694519317161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,NA,0,0.002389486260454,0.002389486260454,0,0.028673835125448,0.344086021505376,0.01194743130227,0.033452807646356,0.002389486260454,0,0.002389486260454,0.078853046594982,0.004778972520908,0.279569892473118,0,0,0.004778972520908,0.003584229390681,0.015531660692951,0.072879330943847,0.007168458781362,0.004778972520908,0.01194743130227,0,0.016726403823178,0,0.009557945041816,0,0.028673835125448,0.002389486260454,0.002389486260454,0.002389486260454,0,0,0.002389486260454,0,0,0,0,0,0.01194743130227,0,0,0,0,0,0,0,0,0.002389486260454,0,0,0.002389486260454,0.004778972520908,0.002389486260454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,NA,0,0.0063441712926249,0.0111022997620936,0,0.0523394131641554,0.36558287073751,0.0063441712926249,0.0428231562252181,0.00158604282315623,0.00317208564631245,0,0.0808881839809675,0,0.23949246629659,0,0,0,0.00396510705789056,0.00317208564631245,0.114195083267248,0,0,0.00237906423473434,0,0.00951625693893735,0,0.00793021411578113,0,0.0237906423473434,0.0063441712926249,0.00158604282315623,0,0,0,0,0,0,0.00158604282315623,0.00475812846946868,0.00158604282315623,0.00158604282315623,0,0,0,0,0,0,0,0,0,0,0,0.00158604282315623,0.00158604282315623,0,0,0,0,0,0.00158604282315623,0,0,0,0,0,0,0.00158604282315623,0,0,0.00158604282315623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,NA,0,0.00492004920049201,0.002460024600246,0.014760147601476,0.00492004920049201,0.371463714637146,0.014760147601476,0.03690036900369,0,0.002460024600246,0.00492004920049201,0.145141451414514,0,0.206642066420664,0,0,0,0,0.03690036900369,0.0873308733087331,0.00492004920049201,0,0.00984009840098401,0,0.002460024600246,0,0.002460024600246,0,0.031980319803198,0.002460024600246,0,0,0,0,0,0,0,0,0.002460024600246,0,0.002460024600246,0,0,0,0,0,0,0,0,0.002460024600246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002460024600246,0,0,0,0,0.002460024600246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,NA,0,0,0.00254129606099111,0,0.0406607369758577,0.290978398983482,0.0152477763659466,0.0355781448538755,0.00254129606099111,0,0,0.121982210927573,0,0.297331639135959,0.0101651842439644,0,0,0,0,0.0838627700127065,0,0,0.0101651842439644,0,0.00508259212198221,0,0.0101651842439644,0,0.0254129606099111,0.0101651842439644,0.00508259212198221,0.00508259212198221,0,0,0,0,0,0,0,0.0101651842439644,0,0,0,0.00254129606099111,0,0,0,0,0,0,0,0,0,0.00508259212198221,0,0,0,0,0,0.00508259212198221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00508259212198221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,NA,0,0.00233644859813084,0.00467289719626168,0.00233644859813084,0.0280373831775701,0.467289719626168,0.0163551401869159,0.0373831775700935,0,0,0.00233644859813084,0.0537383177570093,0.00233644859813084,0.212616822429907,0,0,0.00233644859813084,0.00116822429906542,0.00467289719626168,0.080607476635514,0.00700934579439252,0,0.00934579439252336,0,0.00467289719626168,0,0.00467289719626168,0,0.0420560747663551,0.00233644859813084,0.00467289719626168,0.00233644859813084,0,0,0,0,0,0,0,0,0,0.00233644859813084,0,0,0,0,0,0,0,0,0,0,0,0.00233644859813084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,NA,0,0.00439077936333699,0.021953896816685,0.0021953896816685,0.0307354555433589,0.402854006586169,0.00878155872667398,0.0548847420417124,0,0.0021953896816685,0,0.088913282107574,0,0.166849615806806,0.00878155872667398,0,0,0.00329308452250274,0.0021953896816685,0.0922063666300768,0,0.0021953896816685,0.013172338090011,0,0.0109769484083425,0,0.0021953896816685,0,0.0285400658616905,0.00439077936333699,0,0.0021953896816685,0,0,0,0,0,0,0.00439077936333699,0.013172338090011,0,0,0,0.0021953896816685,0,0,0,0,0,0,0,0.0021953896816685,0.00439077936333699,0.00439077936333699,0,0,0,0,0,0.0021953896816685,0,0,0,0,0,0,0.0021953896816685,0.0021953896816685,0.0021953896816685,0,0,0,0,0,0.0021953896816685,0.0021953896816685,0.0021953896816685,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,NA,0,0.00176056338028169,0.00880281690140845,0.00176056338028169,0.0299295774647887,0.382042253521127,0.022887323943662,0.0492957746478873,0.00528169014084507,0,0,0.0704225352112676,0.00176056338028169,0.232394366197183,0,0,0.00528169014084507,0.000880281690140845,0.0202464788732394,0.0748239436619718,0.00704225352112676,0,0.0193661971830986,0,0.00528169014084507,0,0.0140845070422535,0,0.0246478873239437,0.00528169014084507,0,0.00352112676056338,0,0,0,0,0,0,0,0.00176056338028169,0.000880281690140845,0,0,0,0,0,0,0,0,0,0,0,0.00176056338028169,0,0.00352112676056338,0,0,0,0,0.00176056338028169,0,0,0,0,0,0,0,0,0,0,0,0.00176056338028169,0.00176056338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,NA,0,0.00210748155953635,0.0126448893572181,0,0.0410958904109589,0.231822971548999,0.0231822971548999,0.00842992623814542,0.00632244467860906,0,0.00210748155953635,0.107481559536354,0,0.269757639620653,0,0,0,0,0,0.105374077976818,0,0.0105374077976818,0.0189673340358272,0,0.00210748155953635,0,0.00210748155953635,0,0.0505795574288725,0.0126448893572181,0.00210748155953635,0.00210748155953635,0,0.00210748155953635,0,0,0,0,0.00210748155953635,0.00632244467860906,0,0.00210748155953635,0,0.00210748155953635,0,0,0,0,0,0.0105374077976818,0,0,0.0379346680716544,0.00632244467860906,0,0,0,0,0.0105374077976818,0,0.00210748155953635,0,0.00210748155953635,0,0,0,0,0.00210748155953635,0,0,0,0,0,0,0,0,0.00210748155953635,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,NA,0,0.00817661488143908,0,0.00817661488143908,0.0212591986917416,0.484055600981194,0.00654129190515127,0.017988552739166,0.00163532297628782,0,0,0.125919869174162,0.00163532297628782,0.166802943581357,0,0,0.00163532297628782,0.000817661488143908,0.0155355682747343,0.0515126737530662,0.00327064595257563,0,0.00490596892886345,0,0.0098119378577269,0,0.00490596892886345,0,0.0343417825020442,0.00654129190515127,0,0.00327064595257563,0,0,0,0,0,0,0,0,0.00490596892886345,0,0,0,0.00163532297628782,0,0,0,0,0,0,0,0.00163532297628782,0.00163532297628782,0.00490596892886345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163532297628782,0,0,0,0,0,0.00163532297628782,0,0,0.00163532297628782,0.00163532297628782,0,0,0,0,0,0,0,0,0,0,0
1184,NA,0,0.002,0.008,0,0.038,0.383,0.006,0.044,0,0,0,0.104,0,0.226,0.004,0,0,0.001,0,0.094,0,0,0.02,0,0.004,0,0.004,0,0.03,0.002,0,0.004,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0,0,0,0,0,0.002,0,0,0.002,0.006,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,NA,0,0.00470588235294118,0.00470588235294118,0.0117647058823529,0.0117647058823529,0.32,0.0164705882352941,0.0447058823529412,0.00470588235294118,0,0.00470588235294118,0.185882352941176,0.00235294117647059,0.214117647058824,0,0,0.00235294117647059,0.00705882352941176,0.0164705882352941,0.0705882352941176,0,0,0.00941176470588235,0,0.00235294117647059,0,0,0,0.0423529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235294117647059,0.00235294117647059,0,0.00235294117647059,0,0.00235294117647059,0,0,0.00470588235294118,0,0,0,0,0,0,0.00235294117647059,0,0.00235294117647059,0,0,0,0,0,0.00235294117647059,0,0,0,0,0.00235294117647059,0,0,0,0,0,0,0,0,0,0
1216,NA,0,0,0.0108108108108108,0,0.012972972972973,0.311351351351351,0.012972972972973,0.0410810810810811,0.00216216216216216,0,0.00216216216216216,0.12972972972973,0,0.285405405405405,0.00216216216216216,0,0,0,0,0.0918918918918919,0,0,0.00864864864864865,0,0.00432432432432432,0,0.012972972972973,0,0.0410810810810811,0,0.00216216216216216,0.00864864864864865,0,0.00216216216216216,0,0,0,0,0,0,0.00432432432432432,0,0,0,0,0,0,0,0,0,0,0,0,0.00216216216216216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216216216216216,0.00432432432432432,0.00216216216216216,0,0,0,0,0,0,0,0,0,0,0.00216216216216216,0,0,0,0,0,0,0,0,0
1232,NA,0,0.00158478605388273,0.00792393026941363,0.00316957210776545,0.0253565768621236,0.340729001584786,0.00950871632329636,0.0380348652931854,0,0,0.00475435816164818,0.112519809825674,0,0.301109350237718,0,0,0,0,0.0229793977812995,0.0736925515055468,0,0,0.00792393026941363,0,0.00158478605388273,0,0.00158478605388273,0,0.0301109350237718,0.00475435816164818,0,0.00316957210776545,0,0,0,0,0,0,0,0,0.00316957210776545,0,0,0,0,0,0,0,0,0,0,0,0,0.00158478605388273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158478605388273,0,0,0,0.00158478605388273,0,0,0,0,0,0.00158478605388273,0,0,0,0,0,0,0,0
1248,NA,0,0,0.00743494423791822,0,0.0123915737298637,0.37546468401487,0.00991325898389095,0.0421313506815366,0,0,0,0.122676579925651,0,0.252788104089219,0.00247831474597274,0,0,0,0,0.0978934324659232,0,0,0.00495662949194548,0,0.00247831474597274,0,0.00495662949194548,0,0.0247831474597274,0.00247831474597274,0.00247831474597274,0.00495662949194548,0,0,0,0,0,0,0.00247831474597274,0.00247831474597274,0.00495662949194548,0,0,0,0,0,0,0,0,0,0,0,0,0.00247831474597274,0,0,0.00495662949194548,0,0,0.00247831474597274,0,0,0,0.00247831474597274,0,0,0.00247831474597274,0,0,0,0,0,0,0,0.00247831474597274,0,0,0,0,0,0,0,0.00247831474597274,0,0,0,0,0,0,0
