"sample.depths","sample.ages","Abies","Acer.negundo","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Brassicaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.undiff.","Poaceae.undiff.","Iva.xanthifolia.type","Melilotus.type","Dalea.undiff.","Picea","Pinus.subg..Pinus","Pinus.undiff.","Populus.undiff.","Populus.balsamifera.type","Quercus","Rumex","Salix","Salsola","Sarcobatus.vermiculatus","Shepherdia.argentea","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Rosaceae.undiff.","Avena.Triticum","Brassica","Trifolium.repens.type","Acer.rubrum","Carya","Iva.annua.type","Fraxinus.nigra.type","Fabaceae.undiff.","Pinus.subg..Strobus","Asteraceae.tribe.Cynareae","Avena.type","Humulus","Plantago","Secale.type","Triticum.type","Acer.saccharinum","Acer.saccharum","Fraxinus.pennsylvanica","Allium","Amorpha.type","Populus.tremuloides.type","Ostrya.Carpinus","Alnus.undiff.","Celtis","Apiaceae","Campanula.rotundifolia.type","Morus","Dalea.purpurea.type","Pinaceae..vesiculate..undiff.","Juglans.cinerea","Vitis","Prunus.type","Ranunculaceae.undiff.","Amelanchier.type","Dalea.candida","Lycopus.type","Thalictrum","Platanus","Ranunculus.pensylvanicus.type","Galium","Ephedra.viridis.type","Polygonum.aviculare.type","Caryophyllaceae","Elaeagnus","Fagus","Euphorbia","Asteraceae.subf..Cichorioideae","Cannabaceae.undiff.","Liliaceae","Sphaeralcea","Ephedra.trifurca.type","Gaura","Gentiana.andrewsii.type","Epilobium","Juglans.nigra","Shepherdia.canadensis","Rhus","Polygonum.amphibium"
865,NA,0.00130378096479791,0.0182529335071708,0.00521512385919166,0.00782268578878748,0.0286831812255541,0.17470664928292,0.00521512385919166,0.0938722294654498,0.00260756192959583,0.00521512385919166,0.0130378096479791,0.0704041720990874,0.0208604954367666,0.192959582790091,0.0260756192959583,0.00782268578878748,0.00260756192959583,0.00521512385919166,0.0521512385919166,0.0391134289439374,0.00782268578878748,0.00521512385919166,0.0234680573663625,0.0104302477183833,0.0182529335071708,0.0651890482398957,0.00521512385919166,0.00260756192959583,0.0417209908735332,0.0104302477183833,0.00260756192959583,0.015645371577575,0.0104302477183833,0.00260756192959583,0.00521512385919166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,NA,0,0.017,0.01,0.002,0.069,0.17,0,0.094,0,0.011,0,0.067,0,0.146,0.04,0,0,0.011,0,0.113,0,0,0.014,0.002,0.022,0.076,0.002,0,0.022,0.012,0.004,0.01,0,0,0.016,0.002,0.002,0.002,0.004,0.012,0.002,0.002,0.008,0.002,0.002,0.006,0.008,0.002,0.002,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,NA,0,0.0022002200220022,0.0176017601760176,0.0066006600660066,0.033003300330033,0.235423542354235,0.011001100110011,0.0352035203520352,0,0.0022002200220022,0,0.0352035203520352,0,0.132013201320132,0.0242024202420242,0,0,0.0022002200220022,0,0.0594059405940594,0,0.0044004400440044,0.0198019801980198,0.0044004400440044,0.0088008800880088,0.309130913091309,0.0022002200220022,0.0022002200220022,0.011001100110011,0.0022002200220022,0,0.0022002200220022,0,0.0066006600660066,0,0,0,0,0.0044004400440044,0.0088008800880088,0,0.0044004400440044,0,0,0,0,0,0,0.0022002200220022,0.0044004400440044,0.0022002200220022,0.0022002200220022,0.0022002200220022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,NA,0,0.00485436893203883,0.0242718446601942,0,0.040453074433657,0.40210355987055,0.0080906148867314,0.0469255663430421,0,0.00323624595469256,0,0.0436893203883495,0,0.189320388349515,0.00970873786407767,0,0,0.00323624595469256,0,0.0768608414239482,0,0,0.0080906148867314,0,0.0080906148867314,0.0728155339805825,0.00485436893203883,0,0.0275080906148867,0.00161812297734628,0.00485436893203883,0,0,0.00161812297734628,0,0,0,0,0.00161812297734628,0.00647249190938511,0,0,0.00323624595469256,0,0.00161812297734628,0.00161812297734628,0,0,0,0.00161812297734628,0,0,0,0.00161812297734628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,NA,0,0.00159235668789809,0.00477707006369427,0.00955414012738853,0.0159235668789809,0.404458598726115,0.0143312101910828,0.0573248407643312,0.00318471337579618,0.00159235668789809,0.0111464968152866,0.0621019108280255,0,0.240445859872611,0.00159235668789809,0,0.00477707006369427,0.000796178343949045,0.0254777070063694,0.0676751592356688,0.00636942675159236,0,0.0111464968152866,0,0.00477707006369427,0,0.00159235668789809,0,0.0254777070063694,0.00159235668789809,0,0.00636942675159236,0,0,0,0,0,0,0,0.00159235668789809,0.00636942675159236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159235668789809,0.00159235668789809,0.00318471337579618,0.00159235668789809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,NA,0,0.00409416581371546,0.0122824974411464,0,0.022517911975435,0.401228249744115,0.00818833162743091,0.0614124872057318,0.00204708290685773,0,0.00204708290685773,0.105424769703173,0,0.259979529170931,0,0,0,0.00307062436028659,0.00409416581371546,0.0573183213920164,0,0.00204708290685773,0.00614124872057318,0,0,0,0.0122824974411464,0,0.0163766632548618,0.00409416581371546,0,0.00204708290685773,0,0,0,0,0,0,0.00409416581371546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409416581371546,0,0,0,0,0.00204708290685773,0.00204708290685773,0.00102354145342886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,NA,0,0.00159489633173844,0.0111642743221691,0.00159489633173844,0.0127591706539075,0.240829346092504,0.0111642743221691,0.0430622009569378,0.00159489633173844,0,0.00159489633173844,0.0940988835725678,0,0.419457735247209,0,0,0,0.00159489633173844,0.0087719298245614,0.0725677830940989,0,0,0.00956937799043062,0.00318979266347687,0.00956937799043062,0,0.00956937799043062,0,0.0207336523125997,0.00318979266347687,0,0.00318979266347687,0,0,0,0,0,0.00159489633173844,0.00478468899521531,0.00318979266347687,0.00159489633173844,0,0,0,0,0,0,0,0,0.00159489633173844,0,0,0.00159489633173844,0,0,0,0,0,0,0.00159489633173844,0,0.00159489633173844,0.00159489633173844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,NA,0,0.00401203610832497,0.00401203610832497,0,0.0300902708124373,0.391173520561685,0.0140421263791374,0.0441323971915747,0.00300902708124373,0,0,0.109327983951856,0,0.240722166499498,0,0,0,0,0,0.0832497492477432,0,0.00401203610832497,0.00401203610832497,0,0.00601805416248746,0,0.00802407221664995,0,0.0341023069207623,0.00401203610832497,0,0.00200601805416249,0,0,0,0,0,0,0.00401203610832497,0,0,0,0,0,0,0,0,0,0,0.00401203610832497,0,0,0.00401203610832497,0,0,0,0,0,0,0.00200601805416249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,NA,0,0.0024330900243309,0.0097323600973236,0,0.0194647201946472,0.378345498783455,0.0121654501216545,0.0340632603406326,0.0024330900243309,0,0.0048661800486618,0.110705596107056,0,0.232360097323601,0,0,0,0,0.0024330900243309,0.111922141119221,0,0,0.0145985401459854,0,0,0,0.0072992700729927,0,0.0352798053527981,0.0048661800486618,0,0,0,0,0,0,0,0,0.0024330900243309,0.0048661800486618,0,0,0,0,0,0,0,0,0,0,0,0.0024330900243309,0,0.0024330900243309,0,0,0,0,0,0.0024330900243309,0,0,0,0.0024330900243309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,NA,0,0.00454545454545455,0.00454545454545455,0.00681818181818182,0.0181818181818182,0.445454545454545,0.0113636363636364,0.0204545454545455,0,0,0.0113636363636364,0.0772727272727273,0.00454545454545455,0.202272727272727,0.00227272727272727,0,0,0.00227272727272727,0.0318181818181818,0.0818181818181818,0.00454545454545455,0,0.0113636363636364,0,0.00681818181818182,0,0.00454545454545455,0,0.0204545454545455,0.00227272727272727,0.00454545454545455,0.00227272727272727,0,0,0,0,0,0,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0.00227272727272727,0,0.00454545454545455,0,0.00454545454545455,0,0,0.00227272727272727,0,0,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
