"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum.type","Acer.saccharum","Alnus.incana.type","Alnus.viridis.type","Betula","Carya","Castanea","Ceanothus","Celtis","Corylus","Cupressaceae","Ephedra.viridis.type","Fagus.grandifolia","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar.styraciflua","Morus","Myrica","Ostrya.type","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera.type","Populus.tremuloides.type","Prunus.type","Quercus","Rhus","Ribes","Salix","Sambucus","Sarcobatus.vermiculatus","Shepherdia.argentea","Shepherdia.canadensis","Tilia","Ulmus","Vitis","Ambrosia.type","Amelanchier.type","Amorpha.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","cf..Hypericum","Amaranthaceae","Cyperaceae","Fabaceae.undiff.","Galium","Humulus.lupulus","Iva.annua.type","Iva.xanthifolia.type","Melilotus.type","Phlox","Poaceae","Polygonum.lapathifolium.type","Rosaceae.undiff.","Thalictrum","Urtica.type"
1700,6557,0,0,0,0.00224719101123596,0.0202247191011236,0.00224719101123596,0,0.00224719101123596,0.0292134831460674,0,0,0.00224719101123596,0.00674157303370787,0.00898876404494382,0.00224719101123596,0.00449438202247191,0.0696629213483146,0.00449438202247191,0.00898876404494382,0,0,0,0,0,0.051685393258427,0,0.00224719101123596,0.00449438202247191,0.0404494382022472,0.00674157303370787,0,0,0,0.474157303370787,0,0,0.00449438202247191,0,0,0,0,0.00674157303370787,0.11685393258427,0,0.0471910112359551,0,0,0,0.0112359550561798,0.00449438202247191,0,0,0,0.00224719101123596,0.0224719101123595,0,0,0,0,0.00449438202247191,0,0,0.0359550561797753,0,0,0,0
1712,6934,0,0,0,0.00619834710743802,0.0206611570247934,0.00619834710743802,0,0.00413223140495868,0.0413223140495868,0,0,0.00206611570247934,0.00413223140495868,0.00413223140495868,0,0.00206611570247934,0.0206611570247934,0.00206611570247934,0.012396694214876,0,0,0.00413223140495868,0,0,0.0475206611570248,0,0.00206611570247934,0.00413223140495868,0.0413223140495868,0.0103305785123967,0,0,0,0.473140495867769,0,0,0.00619834710743802,0,0,0,0,0.0103305785123967,0.152892561983471,0,0.0309917355371901,0,0,0,0.00619834710743802,0.00619834710743802,0,0,0,0.00619834710743802,0.0309917355371901,0,0,0,0,0.00413223140495868,0,0,0.0371900826446281,0,0,0,0
1713,6968,0,0,0,0,0.0245901639344262,0.00546448087431694,0,0,0.0382513661202186,0.00273224043715847,0,0,0,0.00546448087431694,0,0,0.0382513661202186,0,0.00273224043715847,0.00273224043715847,0,0,0,0,0.0765027322404372,0.00546448087431694,0,0.00546448087431694,0.046448087431694,0.0136612021857923,0.00273224043715847,0,0,0.494535519125683,0,0,0.00546448087431694,0,0,0,0,0.00273224043715847,0.101092896174863,0.00273224043715847,0.0245901639344262,0,0,0,0.0109289617486339,0.00273224043715847,0,0,0,0.0109289617486339,0.0163934426229508,0,0,0,0,0,0,0,0.0546448087431694,0,0,0.00273224043715847,0
1721,7253,0,0,0,0.00630914826498423,0.0126182965299685,0,0,0.00315457413249211,0.0441640378548896,0,0.00315457413249211,0.00946372239747634,0.00946372239747634,0.0157728706624606,0,0,0.0126182965299685,0.00630914826498423,0.00315457413249211,0.00315457413249211,0,0.00630914826498423,0.00630914826498423,0,0.0914826498422713,0.00315457413249211,0,0.00630914826498423,0.0378548895899054,0.0126182965299685,0,0,0,0.43217665615142,0.00315457413249211,0,0,0,0,0,0,0.00315457413249211,0.1198738170347,0.00315457413249211,0.0630914826498423,0,0,0,0.00630914826498423,0.00315457413249211,0,0,0,0.0126182965299685,0.0252365930599369,0,0,0,0,0,0,0,0.0315457413249211,0,0,0.00315457413249211,0
1725,7408,0,0,0.00626959247648903,0.00313479623824451,0.00940438871473354,0,0,0.00626959247648903,0.0282131661442006,0,0,0.00626959247648903,0.00940438871473354,0.00626959247648903,0,0.00940438871473354,0.0344827586206897,0,0.00313479623824451,0.00313479623824451,0,0,0,0,0.0564263322884013,0.00626959247648903,0,0,0.0501567398119122,0.0125391849529781,0.00313479623824451,0,0,0.420062695924765,0,0,0,0,0,0,0,0.00626959247648903,0.103448275862069,0,0.09717868338558,0,0,0,0.0156739811912226,0.00626959247648903,0,0,0,0.0156739811912226,0.0188087774294671,0,0,0,0.00626959247648903,0,0,0,0.0532915360501567,0,0.00313479623824451,0,0
1726,7448,0,0,0,0.00292397660818713,0.0350877192982456,0,0,0.00584795321637427,0.0146198830409357,0,0,0,0.0116959064327485,0.00584795321637427,0,0,0.0292397660818713,0,0.00584795321637427,0.00292397660818713,0,0,0,0,0.0555555555555556,0.00292397660818713,0,0.0087719298245614,0.0467836257309941,0.0146198830409357,0.00584795321637427,0,0,0.409356725146199,0,0,0.0116959064327485,0,0,0,0,0.0087719298245614,0.0847953216374269,0.00584795321637427,0.0847953216374269,0,0,0,0.0146198830409357,0.00584795321637427,0,0,0,0.0175438596491228,0.0409356725146199,0,0,0.00292397660818713,0.0116959064327485,0.00292397660818713,0,0,0.0497076023391813,0,0,0,0
1727,7489,0,0,0,0.00297619047619048,0.0327380952380952,0.00297619047619048,0,0,0.0386904761904762,0,0,0,0,0,0,0,0.0357142857142857,0.00297619047619048,0.00297619047619048,0,0,0,0,0,0.0357142857142857,0,0,0.00595238095238095,0.0535714285714286,0.00297619047619048,0,0,0,0.455357142857143,0,0,0.00297619047619048,0,0,0,0,0.00892857142857143,0.125,0,0.0803571428571429,0,0,0,0.00892857142857143,0,0,0,0,0.0119047619047619,0.0357142857142857,0,0,0.00297619047619048,0,0,0,0,0.0446428571428571,0,0,0.00595238095238095,0
1729,7572,0,0,0,0,0.0165562913907285,0,0,0.00993377483443709,0.0231788079470199,0,0,0,0.0132450331125828,0.00993377483443709,0,0,0.0397350993377483,0.0033112582781457,0,0,0,0,0,0,0.0463576158940397,0.00662251655629139,0.0033112582781457,0,0.033112582781457,0.0264900662251656,0,0,0,0.466887417218543,0,0,0.0132450331125828,0,0.0033112582781457,0,0,0.00662251655629139,0.0794701986754967,0,0.0629139072847682,0,0,0,0.0165562913907285,0.00993377483443709,0,0,0,0.0165562913907285,0.0264900662251656,0,0,0,0,0,0,0.0033112582781457,0.0629139072847682,0,0,0,0
1730,7615,0,0.0033112582781457,0,0,0,0.0033112582781457,0,0.00662251655629139,0.0198675496688742,0,0,0.0033112582781457,0.0033112582781457,0.00993377483443709,0,0.0033112582781457,0.0298013245033113,0,0.0033112582781457,0.00662251655629139,0.00662251655629139,0,0,0,0.0496688741721854,0,0,0.00662251655629139,0.043046357615894,0.0165562913907285,0,0,0,0.440397350993377,0,0,0.00662251655629139,0,0,0,0,0.0132450331125828,0.105960264900662,0.00662251655629139,0.0596026490066225,0,0,0,0.0132450331125828,0.00662251655629139,0,0,0,0.0165562913907285,0.0264900662251656,0,0,0,0.00662251655629139,0,0,0,0.0827814569536424,0,0,0,0
1731,7659,0,0,0,0,0.0131578947368421,0.00526315789473684,0,0,0.0105263157894737,0,0,0,0.00526315789473684,0.00263157894736842,0,0,0.0657894736842105,0,0,0.00263157894736842,0,0,0,0,0.0421052631578947,0,0,0,0.0421052631578947,0,0,0,0,0.471052631578947,0,0,0.00526315789473684,0,0.00263157894736842,0,0,0,0.105263157894737,0,0.0868421052631579,0,0,0,0.0157894736842105,0.00263157894736842,0,0,0,0.0236842105263158,0.0421052631578947,0,0,0,0.00263157894736842,0,0,0,0.05,0,0,0.00263157894736842,0
