"sample.depths","sample.ages","Artemisia","Betula","Cyperaceae","Ericaceae","Picea","Pinus.undiff.","Salix","Asteraceae.subf..Asteroideae.undiff.","Ambrosia","Alnus.viridis","Rosaceae.undiff.","Amaranthaceae","Poaceae","Rubus.chamaemorus","Cupressaceae","Epilobium","Pinus.subg..Pinus","Myrica","Ostrya.type","Ranunculaceae.undiff.","Fabaceae","Alnus.incana","Plantago","Thalictrum","Oxyria.digyna","Ulmus","Pedicularis.lanceolata","Fraxinus","Juglans","Brassicaceae","Polygonum.viviparum","Pinus.subg..Strobus","Rubiaceae","Abies","Carya","Quercus"
0,-57,0.0140625,0.4484375,0.1078125,0.071875,0.13125,0.0015625,0.009375,0.003125,0.0296875,0.1734375,0.0015625,0.0046875,0.0015625,0.0015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,646,0.0215439856373429,0.436265709156194,0.0825852782764812,0.123877917414722,0.131059245960503,0.00179533213644524,0.00359066427289048,0,0.00897666068222621,0.175942549371634,0,0,0.00359066427289048,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0.00179533213644524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,1169,0.0228452751817238,0.344755970924195,0.0955347871235722,0.132917964693666,0.131879543094496,0.00207684319833853,0,0.00207684319833853,0.0083073727933541,0.236760124610592,0,0,0.0124610591900312,0.00207684319833853,0,0,0.00415368639667705,0,0,0.00207684319833853,0.00207684319833853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,1417,0.0131950989632422,0.360037700282752,0.0810556079170594,0.12818096135721,0.172478793590952,0.00377002827521206,0.0056550424128181,0,0.00377002827521206,0.207351555136664,0,0.00188501413760603,0.0056550424128181,0.0056550424128181,0.0056550424128181,0,0,0,0,0,0,0.00377002827521206,0.00188501413760603,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,1888,0.0140280561122244,0.394789579158317,0.0781563126252505,0.140280561122244,0.108216432865731,0.00601202404809619,0.00601202404809619,0.00200400801603206,0.00601202404809619,0.226452905811623,0,0.00400801603206413,0.00601202404809619,0.00400801603206413,0,0,0.00200400801603206,0,0,0,0,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0,0
9.5,2327,0.0108597285067873,0.396380090497738,0.0615384615384615,0.114027149321267,0.132126696832579,0.00633484162895928,0.00723981900452489,0.00180995475113122,0.0108597285067873,0.231674208144796,0.00180995475113122,0,0.00904977375565611,0.00723981900452489,0,0,0.00180995475113122,0.00180995475113122,0,0,0,0,0,0,0.00180995475113122,0.00180995475113122,0.00180995475113122,0,0,0,0,0,0,0,0,0
10.5,2534,0.0260869565217391,0.339130434782609,0.0747826086956522,0.121739130434783,0.143478260869565,0.00608695652173913,0.00695652173913044,0.00173913043478261,0.00173913043478261,0.259130434782609,0,0.00173913043478261,0.00521739130434783,0.00173913043478261,0,0,0.00173913043478261,0.00173913043478261,0,0.00173913043478261,0,0.00173913043478261,0,0,0,0,0,0.00173913043478261,0.00173913043478261,0,0,0,0,0,0,0
15,3376,0.00728597449908925,0.342440801457195,0.0564663023679417,0.134790528233151,0.131147540983607,0.00910746812386157,0.00910746812386157,0,0,0.293260473588342,0.00182149362477231,0,0.00728597449908925,0.00182149362477231,0,0.00182149362477231,0,0,0,0,0,0.00182149362477231,0,0,0,0,0,0.00182149362477231,0,0,0,0,0,0,0,0
21.5,4346,0.00891530460624071,0.337295690936107,0.0728083209509658,0.12035661218425,0.109212481426449,0.012630014858841,0.0148588410104012,0.00148588410104012,0.00148588410104012,0.292719167904903,0.00148588410104012,0.00148588410104012,0.0148588410104012,0,0.00297176820208024,0,0.00445765230312036,0.00148588410104012,0,0,0,0,0,0,0,0,0,0,0,0.00148588410104012,0,0,0,0,0,0
30,5242,0.0170715692711753,0.420223243598162,0.0577806959947472,0.103742613263296,0.0847012475377544,0.00656598818122127,0.0157583716349311,0,0.00131319763624425,0.273145108338805,0,0,0.0131319763624425,0,0,0,0.00131319763624425,0,0.00131319763624425,0,0,0.00262639527248851,0,0,0,0,0,0,0,0,0.00131319763624425,0,0,0,0,0
