"sample.depths","sample.ages","Abies","Acer.saccharum.type","Alnus","Betula","Carya","Castanea","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana.type","Fraxinus.nigra","Juglans.cinerea","Juglans.nigra","Larix","Myrica","Ostrya.Carpinus","Picea","Pinus","Platanus","Populus","Quercus","Salix","Shepherdia.canadensis","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Caryophyllaceae","Chenopodiineae","Cyperaceae","Poaceae","Rosaceae","Thalictrum","Xanthium"
200,2789,0.0075187969924812,0.0676691729323308,0.0075187969924812,0.075187969924812,0.0075187969924812,0,0,0,0,0.0526315789473684,0,0.0225563909774436,0.0075187969924812,0,0.0075187969924812,0.0075187969924812,0,0.0075187969924812,0.300751879699248,0,0,0.112781954887218,0.0150375939849624,0,0,0.0977443609022556,0.0225563909774436,0,0.0451127819548872,0,0,0,0,0,0.0150375939849624,0.120300751879699,0,0,0
210,2930,0,0.0434782608695652,0,0.0745341614906832,0,0,0,0.0248447204968944,0,0.0496894409937888,0.0434782608695652,0.0186335403726708,0,0,0,0,0.0124223602484472,0,0.136645962732919,0.0062111801242236,0,0.15527950310559,0.0248447204968944,0,0.0124223602484472,0.0186335403726708,0.0496894409937888,0.0062111801242236,0.0124223602484472,0,0,0.0062111801242236,0,0,0.142857142857143,0.161490683229814,0,0,0
220,3071,0,0.0769230769230769,0.00591715976331361,0.0591715976331361,0,0,0.00591715976331361,0.029585798816568,0,0.0828402366863905,0.0355029585798817,0.029585798816568,0.00591715976331361,0,0,0.00591715976331361,0.0236686390532544,0.00591715976331361,0.0769230769230769,0.00591715976331361,0,0.118343195266272,0.0710059171597633,0,0.0118343195266272,0.029585798816568,0.0177514792899408,0,0,0,0,0,0,0.00591715976331361,0.0828402366863905,0.207100591715976,0,0.00591715976331361,0
230,3211,0,0.0880503144654088,0,0.0628930817610063,0.0188679245283019,0,0,0.0251572327044025,0,0.10062893081761,0.0251572327044025,0.0125786163522013,0.00628930817610063,0.00628930817610063,0.00628930817610063,0,0.0566037735849057,0.00628930817610063,0.0691823899371069,0.00628930817610063,0,0.106918238993711,0.0125786163522013,0,0.00628930817610063,0.0251572327044025,0.0628930817610063,0,0,0,0,0,0,0,0.0440251572327044,0.245283018867925,0,0.00628930817610063,0
240,3352,0,0.0964467005076142,0.0050761421319797,0.0710659898477157,0,0,0,0.0203045685279188,0,0.106598984771574,0.0152284263959391,0.0203045685279188,0,0,0,0,0,0.0050761421319797,0.0761421319796954,0,0,0.106598984771574,0.0050761421319797,0,0,0.0152284263959391,0.0253807106598985,0,0,0,0.0050761421319797,0,0.0050761421319797,0,0.0203045685279188,0.401015228426396,0,0,0
250,3493,0,0.0364583333333333,0.00520833333333333,0.078125,0,0,0,0.046875,0,0.104166666666667,0.0208333333333333,0.015625,0.00520833333333333,0,0,0.00520833333333333,0.0364583333333333,0,0.078125,0,0,0.046875,0.0104166666666667,0,0.0104166666666667,0.0260416666666667,0.0520833333333333,0,0,0,0,0,0,0,0.0208333333333333,0.395833333333333,0,0.00520833333333333,0
260,3634,0.00584795321637427,0.0701754385964912,0.00584795321637427,0.0409356725146199,0.00584795321637427,0,0,0.00584795321637427,0,0.105263157894737,0.0175438596491228,0.0175438596491228,0,0,0,0.00584795321637427,0.0116959064327485,0.00584795321637427,0.0994152046783626,0,0,0.0701754385964912,0.00584795321637427,0,0.00584795321637427,0.0701754385964912,0.0292397660818713,0,0.00584795321637427,0,0,0.00584795321637427,0.00584795321637427,0,0,0.403508771929825,0,0,0
270,3775,0,0.088495575221239,0,0.0619469026548673,0.00442477876106195,0,0,0.0176991150442478,0,0.0929203539823009,0.0132743362831858,0.0132743362831858,0,0,0,0,0.0132743362831858,0.00442477876106195,0.0486725663716814,0.0088495575221239,0,0.0398230088495575,0.0088495575221239,0,0,0.0353982300884956,0.0176991150442478,0,0,0,0,0.0088495575221239,0,0,0.0088495575221239,0.513274336283186,0,0,0
280,3915,0,0.0481283422459893,0.0106951871657754,0.0213903743315508,0.0106951871657754,0,0,0.0160427807486631,0,0.0802139037433155,0.0053475935828877,0.0213903743315508,0,0,0.0053475935828877,0.0053475935828877,0.0213903743315508,0.0053475935828877,0.090909090909091,0.0106951871657754,0,0.0962566844919786,0,0,0,0.0427807486631016,0.0481283422459893,0,0,0,0.0106951871657754,0,0,0.0053475935828877,0,0.443850267379679,0,0,0
290,4056,0.00523560209424084,0.031413612565445,0.00523560209424084,0.0890052356020942,0.00523560209424084,0,0,0.031413612565445,0,0.0785340314136126,0.0261780104712042,0.0157068062827225,0,0,0,0,0.0261780104712042,0.0157068062827225,0.0837696335078534,0,0,0.0785340314136126,0,0,0.0157068062827225,0.031413612565445,0.0523560209424084,0,0.00523560209424084,0,0,0.00523560209424084,0,0,0,0.397905759162304,0,0,0
300,4197,0,0.0780141843971631,0.0141843971631206,0.0567375886524823,0,0.00709219858156028,0,0.0354609929078014,0,0.0851063829787234,0.0141843971631206,0.0141843971631206,0,0,0,0,0.0567375886524823,0,0.141843971631206,0,0,0.148936170212766,0.00709219858156028,0,0,0.049645390070922,0.0425531914893617,0,0,0,0,0,0,0,0,0.24822695035461,0,0,0
310,4338,0,0.0693069306930693,0.0099009900990099,0.0742574257425743,0.00495049504950495,0,0,0.0247524752475248,0,0.094059405940594,0.00495049504950495,0.0099009900990099,0,0,0,0,0.0099009900990099,0,0.123762376237624,0.00495049504950495,0,0.0594059405940594,0.00495049504950495,0,0.0148514851485149,0.0297029702970297,0.0247524752475248,0,0.0099009900990099,0,0.00495049504950495,0,0,0.00495049504950495,0,0.405940594059406,0,0.0099009900990099,0
320,4479,0.00641025641025641,0.0769230769230769,0.0128205128205128,0.108974358974359,0.00641025641025641,0,0,0.0256410256410256,0,0.0897435897435897,0.0256410256410256,0,0,0,0,0,0.032051282051282,0,0.115384615384615,0.00641025641025641,0,0.115384615384615,0,0,0.00641025641025641,0.0256410256410256,0.032051282051282,0,0,0,0,0.00641025641025641,0,0,0,0.307692307692308,0,0,0
330,4619,0,0.0404624277456647,0.0115606936416185,0.0289017341040462,0.00578034682080925,0,0,0.0404624277456647,0,0.069364161849711,0.023121387283237,0.0289017341040462,0,0,0,0,0.0346820809248555,0.0173410404624277,0.15606936416185,0,0,0.15028901734104,0,0,0.0115606936416185,0.00578034682080925,0.046242774566474,0,0.00578034682080925,0,0,0,0,0,0,0.312138728323699,0,0.00578034682080925,0.00578034682080925
340,4760,0,0.0591397849462366,0.00537634408602151,0.043010752688172,0,0,0,0.043010752688172,0,0.0483870967741935,0.021505376344086,0.032258064516129,0,0,0,0,0.021505376344086,0,0.161290322580645,0,0,0.150537634408602,0,0,0.010752688172043,0.0268817204301075,0.0483870967741935,0,0.00537634408602151,0,0.00537634408602151,0,0,0,0,0.317204301075269,0,0,0
350,4901,0,0.0410958904109589,0.00684931506849315,0.0273972602739726,0,0.00684931506849315,0,0.00684931506849315,0,0.0410958904109589,0.0410958904109589,0.00684931506849315,0,0,0,0,0.047945205479452,0,0.184931506849315,0,0,0.191780821917808,0,0,0.00684931506849315,0.0205479452054795,0.095890410958904,0,0.00684931506849315,0,0,0,0,0,0,0.267123287671233,0,0,0
360,5042,0,0.046875,0.0104166666666667,0.0520833333333333,0.0104166666666667,0,0,0.0208333333333333,0,0.0677083333333333,0.0260416666666667,0.0208333333333333,0,0,0,0,0.03125,0,0.135416666666667,0.00520833333333333,0,0.0989583333333333,0,0,0.00520833333333333,0.0208333333333333,0.0260416666666667,0,0,0,0,0.00520833333333333,0,0.00520833333333333,0.0104166666666667,0.401041666666667,0,0,0
365,5112,0,0.0584415584415584,0.0064935064935065,0.11038961038961,0,0,0.0064935064935065,0.0194805194805195,0,0.0779220779220779,0.0324675324675325,0.0584415584415584,0,0,0.0064935064935065,0,0.0194805194805195,0,0.155844155844156,0,0,0.090909090909091,0,0,0,0.0454545454545455,0.038961038961039,0,0.0064935064935065,0,0,0,0,0,0,0.266233766233766,0,0,0
370,5390,0.0072463768115942,0.0289855072463768,0.0072463768115942,0.036231884057971,0.0072463768115942,0,0,0,0,0.0072463768115942,0.0144927536231884,0.0072463768115942,0.0072463768115942,0,0,0,0.0869565217391304,0.0072463768115942,0.434782608695652,0.0072463768115942,0.0072463768115942,0.0652173913043478,0,0,0.0217391304347826,0.144927536231884,0.0797101449275362,0,0.0072463768115942,0,0.0072463768115942,0,0,0,0,0.0072463768115942,0,0,0
380,5945,0.00602409638554217,0.0180722891566265,0,0.0301204819277108,0,0,0.00602409638554217,0,0,0.00602409638554217,0.0120481927710843,0.00602409638554217,0,0,0,0,0.036144578313253,0.331325301204819,0.421686746987952,0,0,0.0662650602409639,0,0,0.00602409638554217,0.0301204819277108,0.0180722891566265,0,0,0,0,0,0,0,0.00602409638554217,0,0,0,0
390,6500,0.00892857142857143,0.0446428571428571,0,0.0892857142857143,0,0,0.00892857142857143,0.00892857142857143,0,0.0178571428571429,0.00892857142857143,0.00892857142857143,0,0,0,0,0.0625,0.00892857142857143,0.544642857142857,0,0,0.133928571428571,0,0,0,0,0.0357142857142857,0,0.00892857142857143,0,0,0,0,0,0,0.00892857142857143,0,0,0
400,7056,0.00746268656716418,0.0298507462686567,0,0.0895522388059701,0,0,0,0.00746268656716418,0,0,0,0.0149253731343284,0.00746268656716418,0,0.00746268656716418,0,0.0223880597014925,0,0.626865671641791,0.00746268656716418,0,0.0746268656716418,0.00746268656716418,0,0,0.0149253731343284,0.0447761194029851,0,0.00746268656716418,0,0.00746268656716418,0,0,0,0,0.0223880597014925,0,0,0
410,7611,0,0.0283018867924528,0.00943396226415094,0.0471698113207547,0,0,0,0,0,0,0.00943396226415094,0,0,0,0,0,0.0377358490566038,0.00943396226415094,0.641509433962264,0,0.00943396226415094,0.160377358490566,0,0,0,0,0.0283018867924528,0,0,0,0.00943396226415094,0,0,0,0.00943396226415094,0,0,0,0
420,8166,0.036036036036036,0.018018018018018,0.009009009009009,0.072072072072072,0,0,0,0,0,0,0,0,0,0,0.009009009009009,0,0.063063063063063,0,0.558558558558559,0,0,0.189189189189189,0,0,0.009009009009009,0.018018018018018,0.009009009009009,0,0.009009009009009,0,0,0,0,0,0,0,0,0,0
430,8721,0.0188679245283019,0.00943396226415094,0.00943396226415094,0.0660377358490566,0,0,0,0,0,0,0.00943396226415094,0.0188679245283019,0,0,0,0.00943396226415094,0.0188679245283019,0,0.679245283018868,0.00943396226415094,0,0.113207547169811,0,0,0,0.00943396226415094,0.0188679245283019,0,0.00943396226415094,0,0,0,0,0,0,0,0,0,0
440,9277,0.00806451612903226,0,0,0.0806451612903226,0.00806451612903226,0,0,0.00806451612903226,0,0.00806451612903226,0.0241935483870968,0.032258064516129,0,0,0,0.00806451612903226,0.032258064516129,0.00806451612903226,0.483870967741935,0,0,0.169354838709677,0,0,0,0.0161290322580645,0.064516129032258,0,0,0,0,0,0,0,0,0.0483870967741935,0,0,0
450,9832,0,0.0078740157480315,0,0.094488188976378,0,0,0,0,0,0.0078740157480315,0,0,0,0,0,0,0.031496062992126,0.015748031496063,0.637795275590551,0,0,0.078740157480315,0,0,0,0,0.0551181102362205,0,0,0,0.0078740157480315,0,0,0,0.015748031496063,0.047244094488189,0,0,0
460,10387,0,0.00869565217391304,0,0.104347826086957,0,0,0,0.0173913043478261,0,0,0,0.00869565217391304,0,0,0,0,0.0608695652173913,0.0173913043478261,0.573913043478261,0,0,0.0521739130434783,0.00869565217391304,0,0,0.00869565217391304,0.0347826086956522,0.00869565217391304,0,0,0,0,0,0,0.0434782608695652,0.0521739130434783,0,0,0
470,10942,0.009009009009009,0,0,0.063063063063063,0,0,0,0,0,0,0,0.009009009009009,0,0,0,0,0.009009009009009,0.018018018018018,0.738738738738739,0,0,0.036036036036036,0.018018018018018,0,0,0.009009009009009,0.018018018018018,0,0,0,0,0,0,0,0.036036036036036,0.036036036036036,0,0,0
475,11069,0.018348623853211,0,0,0.0091743119266055,0,0,0,0,0,0,0,0,0,0,0.0091743119266055,0,0,0.0458715596330275,0.81651376146789,0,0,0.036697247706422,0.0091743119266055,0,0,0,0.0091743119266055,0,0,0,0,0,0,0,0.0275229357798165,0.018348623853211,0,0,0
480,11196,0.00826446280991736,0.00826446280991736,0,0.0247933884297521,0,0,0,0.0165289256198347,0,0,0,0,0,0,0.00826446280991736,0,0.00826446280991736,0.0330578512396694,0.694214876033058,0,0,0.0743801652892562,0.0165289256198347,0.00826446280991736,0,0,0.0247933884297521,0,0,0,0,0,0,0,0.0330578512396694,0.0413223140495868,0,0,0
490,11450,0.0317460317460317,0,0.00793650793650794,0.0317460317460317,0.00793650793650794,0,0,0,0,0.00793650793650794,0.00793650793650794,0.00793650793650794,0,0,0.0555555555555556,0,0,0.0396825396825397,0.738095238095238,0,0,0.0158730158730159,0,0,0,0.00793650793650794,0.0158730158730159,0,0,0,0,0,0,0,0.0158730158730159,0.00793650793650794,0,0,0
500,11704,0.0285714285714286,0,0.0214285714285714,0.0285714285714286,0.00714285714285714,0,0.00714285714285714,0.00714285714285714,0,0,0,0,0.00714285714285714,0,0.0714285714285714,0,0.0285714285714286,0.2,0.385714285714286,0,0,0.0428571428571429,0.00714285714285714,0,0,0.00714285714285714,0.0285714285714286,0,0,0,0,0.0142857142857143,0,0,0.0785714285714286,0.0285714285714286,0,0,0
510,NA,0.0165745856353591,0,0.0110497237569061,0.0220994475138122,0,0,0.00552486187845304,0.00552486187845304,0,0,0,0.00552486187845304,0.00552486187845304,0,0.116022099447514,0,0.0165745856353591,0.198895027624309,0.248618784530387,0,0,0.0497237569060773,0.00552486187845304,0,0,0,0.0276243093922652,0,0.00552486187845304,0,0.0220994475138122,0,0,0,0.232044198895028,0.00552486187845304,0,0,0
515,NA,0.0130718954248366,0,0.0065359477124183,0.0718954248366013,0.0065359477124183,0,0,0,0,0,0,0.0130718954248366,0,0,0.0980392156862745,0,0,0.261437908496732,0.228758169934641,0.0065359477124183,0,0.0522875816993464,0.0196078431372549,0.0065359477124183,0,0.0065359477124183,0.0261437908496732,0,0,0.0065359477124183,0,0.0065359477124183,0,0,0.163398692810458,0.0065359477124183,0,0,0
520,NA,0,0,0.0202702702702703,0.0743243243243243,0.00675675675675676,0,0,0.0202702702702703,0,0,0,0.0135135135135135,0,0,0.0135135135135135,0,0.00675675675675676,0.202702702702703,0.27027027027027,0,0,0.0608108108108108,0.027027027027027,0,0,0,0.0337837837837838,0,0,0,0.027027027027027,0.0202702702702703,0,0,0.189189189189189,0.00675675675675676,0.00675675675675676,0,0
530,NA,0,0,0.0161290322580645,0.0698924731182796,0,0,0,0,0.00537634408602151,0,0,0,0,0,0,0,0,0.263440860215054,0.231182795698925,0,0,0.010752688172043,0.010752688172043,0,0,0.00537634408602151,0,0,0.00537634408602151,0,0.010752688172043,0.00537634408602151,0,0,0.360215053763441,0.00537634408602151,0,0,0
540,NA,0,0.00416666666666667,0,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0.00416666666666667,0,0,0.0916666666666667,0.241666666666667,0,0,0.0166666666666667,0.0125,0,0,0.00833333333333333,0.0166666666666667,0,0.0125,0,0.0125,0,0,0.00416666666666667,0.4875,0.05,0,0.00416666666666667,0
