"sample.depths","sample.ages","Acer","Alnus","Betula","Carya","Castanea","Celtis","Cornus","Corylus","Cupressaceae.Taxaceae","Ephedra","Ericaceae","Fagus","Fraxinus","Ilex","Juglans","Liquidambar","Liriodendron","Magnolia","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus","Platanus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae","Cyperaceae","Euphorbiaceae","Fabaceae","Iva","Lamiaceae","Malvaceae","Plantago","Poaceae","Polygonum"
307,619,0,0.006329114,0.012658228,0.060126582,0,0,0,0.003164557,0,0,0,0,0,0,0,0.006329114,0,0,0,0,0,0,0.382911392,0,0.490506329,0,0.003164557,0.009493671,0.003164557,0,0.009493671,0,0,0,0,0.003164557,0.003164557,0,0,0,0,0,0,0.006329114,0
309,622,0.003164557,0,0.003164557,0.047468354,0.009493671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009493671,0.392405063,0,0.503164557,0,0,0.003164557,0,0,0.018987342,0,0.003164557,0,0,0.006329114,0,0,0,0,0,0,0,0,0
311,625,0.004761905,0,0.014285714,0.09047619,0.002380952,0,0.007142857,0,0,0,0,0,0,0,0.002380952,0.011904762,0,0,0,0.007142857,0,0.002380952,0.414285714,0,0.404761905,0,0,0.014285714,0.002380952,0,0.002380952,0,0.007142857,0,0,0.007142857,0,0,0,0,0,0,0,0.004761905,0
313,628,0.00255102,0.005102041,0.015306122,0.079081633,0,0,0,0,0,0,0,0,0,0,0.010204082,0.015306122,0,0,0.00255102,0.010204082,0.00255102,0.007653061,0.489795918,0,0.316326531,0,0,0.015306122,0.007653061,0,0.005102041,0.00255102,0.00255102,0,0,0,0,0,0,0,0,0,0,0.010204082,0
319,637,0,0.007556675,0.010075567,0.050377834,0,0,0,0.007556675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002518892,0.400503778,0,0.483627204,0,0.005037783,0.020151134,0,0,0.010075567,0,0,0,0,0.002518892,0,0,0,0,0,0,0,0,0
329,651,0,0,0.015772871,0.135646688,0,0,0,0,0,0,0,0.003154574,0,0,0.009463722,0.012618297,0,0,0,0,0,0.003154574,0.38170347,0,0.413249211,0,0,0.003154574,0.006309148,0,0.006309148,0,0.006309148,0,0,0.003154574,0,0,0,0,0,0,0,0,0
339,666,0,0,0.012618297,0.09148265,0.006309148,0,0,0,0,0,0,0.009463722,0,0,0,0.003154574,0,0,0,0,0,0,0.397476341,0,0.447949527,0,0,0.009463722,0.006309148,0,0.003154574,0,0.003154574,0,0,0.009463722,0,0,0,0,0,0,0,0,0
339.1,666.5,0,0.007407407,0.012345679,0.103703704,0,0,0,0,0.012345679,0,0,0,0,0,0.004938272,0.007407407,0,0,0,0.004938272,0,0.007407407,0.387654321,0,0.407407407,0,0,0.019753086,0.007407407,0,0.002469136,0.002469136,0.002469136,0,0,0.004938272,0.002469136,0,0,0,0,0,0,0.002469136,0
349,674,0.013377926,0,0.010033445,0.086956522,0.003344482,0,0,0.006688963,0,0,0,0,0,0,0,0.003344482,0,0,0,0,0.006688963,0.003344482,0.301003344,0,0.531772575,0,0,0.016722408,0,0,0.003344482,0,0.003344482,0,0,0.010033445,0,0,0,0,0,0,0,0,0
359,681,0,0,0.023529412,0.067647059,0,0,0,0,0,0,0,0,0,0,0,0.005882353,0.002941176,0,0,0,0,0,0.261764706,0,0.602941176,0,0,0.014705882,0.002941176,0,0.005882353,0,0.002941176,0,0,0.005882353,0,0,0,0,0,0,0,0.002941176,0
369,688,0,0,0.009646302,0.144694534,0,0,0,0.003215434,0,0,0,0,0,0,0.003215434,0,0,0,0,0,0,0.003215434,0.302250804,0,0.514469453,0,0,0.01607717,0.003215434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,731,0,0.002932551,0,0.105571848,0,0,0,0,0,0,0,0,0,0,0,0,0.008797654,0,0,0,0,0.002932551,0.445747801,0,0.390029326,0,0.002932551,0.032258065,0,0,0,0,0,0,0,0.008797654,0,0,0,0,0,0,0,0,0
389,774,0,0,0.019672131,0.08852459,0,0,0,0,0,0,0,0,0,0,0,0.006557377,0,0,0,0,0,0.003278689,0.363934426,0,0.468852459,0,0,0.013114754,0.003278689,0.003278689,0.003278689,0,0.009836066,0,0,0.016393443,0,0,0,0,0,0,0,0,0
399,817,0,0.005249344,0.020997375,0.102362205,0,0,0,0,0,0,0,0.005249344,0,0,0,0.01312336,0.002624672,0,0,0,0,0.002624672,0.283464567,0,0.524934383,0,0.002624672,0.020997375,0.002624672,0,0,0,0.007874016,0,0,0.002624672,0.002624672,0,0,0,0,0,0,0,0
401,826,0,0,0.01497006,0.101796407,0,0,0,0,0.002994012,0,0,0,0.002994012,0,0,0.008982036,0,0,0,0.002994012,0.002994012,0.002994012,0.311377246,0,0.511976048,0,0,0.005988024,0.002994012,0,0.002994012,0,0,0,0,0.002994012,0.011976048,0,0,0,0,0,0,0.008982036,0
407,852,0.002849003,0.002849003,0.014245014,0.088319088,0,0,0,0,0.008547009,0,0,0,0,0,0.002849003,0.014245014,0.002849003,0,0,0.008547009,0,0,0.145299145,0,0.66951567,0,0,0.008547009,0,0.002849003,0.002849003,0,0,0,0,0.017094017,0.002849003,0,0,0,0,0,0,0.005698006,0
409,860,0,0.00660066,0.02310231,0.122112211,0,0,0,0.00990099,0,0,0,0,0,0,0.01320132,0.01650165,0,0,0,0,0.00660066,0.00330033,0.481848185,0,0.290429043,0,0,0.00660066,0.00330033,0,0.00990099,0,0.00660066,0,0,0,0,0,0,0,0,0,0,0,0
411,869,0,0.002272727,0.027272727,0.061363636,0,0,0,0,0.002272727,0,0,0,0.002272727,0,0.002272727,0.006818182,0,0,0,0.006818182,0,0.006818182,0.159090909,0,0.688636364,0,0,0.004545455,0.004545455,0,0.004545455,0,0.002272727,0,0,0.009090909,0.006818182,0,0,0,0,0,0,0.002272727,0
419,903,0.002666667,0,0.005333333,0.096,0,0,0,0,0,0,0,0.002666667,0,0,0,0.010666667,0.002666667,0,0,0,0,0,0.301333333,0,0.56,0,0.002666667,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002666667,0
429,946,0,0.003076923,0.018461538,0.089230769,0,0,0,0.003076923,0,0,0,0,0,0,0,0.009230769,0,0,0,0,0,0.003076923,0.443076923,0,0.403076923,0,0,0.018461538,0,0,0.003076923,0,0.006153846,0,0,0,0,0,0,0,0,0,0,0,0
439,990,0,0.003134796,0.003134796,0.109717868,0,0,0,0.003134796,0,0,0,0.003134796,0,0,0.006269592,0.003134796,0.003134796,0,0,0,0,0,0.338557994,0,0.485893417,0,0.003134796,0.034482759,0,0,0.003134796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,1033,0.003278689,0,0.016393443,0.068852459,0,0,0,0.003278689,0,0,0,0,0,0,0,0.003278689,0,0,0,0,0.003278689,0.003278689,0.393442623,0,0.462295082,0,0.003278689,0.009836066,0,0,0.019672131,0,0.003278689,0,0,0.006557377,0,0,0,0,0,0,0,0,0
459,1075,0,0,0,0.082802548,0,0,0,0.00955414,0,0,0,0.006369427,0,0,0,0,0,0,0,0,0,0,0.375796178,0,0.503184713,0,0,0.00955414,0,0,0.003184713,0,0,0,0,0.006369427,0,0,0,0,0,0,0,0.003184713,0
469,1115,0.00330033,0,0.02640264,0.108910891,0.00330033,0,0,0.00330033,0,0,0,0,0,0,0.00660066,0.00330033,0,0,0,0,0,0.00330033,0.316831683,0,0.504950495,0,0,0.01320132,0,0,0.00330033,0,0,0,0,0.00330033,0,0,0,0,0,0,0,0,0
479,1156,0.002857143,0.002857143,0.02,0.068571429,0,0,0,0,0.011428571,0,0.002857143,0.011428571,0.002857143,0,0.002857143,0.005714286,0,0,0,0.002857143,0,0.005714286,0.351428571,0,0.482857143,0,0,0.002857143,0,0,0,0,0,0,0,0.002857143,0.005714286,0,0,0,0,0,0,0.014285714,0
489,1193,0,0.009287926,0.021671827,0.114551084,0,0,0,0.003095975,0,0,0,0,0,0,0.00619195,0.034055728,0,0,0,0,0,0,0.421052632,0,0.365325077,0,0,0.015479876,0,0.003095975,0.003095975,0,0,0,0,0.003095975,0,0,0,0,0,0,0,0,0
499,1226,0,0.003144654,0.009433962,0.122641509,0,0,0,0.003144654,0.006289308,0,0,0,0,0.003144654,0.012578616,0.025157233,0,0,0.003144654,0.006289308,0,0.006289308,0.320754717,0,0.443396226,0.003144654,0,0.01572327,0.003144654,0,0,0,0,0,0.003144654,0.003144654,0,0,0,0,0,0,0,0.006289308,0
509,1258,0,0.002770083,0.013850416,0.102493075,0.002770083,0,0.002770083,0,0.030470914,0,0,0.002770083,0.002770083,0,0,0.008310249,0,0,0.002770083,0.011080332,0,0.002770083,0.252077562,0,0.529085873,0,0,0.011080332,0,0,0,0,0,0,0,0,0.002770083,0,0,0,0.002770083,0,0,0.016620499,0
519,1291,0.0125,0,0.009375,0.071875,0,0,0.003125,0,0,0,0,0.009375,0,0,0.003125,0.009375,0,0,0,0.00625,0,0.00625,0.3125,0,0.525,0,0,0.009375,0.003125,0,0.00625,0,0.003125,0,0,0.003125,0,0,0,0,0,0,0,0.00625,0
529,1324,0,0.009708738,0.03236246,0.071197411,0.012944984,0,0,0.006472492,0.01618123,0,0,0,0.003236246,0,0.006472492,0.009708738,0,0,0,0.006472492,0,0.009708738,0.268608414,0,0.511326861,0,0,0.012944984,0.003236246,0,0.003236246,0,0.003236246,0,0,0,0,0,0,0,0,0,0,0.012944984,0
539,1357,0,0,0.003215434,0.077170418,0,0,0,0,0,0,0,0.003215434,0.003215434,0,0,0.006430868,0,0,0,0,0,0.006430868,0.392282958,0,0.469453376,0,0,0.006430868,0.003215434,0,0.003215434,0,0.003215434,0,0,0.003215434,0.003215434,0,0,0,0,0,0,0.01607717,0
549,1389,0.006289308,0.003144654,0.028301887,0.053459119,0,0,0,0,0,0,0,0,0,0,0.003144654,0,0,0,0,0,0,0.003144654,0.34591195,0,0.51572327,0,0,0.009433962,0,0,0.003144654,0,0.003144654,0,0,0.009433962,0.006289308,0,0,0,0,0,0,0.009433962,0
559,1422,0,0,0,0.083333333,0,0,0,0.00308642,0.012345679,0,0,0.00308642,0.00617284,0,0,0.00308642,0,0,0,0,0,0.012345679,0.342592593,0,0.490740741,0,0.00617284,0.009259259,0.00308642,0,0.00308642,0,0.00308642,0,0,0.009259259,0.00617284,0.00308642,0,0,0,0,0,0,0
569,1455,0,0.008547009,0.017094017,0.065527066,0,0,0,0.002849003,0.017094017,0,0,0.002849003,0.002849003,0,0.002849003,0.014245014,0,0,0,0,0,0.011396011,0.358974359,0,0.447293447,0,0,0.005698006,0.008547009,0,0,0.002849003,0.002849003,0,0,0,0.008547009,0,0,0,0,0,0,0.01994302,0
579,1496,0,0.003144654,0.006289308,0.097484277,0,0,0,0,0,0,0,0.009433962,0,0,0.003144654,0.01572327,0,0,0,0,0,0.01572327,0.440251572,0,0.377358491,0,0,0.003144654,0.006289308,0,0,0,0.003144654,0,0,0.006289308,0.003144654,0.003144654,0,0,0.003144654,0,0,0.003144654,0
589,1556,0,0.002890173,0.026011561,0.080924855,0,0,0,0.002890173,0.020231214,0,0,0,0,0,0.002890173,0.011560694,0,0,0,0.005780347,0,0.011560694,0.393063584,0,0.398843931,0,0.005780347,0.00867052,0.002890173,0,0,0,0.005780347,0,0,0.005780347,0,0,0,0,0,0,0,0.014450867,0
599,1617,0.002680965,0.002680965,0.026809651,0.072386059,0.002680965,0,0,0.002680965,0.008042895,0,0,0.008042895,0.002680965,0,0.002680965,0.00536193,0,0,0,0.00536193,0.002680965,0.00536193,0.345844504,0,0.461126005,0,0,0.008042895,0.002680965,0,0,0,0.002680965,0,0,0.00536193,0.002680965,0,0,0,0,0,0,0.021447721,0
609,1677,0,0.006006006,0.015015015,0.105105105,0,0,0,0.003003003,0.009009009,0,0,0,0,0,0.006006006,0.009009009,0,0,0,0.006006006,0,0.003003003,0.588588589,0.003003003,0.213213213,0,0,0.009009009,0,0,0,0,0.003003003,0,0,0.006006006,0.003003003,0,0,0,0,0,0,0.012012012,0
619,1738,0,0.002949853,0.01179941,0.073746313,0,0,0,0,0,0,0,0,0.002949853,0,0.005899705,0.014749263,0,0,0,0.002949853,0,0.005899705,0.374631268,0,0.477876106,0,0,0.017699115,0,0,0.002949853,0,0,0,0,0.002949853,0,0,0,0,0,0,0,0.002949853,0
629,1798,0,0.002754821,0.016528926,0.115702479,0,0,0,0.002754821,0.008264463,0,0,0,0.002754821,0,0,0.005509642,0,0,0.002754821,0.008264463,0,0.011019284,0.462809917,0,0.303030303,0,0,0.013774105,0,0,0,0.002754821,0,0,0.002754821,0.008264463,0.008264463,0,0,0,0.002754821,0,0,0.019283747,0
639,1859,0.002531646,0.007594937,0.017721519,0.083544304,0,0,0,0,0.015189873,0,0,0,0,0,0,0.005063291,0,0,0.002531646,0.005063291,0,0.002531646,0.313924051,0,0.518987342,0,0,0.012658228,0,0,0.002531646,0,0,0,0,0.005063291,0,0,0,0,0,0,0,0.005063291,0
649,1920,0,0,0.014749263,0.067846608,0.005899705,0,0,0,0.026548673,0,0,0,0,0,0.005899705,0.008849558,0,0,0,0,0,0.002949853,0.407079646,0,0.436578171,0,0,0.005899705,0.008849558,0,0,0,0,0,0,0,0.002949853,0,0,0,0,0,0,0.005899705,0
659,1980,0,0.005865103,0.017595308,0.070381232,0,0,0,0,0.005865103,0,0,0,0,0,0,0.020527859,0,0,0.002932551,0,0,0.008797654,0.407624633,0,0.410557185,0,0.002932551,0.014662757,0.002932551,0,0,0,0,0,0,0.002932551,0.002932551,0,0,0,0,0,0,0.023460411,0
669,2029,0,0.00619195,0.015479876,0.105263158,0.003095975,0,0,0.00619195,0.009287926,0,0.003095975,0,0,0,0.00619195,0,0,0,0,0.003095975,0,0.003095975,0.46749226,0,0.303405573,0,0.003095975,0.015479876,0.003095975,0,0,0,0.012383901,0,0,0.009287926,0.003095975,0,0,0,0,0,0,0.021671827,0
679,2061,0,0.003134796,0.012539185,0.137931034,0,0,0,0,0.012539185,0,0,0.009404389,0.003134796,0,0,0.043887147,0,0,0,0.006269592,0,0.003134796,0.257053292,0,0.448275862,0,0,0.018808777,0.009404389,0,0.003134796,0.003134796,0,0,0,0.009404389,0.003134796,0,0,0,0,0,0,0.015673981,0
689,2092,0,0.011627907,0.01744186,0.090116279,0,0,0,0.00872093,0.020348837,0,0,0,0,0,0,0.011627907,0,0,0.002906977,0.005813953,0,0,0.325581395,0,0.470930233,0.002906977,0,0.01744186,0,0,0.002906977,0,0.002906977,0,0,0.005813953,0.002906977,0,0,0,0,0,0,0,0
699,2124,0,0,0.014367816,0.060344828,0,0,0,0,0.00862069,0,0,0,0,0,0,0.022988506,0,0,0,0,0,0.005747126,0.310344828,0,0.545977011,0,0,0.011494253,0,0,0.002873563,0,0,0,0,0.005747126,0.00862069,0,0,0,0,0,0,0.002873563,0
709,2155,0,0.003012048,0.024096386,0.108433735,0.012048193,0,0,0.003012048,0,0,0,0,0,0,0,0.018072289,0,0,0,0.009036145,0,0.003012048,0.301204819,0,0.487951807,0,0,0.006024096,0.006024096,0,0,0,0,0,0,0.003012048,0.003012048,0,0,0,0.003012048,0,0,0.009036145,0
719,2187,0.003003003,0,0,0.066066066,0,0,0,0,0.006006006,0,0,0.003003003,0.003003003,0,0.006006006,0.006006006,0,0,0,0,0,0.006006006,0.339339339,0,0.522522523,0.003003003,0,0.009009009,0.003003003,0,0.003003003,0,0,0,0,0.009009009,0.003003003,0,0,0,0,0,0,0.009009009,0
729,2219,0,0,0.030120482,0.081325301,0,0,0,0,0,0,0,0,0,0,0,0.015060241,0,0,0,0,0,0,0.38253012,0,0.454819277,0,0,0.012048193,0.003012048,0,0.009036145,0,0.003012048,0,0,0.009036145,0,0,0,0,0,0,0,0,0
739,2276,0.002915452,0.005830904,0.011661808,0.090379009,0,0,0,0,0.011661808,0,0,0.002915452,0,0,0.005830904,0.017492711,0,0,0.005830904,0,0,0.008746356,0.285714286,0,0.504373178,0,0,0.005830904,0.005830904,0,0.005830904,0.002915452,0.011661808,0,0,0,0.002915452,0.002915452,0,0,0,0,0,0.008746356,0
749,2351,0,0.006825939,0.006825939,0.064846416,0,0,0,0,0.023890785,0,0,0,0,0,0,0.013651877,0.003412969,0,0.003412969,0,0,0.003412969,0.259385666,0,0.556313993,0,0,0.013651877,0.003412969,0,0.003412969,0,0.006825939,0,0,0.003412969,0.013651877,0,0,0,0,0,0,0.013651877,0
759,2427,0,0,0.017006803,0.078231293,0,0,0,0,0,0,0,0.006802721,0,0,0.003401361,0,0,0,0,0,0.003401361,0.010204082,0.476190476,0,0.37414966,0,0,0.006802721,0.003401361,0,0.003401361,0,0.003401361,0,0,0,0,0,0,0,0,0,0,0.013605442,0
769,2502,0.013550136,0.008130081,0.01897019,0.094850949,0,0,0,0.002710027,0.013550136,0,0,0,0,0,0,0.008130081,0,0,0,0.005420054,0.002710027,0.013550136,0.273712737,0,0.506775068,0,0,0.005420054,0.002710027,0,0.005420054,0,0.005420054,0,0,0.005420054,0.002710027,0,0,0,0,0,0,0.010840108,0
779,2577,0.002739726,0,0.02739726,0.049315068,0,0.002739726,0,0,0,0,0,0.010958904,0.002739726,0,0,0.019178082,0.005479452,0,0,0,0.002739726,0.005479452,0.323287671,0,0.536986301,0,0.002739726,0.002739726,0,0,0.002739726,0,0,0,0,0,0,0,0.002739726,0,0,0,0,0,0
789,3075,0.003003003,0.003003003,0.006006006,0.09009009,0,0,0,0,0.018018018,0,0,0.003003003,0,0,0,0.012012012,0,0,0,0.006006006,0,0.003003003,0.276276276,0,0.54954955,0,0.003003003,0.012012012,0,0,0.003003003,0,0,0,0,0.003003003,0.006006006,0,0,0,0,0,0,0.003003003,0
799,3620,0.003012048,0,0.015060241,0.11746988,0,0,0,0,0,0,0,0.003012048,0.003012048,0,0,0.024096386,0,0,0,0,0,0.012048193,0.415662651,0,0.385542169,0,0.003012048,0.003012048,0,0.003012048,0.006024096,0,0,0,0,0.003012048,0,0,0.003012048,0,0,0,0,0,0
809,4165,0.003344482,0,0,0.033444816,0,0.003344482,0,0,0,0,0,0.010033445,0,0,0.003344482,0.013377926,0,0,0.010033445,0,0,0,0.351170569,0,0.531772575,0,0,0.003344482,0,0,0.003344482,0,0.010033445,0,0,0.006688963,0.010033445,0,0,0,0,0,0,0.006688963,0
819,4710,0,0.006116208,0.003058104,0.094801223,0,0,0,0,0,0,0,0.009174312,0,0,0.003058104,0.003058104,0,0,0,0,0,0.009174312,0.26911315,0,0.559633028,0.003058104,0,0.003058104,0,0,0.003058104,0,0.006116208,0,0,0.012232416,0.003058104,0.003058104,0,0,0,0,0,0.009174312,0
829,4932,0,0.003164557,0.022151899,0.101265823,0,0,0,0,0,0,0,0,0,0,0,0.022151899,0,0,0,0,0.006329114,0,0.231012658,0,0.591772152,0,0,0.009493671,0.006329114,0,0.006329114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,5120,0.009677419,0,0.009677419,0.061290323,0,0,0,0,0.006451613,0,0,0.006451613,0,0,0,0.012903226,0.003225806,0,0,0,0,0,0.190322581,0,0.641935484,0,0,0.022580645,0.003225806,0,0.003225806,0,0.003225806,0,0,0,0.009677419,0,0,0,0,0,0,0.012903226,0.003225806
849,5307,0,0.003194888,0.019169329,0.143769968,0,0,0,0.003194888,0,0,0,0,0,0,0.006389776,0.022364217,0,0,0,0,0,0,0.431309904,0,0.335463259,0,0,0.022364217,0.003194888,0,0.003194888,0,0.003194888,0,0,0.003194888,0,0,0,0,0,0,0,0,0
859,5494,0,0,0.003095975,0.089783282,0,0,0,0,0,0.003095975,0,0.003095975,0,0,0.00619195,0.018575851,0,0,0,0,0,0.00619195,0.328173375,0,0.482972136,0,0,0.018575851,0.00619195,0,0.00619195,0,0.003095975,0,0.003095975,0.00619195,0.00619195,0,0,0,0,0,0,0.009287926,0
869,5681,0,0.006309148,0.022082019,0.167192429,0.003154574,0,0,0.003154574,0,0,0,0,0,0,0.003154574,0.025236593,0,0,0,0,0.006309148,0,0.403785489,0,0.321766562,0,0,0.034700315,0,0,0,0,0,0,0,0.003154574,0,0,0,0,0,0,0,0,0
879,5868,0,0,0,0.066455696,0,0,0,0,0,0,0,0.003164557,0,0,0.003164557,0.003164557,0,0,0.003164557,0.003164557,0,0,0.287974684,0,0.588607595,0,0,0.022151899,0.003164557,0,0,0,0,0,0,0.006329114,0.003164557,0,0,0,0,0,0,0.006329114,0
889,6055,0,0.003144654,0.012578616,0.166666667,0,0,0,0.012578616,0,0,0,0.006289308,0,0,0.006289308,0.034591195,0,0,0,0.006289308,0,0.003144654,0.411949686,0,0.311320755,0,0,0.009433962,0.006289308,0,0.003144654,0,0.006289308,0,0,0,0,0,0,0,0,0,0,0,0
899,6243,0.003194888,0.009584665,0.009584665,0.108626198,0,0,0,0,0.003194888,0.003194888,0,0.031948882,0.003194888,0,0.003194888,0.015974441,0.003194888,0,0,0,0,0.003194888,0.166134185,0,0.591054313,0.003194888,0,0.009584665,0.006389776,0,0,0,0.003194888,0,0,0.003194888,0.003194888,0,0,0,0.003194888,0,0,0.012779553,0
