"sample.depths","sample.ages","Acer","Alnus","Betula","Carya","Castanea","Celtis","Cornus","Corylus","Cupressaceae.Taxaceae","Ephedra","Ericaceae","Fagus","Fraxinus","Ilex","Juglans","Liquidambar","Liriodendron","Magnolia","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus","Platanus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae","Cyperaceae","Euphorbiaceae","Fabaceae","Iva","Lamiaceae","Malvaceae","Plantago","Poaceae","Polygonum"
1099,6618,0,0.002785515,0.013927577,0.13091922,0.002785515,0,0,0,0.005571031,0,0,0,0,0,0.002785515,0.008356546,0,0,0,0.022284123,0,0.002785515,0.206128134,0,0.557103064,0,0,0.019498607,0.008356546,0,0,0,0,0,0,0.002785515,0.008356546,0,0,0,0,0,0,0.005571031,0
1109,6638,0,0.005208333,0.010416667,0.057291667,0,0,0,0,0.002604167,0,0,0,0,0,0,0.028645833,0,0,0,0.002604167,0,0.0078125,0.169270833,0,0.635416667,0,0,0.026041667,0.010416667,0,0.002604167,0,0.005208333,0,0,0,0.0078125,0,0,0,0,0,0,0.028645833,0
1119,6658,0.005050505,0.002525253,0.015151515,0.088383838,0,0,0,0,0.002525253,0,0,0.002525253,0,0,0,0.015151515,0,0.002525253,0,0.083333333,0,0.005050505,0.191919192,0,0.52020202,0,0,0.02020202,0.002525253,0,0,0,0,0,0,0.005050505,0.005050505,0,0,0,0.002525253,0,0,0.03030303,0
1129,6678,0,0,0.026392962,0.102639296,0,0,0,0,0,0,0,0,0.005865103,0,0,0.029325513,0,0,0.04398827,0.017595308,0,0,0.15542522,0,0.568914956,0,0,0.014662757,0.005865103,0,0.002932551,0,0,0,0,0.005865103,0,0,0,0,0,0,0,0.020527859,0
1139,6698,0,0.00295858,0.01183432,0.073964497,0,0,0,0,0.00591716,0,0,0,0,0,0,0.020710059,0,0,0,0.023668639,0,0.00591716,0.174556213,0,0.600591716,0,0,0.01183432,0,0,0.00295858,0,0.00295858,0,0,0.017751479,0.01183432,0,0,0,0,0,0,0.032544379,0
1149,6718,0,0.004987531,0.009975062,0.119700748,0,0,0,0,0,0,0,0,0.002493766,0,0.002493766,0.014962594,0,0,0.002493766,0.024937656,0.002493766,0.002493766,0.229426434,0,0.523690773,0,0,0.014962594,0.007481297,0,0.002493766,0,0.009975062,0,0,0.007481297,0.002493766,0,0,0,0,0,0,0.014962594,0
1159,6738,0.006116208,0.003058104,0.018348624,0.042813456,0,0,0,0,0.018348624,0,0,0,0,0,0.003058104,0.018348624,0,0,0.006116208,0.012232416,0,0.009174312,0.19266055,0,0.568807339,0,0.003058104,0.027522936,0.009174312,0,0,0,0.01529052,0,0,0.006116208,0.012232416,0,0,0,0.003058104,0.003058104,0.003058104,0.018348624,0
1169,6758,0,0.005633803,0.008450704,0.101408451,0,0,0,0,0.002816901,0,0.002816901,0,0,0,0,0.025352113,0,0,0,0.115492958,0.002816901,0.002816901,0.154929577,0,0.54084507,0,0,0.014084507,0,0,0.002816901,0,0.005633803,0,0,0,0,0,0,0,0,0,0,0.014084507,0
1179,6778,0,0.005780347,0.014450867,0.101156069,0,0,0,0,0.005780347,0,0,0,0,0,0,0.031791908,0.002890173,0,0,0.01734104,0.002890173,0.005780347,0.24566474,0,0.505780347,0,0,0.026011561,0.020231214,0,0,0,0,0,0,0.002890173,0.002890173,0,0,0,0,0,0,0.00867052,0
1189,6798,0.003194888,0,0.015974441,0.124600639,0,0,0,0.003194888,0,0,0,0,0,0,0.003194888,0.022364217,0,0,0,0.006389776,0,0.006389776,0.261980831,0,0.517571885,0,0,0.019169329,0,0,0.003194888,0,0.006389776,0,0,0.006389776,0,0,0,0,0,0,0,0,0
1199,6818,0.00617284,0.00617284,0.021604938,0.108024691,0,0,0,0,0,0,0,0,0.00308642,0,0,0.018518519,0,0,0,0.018518519,0,0.00617284,0.219135802,0,0.549382716,0,0,0.018518519,0,0,0.00308642,0,0.00308642,0,0,0.009259259,0,0,0,0,0,0,0,0.009259259,0
1209,6833,0,0.003378378,0.010135135,0.128378378,0.006756757,0,0,0,0.003378378,0,0.003378378,0,0,0,0,0.030405405,0,0,0,0.003378378,0,0.010135135,0.283783784,0,0.429054054,0,0,0.064189189,0.010135135,0,0.003378378,0,0.003378378,0,0,0,0,0,0,0,0,0,0,0.006756757,0
1219,6848,0,0.003003003,0.006006006,0.123123123,0,0,0,0,0,0,0,0.006006006,0.003003003,0,0,0.03003003,0,0,0,0.003003003,0.003003003,0,0.192192192,0,0.561561562,0,0.003003003,0.027027027,0,0,0.003003003,0,0.003003003,0,0,0.003003003,0.009009009,0,0,0,0,0,0,0.021021021,0
1229,6863,0,0.003154574,0.003154574,0.176656151,0,0,0,0,0,0,0,0.003154574,0,0,0.006309148,0.025236593,0,0,0,0.034700315,0,0.003154574,0.347003155,0,0.350157729,0,0,0.03785489,0.003154574,0,0,0,0,0,0,0.006309148,0,0,0,0,0,0,0,0,0
1239,6878,0.002808989,0.005617978,0.008426966,0.106741573,0,0,0,0,0.008426966,0,0,0.008426966,0,0,0,0.033707865,0,0,0,0.002808989,0,0.005617978,0.162921348,0,0.56741573,0,0.002808989,0.019662921,0.014044944,0,0,0,0,0,0,0.002808989,0.011235955,0,0,0,0,0,0,0.036516854,0
1249,6893,0,0,0.006493506,0.142857143,0,0,0,0,0,0,0,0.003246753,0,0,0,0.032467532,0,0,0,0.019480519,0,0.003246753,0.227272727,0,0.493506494,0,0,0.022727273,0.006493506,0,0.003246753,0,0.003246753,0,0,0.012987013,0.006493506,0,0,0,0,0,0,0.016233766,0
1259,6908,0,0,0.024875622,0.171641791,0.002487562,0,0.002487562,0,0,0,0,0.009950249,0,0,0,0.024875622,0,0,0,0.002487562,0,0.012437811,0.166666667,0,0.527363184,0,0,0.032338308,0.002487562,0,0,0,0.002487562,0,0,0,0.002487562,0,0,0,0,0,0,0.014925373,0
1269,6923,0,0,0.011235955,0.188202247,0,0,0,0,0,0,0,0,0,0,0.005617978,0.033707865,0,0,0,0.014044944,0.002808989,0.008426966,0.199438202,0,0.502808989,0,0,0.019662921,0,0,0,0,0.002808989,0,0,0,0.002808989,0,0,0,0,0,0,0.008426966,0
1279,6939,0.002932551,0.002932551,0.011730205,0.117302053,0,0,0,0.002932551,0,0,0.002932551,0.017595308,0.002932551,0,0,0.020527859,0,0,0,0,0,0.005865103,0.214076246,0,0.527859238,0,0.002932551,0.029325513,0.008797654,0,0,0,0,0,0,0.008797654,0.002932551,0,0,0,0,0,0,0.017595308,0
1289,6954,0,0.006060606,0.018181818,0.060606061,0,0,0,0,0.006060606,0,0,0,0.006060606,0,0,0.03030303,0,0,0.006060606,0.015151515,0,0.003030303,0.136363636,0,0.636363636,0,0,0.033333333,0.003030303,0,0.003030303,0.003030303,0,0,0,0.009090909,0.012121212,0,0,0,0,0,0,0.012121212,0
1299,6969,0.002915452,0,0.005830904,0.145772595,0,0,0,0,0.005830904,0,0.005830904,0,0.005830904,0,0,0.023323615,0,0,0,0.014577259,0,0.008746356,0.198250729,0,0.539358601,0,0,0.023323615,0.002915452,0,0,0,0.002915452,0,0,0.002915452,0,0,0,0,0,0,0,0.011661808,0
1309,6984,0,0.002881844,0.008645533,0.144092219,0.002881844,0,0,0,0,0,0,0,0,0.002881844,0,0.04610951,0,0,0.002881844,0.020172911,0,0.002881844,0.181556196,0,0.53314121,0,0,0.014409222,0.002881844,0,0.002881844,0,0.005763689,0,0,0.005763689,0.008645533,0,0,0,0,0,0,0.011527378,0
1319,6999,0,0.00621118,0.00931677,0.136645963,0,0,0,0,0,0,0,0,0.00310559,0,0,0.037267081,0,0,0,0.00931677,0,0.00931677,0.257763975,0,0.472049689,0,0.00310559,0.037267081,0.00931677,0,0,0,0.00310559,0,0.00310559,0.00310559,0,0,0,0,0,0,0,0,0
1329,7014,0,0,0.009146341,0.182926829,0,0,0,0,0,0,0,0,0,0,0,0.021341463,0,0,0,0.015243902,0,0.009146341,0.195121951,0,0.506097561,0,0,0.039634146,0.00304878,0,0.00304878,0,0.006097561,0,0,0.00304878,0.006097561,0,0,0,0,0,0,0,0
1339,7029,0,0.005586592,0.002793296,0.181564246,0,0,0,0.002793296,0.011173184,0,0,0.044692737,0,0,0.002793296,0.016759777,0.005586592,0,0,0,0,0.002793296,0.17877095,0,0.455307263,0,0.005586592,0.044692737,0.002793296,0,0,0,0,0.005586592,0,0.002793296,0.005586592,0,0,0,0,0,0,0.022346369,0
1349,7044,0,0,0.002469136,0.130864198,0,0,0,0,0,0,0,0.007407407,0,0,0,0.024691358,0,0.002469136,0,0.019753086,0,0.009876543,0.264197531,0,0.47654321,0,0,0.037037037,0.007407407,0,0,0,0.002469136,0,0,0,0.004938272,0,0,0,0,0,0,0.009876543,0
1359,7060,0.002994012,0,0.020958084,0.068862275,0,0,0,0,0.002994012,0,0,0,0.008982036,0,0,0.017964072,0,0,0.002994012,0.017964072,0,0.005988024,0.149700599,0,0.643712575,0,0.002994012,0.01497006,0.002994012,0,0,0,0.002994012,0,0,0.011976048,0.005988024,0,0,0,0,0,0,0.01497006,0
1369,7075,0,0.003125,0.015625,0.121875,0.003125,0,0,0,0.00625,0,0,0.003125,0,0.003125,0.003125,0.03125,0,0,0,0,0,0.00625,0.215625,0,0.5125,0,0,0.034375,0.015625,0,0.003125,0.003125,0.003125,0,0,0,0.003125,0,0,0,0,0.003125,0,0.009375,0
1379,7090,0,0.003144654,0.009433962,0.100628931,0,0,0,0.003144654,0.006289308,0,0,0.040880503,0,0,0,0.01572327,0,0,0,0,0,0.012578616,0.15408805,0,0.559748428,0,0,0.022012579,0.006289308,0,0,0,0.006289308,0,0,0.006289308,0.018867925,0,0,0,0,0,0,0.034591195,0
1389,7105,0,0,0,0.135371179,0,0,0,0,0.002183406,0,0,0,0,0.002183406,0,0.026200873,0,0,0,0.008733624,0,0.017467249,0.168122271,0,0.414847162,0,0,0.179039301,0.008733624,0,0.004366812,0,0.006550218,0,0,0.006550218,0.006550218,0,0,0,0,0,0,0.013100437,0
1399,7120,0,0.003225806,0.009677419,0.135483871,0,0,0,0,0.003225806,0,0,0.038709677,0,0,0.003225806,0.032258065,0,0,0,0.003225806,0,0.009677419,0.190322581,0,0.516129032,0,0,0.019354839,0.006451613,0,0,0,0,0,0,0,0.003225806,0,0,0,0,0,0,0.025806452,0
1409,7135,0.005934718,0.002967359,0.011869436,0.065281899,0,0,0,0,0.002967359,0,0.002967359,0.005934718,0,0.002967359,0.002967359,0.005934718,0.002967359,0,0,0.011869436,0.002967359,0,0.18694362,0,0.617210682,0,0,0.017804154,0.002967359,0,0.002967359,0,0,0,0,0.002967359,0.023738872,0,0,0,0,0,0,0.017804154,0
1419,7150,0.005586592,0.011173184,0.011173184,0.086592179,0,0,0,0,0.005586592,0,0,0.078212291,0.005586592,0.002793296,0.002793296,0.01396648,0,0,0,0.005586592,0,0.002793296,0.156424581,0,0.555865922,0,0,0.002793296,0.005586592,0,0,0,0,0,0,0.008379888,0.01396648,0,0,0,0,0,0,0.025139665,0
1429,7166,0,0.01,0.02,0.093333333,0,0,0,0,0.006666667,0,0,0.003333333,0,0,0,0.01,0,0,0.003333333,0.003333333,0,0.006666667,0.14,0,0.66,0,0,0.006666667,0,0,0,0,0.003333333,0,0,0.003333333,0.02,0,0,0,0,0,0,0.01,0
1439,7181,0.003039514,0.006079027,0.009118541,0.051671733,0,0,0,0,0.006079027,0,0,0.112462006,0.006079027,0.003039514,0.003039514,0.030395137,0.003039514,0,0,0.003039514,0.006079027,0,0.136778116,0,0.547112462,0,0,0.012158055,0.012158055,0,0,0,0.006079027,0,0,0,0.009118541,0.006079027,0,0,0,0,0,0.027355623,0
1449,7183,0,0.012461059,0.012461059,0.07165109,0,0,0,0,0.009345794,0,0,0,0.015576324,0,0,0.018691589,0,0,0,0.015576324,0.003115265,0.003115265,0.115264798,0,0.635514019,0,0,0.024922118,0.00623053,0,0,0,0.009345794,0,0,0.012461059,0.021806854,0,0,0,0,0,0,0.012461059,0
1459,7185,0.005128205,0.007692308,0.007692308,0.061538462,0.017948718,0,0,0,0.017948718,0,0,0.105128205,0.007692308,0,0.002564103,0.007692308,0.002564103,0,0,0.002564103,0.002564103,0.002564103,0.133333333,0,0.564102564,0,0,0.005128205,0.01025641,0,0.005128205,0,0,0,0,0,0.007692308,0,0,0,0,0,0,0.023076923,0
1469,7187,0.003257329,0.006514658,0.009771987,0.058631922,0,0,0,0,0.003257329,0,0,0,0.003257329,0,0,0.009771987,0,0,0,0.003257329,0,0.003257329,0.159609121,0,0.667752443,0,0,0.009771987,0.009771987,0,0,0,0.003257329,0,0,0.016286645,0.009771987,0,0,0,0,0,0,0.022801303,0
1479,7189,0.00295858,0.014792899,0.01183432,0.053254438,0,0,0,0,0.017751479,0,0,0.038461538,0.00591716,0,0,0,0.00295858,0,0,0.00591716,0.00295858,0.00295858,0.165680473,0,0.576923077,0,0,0.023668639,0.00295858,0,0.00295858,0,0.00887574,0,0,0.00295858,0.029585799,0,0,0,0,0,0,0.026627219,0
1489,7192,0,0.00619195,0.009287926,0.046439628,0,0,0,0.003095975,0,0,0,0,0.003095975,0,0.003095975,0.015479876,0,0,0,0.00619195,0.003095975,0.00619195,0.173374613,0,0.640866873,0,0,0.040247678,0,0,0,0,0,0,0,0.021671827,0.009287926,0,0,0,0,0,0,0.012383901,0
1499,7194,0,0.004962779,0.009925558,0.109181141,0,0,0,0.00248139,0,0,0,0.047146402,0,0,0,0.019851117,0,0,0,0,0.00248139,0.00248139,0.191066998,0,0.513647643,0,0,0.027295285,0.009925558,0,0.007444169,0,0.00248139,0,0,0.009925558,0.014888337,0.00248139,0,0,0,0,0,0.022332506,0
1509,7196,0,0,0.006289308,0.176100629,0,0,0,0.003144654,0.012578616,0,0,0,0,0,0,0.047169811,0,0,0,0.006289308,0.003144654,0.006289308,0.20754717,0,0.471698113,0,0,0.031446541,0.003144654,0,0.006289308,0,0,0,0,0.006289308,0,0,0,0,0,0,0,0.012578616,0
1519,7198,0,0.005602241,0.005602241,0.089635854,0,0,0,0,0.00280112,0,0,0.078431373,0.00280112,0,0,0.016806723,0,0,0,0,0.00280112,0.005602241,0.148459384,0,0.546218487,0,0,0.016806723,0.016806723,0,0,0,0.00280112,0,0,0.028011204,0.008403361,0,0,0,0,0,0,0.022408964,0
1529,7200,0.003257329,0.003257329,0.006514658,0.052117264,0,0,0,0,0.006514658,0,0,0,0.003257329,0,0.003257329,0.016286645,0,0,0,0.009771987,0.003257329,0.003257329,0.156351792,0,0.67752443,0,0,0.006514658,0.003257329,0,0,0,0.009771987,0,0,0.013029316,0.013029316,0,0,0,0,0,0,0.009771987,0
1539,7202,0,0.003174603,0.00952381,0.152380952,0,0,0,0.003174603,0.003174603,0,0,0.057142857,0,0,0,0.019047619,0,0,0,0.012698413,0,0.006349206,0.165079365,0,0.501587302,0,0,0.012698413,0.00952381,0,0.003174603,0,0.003174603,0,0,0.003174603,0.006349206,0,0,0,0,0,0,0.028571429,0
1549,7205,0,0.012307692,0.009230769,0.086153846,0.003076923,0,0,0,0,0,0,0,0.006153846,0.003076923,0,0.009230769,0,0,0,0.015384615,0,0.003076923,0.166153846,0,0.627692308,0.003076923,0,0.012307692,0.003076923,0,0.003076923,0,0.003076923,0,0,0.003076923,0.015384615,0,0,0,0,0,0,0.015384615,0
1559,7207,0,0.006514658,0.009771987,0.133550489,0,0,0.003257329,0.003257329,0,0,0,0.042345277,0,0,0.003257329,0.026058632,0,0,0,0.006514658,0,0.006514658,0.156351792,0,0.534201954,0,0.003257329,0.022801303,0.009771987,0,0,0,0.003257329,0,0,0.003257329,0,0.003257329,0,0,0,0,0,0.022801303,0
1569,7209,0,0,0.002531646,0.086075949,0,0,0,0,0.005063291,0,0,0,0.002531646,0,0,0.187341772,0.002531646,0,0,0.017721519,0,0.007594937,0.13164557,0,0.493670886,0,0,0.010126582,0.002531646,0,0.007594937,0,0.002531646,0,0,0.007594937,0.02278481,0,0,0,0,0,0,0.010126582,0
1579,7211,0,0.002564103,0.017948718,0.130769231,0,0,0,0,0,0,0,0.023076923,0.002564103,0,0.002564103,0.023076923,0.002564103,0,0,0.002564103,0,0.002564103,0.156410256,0,0.556410256,0,0,0.012820513,0.01025641,0,0,0,0.002564103,0.002564103,0,0.002564103,0.005128205,0.002564103,0,0,0,0,0,0.038461538,0
1589,7213,0,0.005988024,0.01497006,0.095808383,0,0,0,0.002994012,0.002994012,0,0,0,0,0,0,0.017964072,0,0,0,0.005988024,0.002994012,0,0.143712575,0,0.643712575,0,0,0.01497006,0.008982036,0,0,0,0.005988024,0,0,0.008982036,0.005988024,0,0,0,0,0,0,0.017964072,0
1599,7215,0.002857143,0.002857143,0.005714286,0.122857143,0,0,0.002857143,0.005714286,0.005714286,0,0,0.065714286,0,0,0,0.014285714,0,0,0,0.005714286,0,0.037142857,0.24,0,0.397142857,0,0,0.037142857,0.005714286,0,0.002857143,0,0.002857143,0,0,0.008571429,0.014285714,0,0,0,0,0,0,0.02,0
1609,7231,0,0,0.008196721,0.12295082,0,0,0,0.00273224,0,0,0,0,0,0,0,0.021857923,0,0,0,0.010928962,0.00273224,0.010928962,0.117486339,0,0.633879781,0,0,0.027322404,0.010928962,0,0,0,0.008196721,0,0,0,0.008196721,0,0,0,0,0,0,0.013661202,0
1619,7266,0,0,0.002941176,0.135294118,0,0,0.002941176,0,0.005882353,0,0,0.008823529,0,0,0,0.017647059,0,0,0,0,0,0.002941176,0.232352941,0,0.497058824,0,0,0.041176471,0.005882353,0,0.002941176,0,0.002941176,0,0,0.014705882,0.005882353,0.002941176,0,0,0,0,0,0.017647059,0
1629,7302,0,0,0.006006006,0.129129129,0,0,0,0.003003003,0,0,0,0.006006006,0,0,0,0.024024024,0,0,0,0.033033033,0,0.003003003,0.174174174,0,0.561561562,0.003003003,0,0.033033033,0.006006006,0,0.003003003,0,0.003003003,0,0,0,0.006006006,0,0,0,0,0,0,0.006006006,0
1639,7337,0.00273224,0,0.021857923,0.204918033,0,0,0,0,0.00273224,0,0.00273224,0.027322404,0,0,0,0.024590164,0,0,0,0.010928962,0,0.013661202,0.213114754,0,0.379781421,0,0,0.043715847,0.010928962,0,0,0,0.005464481,0,0,0,0,0.00273224,0,0,0,0,0,0.032786885,0
1649,7373,0,0,0.017964072,0.173652695,0,0,0,0,0,0,0.002994012,0.002994012,0,0,0.002994012,0.01497006,0,0,0,0.026946108,0,0.002994012,0.170658683,0,0.511976048,0,0,0.023952096,0.008982036,0,0,0,0.005988024,0,0,0.002994012,0.008982036,0,0,0,0,0,0,0.020958084,0
1659,7408,0,0.005390836,0.002695418,0.140161725,0,0,0,0,0,0,0,0.045822102,0,0,0,0.032345013,0,0,0.005390836,0.005390836,0.002695418,0.008086253,0.156334232,0,0.48787062,0,0,0.029649596,0.013477089,0,0.008086253,0,0.005390836,0,0,0.002695418,0.010781671,0,0,0,0,0,0,0.037735849,0
1669,7443,0,0,0.018867925,0.135220126,0,0,0,0,0,0,0.003144654,0.009433962,0,0,0.003144654,0.022012579,0,0,0,0.022012579,0,0.003144654,0.150943396,0,0.553459119,0,0.003144654,0.022012579,0.012578616,0,0,0,0.003144654,0,0.003144654,0.006289308,0.006289308,0,0,0,0,0,0,0.022012579,0
1679,7479,0.002457002,0.002457002,0.022113022,0.081081081,0.002457002,0,0,0,0,0,0,0.051597052,0.002457002,0,0,0.031941032,0.002457002,0,0,0.024570025,0,0,0.142506143,0,0.56019656,0,0,0.022113022,0.012285012,0,0.004914005,0,0,0,0,0.004914005,0.004914005,0.002457002,0,0,0,0,0,0.022113022,0
1689,7514,0,0.002949853,0.005899705,0.138643068,0,0,0,0,0,0,0,0.005899705,0,0,0.002949853,0.020648968,0,0,0,0.02359882,0.002949853,0.005899705,0.168141593,0,0.563421829,0,0,0.017699115,0.01179941,0,0,0,0.008849558,0,0,0.002949853,0.01179941,0,0,0,0,0,0,0.005899705,0
1699,7692,0,0.011494253,0.014367816,0.117816092,0,0,0.002873563,0.002873563,0.002873563,0,0,0.037356322,0.002873563,0,0.005747126,0.022988506,0.005747126,0,0,0.00862069,0,0.002873563,0.206896552,0,0.465517241,0,0,0.025862069,0.00862069,0,0,0,0.005747126,0,0,0.005747126,0.005747126,0,0,0,0,0,0,0.037356322,0
1709,7895,0,0.003003003,0.015015015,0.096096096,0,0,0,0,0,0,0,0.003003003,0,0,0,0.033033033,0,0,0,0.024024024,0.003003003,0.009009009,0.144144144,0,0.597597598,0,0,0.03003003,0.009009009,0,0,0,0.006006006,0,0,0.009009009,0.003003003,0,0,0,0,0,0,0.015015015,0
