"depth","best.age","min.age","max.age"
5,121,111,132
25,606,553,660
50,1212,1104,1320
75,1585,1485,1684
100,1958,1858,2055
125,2330,2226,2434
150,2703,2588,2819
175,3076,2944,3208
200,3449,3296,3599
225,3821,3647,3992
250,4194,3996,4387
275,4567,4345,4784
300,5066,4859,5267
325,5566,5357,5773
350,6065,5838,6296
375,6565,6309,6831
400,7064,6772,7373
425,7563,7229,7922
450,8063,7678,8474
475,8562,8123,9029
500,9037,8569,9536
510,9189,8744,9662
513,9234,8795,9701
525,9415,8987,9862
550,9793,9362,10236
575,10171,9703,10649
600,10549,10000,11084
605,10625,10056,11175
610,10700,10113,11268
615,10776,10170,11364
620,10852,10227,11461
625,10927,10284,11560
630,11003,10338,11657
635,11078,10393,11757
640,11154,10448,11857
645,11229,10504,11959
649,11290,10547,12039
650,11305,10558,12060
652,11335,10580,12101
653,11350,10591,12121
654,11366,10601,12141
656,11396,10623,12182
657,11411,10634,12202
658,11426,10645,12223
660,11456,10666,12263
662,11486,10687,12304
665,11539,10757,12337
670,11632,10897,12381
675,11724,11013,12436
680,11817,11119,12514
685,11910,11203,12609
690,12003,11258,12721
695,12096,11303,12855
700,12188,11334,13002
705,12281,11360,13169
712,NA,NA,NA
718,NA,NA,NA
740,NA,NA,NA
750,NA,NA,NA
760,NA,NA,NA
770,NA,NA,NA
780,NA,NA,NA
